id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
005ca692,7,2,3,4,0,3,18,15,5,1,4,9,16,7,2,21
00672021,4,1,2,2,0,1,2,1,5,2,3,1,5,0,1,8
0174ba21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0193a8bf,7,1,2,3,2,0,4,4,1,0,1,3,10,4,0,6
01a49bd2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01b8a2b2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,12
01c3aff5,7,4,4,3,0,3,8,5,6,2,4,13,20,6,0,25
01e5f06e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01eb744d,10,6,3,4,3,2,8,6,5,0,5,6,16,2,0,27
02c15616,4,4,1,3,0,3,6,3,0,0,0,1,5,1,0,15
032f894e,1,0,0,1,0,0,1,1,0,0,0,1,2,1,1,8
0331786b,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,5
0375723e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
03bd0bf4,8,2,3,5,0,5,5,0,7,7,0,5,13,23,0,18
03df04ff,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,2
042d286e,4,3,2,1,1,0,4,4,4,0,4,0,4,3,0,16
042e8a49,1,1,1,0,0,1,5,4,2,0,2,1,2,0,0,7
048a1cbc,5,3,3,2,0,1,1,0,4,0,4,7,12,1,0,25
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0534149c,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
05439de2,9,6,1,7,1,4,13,9,8,3,5,16,25,23,1,33
05a84d52,8,6,2,3,3,2,3,1,10,2,8,2,10,7,0,29
05d548d8,22,16,12,8,2,8,13,5,5,2,3,11,33,22,1,41
061e8e23,2,2,0,1,1,1,1,0,1,0,1,2,4,0,0,6
06df8256,2,2,2,0,0,2,2,0,4,2,2,0,2,10,1,14
075fe5a3,1,1,1,0,0,1,3,2,2,0,2,5,6,11,1,8
07750704,3,2,1,2,0,2,5,3,3,0,3,4,7,4,0,13
07ab6542,1,1,0,1,0,0,0,0,1,0,1,2,3,0,0,2
08511d65,10,8,10,0,0,7,9,2,3,1,2,13,23,13,0,42
089550f5,8,5,4,4,0,1,3,2,6,2,4,8,16,18,2,36
08aa17d0,3,2,1,1,1,2,3,1,2,1,1,8,11,7,0,20
09586899,2,0,1,1,0,2,11,9,2,0,2,2,4,0,0,14
0959c2a2,5,5,3,2,0,4,8,4,3,0,3,5,10,2,0,7
099b9c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a6dbbf7,8,2,8,0,0,1,2,1,13,6,7,6,14,34,0,18
0a89e877,4,3,1,2,1,1,3,2,6,0,6,4,8,3,0,26
0ab1f153,10,6,5,2,3,4,10,6,1,0,1,3,13,1,0,23
0ac94a23,3,1,0,3,0,1,6,5,2,0,2,2,5,0,1,5
0acf0e1c,3,2,1,1,1,0,3,3,1,0,1,1,4,0,0,9
0aeeed3f,8,4,2,5,1,4,7,3,3,0,3,6,14,4,0,15
0b4f388a,4,2,0,4,0,0,4,4,5,0,5,1,5,0,0,10
0b5a292a,8,7,3,5,0,3,8,5,9,1,8,7,15,23,2,28
0b90bb97,1,1,1,0,0,0,4,4,2,0,2,0,1,2,0,6
0c2ac3cb,2,2,0,1,1,1,1,0,2,0,2,0,2,0,0,5
0d10333c,6,4,2,4,0,1,4,3,0,0,0,8,14,1,0,21
0d267745,9,4,4,5,0,7,9,2,4,3,1,6,15,25,1,16
0d82903c,16,8,12,2,2,8,14,6,10,4,6,11,27,19,0,49
0e100630,16,10,12,4,0,9,11,2,9,2,7,1,17,7,1,35
0e21fc3c,2,1,1,0,1,2,7,5,1,0,1,2,4,0,0,15
0e61c46b,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
0e6bc38c,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5
0ef89a37,6,3,1,3,2,5,15,10,10,1,9,10,16,1,0,44
0f5e0b8a,7,5,3,4,0,4,9,5,6,1,5,2,9,10,0,24
0f888175,3,1,1,1,1,2,2,0,0,0,0,2,5,2,0,7
