id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
a7e4760c,Ismael Aaneba,fr FRA,DF,Strasbourg,19,1999,2.3,157,9,49,80,31,0,157,3,2,66.7,1,33.3,70,381,239,3,4,0,4,2,71,8,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,30,1987,38.0,2027,259,1276,738,46,27,2027,23,21,91.3,2,8.7,1040,5366,2909,16,7,1,16,6,1182,1,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,25,1992,22.5,1356,30,252,870,258,21,1355,60,31,51.7,29,48.3,786,4914,2328,43,23,4,40,31,908,50,Matches
469d3d84,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,18,2000,0.4,29,1,6,10,14,4,29,3,2,66.7,1,33.3,16,123,52,2,2,0,3,2,17,0,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,33,1985,22.2,1203,127,587,598,24,16,1203,1,1,100.0,0,0.0,687,3746,2202,13,4,0,5,7,701,1,Matches
26777636,Yacine Adli,fr FRA,MF,Bordeaux,18,2000,2.4,184,0,12,107,68,6,184,15,9,60.0,6,40.0,112,838,341,13,12,2,11,5,147,17,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Dijon,22,1996,11.7,747,68,336,383,36,9,747,7,6,85.7,1,14.3,376,1848,1032,11,6,0,8,5,460,3,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,25,1993,28.1,1970,63,417,953,614,35,1970,71,36,50.7,35,49.3,921,5482,3172,85,60,9,47,26,1172,155,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Monaco,24,1994,11.9,661,10,110,439,124,17,661,17,10,58.8,7,41.2,395,2337,1422,36,24,4,14,9,441,27,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,22,1996,10.4,748,12,174,494,87,2,748,16,11,68.8,5,31.3,382,1634,900,6,2,0,6,7,557,12,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Monaco,22,1996,11.9,841,34,217,566,73,0,841,14,12,85.7,2,14.3,542,2920,1654,21,20,0,11,7,564,13,Matches
