id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
0000acda,85,76,0,3,5,0,1,6,5,0,0,1,0,0
00528660,37,23,12,0,0,2,0,3,2,1,0,0,0,0
00823e9a,8,4,0,0,1,3,0,0,0,0,0,0,0,0
00b0bb87,78,61,8,2,2,3,2,8,7,1,0,0,0,0
019f4d0d,8,6,1,0,0,1,0,1,1,0,0,0,0,0
01b8a2b2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
01efac19,83,66,2,3,7,2,3,7,4,0,1,0,0,2
023937a9,54,48,2,0,3,0,1,8,7,0,0,1,0,0
02b2937c,8,5,0,0,1,1,1,1,1,0,0,0,0,0
02caf6e0,77,48,4,10,2,10,3,5,2,1,1,0,0,1
0375723e,121,67,21,13,8,9,3,15,8,4,0,0,3,0
03760df0,6,1,5,0,0,0,0,3,1,2,0,0,0,0
03f946ed,61,46,0,5,7,3,0,11,7,0,0,3,1,0
048877f5,3,1,2,0,0,0,0,0,0,0,0,0,0,0
0489bb30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05e19d6a,141,111,0,17,11,1,1,10,7,0,1,1,1,0
06050480,38,31,5,1,0,1,0,4,3,0,0,0,1,0
060606ec,37,23,0,5,2,5,2,3,1,0,0,0,2,0
07767f42,96,73,15,1,0,3,4,2,2,0,0,0,0,0
07abb358,86,55,14,9,1,7,0,9,6,2,1,0,0,0
07ea0ef2,10,6,4,0,0,0,0,1,1,0,0,0,0,0
081b6080,19,17,0,0,1,1,0,2,2,0,0,0,0,0
0821331c,1,1,0,0,0,0,0,0,0,0,0,0,0,0
085e71a7,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0861b8d6,12,9,0,0,3,0,0,3,2,0,0,1,0,0
089550f5,38,32,1,2,1,2,0,4,3,0,1,0,0,0
08aa9cd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08f5afaa,3,2,1,0,0,0,0,0,0,0,0,0,0,0
09538fdb,44,27,0,1,9,6,1,7,4,0,0,2,1,0
09899de8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0a1efd3c,23,19,0,0,2,2,0,2,1,0,0,0,1,0
0ab1f153,78,62,1,6,2,6,1,10,8,0,1,0,1,0
0b5a292a,57,43,10,3,1,0,0,6,4,2,0,0,0,0
0c2ac3cb,64,52,0,5,2,4,1,8,6,0,0,1,1,0
0c971997,11,9,0,0,0,1,1,0,0,0,0,0,0,0
0cd0e21b,41,37,1,2,1,0,0,7,6,0,1,0,0,0
0d2bdb4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d422df7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d72fbca,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0d82903c,68,58,2,3,1,4,0,10,9,0,0,0,1,0
0e21fc3c,83,71,2,5,1,3,1,0,0,0,0,0,0,0
0f22b650,11,8,1,0,1,1,0,0,0,0,0,0,0,0
