id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
008a6e6d,3,3,0,0,0,0,0,0,0,0,0,0,0,0
01040647,8,6,0,1,0,1,0,0,0,0,0,0,0,0
01a49bd2,20,16,1,0,2,1,0,3,3,0,0,0,0,0
01b8a2b2,3,3,0,0,0,0,0,2,2,0,0,0,0,0
01c3aff5,55,47,0,4,4,0,0,4,3,0,0,1,0,0
01efac19,56,50,0,4,1,1,0,7,5,0,2,0,0,0
023937a9,12,7,2,0,2,0,1,1,1,0,0,0,0,0
028e70b9,4,2,0,1,0,1,0,0,0,0,0,0,0,0
02caf6e0,69,54,3,3,4,5,0,10,7,0,1,1,1,0
0375723e,91,36,40,4,7,3,1,10,4,6,0,0,0,0
03f946ed,41,33,0,3,5,0,0,4,3,0,0,1,0,0
0489bb30,12,9,1,0,0,2,0,2,1,0,0,0,1,0
04df29a5,2,1,0,0,1,0,0,0,0,0,0,0,0,0
05e19d6a,85,70,1,2,7,3,2,8,5,0,0,1,1,1
0728bebe,61,47,0,1,0,13,0,10,8,0,1,0,1,0
07767f42,8,7,1,0,0,0,0,0,0,0,0,0,0,0
081b6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0821331c,12,10,0,0,1,0,1,2,1,0,0,1,0,0
085e71a7,4,2,2,0,0,0,0,2,1,1,0,0,0,0
089550f5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
08990838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08aa9cd1,4,3,0,0,0,1,0,2,1,0,0,0,1,0
08f5afaa,8,7,1,0,0,0,0,0,0,0,0,0,0,0
09538fdb,50,33,0,3,9,5,0,5,2,0,2,0,1,0
099a2de5,2,1,0,0,0,1,0,1,1,0,0,0,0,0
0a1efd3c,6,6,0,0,0,0,0,2,2,0,0,0,0,0
0a3065c8,19,14,2,0,0,1,2,0,0,0,0,0,0,0
0a447501,20,17,0,0,1,2,0,2,2,0,0,0,0,0
0a483542,35,27,0,5,2,1,0,1,1,0,0,0,0,0
0ab1f153,116,72,25,9,2,7,1,16,9,4,1,0,2,0
0b5a292a,60,45,9,2,1,3,0,5,4,1,0,0,0,0
0c8f27b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cadc46d,24,19,0,0,5,0,0,2,1,0,0,1,0,0
0d077b88,8,5,0,2,0,1,0,2,2,0,0,0,0,0
0d422df7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0d82903c,45,38,1,2,2,2,0,4,4,0,0,0,0,0
0db169ae,36,26,7,1,0,2,0,2,2,0,0,0,0,0
0e0e4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e21fc3c,12,9,1,0,0,2,0,1,0,1,0,0,0,0
0e490f6e,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0fee6bda,7,7,0,0,0,0,0,2,2,0,0,0,0,0
1079c685,20,12,0,2,4,2,0,1,0,0,0,1,0,0
10dc46f0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10e7f486,30,24,3,1,2,0,0,1,1,0,0,0,0,0
11e0904f,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1295552e,27,24,0,0,2,1,0,3,2,0,0,1,0,0
129af0db,72,55,0,4,8,5,0,15,12,0,0,2,1,0
12c35abe,21,17,0,3,1,0,0,3,1,0,2,0,0,0
130a7a3f,34,22,2,1,2,7,0,3,2,0,0,0,1,0
13c8e5f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144607cc,62,48,9,0,5,0,0,5,4,0,0,1,0,0
149c5f5d,29,25,1,1,0,1,1,7,6,0,0,0,1,0
14b8fcdf,4,3,0,0,0,0,1,1,1,0,0,0,0,0
157d29b6,59,46,0,5,4,3,1,4,2,0,0,2,0,0
15d0c248,9,8,0,0,1,0,0,0,0,0,0,0,0,0
162efffd,180,104,37,15,9,13,2,18,12,1,2,2,1,0
16657b95,41,35,0,1,4,0,1,8,7,0,0,0,0,1
16b9d5cf,11,11,0,0,0,0,0,0,0,0,0,0,0,0
16bb656a,15,8,0,2,4,1,0,0,0,0,0,0,0,0
173061c0,39,33,3,1,1,1,0,3,3,0,0,0,0,0
