id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
0000acda,26,21,0,0,4,1,0,2,1,0,0,1,0,0
008a6e6d,11,10,0,0,1,0,0,0,0,0,0,0,0,0
00b0bb87,20,17,3,0,0,0,0,3,3,0,0,0,0,0
016ff750,14,9,3,1,1,0,0,1,1,0,0,0,0,0
01b8a2b2,3,3,0,0,0,0,0,1,1,0,0,0,0,0
01efac19,55,48,1,1,3,2,0,5,4,0,1,0,0,0
023937a9,26,22,1,0,3,0,0,2,2,0,0,0,0,0
02b2937c,25,21,0,0,2,2,0,3,1,0,0,0,2,0
02caf6e0,69,55,3,4,3,4,0,9,6,0,1,2,0,0
0375723e,101,57,29,3,8,4,0,13,5,5,0,3,0,0
03f946ed,106,84,1,8,4,9,0,2,1,0,0,1,0,0
0489bb30,21,17,0,0,2,2,0,1,1,0,0,0,0,0
04989945,8,7,0,0,1,0,0,0,0,0,0,0,0,0
04df29a5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
05e19d6a,74,65,0,5,3,0,1,4,2,0,1,1,0,0
060606ec,25,19,0,4,0,2,0,0,0,0,0,0,0,0
0728bebe,113,82,3,10,4,13,1,8,6,1,0,0,1,0
07767f42,25,23,2,0,0,0,0,0,0,0,0,0,0,0
07abb358,45,36,5,0,2,2,0,4,4,0,0,0,0,0
0821331c,11,11,0,0,0,0,0,1,1,0,0,0,0,0
085e71a7,8,7,1,0,0,0,0,2,2,0,0,0,0,0
089550f5,20,17,0,2,0,0,1,4,3,0,1,0,0,0
08990838,1,1,0,0,0,0,0,0,0,0,0,0,0,0
08aa9cd1,49,30,0,4,7,6,2,6,3,0,1,1,1,0
08f5afaa,5,1,4,0,0,0,0,0,0,0,0,0,0,0
091795f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09538fdb,58,42,0,3,5,8,0,4,2,0,2,0,0,0
0a3065c8,19,17,1,1,0,0,0,0,0,0,0,0,0,0
0a447501,43,28,0,4,5,3,3,5,3,0,1,0,1,0
0a483542,32,23,1,3,2,3,0,5,4,0,1,0,0,0
0ab1f153,111,97,2,4,1,5,2,10,9,0,0,0,1,0
0b5a292a,80,64,4,4,2,4,2,5,3,2,0,0,0,0
0c35d28d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ccac09c,72,52,7,2,1,9,1,4,3,0,0,0,1,0
0cd0e21b,17,13,2,1,0,0,1,2,2,0,0,0,0,0
0d077b88,25,22,0,1,0,1,1,6,6,0,0,0,0,0
0d422df7,2,0,2,0,0,0,0,0,0,0,0,0,0,0
0d82903c,78,64,4,3,1,6,0,7,6,0,0,1,0,0
0db169ae,135,59,58,5,3,9,1,11,3,7,0,0,0,1
0dfce079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e21fc3c,24,23,0,1,0,0,0,2,1,0,1,0,0,0
0f47717b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103b7264,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1079c685,18,16,0,1,1,0,0,1,1,0,0,0,0,0
10dc46f0,7,4,3,0,0,0,0,1,1,0,0,0,0,0
10e7f486,32,21,3,0,5,2,1,4,2,0,0,2,0,0
1253a12e,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1295552e,33,20,1,6,3,3,0,5,3,0,0,1,1,0
130a7a3f,68,44,12,6,2,3,1,7,4,1,0,1,1,0
13f89eaa,2,1,0,0,1,0,0,0,0,0,0,0,0,0
144607cc,102,64,19,4,8,7,0,3,3,0,0,0,0,0
149c5f5d,22,17,3,0,0,2,0,1,0,1,0,0,0,0
14b8fcdf,4,4,0,0,0,0,0,1,1,0,0,0,0,0
157d29b6,36,26,3,3,1,3,0,4,1,0,1,0,2,0
15d0c248,17,15,0,1,0,0,1,6,5,0,1,0,0,0
162efffd,165,104,33,9,7,6,6,17,6,4,2,2,1,2
16569fef,47,35,0,4,3,4,1,3,2,0,0,0,1,0
16657b95,44,35,1,1,4,1,2,6,6,0,0,0,0,0
16b9d5cf,17,15,0,0,0,0,2,1,1,0,0,0,0,0
16bb656a,5,3,1,0,1,0,0,0,0,0,0,0,0,0
173061c0,54,41,6,1,3,2,1,9,6,2,0,1,0,0
1770bd68,79,55,10,8,4,2,0,2,2,0,0,0,0,0
17f3620a,28,20,0,0,4,4,0,2,0,0,0,0,2,0
18736214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880614f,56,35,1,13,4,2,1,2,0,0,1,1,0,0
18f9dbd0,16,15,1,0,0,0,0,1,1,0,0,0,0,0
197640fd,47,41,1,0,2,3,0,8,6,0,0,1,1,0
19e4eab9,9,7,0,0,1,0,1,1,0,0,0,1,0,0
1ab6fad3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
