id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
7f9c5d2d,Abner,br BRA,DF,Betis,22-288,2000,4.1,156,212,73.6,2366,1019,85,97,87.6,54,76,71.1,9,21,42.9,0,0.2,0.5,-0.2,1,10,2,1,11,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,0.1,7,8,87.5,149,113,2,2,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,31-134,1991,13.4,644,866,74.4,12131,4486,294,325,90.5,255,329,77.5,87,176,49.4,1,2.3,3.3,-1.3,21,41,29,12,75,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,2.5,66,90,73.3,2101,1507,4,4,100.0,41,43,95.3,21,43,48.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
014aa7bd,Álvaro Aguado,es ESP,MF,Valladolid,26-314,1996,13.4,598,722,82.8,12167,3368,228,257,88.7,239,273,87.5,114,160,71.3,2,1.5,1.4,+0.5,24,69,9,1,90,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,27-163,1995,23.8,989,1166,84.8,20181,6300,258,298,86.6,621,674,92.1,105,170,61.8,0,0.0,0.2,0.0,1,57,4,0,69,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Almería,25-085,1997,23.4,771,997,77.3,12663,4701,396,446,88.8,303,370,81.9,50,121,41.3,0,2.0,2.0,-2.0,20,43,20,16,56,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,25-081,1997,2.6,94,101,93.1,1642,327,40,42,95.2,33,35,94.3,14,15,93.3,0,0.0,0.1,0.0,0,8,1,0,6,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,30-260,1992,17.2,869,993,87.5,12581,4421,510,532,95.9,276,315,87.6,44,79,55.7,3,1.1,1.3,+1.9,16,58,9,4,60,Matches
455c26a4,Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-300,2004,0.3,4,5,80.0,40,7,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,24-051,1999,2.5,78,95,82.1,1688,582,28,32,87.5,27,34,79.4,20,25,80.0,0,0.1,0.1,-0.1,2,11,1,0,9,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,33-355,1989,11.1,901,1064,84.7,14270,4262,487,529,92.1,326,377,86.5,64,102,62.7,3,5.2,4.9,-2.2,27,101,35,12,114,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,37-188,1985,20.9,1167,1318,88.5,25236,9514,287,311,92.3,675,724,93.2,196,263,74.5,0,0.0,0.4,0.0,2,91,5,0,89,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,31-314,1991,14.0,424,540,78.5,8259,2508,174,207,84.1,166,188,88.3,68,112,60.7,0,1.0,0.8,-1.0,13,44,9,5,46,Matches
bb08bce9,Omar Alderete,py PAR,DF,Getafe,26-075,1996,12.0,277,447,62.0,5677,2809,88,118,74.6,152,192,79.2,36,125,28.8,1,0.7,0.8,+0.3,4,35,6,0,46,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,28-029,1995,9.2,117,213,54.9,1671,491,74,101,73.3,25,51,49.0,10,30,33.3,1,1.2,0.8,-0.2,11,5,10,9,7,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,25-065,1998,17.5,492,642,76.6,8238,2012,237,279,84.9,167,212,78.8,57,89,64.0,2,0.8,1.0,+1.2,10,50,15,4,70,Matches
b907d169,Alejandro Alfaro,es ESP,MF,Elche,20-269,2002,0.2,1,1,100.0,3,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
acc1aefa,Ángel Algobia,es ESP,MF,Getafe,23-261,1999,10.9,369,450,82.0,6574,1366,161,186,86.6,147,167,88.0,47,67,70.1,0,0.1,0.3,-0.1,3,30,4,4,35,Matches
f8405304,Mohamed Ali Cho,fr FRA,FW,Real Sociedad,19-051,2004,3.6,49,78,62.8,677,199,33,37,89.2,11,24,45.8,2,9,22.2,2,1.5,1.2,+0.5,6,2,6,4,4,Matches
e6697917,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22-285,2000,16.7,645,803,80.3,10518,3479,338,375,90.1,224,269,83.3,59,114,51.8,3,2.0,2.2,+1.0,23,85,22,7,114,Matches
f4290206,Marcos Alonso,es ESP,DF,Barcelona,32-073,1990,7.5,545,600,90.8,10216,3542,209,222,94.1,279,296,94.3,51,66,77.3,0,0.2,0.6,-0.2,4,41,6,3,50,Matches
629081bd,Carlos Álvarez,es ESP,FW,Sevilla,19-217,2003,0.1,,,,,,,,,,,,,,,0,,,,,,,,,Matches
852ddfb8,Gastón Álvarez,uy URU,DF,Getafe,22-352,2000,9.0,211,323,65.3,3400,1702,116,129,89.9,74,127,58.3,17,47,36.2,0,0.2,0.2,-0.2,3,17,3,2,24,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,28-046,1995,19.1,859,1054,81.5,18031,6774,285,320,89.1,441,488,90.4,124,220,56.4,1,0.9,0.6,+0.1,12,110,8,4,118,Matches
00eba9c9,Selim Amallah,ma MAR,MF,Valladolid,26-116,1996,0.6,18,24,75.0,309,81,9,11,81.8,5,7,71.4,3,3,100.0,0,0.0,0.0,0.0,0,3,1,0,4,Matches
f3b1d9a2,Amath,sn SEN,"MF,FW",Mallorca,26-238,1996,5.8,101,132,76.5,1349,371,67,74,90.5,24,37,64.9,4,7,57.1,0,0.8,0.4,-0.8,2,5,4,2,8,Matches
22721b88,Jordan Amavi,fr FRA,DF,Getafe,29-002,1994,2.1,51,96,53.1,779,372,28,39,71.8,18,36,50.0,3,11,27.3,0,0.0,0.0,0.0,0,2,0,0,5,Matches
fdd26d71,Fabrizio Angileri,ar ARG,DF,Getafe,28-361,1994,6.0,134,229,58.5,2338,890,62,79,78.5,57,98,58.2,11,31,35.5,0,0.0,0.1,0.0,0,13,1,0,15,Matches
c93231dc,Anuar,ma MAR,"MF,FW",Valladolid,28-055,1995,2.3,30,40,75.0,363,114,18,23,78.3,9,10,90.0,0,0,,0,0.4,0.0,-0.4,4,3,0,0,3,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,27-162,1995,9.2,292,373,78.3,5880,1792,101,114,88.6,133,155,85.8,52,91,57.1,1,1.5,1.5,-0.5,14,29,4,2,30,Matches
2bef2bca,Ronald Araújo,uy URU,DF,Barcelona,24-004,1999,11.5,620,702,88.3,12165,3819,213,229,93.0,330,355,93.0,71,105,67.6,1,0.4,0.4,+0.6,2,58,1,0,42,Matches
1e465e70,Sergio Arribas,es ESP,FW,Real Madrid,21-162,2001,0.1,8,9,88.9,102,32,6,6,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches
6091cf45,Roberto Arroyo,es ESP,MF,Valladolid,19-198,2003,0.2,0,5,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
5d133e96,Ricard Artero,es ESP,FW,Girona,20-034,2003,0.1,5,6,83.3,46,15,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
759d8dd7,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24-310,1998,4.3,114,170,67.1,1857,812,61,74,82.4,39,53,73.6,9,25,36.0,0,0.6,0.2,-0.6,6,8,3,0,10,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Valladolid,33-256,1989,7.0,154,236,65.3,4798,3426,23,23,100.0,73,76,96.1,56,134,41.8,0,0.0,0.0,0.0,0,4,0,0,0,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",Real Madrid,27-049,1996,7.4,314,384,81.8,4846,923,182,198,91.9,88,102,86.3,31,57,54.4,3,2.0,1.4,+1.0,16,26,7,2,28,Matches
7dcf86f6,Iago Aspas,es ESP,FW,Celta Vigo,35-222,1987,22.5,660,859,76.8,10038,2263,384,454,84.6,191,252,75.8,54,76,71.1,3,4.2,3.6,-1.2,61,56,29,2,103,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33-266,1989,0.1,3,3,100.0,59,26,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9fec8860,Ludwig Augustinsson,se SWE,DF,Mallorca,28-324,1994,0.9,24,35,68.6,333,115,17,18,94.4,6,11,54.5,1,6,16.7,0,0.0,0.1,0.0,1,0,1,1,0,Matches
253a06b9,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,29-033,1994,14.9,227,418,54.3,4707,1315,109,153,71.2,63,116,54.3,51,110,46.4,2,1.7,2.1,+0.3,17,21,23,14,30,Matches
bfd381b3,Iddrisu Baba,gh GHA,MF,Mallorca,27-048,1996,11.1,283,341,83.0,5106,1362,118,131,90.1,129,144,89.6,31,49,63.3,0,0.2,0.2,-0.2,3,30,1,0,30,Matches
075fe5a3,Srđan Babić,rs SRB,DF,Almería,26-323,1996,20.5,754,888,84.9,14985,5509,243,262,92.7,409,453,90.3,94,151,62.3,0,0.2,0.3,-0.2,6,30,2,1,40,Matches
114bbdee,Loïc Bade,fr FRA,DF,Sevilla,22-334,2000,5.0,344,384,89.6,6251,2163,137,142,96.5,176,188,93.6,29,42,69.0,0,0.1,0.1,-0.1,1,27,0,0,22,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,31-027,1992,24.0,468,681,68.7,15383,12170,55,56,98.2,206,216,95.4,206,404,51.0,0,0.0,0.0,0.0,0,11,0,0,0,Matches
518f2234,Alex Baena,es ESP,"MF,FW",Villarreal,21-234,2001,14.0,382,482,79.3,6118,1710,192,213,90.1,144,174,82.8,31,49,63.3,1,3.9,2.3,-2.9,23,43,24,1,70,Matches
5ccc9672,Alejandro Balde,es ESP,DF,Barcelona,19-144,2003,16.4,945,1056,89.5,13864,2626,554,588,94.2,323,348,92.8,47,70,67.1,4,3.2,3.2,+0.8,15,51,10,5,50,Matches
1fe67e86,Mikel Balenziaga,es ESP,DF,Athletic Club,35-010,1988,0.5,28,37,75.7,419,130,15,16,93.8,12,15,80.0,1,3,33.3,0,0.0,0.1,0.0,0,1,2,1,4,Matches
cee88597,Iván Balliu,al ALB,DF,Rayo Vallecano,31-069,1992,23.5,1001,1290,77.6,16610,6565,499,544,91.7,395,501,78.8,86,172,50.0,0,1.8,1.9,-1.8,23,68,22,11,93,Matches
35f6db55,Léo Baptistão,br BRA,"FW,MF",Almería,30-197,1992,13.0,246,365,67.4,4030,1091,120,151,79.5,87,120,72.5,23,50,46.0,1,0.9,0.8,+0.1,12,19,9,2,38,Matches
03049c8c,Keidi Bare,al ALB,MF,Espanyol,25-195,1997,3.7,140,168,83.3,2395,603,65,77,84.4,56,60,93.3,17,25,68.0,0,0.2,0.1,-0.2,2,15,1,0,15,Matches
aad53e64,Kike Barja,es ESP,"FW,MF",Osasuna,25-344,1997,6.1,147,231,63.6,2282,536,81,101,80.2,43,73,58.9,13,32,40.6,2,1.3,1.3,+0.7,13,3,14,10,15,Matches
200e89e1,Ander Barrenetxea,es ESP,"DF,FW",Real Sociedad,21-074,2001,4.5,147,187,78.6,2209,712,75,84,89.3,58,67,86.6,6,16,37.5,0,0.0,0.1,0.0,1,8,1,0,13,Matches
45736cec,Pablo Barrios,es ESP,MF,Atlético Madrid,19-269,2003,4.6,230,279,82.4,3640,976,119,132,90.2,87,104,83.7,15,24,62.5,1,0.6,0.2,+0.4,3,32,1,0,29,Matches
d637fc22,Rodrigo Battaglia,ar ARG,MF,Mallorca,31-242,1991,7.5,184,229,80.3,2873,889,93,104,89.4,77,92,83.7,11,20,55.0,0,0.0,0.1,0.0,1,24,1,0,19,Matches
d8712bf9,Bebé,cv CPV,FW,Rayo Vallecano,32-242,1990,0.7,21,38,55.3,411,101,8,9,88.9,9,17,52.9,4,7,57.1,0,0.1,0.1,-0.1,2,2,1,1,1,Matches
f874dd44,Héctor Bellerín,es ESP,DF,Barcelona,27-357,1995,1.6,77,96,80.2,1146,419,48,52,92.3,21,25,84.0,5,8,62.5,0,0.1,0.5,-0.1,1,10,4,0,13,Matches
ed5c5fa3,Fran Beltrán,es ESP,MF,Celta Vigo,24-036,1999,21.3,1097,1233,89.0,20054,4513,431,466,92.5,528,567,93.1,113,150,75.3,1,1.3,1.8,-0.3,17,82,10,2,92,Matches
70d74ece,Karim Benzema,fr FRA,FW,Real Madrid,35-082,1987,14.5,583,676,86.2,7029,1390,394,436,90.4,122,131,93.1,16,21,76.2,3,3.7,3.4,-0.7,33,38,31,0,82,Matches
b6e50615,Yuri Berchiche,es ESP,DF,Athletic Club,33-029,1990,13.5,632,788,80.2,10693,4238,307,338,90.8,263,316,83.2,51,80,63.8,1,0.7,1.1,+0.3,9,69,22,9,85,Matches
dc1c2fce,Álex Berenguer,es ESP,FW,Athletic Club,27-250,1995,17.0,422,622,67.8,6118,1707,260,301,86.4,102,166,61.4,38,92,41.3,1,2.9,3.0,-1.9,32,18,26,8,57,Matches
697295b1,Pedro Bigas,es ESP,DF,Elche,32-177,1990,15.7,564,714,79.0,10954,4956,211,231,91.3,276,310,89.0,70,143,49.0,0,0.0,0.2,0.0,0,51,1,1,56,Matches
47c609d5,El Bilal Touré,ml MLI,FW,Almería,21-159,2001,12.9,171,243,70.4,2092,297,117,145,80.7,42,63,66.7,2,2,100.0,2,1.4,0.7,+0.6,14,8,3,1,12,Matches
506daeac,Blanco,es ESP,MF,Cádiz,22-231,2000,1.8,57,61,93.4,818,137,31,33,93.9,22,24,91.7,1,1,100.0,0,0.0,0.1,0.0,1,3,1,0,2,Matches
1657f448,Lautaro Blanco,ar ARG,"MF,DF",Elche,24-020,1999,2.7,62,106,58.5,1267,796,31,36,86.1,17,34,50.0,14,33,42.4,1,0.2,0.2,+0.8,3,7,4,3,9,Matches
