id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00638016,1150,155,650,483,22,9,1150,2,1,1,752,3710.0,2013.0,6,6,0,9,2,750,4
007faf7a,651,10,80,301,280,40,651,55,28,27,436,2912.0,1215.0,40,26,13,32,29,444,76
00891164,1181,131,678,485,23,17,1181,0,0,0,686,2971.0,1617.0,5,3,1,2,1,742,1
00a8d210,1740,67,416,748,592,63,1740,38,16,22,955,4654.0,2167.0,53,44,7,39,17,1067,223
0118c54c,1898,79,505,956,453,32,1898,41,23,18,1062,5542.0,2885.0,65,43,12,32,17,1153,113
01870104,782,17,46,388,359,109,779,55,29,26,439,2224.0,856.0,28,14,14,59,37,546,147
02bcaf8e,355,1,36,133,193,28,355,30,14,16,279,2382.0,1084.0,44,28,14,27,22,269,71
032f894e,1381,17,208,816,377,25,1381,61,43,18,1039,6438.0,3523.0,59,49,12,42,30,1051,71
037f2523,184,2,6,92,90,33,184,24,15,9,112,611.0,295.0,11,6,7,27,14,128,25
03e91055,1558,22,260,863,450,34,1558,31,22,9,951,3487.0,1618.0,26,25,7,38,18,1186,91
04bb2b06,216,6,16,98,103,27,216,12,8,4,147,781.0,237.0,11,5,5,26,19,161,51
0512a60a,4,1,2,2,0,0,4,0,0,0,2,15.0,14.0,0,0,0,0,0,2,0
0557ff4f,60,12,32,28,0,0,60,0,0,0,31,100.0,51.0,1,0,0,4,0,35,0
0630eb63,14,0,2,4,8,1,14,3,1,2,12,78.0,60.0,1,0,1,1,0,13,7
065dc209,881,30,70,427,394,139,879,63,33,30,520,2931.0,1368.0,50,34,33,100,43,644,154
06c48679,2391,169,783,1499,132,3,2391,21,16,5,1619,9571.0,6029.0,65,48,3,15,9,1668,15
06df8256,1570,149,642,903,30,19,1570,4,2,2,984,4272.0,2403.0,16,4,0,7,5,1057,5
06f33dc8,35,1,3,16,16,4,35,4,2,2,19,91.0,15.0,1,0,1,3,1,24,9
080de72a,8,1,3,2,3,2,8,0,0,0,2,7.0,0.0,0,0,0,1,0,5,0
08511d65,900,90,354,505,46,12,900,4,4,0,703,3753.0,2067.0,8,7,0,2,1,725,5
08f5afaa,498,427,497,1,0,0,498,1,1,0,319,1480.0,988.0,0,0,0,0,0,224,0
095e4199,177,0,13,81,86,18,177,16,11,5,121,851.0,338.0,14,5,11,20,9,117,30
0ad37003,613,24,161,390,69,1,613,11,7,4,335,1577.0,682.0,8,8,0,10,8,403,14
0af4dcf0,113,2,8,34,71,28,113,2,1,1,75,405.0,148.0,7,3,4,10,1,85,28
0b0cbe5b,1270,52,179,540,578,134,1270,121,56,65,772,5441.0,2506.0,79,46,43,114,64,856,244
0b2c9aec,327,7,47,108,179,27,327,23,14,9,203,1404.0,548.0,24,14,11,35,7,193,54
0b4d8274,448,3,23,165,265,40,448,34,12,22,270,1636.0,784.0,27,19,5,32,13,329,100
0bb6e193,1220,39,338,601,297,9,1220,49,19,30,613,3740.0,1872.0,51,26,4,40,13,688,91
0be95d34,622,3,63,296,272,25,622,46,22,24,427,2446.0,865.0,20,22,9,49,24,420,88
0bfca6a1,1553,44,351,755,463,14,1553,29,18,11,913,5222.0,2754.0,49,40,2,26,10,920,99
0c2ac3cb,229,1,13,135,82,4,229,9,6,3,140,697.0,342.0,6,14,1,5,2,177,16
0cbc8baa,2151,126,698,1036,429,31,2151,42,19,23,1174,6682.0,3680.0,76,49,6,46,21,1205,107
0d7b6576,427,6,62,135,237,79,427,24,9,15,270,1336.0,609.0,24,12,14,53,15,295,100
0e46fa2f,20,1,1,6,13,3,20,6,3,3,11,55.0,17.0,1,1,0,1,3,12,6
0e7ccfc4,746,40,183,272,294,11,746,28,9,19,319,1852.0,926.0,29,22,3,21,8,328,72
0ed063d6,214,3,48,95,77,6,214,21,8,13,144,1126.0,644.0,23,22,6,8,3,130,16
0f26fd24,154,2,16,52,87,17,154,18,7,11,98,1136.0,577.0,27,11,9,10,7,114,46
0f697e02,12,0,3,5,4,0,12,1,0,1,7,30.0,4.0,0,0,0,0,0,8,3
0f8418aa,1341,61,330,689,336,62,1341,47,25,22,844,4875.0,2616.0,50,36,5,46,32,868,103
0f86995c,342,8,67,218,60,6,342,14,10,4,214,1286.0,553.0,10,3,1,6,9,220,14
0ff630d0,2523,109,689,1116,746,37,2523,71,32,39,1436,8280.0,4062.0,114,71,13,67,52,1439,184
1001ae82,1798,31,271,1002,551,32,1797,80,55,25,1156,6871.0,3447.0,85,77,6,50,44,1335,138
104b4ad3,517,11,63,189,271,76,516,45,16,29,338,2284.0,1101.0,42,23,18,54,31,373,118
10f0fdd3,1394,43,267,766,388,42,1394,63,38,25,881,5779.0,2997.0,75,53,14,60,33,900,90
114bbdee,830,84,424,391,19,7,830,5,4,1,557,3420.0,2025.0,8,6,0,4,1,611,3
12bd0579,16,3,10,2,4,0,16,0,0,0,5,24.0,13.0,0,0,0,0,1,5,0
