id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
005c0807,1222,22,126,469,643,80,1222,104,50,54,720,4869.0,2284.0,85,43,36,57,43,850,198
007faf7a,31,0,4,17,12,2,31,1,1,0,22,189.0,46.0,0,1,0,2,1,22,3
0118c54c,614,23,186,327,107,4,614,5,3,2,339,1609.0,932.0,12,16,1,9,9,371,20
032f894e,1210,17,113,741,378,28,1210,72,50,22,692,4013.0,2384.0,45,43,15,45,32,850,64
0557ff4f,965,93,374,529,72,9,965,17,13,4,550,3059.0,1941.0,21,9,2,25,7,722,10
05816e19,524,15,79,232,224,25,524,30,10,20,294,1705.0,743.0,29,13,10,32,26,336,94
0630eb63,496,6,52,179,280,46,496,59,36,23,377,3015.0,1651.0,54,38,28,44,31,400,115
0670ee51,7,2,6,1,0,0,7,0,0,0,5,20.0,8.0,0,0,0,0,0,4,0
06df8256,1091,108,441,629,27,13,1091,5,4,1,634,3411.0,2280.0,19,5,0,10,3,695,4
07f73a4f,3,0,0,1,2,1,3,0,0,0,1,0.0,0.0,0,0,0,1,0,2,0
08082af0,485,56,243,235,11,4,485,0,0,0,254,1456.0,844.0,3,3,0,2,0,280,0
095e4199,3,0,1,2,0,0,3,3,2,1,2,48.0,0.0,0,1,0,0,1,1,0
0984c5d5,29,0,5,17,7,1,29,1,1,0,16,70.0,38.0,0,1,0,3,0,25,2
0a63446f,935,58,330,437,173,11,935,22,15,7,400,2485.0,1458.0,37,26,3,19,10,472,45
0a89e877,645,26,176,335,141,12,645,14,8,6,363,1853.0,1034.0,22,20,1,9,8,389,49
0aa874f4,1184,56,341,740,119,15,1184,20,15,5,599,3222.0,1520.0,14,18,0,20,15,767,15
0b0cbe5b,1028,20,141,461,454,104,1025,123,58,65,584,4532.0,2246.0,75,51,37,86,59,659,201
0b4d8274,379,4,29,144,209,38,379,28,12,16,193,1185.0,450.0,15,16,5,21,12,274,76
0bb6e193,82,1,25,38,19,0,82,4,1,3,27,175.0,113.0,4,3,0,0,0,36,4
0be95d34,663,4,67,328,291,33,662,60,35,25,445,3075.0,1719.0,52,40,9,43,25,481,99
0c291a1a,36,0,16,17,3,1,36,1,0,1,11,29.0,10.0,1,1,1,1,0,15,0
0cbc8baa,999,117,513,465,25,5,999,11,7,4,581,3471.0,2011.0,15,7,2,5,3,682,4
0d2158d5,135,4,34,81,24,1,135,4,4,0,59,238.0,93.0,1,4,0,7,4,81,4
0d3585b5,217,1,13,108,97,25,217,9,7,2,122,534.0,197.0,6,4,3,22,12,162,52
0e6bc38c,170,3,15,55,100,30,170,13,9,4,89,534.0,238.0,8,5,3,15,7,125,45
0eb03d5b,527,32,199,325,4,1,527,2,0,2,358,1629.0,1000.0,4,2,0,4,3,368,0
0f26fd24,193,4,17,76,108,20,193,33,21,12,125,1331.0,585.0,26,16,6,14,7,137,44
0f52f925,205,3,51,81,76,1,205,3,2,1,114,713.0,458.0,12,8,0,4,4,122,14
0f8418aa,858,35,178,483,213,21,858,23,10,13,517,2904.0,1480.0,44,38,3,34,27,542,48
0f86995c,105,1,24,67,14,4,105,2,2,0,70,428.0,162.0,1,2,1,1,2,68,1
0f87f8c2,68,0,22,31,15,0,68,2,2,0,26,85.0,47.0,1,0,0,3,0,36,2
0f9b8301,991,39,242,559,205,17,990,14,7,7,450,1956.0,1061.0,10,11,1,13,10,609,40
1001ae82,1126,5,92,600,443,20,1125,46,28,18,525,3502.0,1541.0,46,40,1,39,29,815,97
10f0fdd3,907,14,147,551,223,22,907,51,33,18,588,3563.0,1681.0,40,27,5,41,29,611,65
11ced928,294,14,29,138,130,44,293,3,1,2,152,479.0,146.0,4,2,0,25,12,216,44
11ff3d56,992,40,288,635,84,4,992,32,26,6,617,3567.0,1781.0,24,11,1,23,22,656,18
1232e1dc,792,103,420,351,25,14,792,4,4,0,505,3152.0,1710.0,10,2,0,2,3,516,3
132a82f1,830,82,456,341,43,12,830,8,3,5,465,3351.0,2011.0,30,10,0,8,5,472,4
132bb875,71,61,71,0,0,0,71,0,0,0,30,124.0,93.0,0,0,0,0,0,22,0
1467af0d,1880,40,272,1261,363,11,1880,29,25,4,1131,4763.0,2608.0,33,36,4,14,22,1524,43
14e8e9d7,699,94,375,311,18,13,699,1,1,0,333,1605.0,896.0,7,3,2,11,0,379,0
16324e1d,1080,129,576,471,48,18,1080,6,4,2,550,2853.0,1633.0,15,12,0,3,1,594,2
166a981d,633,29,208,360,70,7,633,9,5,4,305,1464.0,803.0,7,4,0,16,3,401,20
16aa7d4c,651,88,350,292,11,3,651,2,2,0,385,2015.0,1167.0,8,4,0,2,0,438,2
18ebca4b,1129,39,94,584,460,75,1127,45,23,22,643,2396.0,942.0,24,28,12,81,36,849,162
19a12bed,1425,59,484,657,301,19,1425,53,37,16,783,5151.0,2847.0,85,55,4,36,15,844,82
19cda00b,1584,4,81,635,883,117,1582,133,67,66,989,6153.0,3165.0,111,82,38,53,27,1219,275
19f8e480,321,5,58,185,82,9,321,4,4,0,134,889.0,533.0,13,9,0,7,5,179,21
1a4b9094,1677,42,339,810,558,37,1677,86,49,37,1057,6562.0,3342.0,103,81,12,52,32,1059,142
1a6f2a66,600,10,48,345,215,6,600,39,28,11,334,2020.0,883.0,24,22,2,18,14,421,37
