id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0033fb1b,752,15,111,255,398,40,752,23,10,13,385,2105.0,889.0,27,15,7,46,13,409,141
005c0807,1686,43,227,700,780,109,1685,128,64,64,982,5803.0,2524.0,92,73,37,88,48,1242,266
0118c54c,2251,84,742,1145,384,16,2251,42,27,15,1154,5628.0,2749.0,52,37,4,35,16,1260,86
032f894e,1155,24,158,723,288,19,1155,58,40,18,793,3912.0,2177.0,48,36,12,34,20,904,51
037f2523,86,4,11,40,36,15,86,9,4,5,42,175.0,69.0,1,1,1,11,3,52,20
0557ff4f,234,25,119,110,5,1,234,1,1,0,168,1032.0,619.0,3,1,0,3,0,169,0
0630eb63,202,1,23,82,100,19,202,20,10,10,128,907.0,551.0,20,9,9,14,16,146,39
065dc209,665,8,22,307,351,100,664,58,24,34,359,1900.0,803.0,35,35,18,94,43,470,131
06c48679,2046,127,688,1290,95,0,2046,48,34,14,1315,9003.0,6332.0,72,33,1,26,12,1441,11
06df8256,2721,218,1123,1532,81,32,2721,7,4,3,1613,7551.0,4566.0,17,16,0,15,2,1955,6
08082af0,945,102,527,409,15,9,945,5,4,1,557,2935.0,1851.0,11,5,1,4,1,627,1
08534272,110,3,13,54,47,12,110,8,3,5,45,272.0,114.0,4,3,2,13,3,72,19
09507ffa,53,3,29,24,0,0,53,0,0,0,29,104.0,43.0,0,0,0,0,0,34,0
095e4199,609,5,108,209,305,50,608,80,38,42,362,2943.0,1438.0,47,30,23,55,24,386,104
0a8d6b91,89,2,11,60,20,1,89,5,4,1,58,255.0,130.0,2,4,0,3,3,63,5
0ad37003,1556,35,366,1020,197,23,1556,74,61,13,947,5454.0,2799.0,45,31,3,29,16,1075,35
0b0cbe5b,1337,45,210,587,559,162,1333,127,57,70,746,4925.0,2500.0,85,43,40,121,53,896,222
0b4d8274,911,7,81,383,458,80,911,84,36,48,548,3686.0,1638.0,62,36,21,85,37,637,165
0bb6e193,409,24,183,161,66,3,409,12,8,4,181,1214.0,623.0,16,14,1,11,9,183,17
0be95d34,486,3,39,172,279,29,486,33,19,14,282,1521.0,787.0,24,11,10,28,12,347,104
0c2ac3cb,1384,16,171,823,404,31,1384,43,29,14,928,4961.0,2579.0,55,61,8,34,35,1113,63
0cbc8baa,1557,196,780,718,70,16,1557,19,18,1,967,5694.0,3639.0,39,19,3,12,10,1069,10
0d2158d5,910,27,193,615,112,4,910,18,11,7,486,1532.0,594.0,6,10,1,23,11,612,24
0d3585b5,168,3,8,78,83,25,168,9,5,4,107,388.0,119.0,6,1,5,18,9,121,37
0d7b6576,167,5,20,57,94,29,167,19,7,12,101,790.0,452.0,16,9,7,13,9,121,44
0d99c6e1,10,0,1,7,2,1,10,0,0,0,4,27.0,17.0,0,0,0,0,0,7,0
0e46fa2f,1,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0,0,0,0,0,1,0
0e7ccfc4,1248,66,315,534,410,16,1248,37,17,20,522,2634.0,1317.0,39,30,3,26,15,546,97
0f26fd24,33,0,5,13,17,1,33,2,0,2,18,103.0,65.0,2,1,0,4,0,27,13
0f8418aa,1408,64,339,865,235,26,1408,41,29,12,750,3831.0,1897.0,28,30,3,45,23,865,51
0f86995c,259,8,72,163,27,2,259,10,9,1,181,1122.0,601.0,9,10,0,10,6,189,4
0f9b8301,233,9,44,129,61,3,233,4,3,1,140,531.0,292.0,5,1,0,5,3,168,6
