id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,31,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
5890cef1,Aday,es ESP,"DF,MF",Girona,30,1987,7.2,9,8,2,5,2,6,7,85.7,1,1,0,1,7,16,17,1,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,37,1981,10.5,4,2,1,1,2,1,7,14.3,6,2,1,1,0,4,4,0,Matches
cacadf4f,Luis Advíncula,pe PER,DF,Rayo Vallecano,28,1990,26.5,52,38,38,12,2,21,31,67.7,10,22,2,20,19,71,60,1,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,22,1996,22.6,45,29,32,10,3,28,46,60.9,18,33,11,22,27,72,65,1,Matches
18dc8533,Juan Aguilera,es ESP,MF,Huesca,32,1985,3.8,2,2,0,1,1,1,4,25.0,3,4,2,2,4,6,2,0,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Huesca,25,1993,11.4,28,15,18,8,2,19,33,57.6,14,12,2,10,23,51,36,0,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Rayo Vallecano,20,1997,2.0,3,3,3,0,0,2,2,100.0,0,0,0,0,1,4,5,0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,29,1989,33.2,42,22,20,15,7,20,48,41.7,28,24,6,18,60,102,76,1,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,29,1989,20.8,32,23,23,9,0,15,23,65.2,8,21,18,3,36,68,120,0,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,27,1991,33.1,96,54,50,40,6,32,89,36.0,57,59,10,49,38,134,52,1,Matches
46166b49,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,25,1992,1.6,1,1,0,1,0,0,3,0.0,3,1,0,1,0,1,0,0,Matches
3d7e48ce,Iván Alejo,es ESP,MF,Getafe,23,1995,1.6,2,0,0,2,0,0,4,0.0,4,2,0,2,0,2,3,0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,20,1998,7.1,7,4,0,6,1,2,8,25.0,6,4,0,4,2,9,0,0,Matches
3e1858af,Alexander,ar ARG,FW,Leganés,29,1988,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
b18a3023,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,25,1993,6.0,13,9,8,4,1,7,12,58.3,5,8,3,5,5,18,24,1,Matches
88d91621,Sergio Álvarez,es ESP,"DF,MF",Eibar,26,1992,11.9,34,25,12,20,2,13,23,56.5,10,9,4,5,17,51,43,0,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,31,1986,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,23,1995,29.0,55,30,39,14,2,19,33,57.6,14,35,16,19,63,118,149,1,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,25,1993,8.5,27,20,9,15,3,2,9,22.2,7,7,4,3,11,38,24,0,Matches
d70a2141,Jordi Amat,id IDN,DF,Rayo Vallecano,26,1992,30.7,54,31,34,19,1,24,42,57.1,18,31,10,21,43,97,133,1,Matches
f3b1d9a2,Amath,sn SEN,MF,Getafe,22,1996,11.1,20,13,7,11,2,6,27,22.2,21,17,0,17,10,30,12,0,Matches
