id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
7f9c5d2d,Abner,br BRA,DF,Betis,22-288,2000,4.1,11,8,9,2,0,7,11,63.6,4,5,2,3,6,17,15,0,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,31-134,1991,13.4,40,21,24,12,4,22,32,68.8,10,11,5,6,17,57,15,0,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
014aa7bd,Álvaro Aguado,es ESP,MF,Valladolid,26-314,1996,13.4,14,7,7,5,2,9,16,56.3,7,12,3,9,9,23,8,0,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,27-163,1995,23.8,42,28,27,14,1,15,21,71.4,6,21,11,10,21,63,105,0,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Almería,25-085,1997,23.4,27,16,19,6,2,12,17,70.6,5,22,6,16,13,40,35,0,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,25-081,1997,2.6,9,5,7,2,0,7,9,77.8,2,0,0,0,5,14,2,1,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,30-260,1992,17.2,13,10,6,4,3,8,13,61.5,5,15,8,7,12,25,28,1,Matches
455c26a4,Ángel Alarcón,es ESP,"MF,FW",Barcelona,18-300,2004,0.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,24-051,1999,2.5,3,2,0,2,1,1,2,50.0,1,1,0,1,2,5,2,0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,33-355,1989,11.1,18,14,10,8,0,11,22,50.0,11,8,3,5,7,25,16,0,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,37-188,1985,20.9,24,15,17,6,1,13,16,81.3,3,17,13,4,13,37,95,0,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,31-314,1991,14.0,30,20,17,13,0,14,34,41.2,20,12,3,9,15,45,22,0,Matches
bb08bce9,Omar Alderete,py PAR,DF,Getafe,26-075,1996,12.0,16,9,10,6,0,11,18,61.1,7,11,7,4,15,31,43,0,Matches
