id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,32-282,1990,23,23,2070,23.0,42,1.83,115,74,64.3,5,4,14,4,17.4,2,1,0,1,0.0,Matches
663e080e,Janis Blaswich,de GER,GK,RB Leipzig,31-313,1991,16,16,1440,16.0,19,1.19,47,28,70.2,9,4,3,3,18.8,5,5,0,0,0.0,Matches
d28339cb,Fabian Bredlow,de GER,GK,Stuttgart,28-009,1995,4,4,360,4.0,6,1.50,21,15,81.0,1,0,3,1,25.0,2,2,0,0,0.0,Matches
db401046,Koen Casteels,be BEL,GK,Wolfsburg,30-259,1992,23,23,2070,23.0,31,1.35,99,68,71.7,9,7,7,9,39.1,5,3,1,1,25.0,Matches
af104654,Oliver Christensen,dk DEN,GK,Hertha BSC,23-354,1999,23,23,2070,23.0,44,1.91,96,51,57.3,5,5,13,3,13.0,4,3,1,0,25.0,Matches
dee3013b,Finn Dahmen,de GER,GK,Mainz 05,24-349,1998,6,6,540,6.0,10,1.67,28,17,67.9,3,1,2,0,0.0,2,1,1,0,50.0,Matches
1e43fad8,Ralf Fährmann,de GER,GK,Schalke 04,34-165,1988,6,6,540,6.0,1,0.17,19,18,94.7,2,4,0,5,83.3,1,0,0,1,,Matches
a92ab7be,Mark Flekken,nl NED,GK,Freiburg,29-271,1993,23,23,2070,23.0,32,1.39,106,74,74.5,12,6,5,10,43.5,6,5,0,1,0.0,Matches
17376543,Rafał Gikiewicz,pl POL,GK,Augsburg,35-136,1987,19,19,1710,19.0,30,1.58,112,80,73.2,8,1,10,5,26.3,2,0,2,0,100.0,Matches
37998008,Lennart Grill,de GER,GK,Union Berlin,24-045,1999,4,4,360,4.0,11,2.75,18,7,50.0,1,1,2,1,25.0,2,2,0,0,0.0,Matches
