id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
005c0807,26,16,5,16,5,15,46,31,15,3,12,16,42,18,0,114
007faf7a,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3
0118c54c,29,17,19,9,1,8,17,9,15,5,10,19,48,15,1,46
032f894e,28,15,9,15,4,8,33,25,19,1,18,15,43,10,1,122
0557ff4f,28,21,17,9,2,13,29,16,21,6,15,20,48,38,0,74
05816e19,17,10,6,9,2,8,24,16,12,1,11,19,36,10,0,59
0630eb63,10,3,4,3,3,6,17,11,7,0,7,2,12,7,0,36
0670ee51,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
06df8256,18,12,12,5,1,6,12,6,20,11,9,27,45,57,1,116
07f73a4f,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
08082af0,16,9,12,3,1,7,11,4,12,9,3,17,33,34,0,54
095e4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0984c5d5,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,4
0a63446f,39,25,26,12,1,23,37,14,19,3,16,17,56,64,0,70
0a89e877,26,20,16,9,1,14,33,19,19,4,15,14,40,18,0,72
0aa874f4,46,29,31,14,1,17,57,40,12,3,9,26,72,38,3,127
0b0cbe5b,45,34,10,25,10,20,55,35,30,0,30,10,55,15,0,117
0b4d8274,12,9,1,5,6,2,12,10,12,0,12,0,12,4,0,30
0bb6e193,0,0,0,0,0,0,1,1,2,0,2,3,3,4,0,6
0be95d34,20,14,5,11,4,6,27,21,12,2,10,7,27,7,0,79
0c291a1a,2,2,2,0,0,2,3,1,0,0,0,1,3,3,0,2
0cbc8baa,12,8,5,6,1,2,6,4,23,8,15,20,32,50,0,73
0d2158d5,7,5,4,3,0,4,9,5,3,1,2,4,11,2,0,17
0d3585b5,10,5,1,8,1,6,10,4,7,0,7,2,12,1,1,21
0e6bc38c,12,9,3,4,5,4,8,4,3,0,3,1,13,3,0,17
0eb03d5b,18,11,12,6,0,14,21,7,5,3,2,15,33,15,0,44
0f26fd24,3,2,2,1,0,1,9,8,2,0,2,1,4,3,0,20
0f52f925,7,2,4,3,0,2,5,3,2,0,2,1,8,3,0,22
0f8418aa,46,27,21,21,4,16,48,32,14,5,9,20,66,25,0,112
0f86995c,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,6
0f87f8c2,2,1,0,2,0,0,0,0,0,0,0,0,2,2,0,8
0f9b8301,31,24,13,13,5,14,36,22,13,4,9,19,50,21,0,103
1001ae82,25,16,9,14,2,8,25,17,14,1,13,7,32,5,0,83
10f0fdd3,40,27,18,19,3,13,21,8,16,3,13,22,62,6,0,100
11ced928,6,3,2,3,1,1,2,1,4,1,3,7,13,14,0,22
11ff3d56,38,24,15,22,1,12,29,17,9,2,7,23,61,16,3,145
1232e1dc,16,13,14,2,0,10,11,1,21,17,4,18,34,61,0,45
132a82f1,25,15,16,9,0,12,18,6,10,5,5,36,61,55,4,86
132bb875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4
1467af0d,54,32,22,22,10,20,56,36,23,3,20,19,73,9,0,123
14e8e9d7,14,8,8,6,0,5,11,6,18,12,6,22,36,71,0,63
16324e1d,29,19,20,9,0,17,34,17,22,16,6,39,68,80,0,110
166a981d,21,13,15,5,1,9,17,8,5,0,5,12,33,23,0,36
16aa7d4c,12,6,10,2,0,7,12,5,8,5,3,15,27,50,0,45
18ebca4b,36,16,11,11,14,10,35,25,19,6,13,7,43,33,1,66
19a12bed,58,47,40,14,4,24,35,11,17,2,15,58,116,58,0,134
19cda00b,17,12,2,8,7,4,34,30,14,3,11,11,28,1,3,86
19f8e480,16,10,6,10,0,5,7,2,6,1,5,8,24,4,0,30
1a4b9094,60,37,30,19,11,30,53,23,17,1,16,32,92,38,0,142
1a6f2a66,3,1,1,2,0,3,12,9,7,2,5,4,7,5,0,55
1a992676,13,10,2,9,2,7,15,8,7,1,6,10,23,1,0,52
1ad8cb67,42,21,26,15,1,21,40,19,34,22,12,58,100,97,0,146
1b6862e8,6,5,3,2,1,3,9,6,5,0,5,1,7,1,0,25
1bab7b66,16,8,12,4,0,10,15,5,22,15,7,24,40,63,0,65
1bfb6fef,23,19,15,8,0,7,13,6,18,9,9,20,43,75,0,83
1d2d5cc8,3,1,3,0,0,3,4,1,0,0,0,1,4,2,4,30
1ddbc7ca,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
1ec7e1c5,27,14,20,5,2,10,19,9,21,13,8,26,53,143,1,111
20094685,16,10,5,8,3,4,26,22,8,2,6,8,24,1,0,69
2054d037,17,10,3,11,3,6,21,15,10,1,9,5,22,20,0,53
20e73fac,40,12,18,20,2,17,68,51,38,7,31,20,60,25,0,151
2145368f,65,31,20,37,8,21,43,22,29,4,25,25,90,11,1,102
21f8d950,13,8,5,5,3,3,13,10,8,4,4,3,16,16,0,58
22721b88,55,29,31,19,5,31,64,33,27,6,21,56,111,97,0,126
22bfb57e,14,11,3,10,1,4,13,9,7,1,6,3,17,5,1,47
2306bfde,3,2,2,1,0,2,3,1,0,0,0,1,4,2,1,7
23bf644d,1,1,0,1,0,0,4,4,0,0,0,0,1,0,0,10
23c63b7f,10,6,4,3,3,3,18,15,8,1,7,4,14,13,0,42
242b350c,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
2434f24a,0,0,0,0,0,0,3,3,0,0,0,2,2,9,0,44
243f4a0b,80,45,23,52,5,35,82,47,26,9,17,41,121,40,6,187
244bc2c8,15,9,7,6,2,3,10,7,9,2,7,7,22,16,0,57
247accfd,26,14,17,8,1,15,20,5,29,18,11,37,63,78,2,114
24eb7ed6,8,6,4,2,2,3,13,10,4,0,4,8,16,6,0,37
254c927d,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
26777636,22,14,4,15,3,11,34,23,10,0,10,8,30,3,0,57
2677a1de,17,9,5,7,5,9,27,18,11,0,11,4,21,0,0,47
26975a92,1,1,1,0,0,1,2,1,1,0,1,0,1,10,4,20
26e4447b,48,26,28,17,3,20,64,44,21,0,21,15,63,14,0,64
275e2c51,24,17,16,7,1,8,18,10,35,18,17,39,63,118,1,126
279ddf6a,71,52,29,33,9,19,49,30,23,8,15,36,107,36,0,131
288e1e13,13,9,7,5,1,8,12,4,11,11,0,18,31,54,0,55
28a65a2c,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4
28dabd43,0,0,0,0,0,0,1,1,0,0,0,0,0,11,1,19
2945f4b7,7,5,2,2,3,2,7,5,3,0,3,3,10,3,0,32
29c02c9f,10,4,2,4,4,5,9,4,6,1,5,6,16,9,0,39
29d8ad3f,27,15,22,5,0,16,31,15,25,14,11,40,67,130,2,134
29ef0f49,2,0,0,2,0,0,3,3,5,0,5,1,3,7,0,15
2a657da0,12,6,5,5,2,6,17,11,13,0,13,2,14,0,0,46
2acf0cd7,27,19,12,12,3,6,12,6,13,7,6,12,39,20,1,67
2b1bed19,44,24,17,17,10,10,28,18,25,5,20,53,97,21,2,116
2b3d9aad,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2b9fdeea,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2c92d3c0,1,0,0,1,0,0,1,1,0,0,0,2,3,1,0,6
2e52206e,2,1,0,1,1,0,4,4,2,0,2,2,4,4,0,9
2ee1b96b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2f965a72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
2fa2a875,0,0,0,0,0,0,1,1,1,0,1,0,0,10,5,30
3010aefb,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
30144daa,18,11,7,8,3,10,26,16,11,0,11,7,25,5,0,78
3071a619,5,2,1,3,1,1,3,2,2,0,2,4,9,5,0,21
31a62dc7,53,28,18,28,7,27,60,33,24,4,20,26,79,39,0,134
3225654e,1,0,1,0,0,0,0,0,1,0,1,1,2,0,0,2
32c2d95f,46,33,29,15,2,17,30,13,26,14,12,47,93,99,1,140
32f3d97e,19,15,5,9,5,9,30,21,8,2,6,16,35,8,0,133
33508c78,11,4,6,3,2,6,29,23,8,1,7,7,18,3,0,48
33887998,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,45
3423f250,22,18,5,12,5,10,32,22,23,1,22,17,39,14,1,98
34bb6fbd,53,33,29,20,4,33,75,42,24,11,13,29,82,60,0,125
3681cfff,14,11,10,4,0,3,7,4,14,8,6,17,31,26,1,59
3708e9fa,49,27,17,26,6,14,69,55,28,0,28,31,80,22,0,137
375622c5,22,13,7,12,3,13,44,31,9,0,9,10,32,10,0,104
380a15e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38568467,3,1,1,2,0,2,10,8,5,0,5,4,7,5,0,17
38d9ce53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a74f92b,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
