id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
a7e4760c,12,6,7,5,0,5,10,5,5,0,5,8,20,9,0
32c2d95f,60,33,48,11,1,30,40,10,44,24,20,65,125,196,0
a4c3f7af,51,33,27,16,8,15,45,30,33,7,26,29,80,23,1
469d3d84,4,4,2,1,1,2,2,0,1,0,1,0,4,1,0
16714a62,31,22,20,11,0,16,28,12,26,11,15,31,62,101,0
26777636,7,2,2,3,2,3,9,6,3,0,3,2,9,0,0
288e1e13,17,12,8,9,0,8,19,11,20,11,9,14,31,59,1
3dd738a1,88,51,40,33,15,39,69,30,23,3,20,37,125,50,1
48b28bfd,20,11,6,11,3,8,16,8,7,0,7,17,37,12,0
c46fa34c,25,13,9,12,4,13,28,15,15,2,13,19,44,6,2
c46fa34c,33,16,14,18,1,13,29,16,15,5,10,15,48,19,0
9b398aea,2,2,1,1,0,0,1,1,0,0,0,0,2,1,0
462475ed,17,13,1,10,6,4,9,5,5,0,5,5,22,9,0
5314e067,81,44,44,31,6,36,63,27,15,4,11,46,127,57,0
0f4c0bad,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8fa8f8d2,2,0,2,0,0,2,6,4,0,0,0,1,3,7,2
bdedd861,15,5,3,9,3,4,9,5,8,1,7,10,25,11,0
8870154f,0,0,0,0,0,0,1,1,1,0,1,0,0,16,1
0a63446f,10,5,6,1,3,3,4,1,3,1,2,9,19,30,0
c9e99e49,42,22,16,23,3,13,38,25,18,5,13,8,50,11,0
d7bf3d19,52,33,20,28,4,25,67,42,45,13,32,47,99,35,0
22721b88,74,50,34,26,14,35,56,21,24,8,16,46,120,93,4
bcc81786,68,45,54,12,2,20,30,10,36,13,23,36,104,113,1
aeed036d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ef9c1c95,101,60,39,50,12,33,85,52,40,6,34,54,155,58,0
872cd68c,1,0,1,0,0,0,1,1,0,0,0,1,2,0,0
a5db0bec,63,38,28,25,10,17,61,44,33,6,27,32,95,25,3
fa18c72e,23,17,8,9,6,9,24,15,6,1,5,3,26,4,0
2f965a72,1,1,1,0,0,1,1,0,0,0,0,0,1,4,1
9dd5da03,31,21,20,9,2,15,29,14,9,3,6,21,52,66,0
6a827d8e,68,44,34,25,9,34,67,33,38,8,30,56,124,42,0
d3ce9f1f,4,3,3,1,0,0,0,0,1,0,1,2,6,1,0
06df8256,25,18,18,7,0,17,25,8,12,5,7,21,46,79,2
5046b7d4,15,7,0,10,5,3,21,18,35,3,32,8,23,5,0
f449640d,47,35,26,19,2,21,32,11,25,7,18,27,74,42,2
f449640d,46,31,26,16,4,20,40,20,20,2,18,28,74,38,2
4e7bfc23,29,16,16,10,3,9,36,27,13,2,11,6,35,8,0
8ff07990,1,0,0,1,0,1,4,3,9,1,8,1,2,8,0
8ff07990,5,3,1,3,1,2,7,5,8,2,6,3,8,6,0
7fecbcdb,51,29,31,14,6,24,44,20,20,4,16,37,88,86,0
b2bd0f6c,29,19,7,17,5,13,39,26,24,1,23,41,70,18,0
a1d04509,14,7,7,4,3,3,8,5,14,3,11,9,23,17,0
0557ff4f,29,20,13,13,3,6,17,11,17,2,15,15,44,25,1
6a189491,11,8,8,3,0,7,11,4,3,2,1,7,18,18,0
80556f08,32,16,5,21,6,11,31,20,13,1,12,9,41,22,1
65391fa7,2,1,1,1,0,0,0,0,2,1,1,0,2,8,0
2515040a,1,0,1,0,0,0,1,1,1,1,0,1,2,6,0
2515040a,25,14,20,5,0,13,18,5,25,20,5,31,56,113,1
8ca253a3,18,11,7,9,2,1,14,13,11,2,9,10,28,21,0
74dc806c,15,7,4,8,3,7,16,9,9,0,9,4,19,0,0
b7e7937d,1,0,1,0,0,1,1,0,0,0,0,0,1,16,0
30395d3b,32,19,14,15,3,5,19,14,12,0,12,19,51,4,0
8a2248b4,1,0,1,0,0,1,2,1,0,0,0,2,3,6,2
fbf76716,9,6,1,7,1,2,5,3,4,0,4,2,11,1,0
378825c7,69,48,42,19,8,40,58,18,24,10,14,41,110,98,0
6fbde63a,1,1,0,1,0,1,1,0,0,0,0,1,2,1,0
9001138b,12,5,1,9,2,1,11,10,8,2,6,4,16,3,0
28dabd43,1,1,1,0,0,1,2,1,0,0,0,1,2,20,1
433dc9a2,47,32,22,19,6,22,46,24,19,5,14,20,67,41,1
07a821e4,13,7,3,8,2,5,9,4,3,1,2,3,16,1,1
380a15e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de40e38c,4,3,4,0,0,1,3,2,0,0,0,3,7,2,0
6191093d,62,38,22,32,8,20,43,23,44,7,37,26,88,14,0
c69ef855,77,45,33,36,8,35,89,54,39,14,25,33,110,48,1
7d937aa1,34,16,17,12,5,16,58,42,15,3,12,15,49,13,0
8c2c48a9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
f3642ba8,15,11,3,11,1,3,10,7,3,0,3,2,17,10,0
6c8ddd52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403f5d20,20,12,14,4,2,9,20,11,12,1,11,17,37,37,0
e90af77c,33,23,11,9,13,8,33,25,14,2,12,8,41,7,0
46291841,24,14,14,10,0,9,30,21,12,2,10,17,41,11,0
