id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
00891164,37,27,22,13,2,12,19,7,31,16,15,38,75,85,0,120
00a8d210,56,36,25,25,6,28,53,25,22,4,18,32,88,30,1,109
01870104,2,2,0,1,1,0,9,9,1,1,0,0,2,1,0,8
01becd60,2,1,1,1,0,0,1,1,0,0,0,2,4,1,0,4
01fd01e8,14,6,10,3,1,9,11,2,12,4,8,10,24,43,1,44
02bcaf8e,4,2,1,2,1,0,3,3,3,0,3,3,7,0,0,18
032f894e,3,0,0,1,2,1,5,4,6,0,6,8,11,2,0,35
03e91055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0400dd2f,1,0,0,0,1,0,4,4,2,0,2,0,1,0,0,16
04ac78d2,4,1,3,0,1,2,6,4,11,9,2,4,8,26,0,29
04bb2b06,9,5,4,4,1,4,8,4,5,0,5,2,11,8,0,24
0512a60a,26,11,14,9,3,13,17,4,14,5,9,16,42,33,0,94
061266cd,4,4,2,2,0,1,4,3,1,0,1,1,5,3,0,14
065dc209,9,5,1,5,3,3,8,5,11,3,8,3,12,11,0,40
06c48679,32,20,13,13,6,15,29,14,20,11,9,26,58,45,0,93
06df8256,10,8,6,4,0,5,10,5,9,6,3,17,27,40,1,67
07ace8c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0810b6df,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
08511d65,28,20,12,14,2,19,34,15,22,9,13,20,48,52,2,127
08f5afaa,0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,36
095e4199,9,3,3,3,3,5,12,7,5,0,5,2,11,2,0,51
0a63446f,27,18,16,8,3,18,26,8,13,3,10,26,53,30,1,67
0af4dcf0,2,1,2,0,0,2,2,0,0,0,0,0,2,0,0,5
0b2c9aec,13,6,5,5,3,6,17,11,6,2,4,4,17,7,0,48
0b4d8274,6,2,3,1,2,2,4,2,4,0,4,2,8,1,0,29
0b4f388a,14,8,2,6,6,5,9,4,12,3,9,5,19,12,0,53
0be95d34,22,14,7,8,7,8,16,8,10,1,9,7,29,3,0,49
0bfca6a1,22,13,14,6,2,12,25,13,18,4,14,18,40,21,0,84
0cbc8baa,50,28,33,14,3,31,48,17,21,5,16,13,63,41,0,96
0d7b6576,7,3,2,3,2,3,7,4,9,2,7,3,10,4,0,33
0e12089d,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21
0e46fa2f,4,2,0,2,2,1,6,5,6,1,5,3,7,2,0,13
0e7ccfc4,14,6,9,1,4,10,19,9,7,2,5,7,21,17,0,41
0ed063d6,13,8,8,4,1,6,8,2,10,1,9,17,30,24,0,92
0f8418aa,20,13,7,11,2,9,23,14,13,4,9,5,25,15,0,75
0f86995c,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
0ff630d0,22,16,15,3,4,10,18,8,9,1,8,18,40,30,1,71
102c9665,14,12,9,5,0,7,9,2,3,1,2,11,25,22,0,45
104b4ad3,3,2,1,2,0,0,6,6,1,0,1,1,4,2,0,14
10dd88f9,11,3,2,6,3,6,24,18,10,0,10,8,19,7,0,60
10f0fdd3,31,17,13,13,5,6,15,9,15,2,13,21,52,17,0,113
114bbdee,1,1,1,0,0,0,0,0,0,0,0,1,2,3,0,4
11f54bd5,2,1,1,0,1,2,6,4,0,0,0,1,3,1,0,9
1361e5bc,8,4,3,4,1,6,7,1,1,0,1,6,14,5,0,19
1467af0d,59,35,28,28,3,32,61,29,31,6,25,19,78,6,2,121
148e136f,43,27,14,18,11,17,36,19,32,2,30,13,56,6,1,94
15944afd,10,4,4,5,1,4,10,6,8,3,5,6,16,9,0,38
16aa7d4c,29,17,18,11,0,12,21,9,25,11,14,36,65,49,1,84
17e25e72,1,1,0,1,0,0,0,0,1,0,1,1,2,0,0,4
1880614f,23,12,8,12,3,9,21,12,7,0,7,14,37,7,0,82
18ebca4b,2,1,0,2,0,0,4,4,2,0,2,0,2,5,0,6
19053e31,18,10,8,6,4,6,15,9,13,2,11,12,30,4,0,79
1956b948,31,19,18,9,4,16,42,26,19,1,18,10,41,10,0,102
1961b2aa,26,16,7,13,6,13,34,21,16,5,11,9,35,12,1,99
19ba6c6d,5,2,0,3,2,0,7,7,6,3,3,2,7,10,0,20
1a066e69,23,12,16,5,2,12,16,4,25,15,10,31,54,73,0,84
1a248246,20,11,5,9,6,9,24,15,11,1,10,6,26,5,0,73
1a2935f6,12,11,12,0,0,10,15,5,8,6,2,15,27,34,1,53
1a6b7ea4,27,16,11,12,4,10,17,7,9,3,6,15,42,21,0,62
1a85bcdb,53,33,28,17,8,27,42,15,20,5,15,47,100,50,0,101
1b5b32d2,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0
1b729a98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1bd5bdc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bfb6fef,44,30,19,20,5,25,45,20,27,5,22,12,56,45,0,125
1d2d5cc8,0,0,0,0,0,0,1,1,0,0,0,0,0,6,2,40
1d383c10,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,2
1d5c96f8,56,30,29,18,9,31,48,17,26,5,21,29,85,30,1,110
1ddbc7ca,64,39,38,21,5,39,57,18,25,1,24,35,99,28,1,107
1df4a109,26,12,9,15,2,11,16,5,14,6,8,14,40,8,0,58
1e52971c,46,27,20,19,7,26,51,25,24,5,19,21,67,12,0,130
1e7aea56,0,0,0,0,0,0,2,2,0,0,0,0,0,8,1,34
1e93fc5d,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2
1ec7e1c5,8,7,5,3,0,3,3,0,4,3,1,5,13,12,0,13
1f6298f2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
2054d037,10,6,1,6,3,3,10,7,15,1,14,1,11,17,0,28
20b9f052,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,29
20e0dd86,42,31,14,14,14,19,35,16,20,3,17,20,62,10,0,111
20e73fac,27,19,10,14,3,11,39,28,28,1,27,20,47,20,0,119
2180c761,7,4,5,1,1,1,4,3,5,3,2,7,14,4,1,28
22396615,1,1,0,1,0,0,1,1,0,0,0,1,2,0,0,2
22bfb57e,9,4,3,6,0,5,14,9,2,1,1,6,15,5,0,24
2321ea6e,52,23,38,11,3,34,45,11,18,5,13,27,79,77,1,144
23c63b7f,6,5,1,2,3,2,5,3,9,0,9,1,7,7,0,49
2434f24a,2,0,2,0,0,2,4,2,0,0,0,0,2,5,0,18
25749008,24,14,7,11,6,6,21,15,16,2,14,17,41,13,0,79
2677a1de,15,9,6,7,2,3,14,11,9,1,8,7,22,9,0,52
279ddf6a,59,35,24,24,11,24,54,30,20,5,15,29,88,13,0,109
28dabd43,2,0,2,0,0,2,2,0,1,0,1,1,3,7,1,13
29939a1d,22,15,12,8,2,11,28,17,13,1,12,20,42,8,0,85
29c02c9f,19,11,9,8,2,10,13,3,14,2,12,10,29,10,0,32
2acd49b9,22,16,15,5,2,12,16,4,15,5,10,13,35,12,0,96
2acf0cd7,40,19,9,22,9,15,31,16,22,5,17,17,57,27,0,105
2b1bed19,52,32,20,28,4,30,52,22,24,5,19,32,84,13,3,130
2b471f99,32,21,11,14,7,12,18,6,13,5,8,11,43,20,0,62
2c0f8e9e,16,13,4,9,3,1,9,8,6,0,6,2,18,3,0,55
2c70d915,2,0,1,1,0,1,3,2,0,0,0,3,5,1,0,3
2ccd89a3,9,6,4,3,2,3,6,3,3,0,3,4,13,11,0,20
2d22cea7,8,7,3,4,1,3,7,4,5,1,4,4,12,1,0,20
2db2fd7b,2,0,1,1,0,1,3,2,4,2,2,5,7,15,0,9
2f9e4435,41,26,20,11,10,15,28,13,24,6,18,19,60,21,0,90
2fa2a875,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
300ec91c,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
3010aefb,11,5,5,2,4,3,9,6,7,3,4,7,18,4,0,29
30144daa,14,11,5,6,3,10,19,9,13,0,13,3,17,8,0,38
30af8b93,49,36,28,18,3,29,48,19,19,6,13,14,63,45,1,139
31626657,65,38,41,22,2,24,53,29,22,4,18,17,82,21,0,110
31822f8c,6,3,0,4,2,1,11,10,16,1,15,1,7,11,0,60
3189f61a,64,36,28,29,7,32,48,16,25,7,18,34,98,23,3,183
321a71a7,36,23,23,11,2,16,25,9,20,12,8,29,65,61,0,117
32c2d95f,65,38,38,24,3,33,42,9,54,19,35,47,112,85,1,181
32f3d97e,0,0,0,0,0,0,2,2,3,1,2,0,0,1,0,5
3322e296,7,5,4,3,0,4,8,4,3,0,3,1,8,7,0,15
34a88e3e,15,10,4,6,5,10,17,7,7,0,7,2,17,1,0,40
35516eac,17,12,8,7,2,8,20,12,7,0,7,11,28,4,0,46
357103bd,20,10,4,9,7,10,33,23,23,3,20,12,32,16,1,72
3670aa71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3681cfff,10,4,7,2,1,4,12,8,15,11,4,20,30,48,0,59
3708e9fa,46,27,13,25,8,20,52,32,21,0,21,27,73,10,0,115
37143438,3,1,0,1,2,2,2,0,3,0,3,1,4,0,0,7
374fbf7d,18,10,4,10,4,9,21,12,4,1,3,13,31,9,0,67
375622c5,39,24,23,12,4,23,55,32,15,4,11,14,53,10,0,187
