id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00f0482f,10,0,1,6,4,0,10,0,0,0,6,26.0,10.0,0,0,0,2,0,9,2
01226327,1803,58,427,894,492,42,1803,9,3,6,827,4066.0,2364.0,46,41,6,25,8,1030,120
012c975a,558,71,264,279,17,10,558,0,0,0,321,1311.0,572.0,2,2,0,0,0,380,1
02b29014,1598,61,423,881,316,33,1598,33,21,12,857,4317.0,1973.0,34,41,3,35,26,1040,70
0313a347,1660,315,961,631,73,34,1660,6,6,0,853,2982.0,1375.0,3,1,0,18,7,954,5
03622183,4,0,0,2,2,0,4,0,0,0,3,12.0,0.0,0,0,0,1,2,4,1
03edb878,73,1,8,31,34,5,73,4,2,2,33,137.0,51.0,2,1,1,8,5,39,6
0420d84f,964,73,320,422,237,29,964,33,20,13,540,3113.0,1426.0,31,28,4,27,23,579,90
0442183b,698,35,227,331,142,6,698,6,4,2,346,1638.0,820.0,18,10,0,8,2,364,20
07802f7f,817,27,78,353,391,116,815,59,30,29,459,2139.0,827.0,37,25,13,66,18,574,134
08452314,331,4,23,113,199,29,331,17,11,6,219,991.0,552.0,18,13,6,12,7,254,53
099e666f,69,3,14,25,31,4,69,0,0,0,27,115.0,58.0,2,2,0,3,0,42,7
0b33f6ad,521,55,207,274,41,7,521,12,9,3,265,1346.0,536.0,8,3,0,12,7,272,8
0d4ceb32,405,9,15,142,252,87,405,26,16,10,234,1115.0,481.0,19,14,13,52,22,318,112
0df2b165,1270,41,246,612,426,23,1269,24,15,9,699,3785.0,1536.0,35,31,2,29,19,874,73
0f7533cd,1095,49,212,466,429,81,1095,52,27,25,585,2918.0,1384.0,44,32,17,50,24,726,138
101da2b5,1143,31,161,813,181,13,1143,13,10,3,703,3633.0,2218.0,31,42,4,7,4,867,5
10b9fa99,1374,138,516,670,202,6,1374,15,13,2,678,4063.0,2384.0,25,28,0,16,5,765,23
111c3236,268,7,70,170,32,0,268,10,7,3,170,840.0,390.0,2,7,0,4,0,208,4
119b9a8e,1383,81,434,892,60,12,1383,2,2,0,965,5387.0,3777.0,28,14,0,8,1,1100,1
11ff3d56,722,26,164,468,102,9,722,17,10,7,410,1972.0,897.0,11,15,0,20,15,496,13
1265a93a,2296,78,557,1019,738,49,2296,51,34,17,1292,5900.0,3052.0,80,54,20,27,23,1601,204
132a82f1,2036,186,865,1118,78,20,2036,21,15,6,1273,8129.0,4806.0,37,23,1,27,12,1344,8
1544f145,315,18,63,143,112,18,315,12,7,5,180,1192.0,405.0,8,9,2,14,12,197,21
1566e437,50,0,10,22,19,4,50,4,1,3,28,258.0,142.0,5,2,2,1,1,33,4
1598599e,1103,20,207,751,151,0,1103,12,6,6,671,3145.0,1385.0,16,13,0,18,11,812,3
15ea812b,1676,245,814,737,131,65,1676,14,12,2,692,3133.0,1498.0,4,7,0,17,4,793,13
15f3ec41,775,8,85,226,473,58,775,29,15,14,477,3474.0,2076.0,89,39,30,14,15,604,155
16ceb862,307,11,40,128,141,52,307,2,2,0,121,279.0,119.0,0,1,0,17,6,229,40
17370b95,113,4,24,36,53,6,113,3,0,3,63,234.0,104.0,2,2,0,1,4,79,15
17695062,890,15,143,397,360,44,890,30,10,20,551,2941.0,1559.0,51,20,13,38,7,705,113
178ae8f8,626,6,54,251,330,91,626,43,21,22,425,2724.0,1510.0,54,42,23,39,20,492,125
17acc2ed,50,45,50,0,0,0,50,0,0,0,29,120.0,69.0,0,0,0,0,0,28,0
17d4507a,1785,112,527,788,485,45,1785,35,20,16,815,4012.0,2041.0,44,20,6,45,29,993,99
1880614f,169,2,12,59,101,8,169,23,15,8,111,945.0,369.0,12,6,3,8,9,132,39
18b896d6,1690,159,738,871,92,17,1690,6,3,3,1074,5196.0,3005.0,24,18,1,9,1,1301,6
18b999f4,65,0,8,21,38,5,65,5,3,2,46,241.0,109.0,7,1,1,7,2,46,15
18e96f64,1172,266,712,393,73,40,1172,4,4,0,440,2113.0,859.0,2,3,0,9,2,507,3
1900032e,2077,265,1002,992,100,46,2077,10,7,3,1210,6386.0,3505.0,14,16,0,13,6,1395,2
1961b2aa,1084,30,222,642,232,12,1084,48,31,17,643,3420.0,1587.0,30,25,4,30,31,771,28
197640fd,1800,70,522,848,440,40,1800,24,11,13,919,3963.0,2154.0,52,27,3,24,11,1160,148
19f4d211,4,0,0,1,3,0,4,0,0,0,3,17.0,11.0,0,0,0,0,0,3,0
1a4ef233,572,61,286,256,33,6,572,3,1,2,301,1291.0,682.0,4,4,0,5,3,344,0
1a7fcf39,1951,75,560,902,503,41,1951,26,11,15,1007,5508.0,3290.0,77,43,5,37,15,1197,122
1aa84968,1518,168,574,665,295,41,1518,30,21,9,707,4074.0,2566.0,38,32,2,30,19,792,48
1ae30132,196,12,58,102,38,1,196,4,3,1,72,335.0,183.0,4,6,0,1,1,92,6
1b84dbe1,2026,100,546,836,657,35,2026,28,18,10,905,4384.0,2316.0,59,33,3,33,20,1088,197
1bf33a9a,993,10,97,399,517,112,993,108,49,59,653,4483.0,2350.0,86,50,37,67,29,771,160
1c7012b8,1850,82,465,1110,305,41,1848,34,29,5,1066,7330.0,3950.0,74,58,8,34,19,1209,37
1cb49278,1272,163,687,562,34,7,1272,7,7,0,799,3906.0,2134.0,7,12,0,9,1,939,1
1d042188,1182,143,572,508,106,12,1182,9,5,4,448,2022.0,921.0,7,9,0,10,4,542,12
1ecb65be,648,13,90,274,288,60,648,51,17,34,373,2313.0,1170.0,38,37,12,57,27,451,105
1ef37668,750,61,239,376,140,8,750,10,6,4,303,1366.0,662.0,14,13,2,12,10,356,16
1f9a3a04,54,5,26,27,2,1,54,0,0,0,14,53.0,35.0,0,0,0,0,0,30,1
1fb1c435,738,18,115,313,317,68,738,25,16,9,470,2212.0,970.0,30,19,11,39,21,587,118
1fdfd6da,194,27,103,72,20,14,194,2,1,1,85,344.0,43.0,0,0,0,1,1,96,1
21166ff4,1609,137,701,847,67,25,1609,6,4,2,990,5904.0,3440.0,27,18,0,8,4,1138,2
21945a9e,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
21a66f6a,1393,51,128,685,595,159,1389,100,52,48,809,4648.0,2270.0,75,50,30,63,54,1072,185
