id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,32,1987,0.3,7,4,6,1,0,0,7,0,0,,0,,3,24,22,0,0,0,0,0,1,0,Matches
293211e1,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,38,1981,2.3,81,2,4,36,42,13,80,2,1,50.0,1,50.0,37,145,35,2,1,2,7,2,68,15,Matches
073b1b37,Lumor Agbenyenu,gh GHA,DF,Mallorca,22,1996,20.1,1187,77,391,502,314,12,1187,47,29,61.7,18,38.3,583,3716,2025,60,40,6,27,10,583,66,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,23,1996,23.3,1237,76,403,635,210,9,1237,29,17,58.6,12,41.4,587,2671,1357,26,21,2,24,13,596,49,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,23,1995,27.8,1540,192,830,678,41,11,1540,15,10,66.7,5,33.3,895,4335,2073,17,7,2,14,8,936,2,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,30,1989,24.3,2307,66,459,1074,782,64,2307,21,12,57.1,9,42.9,1399,5468,2912,42,28,8,17,6,1734,244,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,33,1985,36.0,2282,336,1270,971,52,21,2282,3,3,100.0,0,0.0,1193,6416,3896,11,8,1,9,2,1497,4,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,25,1993,10.3,306,11,29,137,143,36,306,7,3,42.9,4,57.1,159,597,270,13,7,9,15,8,213,50,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,28,1991,21.4,1340,73,341,848,167,10,1340,28,23,82.1,5,17.9,663,3258,1591,26,15,1,23,15,734,21,Matches
46166b49,Álex Alegría,es ESP,FW,Mallorca,26,1992,1.2,45,0,2,22,21,6,45,2,0,0.0,2,100.0,21,80,36,1,1,1,2,1,39,6,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,21,1998,1.9,168,1,13,101,55,2,168,3,2,66.7,1,33.3,121,508,218,4,3,0,3,1,143,2,Matches
