id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
bbe88396,Aly Abeid,mr MTN,DF,Levante,19,1997,0.9,49,4,20,20,10,0,49,1,1,100.0,0,0.0,17,95,67,2,2,0,0,0,23,3,Matches
65d62814,Antonio Adán,es ESP,GK,Betis,30,1987,30.0,1327,1084,1324,4,0,0,1327,5,5,100.0,0,0.0,759,4220,3057,0,0,0,6,0,673,0,Matches
5890cef1,Aday,es ESP,DF,Girona,29,1987,20.4,1259,49,261,504,505,39,1257,42,27,64.3,15,35.7,658,4681,2297,82,47,12,25,23,739,156,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,36,1981,23.9,702,20,41,314,350,108,697,24,19,79.2,5,20.8,411,1876,691,27,19,10,43,42,575,150,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,21,1996,20.3,1114,81,401,496,234,6,1114,34,16,47.1,18,52.9,476,2344,1290,24,13,6,20,10,483,54,Matches
c84c1afc,Imanol Agirretxe,es ESP,FW,Real Sociedad,30,1987,2.6,78,2,3,42,33,11,78,3,3,100.0,0,0.0,46,154,29,1,0,0,8,4,65,8,Matches
8617e3d9,Matías Aguirregaray,uy URU,DF,Las Palmas,28,1989,12.8,830,34,212,430,201,12,830,23,14,60.9,9,39.1,460,2379,1150,23,23,2,12,15,473,49,Matches
c5eaff5c,Ager Aketxe,es ESP,MF,Athletic Club,23,1993,0.4,49,0,6,17,26,1,49,1,0,0.0,1,100.0,31,134,36,1,2,1,0,3,34,3,Matches
7a4cd784,David Alba,es ESP,DF,Getafe,18,1999,0.7,17,5,13,4,0,0,17,0,0,,0,,5,19,8,0,0,0,0,0,4,0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,28,1989,30.5,2688,82,666,1197,845,98,2688,33,23,69.7,10,30.3,1525,5855,3128,58,53,13,30,14,1858,314,Matches
348e4809,Raúl Albentosa,es ESP,DF,La Coruña,28,1988,19.4,955,122,622,302,35,28,955,3,2,66.7,1,33.3,395,1492,606,1,3,0,6,0,546,5,Matches
a7a9d95a,Paco Alcácer,es ESP,"MF,FW",Barcelona,23,1993,7.7,297,5,26,142,135,31,297,10,3,30.0,7,70.0,177,588,238,6,6,3,16,7,220,42,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,28,1989,7.7,379,45,209,152,19,10,379,5,5,100.0,0,0.0,176,731,419,3,2,0,5,0,199,0,Matches
a8599c17,Steve Aldo One,cm CMR,DF,La Coruña,22,1995,1.0,31,4,18,14,0,0,31,0,0,,0,,17,74,44,0,0,0,0,0,16,0,Matches
46166b49,Álex Alegría,es ESP,FW,Levante,24,1992,7.0,255,9,12,129,115,29,255,6,1,16.7,5,83.3,158,446,100,2,3,2,38,20,193,29,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Eibar,22,1995,12.2,500,1,35,162,319,33,500,72,33,45.8,39,54.2,359,2863,1407,71,33,9,46,18,360,125,Matches
3e1858af,Alexander,ar ARG,"MF,FW",Leganés,28,1988,11.8,456,4,61,193,212,39,455,17,7,41.2,10,58.8,295,1322,612,17,15,6,36,19,293,72,Matches
db0cd1ae,Alexis,es ESP,DF,Alavés,31,1985,24.3,984,124,505,391,98,31,984,8,6,75.0,2,25.0,360,1484,711,5,3,2,8,3,389,11,Matches
