id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,27,1989,5.5,0,2,1,50.0,0.36,0.18,0.00,0.00,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,24,1992,13.1,0,21,6,28.6,1.61,0.46,0.00,0.00,25.2,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,32,1985,32.5,0,5,1,20.0,0.15,0.03,0.00,0.00,9.1,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
26777636,Yacine Adli,fr FRA,FW,Paris S-G,17,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,24,1993,27.3,0,16,4,25.0,0.59,0.15,0.00,0.00,18.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,33.4,5,39,7,17.9,1.17,0.21,0.13,0.71,23.8,0,0,0,2.2,2.2,0.06,+2.8,+2.8,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,22.7,0,23,3,13.0,1.01,0.13,0.00,0.00,31.5,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
9b8970ce,David Alcibiade,fr FRA,DF,Nantes,25,1991,2.3,0,2,0,0.0,0.87,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
b18a3023,Júnior Alonso,py PAR,DF,Lille,24,1993,30.9,2,16,4,25.0,0.52,0.13,0.13,0.50,16.6,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
c9e99e49,Dani Alves,br BRA,DF,Paris S-G,34,1983,22.9,1,27,5,18.5,1.18,0.22,0.04,0.20,26.8,9,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
