id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
abf0cad0,Suleiman Abdullahi,ng NGA,"FW,MF",Union Berlin,22,1996,1.7,63,1,8,24,33,7,63,5,2,40.0,3,60.0,29,164,75,2,2,1,7,0,36,10,Matches
565bf0da,David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,18.8,1075,93,456,550,76,10,1075,9,7,77.8,2,22.2,561,3169,1737,18,16,1,6,3,610,12,Matches
1c08a3c8,Amir Abrashi,al ALB,MF,Freiburg,29,1990,7.4,425,24,137,232,58,4,425,5,3,60.0,2,40.0,236,1014,401,8,4,0,18,3,250,13,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",RB Leipzig,20,1999,10.6,813,19,190,452,172,11,813,10,4,40.0,6,60.0,430,1993,862,11,9,2,7,9,548,49,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,1993,8.3,287,6,25,119,147,41,287,21,10,47.6,11,52.4,178,1313,527,19,9,7,28,19,200,67,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,24,1995,25.7,2148,170,1025,1055,72,10,2148,7,6,85.7,1,14.3,1443,7119,3766,18,12,0,15,6,1646,6,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,24,1995,12.7,916,130,504,398,22,2,916,3,2,66.7,1,33.3,530,2637,1416,7,2,0,11,9,610,5,Matches
05439de2,David Alaba,at AUT,DF,Bayern Munich,27,1992,27.8,2691,145,943,1538,232,12,2691,9,7,77.8,2,22.2,1907,12192,7412,69,28,3,16,4,2060,42,Matches
834d0be5,Lucas Alario,ar ARG,FW,Leverkusen,26,1992,13.0,453,11,24,213,221,78,452,18,13,72.2,5,27.8,247,1027,231,7,5,8,35,17,341,63,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Dortmund,25,1993,5.9,163,2,9,75,79,26,163,5,2,40.0,3,60.0,78,207,55,1,2,1,12,5,110,37,Matches
77e84962,Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,19.7,2029,47,358,1364,334,23,2029,83,71,85.5,12,14.5,1250,5577,2677,27,35,7,28,19,1507,43,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,22,1996,20.6,1355,15,158,712,504,50,1355,44,30,68.2,14,31.8,723,4405,2166,53,43,13,41,19,905,95,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,0.9,94,9,38,54,2,1,94,0,0,,0,,64,340,237,0,0,0,0,0,70,0,Matches
e7199efb,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,23,1996,5.6,201,5,31,69,108,22,201,39,19,48.7,20,51.3,140,1089,520,23,10,13,28,10,138,50,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,29.8,1167,42,80,524,573,120,1165,52,21,40.4,31,59.6,637,2876,854,34,29,12,94,67,937,204,Matches
e0b113a7,Robert Andrich,de GER,MF,Union Berlin,24,1994,28.6,1542,60,350,897,312,28,1542,41,28,68.3,13,31.7,768,3284,1325,25,22,5,36,17,831,31,Matches
30941e96,Angeliño,es ESP,"DF,FW",RB Leipzig,22,1997,12.2,881,24,187,396,303,26,881,25,20,80.0,5,20.0,430,2075,1099,24,16,12,15,6,518,92,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,25,1994,27.4,1153,20,175,494,509,78,1153,70,35,50.0,35,50.0,693,5597,2767,114,59,45,63,40,713,155,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,30,1989,23.5,1861,42,318,1297,260,23,1861,24,14,58.3,10,41.7,953,4156,1876,14,22,1,28,19,1325,19,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,31.3,1818,54,331,1052,459,22,1818,29,19,65.5,10,34.5,917,4175,2111,35,25,1,33,29,1044,48,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,22,1997,7.0,409,21,120,257,38,0,409,10,7,70.0,3,30.0,162,805,314,3,3,0,7,3,188,3,Matches
9fec8860,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,25,1994,10.3,656,29,180,273,213,16,656,11,8,72.7,3,27.3,339,1406,738,24,13,3,18,8,351,62,Matches
e5478b87,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,21,1997,5.4,179,3,20,81,83,31,179,15,8,53.3,7,46.7,117,827,386,12,8,6,21,4,128,43,Matches
2200181e,Kaan Ayhan,tr TUR,DF,Düsseldorf,24,1994,30.3,2051,117,850,1010,210,26,2051,18,14,77.8,4,22.2,1144,6618,4266,52,25,2,10,4,1358,25,Matches
3489184e,Matthias Bader,de GER,DF,Köln,22,1997,0.1,10,1,5,4,1,0,10,0,0,,0,,6,34,18,0,1,0,0,0,5,1,Matches
f261abcb,Daniel Baier,de GER,MF,Augsburg,35,1984,21.6,1093,44,310,661,142,2,1093,14,10,71.4,4,28.6,554,2461,1090,7,15,1,18,9,543,12,Matches
3a233281,Leon Bailey,jm JAM,"FW,MF",Leverkusen,21,1997,12.1,639,6,64,265,327,57,639,56,35,62.5,21,37.5,418,2922,1559,61,36,19,37,23,462,132,Matches
1b278bf5,Lewis Baker,eng ENG,MF,Düsseldorf,24,1995,6.1,277,11,64,173,47,3,277,12,10,83.3,2,16.7,151,840,378,10,1,0,11,5,184,6,Matches
442b56fa,Ridle Baku,de GER,"DF,MF",Mainz 05,21,1998,26.1,1510,78,439,675,416,21,1510,59,33,55.9,26,44.1,803,4129,1884,42,40,6,40,22,805,118,Matches
7c3ed041,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,20,1999,1.5,143,10,56,86,2,0,143,1,0,0.0,1,100.0,78,369,144,1,1,0,0,1,114,0,Matches
3f7cd8f1,Philipp Bargfrede,de GER,MF,Werder Bremen,30,1989,6.5,345,21,90,207,49,5,345,6,5,83.3,1,16.7,202,818,363,2,1,0,9,2,200,4,Matches
a2a85828,Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,21,1998,0.9,42,2,12,20,10,0,42,1,0,0.0,1,100.0,17,83,13,0,2,0,3,0,21,3,Matches
00242b75,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,19,2000,10.4,493,16,126,292,78,8,493,7,5,71.4,2,28.6,205,709,332,6,4,2,13,6,232,13,Matches
acc7b7ec,Fin Bartels,de GER,"MF,FW",Werder Bremen,32,1987,3.8,203,4,27,95,84,12,203,11,6,54.5,5,45.5,128,666,256,9,7,2,13,3,138,32,Matches
b7828a08,Oliver Batista-Meier,de GER,MF,Bayern Munich,18,2001,0.1,5,0,1,2,2,0,5,0,0,,0,,6,41,5,1,0,0,1,0,5,2,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30.0,1377,1041,1351,27,0,0,1377,0,0,,0,,660,3056,1989,0,0,0,0,0,640,0,Matches
69374ff5,Julian Baumgartlinger,at AUT,MF,Leverkusen,31,1988,19.9,1324,39,254,882,196,26,1324,11,10,90.9,1,9.1,657,2584,952,9,11,0,25,17,911,23,Matches
437f2b00,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,19,1999,16.6,753,16,101,377,285,82,753,48,24,50.0,24,50.0,447,2659,1217,39,31,17,47,25,530,105,Matches
fbbc8e15,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,22,1996,4.2,136,3,19,57,62,18,136,16,8,50.0,8,50.0,83,597,169,5,4,6,18,14,91,27,Matches
a53b661f,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,25,1994,23.4,955,37,142,427,409,87,955,94,49,52.1,45,47.9,564,3770,1957,77,46,30,67,55,679,182,Matches
8eb55dbb,Sheraldo Becker,sr SUR,"MF,FW",Union Berlin,24,1995,6.0,160,4,32,56,78,12,160,12,8,66.7,4,33.3,109,790,470,17,5,8,9,2,113,33,Matches
543ddcaf,Timo Becker,de GER,"DF,MF",Schalke 04,22,1997,3.7,194,8,61,93,42,9,194,8,5,62.5,3,37.5,106,727,433,15,3,1,10,2,105,6,Matches
5db45ee5,Maximilian Beier,de GER,FW,Hoffenheim,16,2002,1.2,42,0,2,19,22,9,42,2,0,0.0,2,100.0,23,195,131,6,3,4,4,4,29,14,Matches
ff182fdc,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,27,1992,3.0,89,2,5,34,50,19,89,12,9,75.0,3,25.0,62,340,129,4,1,4,9,6,76,22,Matches
bee0bab1,Karim Bellarabi,de GER,"FW,DF",Leverkusen,29,1990,15.8,907,7,78,367,481,81,907,92,51,55.4,41,44.6,594,4890,2723,106,60,33,26,34,695,207,Matches
c50281a0,Lars Bender,de GER,"DF,MF",Leverkusen,30,1989,15.3,1265,42,286,740,247,29,1265,18,14,77.8,4,22.2,593,3278,1731,38,36,4,15,7,762,49,Matches
070ec0b1,Sven Bender,de GER,DF,Leverkusen,30,1989,30.3,2884,207,1228,1586,80,32,2884,8,7,87.5,1,12.5,1648,7493,2932,4,6,1,15,5,2059,4,Matches
fe888e39,László Bénes,sk SVK,MF,M'Gladbach,21,1997,10.0,612,6,78,308,233,21,612,18,13,72.2,5,27.8,342,1343,700,17,14,5,12,8,396,48,Matches
f4c7c708,Keanan Bennetts,eng ENG,MF,M'Gladbach,20,1999,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Matches
378825c7,Ramy Bensebaini,dz ALG,DF,M'Gladbach,24,1995,16.1,1167,53,354,590,240,32,1165,29,15,51.7,14,48.3,590,2818,1482,31,24,8,20,13,634,68,Matches
d5575935,Valon Berisha,xk KVX,MF,Düsseldorf,26,1993,10.5,484,6,74,262,151,14,484,3,1,33.3,2,66.7,228,1035,445,10,8,2,17,10,345,54,Matches
9af1f9ff,Louis Beyer,de GER,DF,M'Gladbach,19,2000,1.2,60,9,25,30,5,1,60,1,1,100.0,0,0.0,31,142,64,1,3,0,0,0,31,1,Matches
7aac47fe,Ermin Bičakčić,ba BIH,DF,Hoffenheim,29,1990,13.1,966,116,452,481,38,10,966,2,1,50.0,1,50.0,520,2789,1554,17,8,1,5,2,653,4,Matches
