id,url
1394bf42,https://www.transfermarkt.co.uk/bright-arrey-mbi/marktwertverlauf/spieler/580193
139560df,https://www.transfermarkt.co.uk/omar-el-hilali/profil/spieler/822331
1395682c,https://www.transfermarkt.co.uk/paulo-vinicius/profil/spieler/45025
13a78e01,https://en.wikipedia.org/wiki/Ivan_Mayewski
13ac19de,https://www.transfermarkt.co.uk/manuel-fernandes/profil/spieler/16791
13d74bff,https://www.transfermarkt.com/ole-jorgen-halvorsen/profil/spieler/42134
13ea2544,https://www.transfermarkt.co.uk/mohamed-camara/profil/spieler/426723
141b0bd2,https://www.transfermarkt.co.uk/daniel-sundgren/profil/spieler/107612
14229604,https://www.transfermarkt.co.uk/axel-bakayoko/profil/spieler/354898
1432d037,https://www.transfermarkt.co.uk/jakub-reznicek/profil/spieler/59772
14349aeb,https://www.transfermarkt.co.uk/robert-muric/profil/spieler/226085
1443ca7d,https://www.transfermarkt.co.uk/alexandar-borkovic/profil/spieler/321050
1453e3cf,https://www.transfermarkt.co.uk/yunus-akgun/marktwertverlauf/spieler/396908
1469d291,https://www.transfermarkt.co.uk/yusuf-erdogan/profil/spieler/191391
146b19d9,https://www.transfermarkt.co.uk/aleksandar-scekic/profil/spieler/144334
146f2615,https://www.transfermarkt.co.uk/vladimir-jovovic/profil/spieler/246827
146f71c9,https://www.transfermarkt.co.uk/ibrahim-rabiu/profil/spieler/62337
148af9a8,https://www.transfermarkt.co.uk/antonio-marin/profil/spieler/371016
149895bf,https://www.transfermarkt.co.uk/garry-rodrigues/profil/spieler/170895
14a04bea,https://www.transfermarkt.co.uk/ramil-sheydayev/marktwertverlauf/spieler/263956
14a4dd0d,https://www.transfermarkt.co.uk/plamen-galabov/profil/spieler/221545
14d5b7ac,https://www.transfermarkt.co.uk/alex-revuelta/profil/spieler/631093
14e8fe86,https://www.transfermarkt.com/igor-kharatin/profil/spieler/213976
150a572c,https://www.transfermarkt.co.uk/andrej-kadlec/profil/spieler/260842
15317e60,https://www.transfermarkt.co.uk/alper-mutlu-ozel/profil/spieler/8683
157c5e0b,https://www.transfermarkt.co.uk/mustafa-pektemek/profil/spieler/58602
1581e8db,https://www.transfermarkt.co.uk/mouhamed-diop/profil/spieler/933147
15975a3c,https://www.transfermarkt.co.uk/evgeniy-chernov/profil/spieler/187024
15b6e8d7,https://www.transfermarkt.co.uk/caner-erkin/marktwertverlauf/spieler/39333
15b949ab,https://www.transfermarkt.co.uk/miguel-vitor/profil/spieler/57814
15eb04ec,https://www.transfermarkt.co.uk/ivan-oblyakov/profil/spieler/419845
163bbd4a,https://www.transfermarkt.co.uk/tomas-chory/profil/spieler/198614
1657f448,https://www.transfermarkt.co.uk/lautaro-blanco/profil/spieler/831161
1668b4b1,https://www.transfermarkt.com/djordje-ivanovic/profil/spieler/358845
16839b27,https://www.transfermarkt.co.uk/marc-hornschuh/profil/spieler/45685
169f5976,https://www.transfermarkt.co.uk/deni-juric/profil/spieler/407697
16c149b8,https://www.transfermarkt.co.uk/nurio-fortuna/profil/spieler/290261
16ea3bb1,https://www.transfermarkt.co.uk/nikolas-panagiotou/profil/spieler/562665
1707d9c6,https://www.transfermarkt.co.uk/dani-guerrero/profil/spieler/73011
170eb35b,https://www.transfermarkt.co.uk/emmanuel-culio/profil/spieler/30846
17145c90,https://www.transfermarkt.co.uk/sergey-petrov/profil/spieler/102581
172bab0a,https://www.transfermarkt.co.uk/michel-ange-balikwisha/profil/spieler/502239
17310a6c,https://www.transfermarkt.com/ogenyi-onazi/profil/spieler/131709
173db1f4,https://www.transfermarkt.co.uk/leo-jaba/profil/spieler/468260
173eb3cd,https://www.transfermarkt.co.uk/balint-vecsei/profil/spieler/151658
17458720,https://www.transfermarkt.co.uk/dijon-kameri/profil/spieler/629005
175ece4c,https://www.transfermarkt.co.uk/iker-munoz/profil/spieler/710677
1774c547,https://www.transfermarkt.co.uk/nemanja-motika/profil/spieler/604323
179d2851,https://www.transfermarkt.co.uk/ondrej-kolar/profil/spieler/189630
17e25e72,https://www.transfermarkt.co.uk/ruan-levine/profil/spieler/645601
17e3e467,https://www.transfermarkt.co.uk/mykola-shaparenko/profil/spieler/368611
182c10aa,https://www.transfermarkt.co.uk/james/profil/spieler/244043
184ea16a,https://www.transfermarkt.co.uk/emmanuel-lomotey/profil/spieler/560465
184fe4b2,https://www.transfermarkt.co.uk/williot-swedberg/profil/spieler/764859
1858bbf7,https://www.transfermarkt.co.uk/giedrius-arlauskis/profil/spieler/69001
185a2732,https://www.transfermarkt.co.uk/cameron-puertas/profil/spieler/449592
1866b0f1,https://www.transfermarkt.co.uk/marco-pasalic/profil/spieler/395928
18682b13,https://www.transfermarkt.co.uk/yuval-spungin/transfers/spieler/48536
18a88e3e,https://www.transfermarkt.co.uk/daniil-kuznetsov/profil/spieler/522145
18dd3219,https://www.transfermarkt.co.uk/federico-gatti/profil/spieler/509022
19003991,https://www.transfermarkt.co.uk/armin-hodzic/profil/spieler/166753
192c89a6,https://www.transfermarkt.co.uk/braian-cufre/profil/spieler/401521
1932f8f4,https://www.transfermarkt.co.uk/dare-vrsic/profil/spieler/19579
194ace07,https://www.transfermarkt.co.uk/john-ogu/profil/spieler/84700
1978a39a,https://www.transfermarkt.co.uk/matti-lund-nielsen/profil/spieler/44720
199cd404,https://www.transfermarkt.co.uk/dieumerci-ndongala/profil/spieler/103284
19c9e24e,https://www.transfermarkt.co.uk/christopher-dibon/profil/spieler/54607
19e4dca5,https://www.transfermarkt.co.uk/solomon-kvirkvelia/profil/spieler/157391
1a105265,https://www.transfermarkt.co.uk/patrick-friday-eze/profil/spieler/221118
1a63f024,https://www.transfermarkt.co.uk/gheorghe-anton/profil/spieler/208567
1a799243,https://www.transfermarkt.co.uk/andreas-ulmer/profil/spieler/31196
1a85bcdb,https://www.transfermarkt.co.uk/mohamed-youssouf/profil/spieler/57482
1a97dc06,https://www.transfermarkt.co.uk/sam-mensiro/marktwertverlauf/spieler/124937
1a9db1c5,https://www.transfermarkt.co.uk/christian-ramsebner/profil/spieler/37820
1aa98b10,https://www.transfermarkt.co.uk/marco-padalino/profil/trainer/60112
1ac58ba6,https://www.transfermarkt.co.uk/mirlind-kryeziu/profil/spieler/265208
1adb73db,https://www.transfermarkt.co.uk/filip-holender/marktwertverlauf/spieler/257528
1adcf39e,https://www.transfermarkt.co.uk/mykola-matvienko/profil/spieler/289059
1ae8b66d,https://www.transfermarkt.co.uk/pavlo-rebenok/profil/spieler/43359
1b09b065,https://www.transfermarkt.co.uk/salim-khelifi/profil/spieler/147049
1b192c1f,https://www.transfermarkt.co.uk/michael-novak/profil/spieler/77487
1b5b32d2,https://www.transfermarkt.co.uk/danel-dongmo/profil/spieler/929612
1b729a98,https://www.transfermarkt.co.uk/ghjuvanni-quilichini/profil/spieler/855050
1b7af391,https://www.transfermarkt.co.uk/imad-rondic/profil/spieler/464154
1b7ddc55,https://www.transfermarkt.co.uk/omar-natami/profil/spieler/522430
1b804500,https://www.transfermarkt.co.uk/connor-ronan/profil/spieler/337787
1bd5735a,https://www.transfermarkt.co.uk/oleksandr-karavaev/profil/spieler/59322
1bd5bdc4,https://www.transfermarkt.co.uk/alan-do-marcolino/profil/spieler/783635
1bfdb73a,https://www.transfermarkt.com/ofir-davidzada/profil/spieler/140570
1bfe5ac9,https://www.transfermarkt.pl/przemyslaw-wisniewski/profil/spieler/386967
1c0567fc,https://www.transfermarkt.co.uk/adel-bettaieb/profil/spieler/610484
1c07b06e,https://www.transfermarkt.co.uk/andreas-bouchalakis/profil/spieler/157535
1c0ddebb,https://www.transfermarkt.com/martin-chudy/profil/spieler/80732
1c37137f,https://www.transfermarkt.co.uk/mykola-morozyuk/profil/spieler/59389
1c59240b,https://www.transfermarkt.co.uk/pep-biel/profil/spieler/263804
1c5d79e2,https://www.transfermarkt.co.uk/marc-tenas/profil/spieler/628472
1c639185,https://www.transfermarkt.co.uk/william-kvist/profil/spieler/36787
1c78737d,https://www.transfermarkt.co.uk/aleksandr-erokhin/profil/spieler/84483
1c86aa16,https://www.transfermarkt.co.uk/marcel-wenig/profil/spieler/654872
1c90cd29,https://www.transfermarkt.co.uk/abraham-frimpong/profil/spieler/189402
1cfd188f,https://www.transfermarkt.co.uk/charalampos-mavrias/profil/spieler/136647
1d25929b,https://www.transfermarkt.co.uk/matan-hozez/profil/spieler/347272
1d2c3e5e,https://www.transfermarkt.co.uk/lazare-amani/profil/spieler/435808
1d42db4a,https://www.transfermarkt.co.uk/martin-ellingsen/profil/spieler/263718
1d438d6c,https://www.transfermarkt.co.uk/murilo/profil/spieler/716576
1d4e63b6,https://www.transfermarkt.co.uk/pablo-rodriguez/profil/spieler/537765
1d54e8f8,https://www.transfermarkt.co.uk/jakub-pesek/profil/spieler/346840
1d896c05,https://www.transfermarkt.co.uk/jasper-van-der-werff/profil/spieler/322519
1da13ab9,https://www.transfermarkt.co.uk/lorand-paszka/profil/spieler/291976
1dbfae2d,https://www.transfermarkt.com/lazar-randjelovic/profil/spieler/512394
1de2f2de,https://www.transfermarkt.co.uk/dan-einbinder/profil/spieler/113406
1e062a01,https://www.transfermarkt.co.uk/maharan-radi/profil/spieler/112680
1e064bfb,https://www.transfermarkt.co.uk/denys-boyko/profil/spieler/91931
1e101451,https://www.transfermarkt.co.uk/andris-vanins/profil/trainer/83409
1e1378e1,https://www.transfermarkt.co.uk/luka-sucic/profil/spieler/502722
1e415dd6,https://www.transfermarkt.co.uk/ali-turan/profil/spieler/18547
1e8dbb59,https://www.transfermarkt.co.uk/radovan-pankov/profil/spieler/322798
1e93fc5d,https://www.transfermarkt.co.uk/mohamed-achi/profil/spieler/855158
1ec5df8f,https://www.transfermarkt.co.uk/marko-leskovic/profil/spieler/133834
1eec640e,https://www.transfermarkt.co.uk/marko-scepovic/profil/spieler/99977
1eecc0c6,https://www.transfermarkt.co.uk/jose-sosa/profil/spieler/20137
1ef6f38d,https://www.transfermarkt.co.uk/nacho-cases/profil/spieler/89473
1f1229a9,https://www.transfermarkt.co.uk/ernest-muci/profil/spieler/583917
1f9bc0d4,https://www.transfermarkt.co.uk/rafael-miranda/transfers/spieler/53071
1fa665d0,https://www.transfermarkt.co.uk/leon-jensen/profil/spieler/273904
1fda2b14,https://www.transfermarkt.co.uk/marko-milovanovic/profil/spieler/845568
2003bf6f,https://www.transfermarkt.co.uk/robbie-burton/profil/spieler/404386
204ac005,https://www.transfermarkt.co.uk/samuele-birindelli/profil/spieler/461019
20c1ef47,https://www.transfermarkt.co.uk/mikhail-gordejchuk/profil/spieler/59445
20dbf9e0,https://www.transfermarkt.co.uk/tomas-pekhart/leistungsdatendetails/spieler/38746/verein/6928
210bade3,https://www.transfermarkt.co.uk/gaetan-varenne/profil/spieler/231610
2116f524,https://www.transfermarkt.co.uk/selmin-hodza/profil/spieler/691356
213cd822,https://www.transfermarkt.co.uk/yuriy-pankiv/profil/spieler/102572
213f0daf,https://www.transfermarkt.co.uk/elias-jelert/profil/spieler/646478
21453b2e,https://www.transfermarkt.co.uk/thomas-van-den-keybus/profil/spieler/502298
21519148,https://www.transfermarkt.co.uk/mike-jensen/profil/spieler/43077
215918bf,https://www.transfermarkt.co.uk/edvard-tagseth/profil/spieler/432700
216891d5,https://www.transfermarkt.co.uk/ivan-turitsov/profil/spieler/550466
218e344d,https://www.transfermarkt.co.uk/mudasiru-salifu/profil/spieler/733470
2196d7d2,https://www.transfermarkt.co.uk/constantin-budescu/marktwertverlauf/spieler/164233
21a4bd09,https://www.transfermarkt.co.uk/adrian-winter/profil/spieler/59681
2209c211,https://www.transfermarkt.pl/alan-czerwinski/profil/spieler/240756
2224380e,https://www.transfermarkt.co.uk/kubilay-yilmaz/profil/spieler/239886
222dfffb,https://www.transfermarkt.co.uk/aguibou-camara/profil/spieler/543529
2233ef48,https://www.transfermarkt.co.uk/matus-conka/profil/spieler/90869
22396615,https://www.transfermarkt.com/amar-abdirahman-ahmed/profil/spieler/931841
2249e65b,https://www.transfermarkt.co.uk/bledian-krasniqi/profil/spieler/507477
22517bbe,https://www.transfermarkt.co.uk/artur/marktwertverlauf/spieler/296903
2277a390,https://www.transfermarkt.co.uk/tal-ben-haim/profil/spieler/20714
22798128,https://www.transfermarkt.co.uk/aissa-laidouni/profil/spieler/233782
22a239c1,https://www.transfermarkt.co.uk/yannick-marchand/profil/spieler/346882
22aba139,https://www.transfermarkt.co.uk/vitaliy-lystsov/profil/spieler/207519
22b752ee,https://www.transfermarkt.co.uk/nikita-korzun/profil/spieler/244165
22f2ce4b,https://www.transfermarkt.co.uk/andreas-gruber/profil/spieler/194477
230c3f3a,https://www.transfermarkt.co.uk/ibrahim-sulemana/profil/spieler/982267
23135233,https://www.transfermarkt.co.uk/richard-soumah/profil/spieler/23976
2319ebe3,https://www.transfermarkt.co.uk/branko-jovicic/profil/spieler/214715
231c67ff,https://www.transfermarkt.co.uk/nelson-weiper/profil/spieler/796213
232b3da4,https://www.transfermarkt.co.uk/stefan-mitrovic/profil/spieler/726526
23559bd9,https://www.transfermarkt.co.uk/luka-capan/profil/spieler/205902
235a646b,https://www.transfermarkt.co.uk/elvin-cafarquliyev/profil/spieler/554940
2402b0e8,https://www.transfermarkt.co.uk/mickael-garos/profil/spieler/329527
2409762c,https://www.transfermarkt.co.uk/alex-da-silva/leistungsdatendetails/spieler/40608
2429a3ec,https://www.transfermarkt.co.uk/hakan-arslan/profil/spieler/85127
244a1281,https://www.transfermarkt.co.uk/praxitelis-vouros/profil/spieler/136645
244a31b9,https://www.transfermarkt.co.uk/anton-nedyalkov/profil/spieler/218441
245d9bfc,https://www.transfermarkt.co.uk/vladyslav-kulach/profil/spieler/167556
248be14f,https://www.transfermarkt.co.uk/leonard-zuta/profil/spieler/214625
24b8e7bd,https://www.transfermarkt.co.uk/luca-wollschlager/profil/spieler/678088
24b98f95,https://www.transfermarkt.com/sergiy-bolbat/profil/spieler/264063
24baba9d,https://www.transfermarkt.co.uk/marko-vesovic/profil/spieler/98101
24c1439d,https://www.transfermarkt.co.uk/tornike-okriashvili/profil/spieler/137939
