goals,shot,shot_on_target,tot_shot_dist,fk,pk,att_pk,xG,npxG,G__xG,npG__npxG,season,comp,id
1,8,4,149.6,0,0,0,0.8,0.8,0.2,0.2,18,SPA,335fa267
1,11,2,105.6,0,0,0,1.5,1.5,-0.5,-0.5,18,SPA,348e4809
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,3536fdc1
0,3,1,110.4,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,355c883a
8,79,26,1264.0,0,0,0,10.2,10.2,-2.2,-2.2,18,SPA,35f6db55
0,8,2,160.0,0,0,0,0.5,0.5,-0.5,-0.5,18,SPA,379652be
0,1,1,14.0,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,37e103f8
0,6,1,123.6,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,37f1cf47
2,45,14,882.0,0,0,0,3.8,3.8,-1.8,-1.8,18,SPA,37f96552
1,16,7,260.8,0,0,0,1.4,1.4,-0.4,-0.4,18,SPA,38699c72
1,8,4,108.0,0,0,0,1.2,1.2,-0.2,-0.2,18,SPA,39583cfd
0,1,0,20.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,39e9c09a
3,15,7,243.0,0,0,0,3.0,3.0,0.0,0.0,18,SPA,3a6a49f7
1,3,2,56.1,0,0,0,0.4,0.4,0.6,0.6,18,SPA,3a9c4b7b
7,29,14,437.9,0,0,0,4.6,4.6,2.4,2.4,18,SPA,3aa4a3be
0,3,2,61.8,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,3b9f859b
0,17,1,596.7,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,3c7bc9bd
1,13,3,270.4,0,0,0,0.5,0.5,0.5,0.5,18,SPA,3d7e48ce
2,19,5,345.8,1,1,1,2.2,1.4,-0.2,-0.4,18,SPA,3e1858af
0,29,3,864.2,10,0,1,1.7,0.9,-1.7,-0.9,18,SPA,3e4f735d
0,1,0,26.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,3e5a168c
0,1,0,7.1,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,3ecc11d8
1,9,5,99.9,0,0,0,0.7,0.7,0.3,0.3,18,SPA,3eed9821
1,19,4,359.1,0,0,0,1.1,1.1,-0.1,-0.1,18,SPA,3f10bd22
1,25,5,455.0,0,0,0,1.3,1.3,-0.3,-0.3,18,SPA,3f79a1c8
1,19,5,522.5,1,0,0,1.6,1.6,-0.6,-0.6,18,SPA,3fc45c73
1,1,1,7.2,0,0,0,0.2,0.2,0.8,0.8,18,SPA,41c12f75
7,18,11,262.8,0,2,2,6.1,4.6,0.9,0.4,18,SPA,42276181
0,26,4,306.8,0,0,0,2.7,2.7,-2.7,-2.7,18,SPA,4242011c
0,16,3,176.0,0,0,0,1.6,1.6,-1.6,-1.6,18,SPA,42dcf26d
7,57,20,798.0,0,3,6,14.7,9.9,-7.7,-5.9,18,SPA,43f71e77
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4410f0b0
0,2,0,30.6,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,44b61913
6,56,22,1075.2,3,0,0,4.5,4.5,1.5,1.5,18,SPA,45af8a54
1,24,5,340.8,0,0,0,2.4,2.4,-1.4,-1.4,18,SPA,45b9b619
1,15,4,339.0,1,0,0,0.7,0.7,0.3,0.3,18,SPA,45e304c8
2,15,5,216.0,0,0,0,2.1,2.1,-0.1,-0.1,18,SPA,4601e194
0,14,2,259.0,0,0,0,1.1,1.1,-1.1,-1.1,18,SPA,46166b49
4,56,13,896.0,0,0,0,6.2,6.2,-2.2,-2.2,18,SPA,467bae22
0,4,0,60.4,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,46a8347f
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,46e07328
3,60,14,1122.0,5,0,0,6.3,6.3,-3.3,-3.3,18,SPA,4737cebe
1,7,2,151.2,0,0,0,0.3,0.3,0.7,0.7,18,SPA,474ecac8
3,17,6,244.8,0,0,0,2.5,2.5,0.5,0.5,18,SPA,48593154
0,3,0,92.7,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,485e4939
0,9,4,159.3,0,0,0,0.7,0.7,-0.7,-0.7,18,SPA,487d9b09
0,2,1,40.4,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,48e4c485
2,29,4,606.1,1,1,1,3.1,2.3,-1.1,-1.3,18,SPA,48e89655
0,13,6,270.4,0,0,0,1.0,1.0,-1.0,-1.0,18,SPA,4958bfb2
1,18,4,363.6,0,0,0,1.5,1.5,-0.5,-0.5,18,SPA,49ea92be
10,58,22,1055.6,0,3,3,10.2,7.9,-0.2,-0.9,18,SPA,4a478107
1,4,1,38.4,0,0,0,0.4,0.4,0.6,0.6,18,SPA,4a895384
1,13,3,217.1,0,0,0,0.7,0.7,0.3,0.3,18,SPA,4ac7608e
2,10,5,151.0,0,0,0,1.6,1.6,0.4,0.4,18,SPA,4accb7e0
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4b32b2be
0,21,6,499.8,0,0,0,0.7,0.7,-0.7,-0.7,18,SPA,4b3f2936
0,8,3,222.4,2,0,0,0.2,0.2,-0.2,-0.2,18,SPA,4bc5f2b4
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4c0a6a48
17,83,37,1054.1,1,0,0,14.8,14.8,2.2,2.2,18,SPA,4c2e9442
4,33,14,676.5,9,0,0,3.8,3.8,0.2,0.2,18,SPA,4c5b14d2
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4cafb146
5,32,12,742.4,2,0,0,3.3,3.3,1.7,1.7,18,SPA,4d224fe8
0,2,1,30.0,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,4db76f57
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4e2c27bb
2,7,5,95.9,0,0,0,0.9,0.9,1.1,1.1,18,SPA,4efd29bb
3,14,5,116.2,0,0,0,2.6,2.6,0.4,0.4,18,SPA,4f28a6ff
0,1,0,27.6,0,0,0,0.0,0.0,0.0,0.0,18,SPA,4f6d9bcd
1,5,1,43.5,0,0,0,0.8,0.8,0.2,0.2,18,SPA,4ffb647d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,5070881b
0,4,0,114.0,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,50b51fac
0,5,1,94.5,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,51e3954c
3,22,3,565.4,4,0,0,1.6,1.6,1.4,1.4,18,SPA,529f49ab
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,532e1e4f
1,25,3,630.0,5,1,1,1.8,1.0,-0.8,-1.0,18,SPA,54073b28
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,5418d47c
0,5,3,62.5,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,54f5ce34
4,29,14,617.7,1,0,0,2.3,2.3,1.7,1.7,18,SPA,55126f3b
1,11,3,272.8,1,0,0,1.0,1.0,0.0,0.0,18,SPA,555f3a0b
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,56cafd0a
0,1,0,29.3,0,0,0,0.0,0.0,0.0,0.0,18,SPA,576575e5
3,34,11,690.2,0,1,1,3.6,2.8,-0.6,-0.8,18,SPA,57ebd662
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,581c5276
2,31,12,706.8,5,1,2,2.8,1.3,-0.8,-0.3,18,SPA,5890cef1
1,21,3,491.4,1,0,0,1.6,1.6,-0.6,-0.6,18,SPA,58afe001
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,58bc7d18
0,18,5,480.6,0,0,0,0.5,0.5,-0.5,-0.5,18,SPA,59b7d823
1,4,1,81.2,0,0,0,0.3,0.3,0.7,0.7,18,SPA,59d53e8a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,5a3f6fae
1,5,3,53.5,0,0,0,1.0,1.0,0.0,0.0,18,SPA,5ab0ea87
0,1,0,15.5,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,5b2a4b8d
0,3,1,83.7,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,5b5724d2
0,1,0,34.4,0,0,0,0.0,0.0,0.0,0.0,18,SPA,5c256395
8,42,21,1570.8,1,1,1,5.6,4.8,2.4000000000000004,2.2,18,SPA,5c2da10f
1,20,3,558.0,0,0,0,0.6,0.6,0.4,0.4,18,SPA,5c7845f6
1,11,3,213.4,0,0,0,0.6,0.6,0.4,0.4,18,SPA,5ca20b7a
7,35,11,805.0,2,0,0,2.9,2.9,4.1,4.1,18,SPA,5ce0b5ba
0,8,5,216.8,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,5cec2487
1,8,4,68.8,0,0,0,1.6,1.6,-0.6,-0.6,18,SPA,5d311e8d
0,25,7,527.5,0,0,0,0.9,0.9,-0.9,-0.9,18,SPA,5db04597
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,5f0241b2
1,9,4,217.8,0,0,0,0.5,0.5,0.5,0.5,18,SPA,5f5501ed
0,4,1,160.0,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,5f7db81a
1,35,8,731.5,0,0,0,1.8,1.8,-0.8,-0.8,18,SPA,6025fab1
2,33,9,660.0,0,0,0,1.3,1.3,0.7,0.7,18,SPA,603116a7
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,60713cb3
0,22,2,525.8,2,0,0,0.9,0.9,-0.9,-0.9,18,SPA,608f2092
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,60ee859c
1,22,8,521.4,1,0,0,1.4,1.4,-0.4,-0.4,18,SPA,61220da2
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,61bb7498
5,64,21,1260.8,0,0,0,4.6,4.6,0.4,0.4,18,SPA,61bd33d0
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,625c144a
3,43,13,864.3,0,0,0,2.8,2.8,0.2,0.2,18,SPA,63f04c6c
1,32,10,643.2,0,0,0,1.5,1.5,-0.5,-0.5,18,SPA,6434f10d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6435143e
1,17,8,382.5,0,0,0,1.2,1.2,-0.2,-0.2,18,SPA,643b39a6
3,15,10,163.5,0,0,0,3.1,3.1,-0.1,-0.1,18,SPA,64e8ed6d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,65d62814
0,10,1,250.0,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,65d750b5
1,14,6,281.4,0,0,0,0.8,0.8,0.2,0.2,18,SPA,6639e500
9,94,23,1485.2,0,5,5,13.5,9.6,-4.5,-5.6,18,SPA,6922f806
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6941883f
0,4,1,75.6,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,697295b1
0,2,1,13.8,0,0,0,0.5,0.5,-0.5,-0.5,18,SPA,69cbc8b6
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6a7586f4
7,74,26,1043.4,0,0,0,9.2,9.2,-2.2,-2.2,18,SPA,6a99e0b1
3,17,3,246.5,0,0,0,1.9,1.9,1.1,1.1,18,SPA,6c2f5996
1,10,4,140.0,0,0,0,1.7,1.7,-0.7,-0.7,18,SPA,6ca663b4
5,41,17,943.0,0,0,0,2.4,2.4,2.6,2.6,18,SPA,6ce1f46f
0,1,0,18.6,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6cffc9df
0,3,1,33.6,0,0,0,0.3,0.3,-0.3,-0.3,18,SPA,6d5701f2
3,11,5,189.2,0,0,0,1.9,1.9,1.1,1.1,18,SPA,6d8f8441
0,6,1,157.8,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,6dce77a5
0,3,0,81.0,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,6df0dc74
1,11,3,198.0,0,0,0,0.7,0.7,0.3,0.3,18,SPA,6f0d613a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6f51e382
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6f5f82c0
0,10,5,187.0,0,0,0,0.7,0.7,-0.7,-0.7,18,SPA,6f7d826d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,6fb59070
3,27,12,521.1,3,0,0,2.0,2.0,1.0,1.0,18,SPA,6fd1ba62
0,3,0,76.2,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,70438d35
5,61,15,805.2,0,2,2,12.8,11.2,-7.8,-8.2,18,SPA,70d74ece
0,13,2,269.1,2,0,0,1.1,1.1,-1.1,-1.1,18,SPA,71d4e271
4,34,17,707.2,1,0,0,2.2,2.2,1.8,1.8,18,SPA,72a99e38
0,1,0,6.3,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,72b92c4e
0,13,5,326.3,3,0,0,0.6,0.6,-0.6,-0.6,18,SPA,730bd100
0,15,1,612.0,0,0,0,1.0,1.0,-1.0,-1.0,18,SPA,7329018e
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,73683fa9
7,39,15,1095.9,22,6,6,6.7,1.9,0.3,-0.9,18,SPA,7460ca0d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,75751c99
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,76ee80ee
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7789bf63
0,1,0,31.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,78c40e94
1,21,9,535.5,3,0,1,1.5,0.7,-0.5,0.3,18,SPA,79135368
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7956236f
0,9,2,211.5,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,79c0821a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7a4cd784
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7a9fae62
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7c218bf9
2,37,17,825.1,0,0,0,3.7,3.7,-1.7,-1.7,18,SPA,7c2a398c
0,1,0,24.6,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,7c4243d4
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7c689c48
0,1,0,20.6,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7cefa219
22,91,40,1501.5,6,2,3,17.3,15.0,4.7,5.0,18,SPA,7dcf86f6
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,7e28d6f7
5,14,6,337.4,2,1,1,2.9,2.1,2.1,1.9,18,SPA,7eb97a8e
0,6,3,121.2,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,7ebfac0f
1,7,3,100.1,0,0,0,0.5,0.5,0.5,0.5,18,SPA,7f203b54
0,12,3,268.8,0,0,0,0.5,0.5,-0.5,-0.5,18,SPA,808d48f3
1,18,6,462.6,3,0,0,0.6,0.6,0.4,0.4,18,SPA,81069528
16,103,45,1483.2,2,1,2,15.5,13.8,0.5,1.2,18,SPA,81f0781e
3,51,14,1086.3,1,0,0,2.8,2.8,0.2,0.2,18,SPA,82927de4
0,24,10,436.8,0,0,0,2.1,2.1,-2.1,-2.1,18,SPA,833fb62e
0,1,1,22.9,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,83627094
0,1,0,8.6,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,83a83b0a
8,38,13,543.4,0,0,0,5.2,5.2,2.8,2.8,18,SPA,84399660
0,6,1,120.0,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,8497faf7
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,8499c713
2,17,4,411.4,8,0,0,0.8,0.8,1.2,1.2,18,SPA,850c0a0d
0,9,0,189.9,0,0,0,0.6,0.6,-0.6,-0.6,18,SPA,8617e3d9
10,62,23,1066.4,5,0,0,9.1,9.1,0.9,0.9,18,SPA,8696bc90
0,41,2,959.4,1,0,0,2.6,2.6,-2.6,-2.6,18,SPA,8754c7ca
0,4,2,93.2,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,87882adc
0,9,3,347.4,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,87ec1a2a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,8875b8c9
9,61,19,780.8,1,0,0,7.7,7.7,1.3,1.3,18,SPA,88a359d4
3,6,3,102.0,1,0,0,0.5,0.5,2.5,2.5,18,SPA,89151b16
2,7,4,132.3,0,0,0,1.1,1.1,0.9,0.9,18,SPA,895ff3ca
1,28,11,627.2,0,0,0,2.0,2.0,-1.0,-1.0,18,SPA,89f951b5
0,5,2,93.0,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,8b6d1830
2,9,2,72.0,0,0,0,1.4,1.4,0.6,0.6,18,SPA,8b8a56ce
12,65,32,1118.0,2,0,0,8.1,8.1,3.9,3.9,18,SPA,8c3c640c
2,25,8,390.0,0,1,2,5.1,3.6,-3.1,-2.6,18,SPA,8c44e37b
0,6,2,99.6,0,0,0,1.0,1.0,-1.0,-1.0,18,SPA,8c83efb6
2,39,9,674.7,0,0,0,4.2,4.2,-2.2,-2.2,18,SPA,8ca253a3
4,31,8,601.4,2,1,1,3.4,2.4,0.6,0.6,18,SPA,8cc3d96e
13,67,30,1185.9,0,0,1,11.0,10.3,2.0,2.7,18,SPA,8cfc2f69
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,8d957256
0,3,1,78.9,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,8db394aa
2,18,6,338.4,0,1,2,3.1,1.5,-1.1,-0.5,18,SPA,8e010ff4
0,1,0,17.1,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,8e088e04
0,1,0,35.8,0,0,0,0.0,0.0,0.0,0.0,18,SPA,8ef81d2d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,8f8c6934
1,33,10,607.2,2,0,0,2.6,2.6,-1.6,-1.6,18,SPA,9038c2a1
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,90f83973
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,9109185e
0,7,3,102.2,0,0,0,1.1,1.1,-1.1,-1.1,18,SPA,9243fea6
1,10,2,116.0,0,0,0,0.7,0.7,0.3,0.3,18,SPA,92b4a127
1,18,2,250.2,1,0,0,1.7,1.7,-0.7,-0.7,18,SPA,92d38e6c
0,3,1,51.0,0,0,0,0.2,0.2,-0.2,-0.2,18,SPA,93568a16
9,48,25,561.6,1,0,0,12.3,12.3,-3.3,-3.3,18,SPA,942b4f90
13,73,24,1000.1,0,0,0,10.8,10.8,2.2,2.2,18,SPA,9592289a
1,18,5,685.8,9,0,0,0.9,0.9,0.09999999999999998,0.09999999999999998,18,SPA,960fb42d
3,26,6,707.2,2,1,2,2.8,1.2,0.2,0.8,18,SPA,963829d0
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,967f34d3
0,1,1,20.3,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,9704b62b
6,56,25,1080.8,2,1,1,7.3,6.5,-1.3,-1.5,18,SPA,9744ff80
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,97852360
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,983ccabe
0,6,1,108.0,0,0,0,0.9,0.9,-0.9,-0.9,18,SPA,9857e65d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,9970da54
0,10,0,281.0,1,0,0,0.7,0.7,-0.7,-0.7,18,SPA,999908af
3,33,14,1108.8,3,0,0,3.6,3.6,-0.6000000000000001,-0.6000000000000001,18,SPA,99bebd12
0,18,5,311.4,1,0,0,1.7,1.7,-1.7,-1.7,18,SPA,9b337c7c
0,27,1,653.4,0,0,0,1.2,1.2,-1.2,-1.2,18,SPA,9b5ce51a
0,5,1,66.5,0,0,0,1.1,1.1,-1.1,-1.1,18,SPA,9b878773
0,24,7,561.6,0,0,0,1.3,1.3,-1.3,-1.3,18,SPA,9ba48d64
7,53,23,1176.6,8,1,1,4.7,3.9,2.3,2.1,18,SPA,9d2a3d5f
0,2,0,41.2,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,9d4c3227
0,21,6,459.9,0,0,0,1.6,1.6,-1.6,-1.6,18,SPA,9d4c45d6
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,9e098912
0,3,2,46.8,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,9e1035f8
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,9f0ea33f
1,13,6,218.4,0,0,0,2.2,2.2,-1.2,-1.2,18,SPA,9f323c71
0,10,2,100.0,0,0,0,1.0,1.0,-1.0,-1.0,18,SPA,9f8e9423
0,5,4,87.0,0,0,0,1.0,1.0,-1.0,-1.0,18,SPA,9fa0a0b8
7,49,19,940.8,2,0,0,5.4,5.4,1.6,1.6,18,SPA,a0b4bb3e
1,12,3,374.4,3,0,0,0.3,0.3,0.7,0.7,18,SPA,a10361d2
3,25,10,372.5,0,0,0,3.6,3.6,-0.6,-0.6,18,SPA,a190d597
1,43,8,1277.1,10,0,1,2.4,1.6,-1.4,-0.6,18,SPA,a25250f8
0,1,0,10.4,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,a2609621
8,51,22,816.0,4,3,4,9.8,6.6,-1.8,-1.6,18,SPA,a300ac7e
0,7,1,310.8,0,0,0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,18,SPA,a3a306f6
1,11,2,168.3,0,0,0,0.7,0.7,0.3,0.3,18,SPA,a4971d84
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,a55d8df5
16,76,31,1178.0,4,1,1,11.8,11.0,4.2,4.0,18,SPA,a58bb1e1
0,3,0,81.0,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,a60823a4
25,120,54,1632.0,12,1,1,23.4,22.6,1.6,1.4,18,SPA,a6154613
0,1,0,19.9,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,a68856b5
1,4,3,66.8,0,0,0,0.3,0.3,0.7,0.7,18,SPA,a6951bf8
2,38,15,984.2,4,0,0,1.6,1.6,0.4,0.4,18,SPA,a6b9bd00
4,66,15,1636.8,6,0,0,3.4,3.4,0.6,0.6,18,SPA,a6de370d
4,15,7,183.0,0,0,0,3.9,3.9,0.1,0.1,18,SPA,a7a9d95a
1,16,4,390.4,0,0,0,0.5,0.5,0.5,0.5,18,SPA,a7f00c8c
0,8,3,235.2,1,0,0,0.3,0.3,-0.3,-0.3,18,SPA,a83d8b0c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,a8599c17
2,32,9,739.2,3,0,0,1.7,1.7,0.3,0.3,18,SPA,a8e6bebf
0,13,3,140.4,0,0,0,1.1,1.1,-1.1,-1.1,18,SPA,a8fbae1d
0,3,0,56.1,1,0,0,0.2,0.2,-0.2,-0.2,18,SPA,a92669f6
0,1,0,10.7,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,a9dc785c
0,3,0,30.0,0,0,0,0.6,0.6,-0.6,-0.6,18,SPA,aa0ac32d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,aa55fe48
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,aaa4239e
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,aad4f74f
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,ab13a5aa
0,11,1,155.1,0,0,0,1.2,1.2,-1.2,-1.2,18,SPA,ac290817
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,ac295d9e
0,6,1,86.4,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,ac3fb1be
1,17,6,484.5,0,0,0,0.7,0.7,0.3,0.3,18,SPA,ac454a4f
0,13,2,210.6,0,0,0,0.9,0.9,-0.9,-0.9,18,SPA,ad178594
0,12,4,282.0,1,0,0,0.7,0.7,-0.7,-0.7,18,SPA,ad340e17
0,13,1,296.4,1,0,0,0.5,0.5,-0.5,-0.5,18,SPA,ad4d0985
2,22,5,525.8,2,0,0,0.8,0.8,1.2,1.2,18,SPA,ad6295d4
2,18,5,189.0,0,0,0,2.6,2.6,-0.6,-0.6,18,SPA,adfc9123
4,32,13,528.0,0,0,0,4.3,4.3,-0.3,-0.3,18,SPA,aec0fb6f
0,13,3,371.8,6,0,0,0.5,0.5,-0.5,-0.5,18,SPA,b037bd4f
0,14,3,320.6,0,0,0,0.5,0.5,-0.5,-0.5,18,SPA,b05e2dbd
0,19,4,433.2,2,0,0,1.0,1.0,-1.0,-1.0,18,SPA,b0616e3d
1,7,4,102.9,0,0,0,1.1,1.1,-0.1,-0.1,18,SPA,b0fce72c
1,8,2,80.0,0,0,0,1.0,1.0,0.0,0.0,18,SPA,b14d0c5d
3,20,10,376.0,0,0,0,2.1,2.1,0.9,0.9,18,SPA,b19db005
0,2,0,24.2,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,b233e8e4
1,21,4,466.2,1,0,0,1.4,1.4,-0.4,-0.4,18,SPA,b2d03887
4,37,17,621.6,0,0,1,4.8,4.1,-0.8,-0.1,18,SPA,b2d0ec1b
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,b32b7d1b
4,29,10,408.9,1,0,1,5.7,4.9,-1.7,-0.9,18,SPA,b35db3f6
2,5,2,47.5,0,0,0,0.8,0.8,1.2,1.2,18,SPA,b3dc6eca
10,76,30,1223.6,1,3,3,9.9,7.5,0.1,-0.5,18,SPA,b418dbd4
1,4,1,52.8,0,0,0,0.2,0.2,0.8,0.8,18,SPA,b43b81f1
0,20,3,606.0,1,0,0,0.6,0.6,-0.6,-0.6,18,SPA,b579e83d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,b5bdf144
0,4,2,59.2,0,0,0,0.9,0.9,-0.9,-0.9,18,SPA,b5dd3469
1,13,4,304.2,1,0,0,0.8,0.8,0.2,0.2,18,SPA,b742cc0d
2,5,2,56.5,0,0,0,0.5,0.5,1.5,1.5,18,SPA,b7c99b9b
0,16,4,238.4,1,0,0,1.2,1.2,-1.2,-1.2,18,SPA,b7ca5c51
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,b7f2edff
3,32,8,457.6,1,0,0,3.4,3.4,-0.4,-0.4,18,SPA,b8836910
0,1,0,8.9,0,0,0,0.1,0.1,-0.1,-0.1,18,SPA,ba3ca78f
1,10,4,307.0,2,0,0,0.6,0.6,0.4,0.4,18,SPA,ba5004e1
1,8,3,127.2,1,0,0,1.0,1.0,0.0,0.0,18,SPA,ba71d071
0,11,3,229.9,0,0,0,0.4,0.4,-0.4,-0.4,18,SPA,bad38a94
3,32,11,512.0,0,0,0,3.1,3.1,-0.1,-0.1,18,SPA,bb4b1242
9,45,22,598.5,0,0,0,10.0,10.0,-1.0,-1.0,18,SPA,bb7337cc
3,22,7,314.6,0,0,0,2.3,2.3,0.7,0.7,18,SPA,bba30585
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,18,SPA,bbe88396
