goals,shot,shot_on_target,tot_shot_dist,fk,pk,att_pk,xG,npxG,G__xG,npG__npxG,season,comp,id
0,15,6,216.0,0,0,0,1.9,1.9,-1.9,-1.9,19,FRA,39901146
0,7,1,138.6,1,0,0,0.4,0.4,-0.4,-0.4,19,FRA,3acddfdd
2,20,5,488.0,2,0,0,1.1,1.1,0.9,0.9,19,FRA,3befc2b6
2,23,7,503.7,0,0,0,0.9,0.9,1.1,1.1,19,FRA,3cefcaef
1,2,1,25.8,0,0,0,0.4,0.4,0.6,0.6,19,FRA,3d3b0206
1,13,4,261.3,0,0,0,0.9,0.9,0.1,0.1,19,FRA,3dd738a1
4,51,19,1412.7,17,1,2,5.2,3.6,-1.2,-0.6,19,FRA,3e092724
0,3,1,93.0,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,3e87d087
10,35,18,990.5,0,1,1,7.1,6.3,2.9,2.7,19,FRA,3eaf8817
4,30,16,504.0,0,0,0,3.3,3.3,0.7,0.7,19,FRA,3ef0fa48
2,15,5,169.5,0,0,0,2.3,2.3,-0.3,-0.3,19,FRA,3f5b4635
0,4,0,100.0,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,403f5d20
1,6,2,64.8,0,0,0,1.0,1.0,0.0,0.0,19,FRA,41e7ef1c
5,43,18,550.4,0,0,0,5.8,5.8,-0.8,-0.8,19,FRA,4207e578
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,42c8ede1
0,1,1,21.1,0,0,0,0.0,0.0,0.0,0.0,19,FRA,42e8eba2
3,51,17,1014.9,5,0,0,5.1,5.1,-2.1,-2.1,19,FRA,42eaa028
33,123,68,1771.2,1,1,2,28.0,26.4,5.0,5.6,19,FRA,42fd9c7f
1,9,1,189.9,3,0,0,1.0,1.0,0.0,0.0,19,FRA,4315f30d
1,5,1,55.5,0,0,0,0.8,0.8,0.2,0.2,19,FRA,433dc9a2
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,43af5b1b
1,7,1,77.7,0,0,0,1.2,1.2,-0.2,-0.2,19,FRA,43e7a164
3,18,7,356.4,0,0,0,1.9,1.9,1.1,1.1,19,FRA,44f8c299
2,18,8,225.0,2,0,0,3.6,3.6,-1.6,-1.6,19,FRA,450e277f
9,46,17,713.0,2,0,0,5.7,5.7,3.3,3.3,19,FRA,462475ed
0,7,0,195.3,1,0,0,0.2,0.2,-0.2,-0.2,19,FRA,46291841
3,17,8,372.3,0,2,3,3.9,1.5,-0.9,-0.5,19,FRA,468fdbad
5,39,13,717.6,0,1,1,5.7,4.9,-0.7,-0.9,19,FRA,46907171
0,1,0,15.5,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,469d3d84
1,4,3,54.4,0,0,0,0.5,0.5,0.5,0.5,19,FRA,46d50339
0,1,0,28.2,0,0,0,0.0,0.0,0.0,0.0,19,FRA,4749367a
0,3,3,62.7,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,475583ff
2,15,6,174.0,0,0,0,1.7,1.7,0.3,0.3,19,FRA,47af88b8
0,9,2,126.9,0,0,0,1.2,1.2,-1.2,-1.2,19,FRA,4887118d
0,13,3,244.4,0,0,0,0.8,0.8,-0.8,-0.8,19,FRA,48b28bfd
0,24,4,624.0,1,0,0,1.6,1.6,-1.6,-1.6,19,FRA,49000148
0,5,1,104.5,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,4914ed4a
1,20,8,362.0,0,0,0,1.8,1.8,-0.8,-0.8,19,FRA,4a57580c
4,29,11,510.4,3,0,0,3.1,3.1,0.9,0.9,19,FRA,4b96c347
5,39,18,444.6,0,0,0,8.1,8.1,-3.1,-3.1,19,FRA,4be0b467
0,5,0,83.0,0,0,0,0.5,0.5,-0.5,-0.5,19,FRA,4bf69118
0,18,3,342.0,1,0,0,1.3,1.3,-1.3,-1.3,19,FRA,4c5b714f
0,7,2,136.5,0,0,0,0.9,0.9,-0.9,-0.9,19,FRA,4c700f46
0,13,1,197.6,0,0,0,1.0,1.0,-1.0,-1.0,19,FRA,4d1666ff
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,4d3e9033
0,12,3,315.6,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,4db2157a
0,5,0,161.5,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,4e7bfc23
0,7,1,160.3,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,4f255115
1,9,4,76.5,0,0,0,1.1,1.1,-0.1,-0.1,19,FRA,4fdf1fd9
11,64,30,1107.2,2,2,3,9.5,7.1,1.5,1.9,19,FRA,5046b7d4
0,9,2,202.5,2,0,0,0.4,0.4,-0.4,-0.4,19,FRA,5113d9a7
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,51450467
9,36,16,547.2,0,0,0,4.1,4.1,4.9,4.9,19,FRA,5148dcc5
0,14,2,305.2,0,0,0,1.3,1.3,-1.3,-1.3,19,FRA,516dc25b
2,15,4,408.0,1,0,0,0.5,0.5,1.5,1.5,19,FRA,51c30111
1,14,4,161.0,0,0,0,2.2,2.2,-1.2,-1.2,19,FRA,51dbeea9
18,47,17,667.4,2,4,5,14.5,10.6,3.5,3.4,19,FRA,527f063d
1,13,3,289.9,0,0,0,0.5,0.5,0.5,0.5,19,FRA,5314e067
0,2,1,59.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,53283127
2,23,8,533.6,0,0,0,1.4,1.4,0.6,0.6,19,FRA,542cc80f
5,34,6,819.4,4,1,1,2.6,1.8,2.4,2.2,19,FRA,56f7a928
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,574aa9ec
0,1,0,13.8,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,57c433c8
22,108,51,2192.4,9,9,10,21.1,13.3,0.9,-0.3,19,FRA,57e3f0c7
4,37,12,895.4,7,2,3,5.6,3.2,-1.6,-1.2,19,FRA,58ae47b2
0,2,1,46.0,1,0,0,0.1,0.1,-0.1,-0.1,19,FRA,5b54bf3b
0,8,2,153.6,0,0,0,0.5,0.5,-0.5,-0.5,19,FRA,5b5724d2
7,32,14,486.4,1,1,2,6.4,4.9,0.6,1.1,19,FRA,5c2da10f
0,3,0,44.1,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,5c4dc0ff
1,31,7,663.4,0,0,0,1.9,1.9,-0.9,-0.9,19,FRA,5cdddffa
0,5,1,93.5,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,5d42d487
12,34,16,564.4,0,2,2,6.5,4.9,5.5,5.1,19,FRA,5d59e0df
1,11,1,286.0,0,0,0,0.3,0.3,0.7,0.7,19,FRA,5d8d7454
1,24,5,588.0,1,0,0,1.4,1.4,-0.4,-0.4,19,FRA,5e22e2a4
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,5ee6e943
1,14,4,303.8,0,0,0,0.8,0.8,0.2,0.2,19,FRA,5f4ce4b6
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6043997c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,60d90c55
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,61590953
1,41,8,951.2,0,1,1,3.3,2.5,-2.3,-2.5,19,FRA,6191093d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,62a54183
0,3,0,39.3,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,63a10528
4,23,9,379.5,0,0,0,2.5,2.5,1.5,1.5,19,FRA,6421dd73
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6453830e
3,29,14,626.4,1,0,0,1.4,1.4,1.6,1.6,19,FRA,6481421d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,64ba07c0
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,65391fa7
15,90,37,1458.0,7,3,4,15.2,12.0,-0.2,0.0,19,FRA,66116290
0,1,0,29.9,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6644712a
1,8,2,160.8,0,0,0,0.9,0.9,0.1,0.1,19,FRA,6690ef25
1,3,1,49.8,0,0,0,0.3,0.3,0.7,0.7,19,FRA,677ee102
1,10,3,164.0,1,0,0,0.8,0.8,0.2,0.2,19,FRA,67ac5bb8
1,2,1,21.4,0,0,0,0.2,0.2,0.8,0.8,19,FRA,67b7357e
0,6,1,82.8,0,0,0,0.8,0.7,-0.8,-0.7,19,FRA,68a87d66
15,49,20,945.7,9,5,5,11.0,7.1,4.0,2.9,19,FRA,69384e5d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,698b37b8
0,5,1,121.0,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,6a189491
6,35,14,598.5,0,0,1,4.6,3.9,1.4,2.1,19,FRA,6a827d8e
1,13,3,172.9,0,0,0,1.4,1.4,-0.4,-0.4,19,FRA,6b200d45
0,1,0,27.1,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6b2c894b
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6b9f2f3e
0,5,2,137.5,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,6bca20fe
6,63,17,1852.2,17,4,4,5.6,2.4,0.4,-0.4,19,FRA,6bde367b
0,6,0,113.4,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,6c6ecdd4
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6c8ddd52
0,4,0,112.4,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,6c9642ae
0,7,3,140.0,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,6ca88b2a
2,28,9,554.4,0,0,2,4.3,2.7,-2.3,-0.7,19,FRA,6e2c94ad
0,14,2,233.8,0,0,0,0.8,0.8,-0.8,-0.8,19,FRA,6e5b5a45
5,36,11,824.4,0,0,0,2.3,2.3,2.7,2.7,19,FRA,6e7f1353
0,18,3,426.6,0,0,0,0.8,0.8,-0.8,-0.8,19,FRA,6ed1a2a2
9,57,18,860.7,0,4,5,10.0,6.0,-1.0,-1.0,19,FRA,6f8cd6d0
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6fb7edd3
0,6,1,150.0,1,0,0,0.2,0.2,-0.2,-0.2,19,FRA,6fbde63a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,6fea4e00
1,13,4,228.8,0,0,0,0.6,0.6,0.4,0.4,19,FRA,6ff8ef56
0,18,7,271.8,0,0,0,2.5,2.5,-2.5,-2.5,19,FRA,706a60e1
0,24,5,573.6,0,0,0,0.9,0.9,-0.9,-0.9,19,FRA,71ec39ef
0,3,1,69.0,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,743fdcd3
0,2,0,27.6,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,745ca0a3
7,51,13,1152.6,10,2,3,7.0,4.6,0.0,0.4,19,FRA,74dc806c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,76806215
0,1,0,12.7,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,76c131da
5,21,8,514.5,3,1,2,3.1,1.3,1.9,2.7,19,FRA,770d7eb8
1,17,5,319.6,0,0,0,1.0,1.0,0.0,0.0,19,FRA,775185ae
1,6,1,51.0,0,0,0,0.9,0.9,0.1,0.1,19,FRA,7768df30
2,19,7,296.4,0,0,0,1.3,1.3,0.7,0.7,19,FRA,779847d6
1,10,5,225.0,0,0,0,0.7,0.7,0.3,0.3,19,FRA,77cf6852
0,8,2,149.6,0,0,0,0.7,0.7,-0.7,-0.7,19,FRA,77d7c96f
3,7,5,113.4,0,0,0,1.0,1.0,2.0,2.0,19,FRA,77f278a0
5,49,14,1327.9,16,1,1,3.2,2.4,1.8,1.6,19,FRA,79135368
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,79584585
2,20,6,354.0,1,0,0,1.7,1.7,0.3,0.3,19,FRA,7961f7aa
3,26,11,569.4,0,0,0,1.7,1.7,1.3,1.3,19,FRA,796b1c41
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,797f6070
3,28,7,554.4,3,0,0,2.7,2.7,0.3,0.3,19,FRA,79b2399c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,7a137df4
0,1,0,26.1,0,0,0,0.0,0.0,0.0,0.0,19,FRA,7add56e1
0,6,0,70.8,0,0,0,0.5,0.5,-0.5,-0.5,19,FRA,7b075c75
0,14,7,273.0,0,0,0,1.3,1.3,-1.3,-1.3,19,FRA,7b9a86e6
3,41,18,709.3,0,0,0,3.7,3.7,-0.7,-0.7,19,FRA,7b9a9e25
0,2,1,42.2,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,7b9c2d84
2,51,24,1004.7,6,0,0,4.0,4.0,-2.0,-2.0,19,FRA,7c2965bb
3,23,5,460.0,0,0,0,2.6,2.6,0.4,0.4,19,FRA,7c56da38
1,7,3,117.6,0,0,0,0.5,0.5,0.5,0.5,19,FRA,7c6d6c96
0,7,0,103.6,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,7cab69b5
11,86,27,1376.0,0,0,0,9.8,9.8,1.2,1.2,19,FRA,7cdda3bf
0,21,4,487.2,1,0,0,1.5,1.5,-1.5,-1.5,19,FRA,7cf431a5
7,36,11,838.8,5,0,0,1.9,1.9,5.1,5.1,19,FRA,7d937aa1
0,14,6,263.2,1,0,0,1.5,1.5,-1.5,-1.5,19,FRA,7d9b37bf
6,84,33,2100.0,18,0,0,3.9,3.9,2.1,2.1,19,FRA,7e82a78f
0,2,0,60.4,0,0,0,0.0,0.0,0.0,0.0,19,FRA,7f622eef
0,1,0,7.7,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,7fb301af
0,7,0,175.0,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,7fecbcdb
3,21,7,247.8,0,0,0,3.3,3.3,-0.3,-0.3,19,FRA,7ffaf233
2,20,7,514.0,5,0,0,1.2,1.2,0.8,0.8,19,FRA,80556f08
1,18,7,320.4,4,0,0,1.6,1.6,-0.6,-0.6,19,FRA,813aae2f
10,78,29,1723.8,3,4,4,9.8,6.5,0.2,-0.5,19,FRA,81d3318f
1,13,2,161.2,0,0,0,2.0,2.0,-1.0,-1.0,19,FRA,821233cc
2,12,3,292.8,0,0,0,1.2,1.2,0.8,0.8,19,FRA,822d51d7
2,31,7,663.4,2,0,0,2.2,2.2,-0.2,-0.2,19,FRA,82671804
0,5,1,100.5,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,8325870c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,834b5c4c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8417953b
1,11,3,213.4,0,0,0,1.6,1.6,-0.6,-0.6,19,FRA,84549a07
0,17,5,470.9,0,0,0,0.6,0.6,-0.6,-0.6,19,FRA,84d94b91
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,854a2041
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8577e60a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,86574238
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,86df8ac0
0,12,0,142.8,0,0,0,1.0,1.0,-1.0,-1.0,19,FRA,86e7deaf
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,872cd68c
0,4,1,52.8,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,873ce3a2
0,8,0,196.8,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,8746d5d0
2,7,3,110.6,0,0,0,1.5,1.5,0.5,0.5,19,FRA,8794e251
0,10,5,179.0,0,0,0,0.6,0.6,-0.6,-0.6,19,FRA,8802c1d5
0,3,1,81.6,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,885b7aa7
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8870154f
1,2,2,18.4,0,0,0,0.2,0.2,0.8,0.8,19,FRA,88f130ed
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8a2248b4
0,2,0,66.0,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,8b28686a
2,48,13,1291.2,29,0,1,3.8,2.9,-1.8,-0.9,19,FRA,8b298f56
2,15,5,199.5,0,0,0,2.7,2.7,-0.7,-0.7,19,FRA,8b529245
3,36,11,680.4,1,0,0,4.3,4.3,-1.3,-1.3,19,FRA,8b66d9cc
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8c2c48a9
2,16,4,275.2,0,0,0,2.1,2.1,-0.1,-0.1,19,FRA,8c955557
3,39,13,643.5,0,1,1,4.7,3.9,-1.7,-1.9,19,FRA,8ca253a3
0,19,4,376.2,0,0,0,1.0,1.0,-1.0,-1.0,19,FRA,8da74c05
1,14,2,128.8,0,0,0,1.6,1.6,-0.6,-0.6,19,FRA,8dbff17c
1,2,2,13.6,0,0,0,1.0,1.0,0.0,0.0,19,FRA,8eec784d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8f325097
3,34,13,588.2,0,0,0,4.1,4.1,-1.1,-1.1,19,FRA,8f4d116f
0,1,0,3.2,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,8f534f8e
10,108,38,2300.4,24,0,2,14.3,12.7,-4.3,-2.7,19,FRA,8f696594
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,8fa8f8d2
8,76,24,3237.6,8,0,0,8.6,8.6,-0.6000000000000001,-0.6000000000000001,19,FRA,8ff07990
0,4,1,77.2,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,8ff4872e
9,37,19,403.3,0,0,0,7.5,7.5,1.5,1.5,19,FRA,9001138b
8,45,17,769.5,0,1,1,5.4,4.7,2.6,2.3,19,FRA,909222de
0,2,1,21.0,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,90eb507d
3,34,12,384.2,0,0,0,4.6,4.6,-1.6,-1.6,19,FRA,90f87966
4,58,25,1096.2,2,0,1,5.1,4.3,-1.1,-0.3,19,FRA,90fcf472
0,2,1,12.4,0,0,0,0.7,0.5,-0.7,-0.5,19,FRA,91e58f66
6,52,17,941.2,0,1,1,5.6,4.8,0.4,0.2,19,FRA,91f2da4c
4,14,9,140.0,0,0,0,2.3,2.3,1.7,1.7,19,FRA,92232aad
3,27,9,472.5,2,0,0,4.1,4.1,-1.1,-1.1,19,FRA,923f4dda
1,2,1,27.0,0,0,0,0.2,0.2,0.8,0.8,19,FRA,92b1763b
1,8,3,163.2,0,0,0,0.4,0.4,0.6,0.6,19,FRA,92b56413
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,92cd4bef
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,933d3b51
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,934a0957
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,93c942fb
2,17,9,192.1,0,0,0,3.3,3.3,-1.3,-1.3,19,FRA,9453d2f4
0,9,4,133.2,0,0,0,0.8,0.8,-0.8,-0.8,19,FRA,94f8d10c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,950ff24d
0,4,0,52.4,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,972aeb2a
0,1,0,34.5,0,0,0,0.0,0.0,0.0,0.0,19,FRA,97b87472
0,1,1,22.4,0,0,0,0.0,0.0,0.0,0.0,19,FRA,97fb4608
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,9836e892
8,55,17,731.5,0,1,1,9.5,8.7,-1.5,-1.7,19,FRA,9980269a
0,2,1,48.4,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,9a1f2e1c
0,6,1,93.6,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,9a506145
0,5,1,130.0,1,0,0,0.2,0.2,-0.2,-0.2,19,FRA,9ae9eaea
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,9b398aea
0,14,3,327.6,0,0,0,0.6,0.6,-0.6,-0.6,19,FRA,9b6d9b53
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,9daeac61
0,6,0,112.8,0,0,0,0.8,0.8,-0.8,-0.8,19,FRA,9dafff2a
0,11,1,328.9,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,9dd5da03
2,23,5,333.5,0,0,0,3.6,3.6,-1.6,-1.6,19,FRA,9e27e5de
0,1,0,12.3,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,9f29c204
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,9f6325f9
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,9f90c06b
0,4,0,40.0,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,9fc0f253
4,30,14,504.0,1,0,0,4.3,4.3,-0.3,-0.3,19,FRA,a0434482
4,62,23,1060.2,0,0,0,5.7,5.7,-1.7,-1.7,19,FRA,a08b974a
5,84,37,1764.0,3,0,1,7.0,6.1,-2.0,-1.1,19,FRA,a0f9b535
2,16,4,376.0,0,1,1,1.4,0.6,0.6,0.4,19,FRA,a1d04509
1,1,1,14.6,0,0,0,0.1,0.1,0.9,0.9,19,FRA,a44d3a3c
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,a4527d33
1,7,2,77.7,0,0,0,0.7,0.7,0.3,0.3,19,FRA,a46472d0
0,29,9,643.8,0,0,0,2.0,2.0,-2.0,-2.0,19,FRA,a4b1028a
3,36,10,896.4,0,1,1,2.9,2.1,0.1,-0.1,19,FRA,a4c3f7af
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,a56bd2ee
7,71,22,1263.8,1,0,0,6.8,6.8,0.2,0.2,19,FRA,a5db0bec
0,7,1,175.0,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,a6138e4a
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,a634b9d2
0,2,0,46.4,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,a671316d
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,a7e4760c
0,1,0,11.6,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,a8797cf1
0,4,0,67.2,0,0,0,0.3,0.3,-0.3,-0.3,19,FRA,a8b4a643
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,aa21406e
3,17,6,146.2,0,0,0,2.5,2.5,0.5,0.5,19,FRA,ab096c6f
0,3,1,50.1,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,acde3581
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,ad82197c
1,3,1,48.6,0,0,0,0.4,0.4,0.6,0.6,19,FRA,ae59b359
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,ae6941ec
1,4,0,81.2,0,1,2,1.9,0.4,-0.9,-0.4,19,FRA,ae82fa48
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,aeed036d
2,23,7,407.1,0,0,0,2.2,2.2,-0.2,-0.2,19,FRA,aeed5c06
0,4,1,82.0,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,aef6e670
2,26,9,491.4,0,0,0,2.3,2.3,-0.3,-0.3,19,FRA,af0c835b
3,32,11,681.6,5,0,0,2.3,2.3,0.7,0.7,19,FRA,b0547a87
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,b056e3da
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,b1adaefa
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,b2459674
13,66,27,1326.6,1,1,1,8.4,7.6,4.6,4.4,19,FRA,b2bd0f6c
1,31,4,585.9,3,0,0,2.0,2.0,-1.0,-1.0,19,FRA,b4a014b1
2,17,8,278.8,0,0,0,2.2,2.2,-0.2,-0.2,19,FRA,b4c816a9
3,15,6,157.5,0,0,0,3.6,3.6,-0.6,-0.6,19,FRA,b666421b
0,4,1,26.4,0,0,0,1.2,1.2,-1.2,-1.2,19,FRA,b66d1d8a
3,20,10,212.0,0,0,0,4.2,4.2,-1.2,-1.2,19,FRA,b684a484
0,12,3,307.2,0,0,0,0.5,0.5,-0.5,-0.5,19,FRA,b6dac747
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,b7e7937d
3,40,14,912.0,6,0,1,3.4,2.6,-0.4,0.4,19,FRA,b8d22478
0,10,1,235.0,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,b92edde2
0,9,1,360.0,0,0,0,0.2,0.2,-0.2,-0.2,19,FRA,b931d9d1
2,16,5,211.2,0,0,0,2.0,2.0,0.0,0.0,19,FRA,b99bec05
1,34,4,771.8,4,0,0,2.1,2.1,-1.1,-1.1,19,FRA,bb4a42be
1,5,2,76.5,0,0,0,0.8,0.8,0.2,0.2,19,FRA,bc0bfc64
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,bc270726
0,3,0,73.8,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,bc7b4580
0,18,4,480.6,0,0,0,0.6,0.6,-0.6,-0.6,19,FRA,bcc81786
1,37,6,876.9,1,0,0,2.3,2.3,-1.3,-1.3,19,FRA,bced0375
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,bcf1b2e9
0,1,0,8.2,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,bd4f5f94
5,52,20,1092.0,4,0,0,5.4,5.4,-0.4,-0.4,19,FRA,bdedd861
8,68,23,952.0,0,0,0,6.8,6.8,1.2,1.2,19,FRA,beae3a73
7,47,22,728.5,2,0,0,7.4,7.4,-0.4,-0.4,19,FRA,beb391dd
9,85,38,1836.0,17,4,6,10.2,5.5,-1.2,-0.5,19,FRA,bece776f
0,8,2,182.4,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,bfcef334
8,53,19,906.3,0,1,1,6.0,5.2,2.0,1.8,19,FRA,bfdb33aa
0,3,1,44.4,0,0,0,0.5,0.5,-0.5,-0.5,19,FRA,c0b3669f
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,c20bdcd7
3,25,5,612.5,0,0,0,1.2,1.2,1.8,1.8,19,FRA,c2211709
0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,FRA,c252c705
1,16,1,390.4,0,0,0,0.8,0.8,0.2,0.2,19,FRA,c26a3918
5,14,10,264.6,0,0,0,1.5,1.5,3.5,3.5,19,FRA,c27dfb82
0,1,0,20.3,0,0,0,0.0,0.0,0.0,0.0,19,FRA,c39d9657
0,11,1,246.4,0,0,0,0.4,0.4,-0.4,-0.4,19,FRA,c3e4ecbb
0,1,0,13.5,0,0,0,0.1,0.1,-0.1,-0.1,19,FRA,c4527123
0,15,2,832.5,0,0,0,0.6,0.6,-0.6,-0.6,19,FRA,c46fa34c
7,66,28,1135.2,2,0,0,6.0,6.0,1.0,1.0,19,FRA,c47541e0
0,16,3,163.2,0,0,0,2.2,2.2,-2.2,-2.2,19,FRA,c4bbea9f
3,9,6,126.9,0,0,0,0.9,0.9,2.1,2.1,19,FRA,c58270f8
11,112,34,2217.6,12,4,8,14.8,8.5,-3.8,-1.5,19,FRA,c5a500ca
1,16,3,182.4,0,0,0,1.4,1.4,-0.4,-0.4,19,FRA,c6056d58
