sca,sca_pass_live,sca_pass_dead,sca_take_on,sca_shot,sca_fouled,sca_def,gca,gca_pass_live,gca_pass_dead,gca_take_on,gca_shot,gca_fouled,gca_def,season,comp,id
6,4,2,0,0,0,0,1,1,0,0,0,0,0,22,GER,1b6d8083
6,4,0,0,1,1,0,1,1,0,0,0,0,0,22,GER,1cbe4984
34,33,0,0,0,1,0,5,5,0,0,0,0,0,22,GER,1d8e9add
31,21,4,1,2,3,0,1,0,0,0,1,0,0,22,GER,1df0c0b9
12,11,0,0,1,0,0,2,1,0,0,1,0,0,22,GER,1e274a0a
29,14,7,3,4,1,0,0,0,0,0,0,0,0,22,GER,1f2d714c
16,14,0,0,1,0,1,1,1,0,0,0,0,0,22,GER,1f3afdcb
61,44,0,6,8,3,0,16,11,0,3,2,0,0,22,GER,1f44ac21
18,15,0,0,2,1,0,2,2,0,0,0,0,0,22,GER,20030c06
26,20,3,0,2,0,1,3,3,0,0,0,0,0,22,GER,204dded0
39,29,1,1,4,4,0,5,3,1,0,1,0,0,22,GER,2077ae86
11,8,0,2,0,0,1,1,1,0,0,0,0,0,22,GER,22919e97
4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,229cd98a
41,35,2,0,2,2,0,5,3,0,0,2,0,0,22,GER,236f02cd
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,24b8e7bd
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,25ab9c9c
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,25bdea4b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,25f50295
18,10,3,1,1,3,0,3,1,0,1,0,1,0,22,GER,271b8617
6,4,0,0,1,1,0,1,1,0,0,0,0,0,22,GER,27270af4
26,20,1,1,3,0,1,0,0,0,0,0,0,0,22,GER,277c49ed
143,84,46,5,4,3,1,12,10,0,2,0,0,0,22,GER,2903a856
61,43,0,10,3,3,2,8,5,0,2,1,0,0,22,GER,2979c05a
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,29ddfb9c
9,7,0,0,1,1,0,1,1,0,0,0,0,0,22,GER,29f7cfd9
38,31,3,0,2,2,0,2,1,1,0,0,0,0,22,GER,2a29eb9b
3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,2a6cd437
26,23,1,1,1,0,0,4,4,0,0,0,0,0,22,GER,2b09d998
112,78,8,12,11,2,1,14,10,0,1,2,1,0,22,GER,2b114be3
19,11,0,2,2,4,0,1,1,0,0,0,0,0,22,GER,2b7c56b4
14,11,1,1,0,1,0,1,1,0,0,0,0,0,22,GER,2b83fa49
77,59,0,9,5,2,2,10,8,0,2,0,0,0,22,GER,2c0558b8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,2e7ff968
68,37,26,0,3,1,1,3,1,2,0,0,0,0,22,GER,2f3e911a
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,2f7fec15
26,19,2,0,4,1,0,1,0,0,0,1,0,0,22,GER,302527b2
9,8,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,30261ba1
83,53,22,3,4,1,0,8,5,3,0,0,0,0,22,GER,30941e96
21,15,0,3,2,1,0,5,2,0,1,1,1,0,22,GER,30ae134d
4,4,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,313254a3
2,0,0,1,0,1,0,0,0,0,0,0,0,0,22,GER,32c016f8
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,34a0f5ff
57,46,1,2,6,1,1,5,5,0,0,0,0,0,22,GER,34b0387f
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,34b54da7
56,41,0,3,6,5,1,4,3,0,0,1,0,0,22,GER,34e12499
39,23,0,1,11,4,0,5,1,0,1,2,1,0,22,GER,34e4343c
16,13,1,0,0,1,1,0,0,0,0,0,0,0,22,GER,35d64857
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,35f67a30
105,78,9,1,5,10,2,26,18,1,1,1,4,1,22,GER,36a3ff67
61,53,0,2,2,3,1,6,6,0,0,0,0,0,22,GER,36a59ba4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,36cf2caf
10,8,1,0,0,1,0,0,0,0,0,0,0,0,22,GER,3724baa1
54,40,0,2,3,9,0,3,1,0,0,0,2,0,22,GER,3745e8bd
31,24,2,0,1,1,3,4,3,0,0,1,0,0,22,GER,378825c7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,37998008
89,58,11,10,7,3,0,8,5,2,0,1,0,0,22,GER,37dc1a48
51,32,13,0,3,1,2,3,1,1,0,1,0,0,22,GER,37f606f0
28,22,0,0,3,2,1,4,2,0,0,2,0,0,22,GER,384d58d9
32,30,0,0,2,0,0,4,4,0,0,0,0,0,22,GER,3b1ed320
3,3,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,3ba95f20
10,9,0,1,0,0,0,0,0,0,0,0,0,0,22,GER,3bb625ac
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,3c569f37
152,135,2,1,9,3,2,27,26,0,0,0,0,1,22,GER,3c6089ab
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,3cd9e95a
62,44,11,0,4,3,0,7,7,0,0,0,0,0,22,GER,3eb0f2df
11,9,1,0,0,1,0,1,1,0,0,0,0,0,22,GER,3eeb80e0
51,34,0,4,8,4,1,15,10,0,1,3,1,0,22,GER,3effaa34
20,15,0,1,3,1,0,3,1,0,1,1,0,0,22,GER,40b58bfc
7,4,3,0,0,0,0,2,0,2,0,0,0,0,22,GER,41bff4fa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,41df88b8
2,2,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,420c18a1
53,43,0,3,1,4,2,4,3,0,0,0,0,1,22,GER,437f2b00
28,24,1,1,2,0,0,7,5,0,0,2,0,0,22,GER,441197b8
82,60,4,4,7,7,0,9,5,0,0,1,3,0,22,GER,442b56fa
8,7,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,44a20f0c
51,42,2,0,4,1,2,4,4,0,0,0,0,0,22,GER,45a03961
2,0,2,0,0,0,0,0,0,0,0,0,0,0,22,GER,47064058
15,12,0,1,1,0,1,2,2,0,0,0,0,0,22,GER,48035304
155,81,63,1,3,3,4,24,9,13,0,0,1,1,22,GER,49296448
42,27,7,2,1,5,0,1,1,0,0,0,0,0,22,GER,493924a7
10,10,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,496aeede
37,30,1,1,0,5,0,6,4,0,1,0,1,0,22,GER,4aea5077
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,4bd00a50
4,3,0,0,1,0,0,1,1,0,0,0,0,0,22,GER,4c184730
57,45,2,0,2,4,4,7,6,0,0,0,1,0,22,GER,4c6facae
3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,4d6a842d
26,22,0,1,2,1,0,1,1,0,0,0,0,0,22,GER,4e204552
43,28,5,5,2,3,0,4,1,0,2,1,0,0,22,GER,50871bcc
13,9,0,0,2,0,2,0,0,0,0,0,0,0,22,GER,526ea7cc
24,9,0,4,3,8,0,3,1,0,0,0,2,0,22,GER,52afb588
51,33,4,3,5,5,1,8,5,0,2,1,0,0,22,GER,53070b63
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,5360a956
6,5,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,53e07d0b
3,2,0,0,0,1,0,1,0,0,0,0,1,0,22,GER,5458f670
71,30,33,2,2,3,1,10,7,2,0,0,1,0,22,GER,54b4dc4e
141,79,45,3,10,4,0,21,13,7,0,0,1,0,22,GER,54e4866f
7,5,1,0,0,1,0,1,0,0,0,0,1,0,22,GER,555d5edd
14,9,1,1,2,1,0,0,0,0,0,0,0,0,22,GER,5569bf9a
1,0,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,5584552e
41,35,3,1,1,1,0,6,5,0,1,0,0,0,22,GER,56413b1f
4,3,0,0,0,0,1,0,0,0,0,0,0,0,22,GER,5722eced
12,11,0,0,1,0,0,3,3,0,0,0,0,0,22,GER,5723931e
38,32,1,1,0,1,3,2,2,0,0,0,0,0,22,GER,5762be5c
104,72,0,13,5,11,3,17,11,0,2,0,2,2,22,GER,57d88cf9
34,17,7,2,2,3,3,2,0,2,0,0,0,0,22,GER,582a5247
8,7,0,0,1,0,0,2,2,0,0,0,0,0,22,GER,5853ac44
10,8,1,0,0,1,0,0,0,0,0,0,0,0,22,GER,58a2e9f6
8,7,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,591477c9
34,26,1,1,2,2,2,2,2,0,0,0,0,0,22,GER,59e4b92e
31,21,2,1,2,5,0,4,1,0,1,0,2,0,22,GER,5a8d6540
33,25,5,1,2,0,0,6,6,0,0,0,0,0,22,GER,5ad50391
15,8,1,2,0,4,0,1,0,0,1,0,0,0,22,GER,5ad8c360
3,2,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,5c4bf6ba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,5c50fdbc
7,6,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,5c899683
50,34,0,3,11,2,0,14,10,0,2,1,1,0,22,GER,5d4f7d61
45,35,0,0,3,4,3,8,4,0,0,1,2,1,22,GER,5d8e331f
54,35,12,0,3,3,1,7,6,0,0,1,0,0,22,GER,5dc15574
10,8,0,1,0,1,0,0,0,0,0,0,0,0,22,GER,5ddb8f9f
25,23,0,0,0,1,1,1,1,0,0,0,0,0,22,GER,5dfc6ad5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,5e22e2a4
37,31,0,1,2,2,1,2,2,0,0,0,0,0,22,GER,5e66fa06
2,1,0,0,1,0,0,1,0,0,0,1,0,0,22,GER,60097ff6
98,74,5,5,8,6,0,14,14,0,0,0,0,0,22,GER,603cb947
13,11,1,0,0,1,0,3,2,1,0,0,0,0,22,GER,610aa1e9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,611b1aae
51,40,0,3,7,1,0,7,5,0,1,1,0,0,22,GER,6190474d
21,17,3,0,0,0,1,0,0,0,0,0,0,0,22,GER,626fab5f
37,29,1,0,3,3,1,6,5,0,0,1,0,0,22,GER,62ab9184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,62ba5881
62,41,14,1,2,3,1,6,4,1,0,1,0,0,22,GER,635f2732
43,34,0,3,2,3,1,3,2,0,0,1,0,0,22,GER,63b9cc6d
28,26,1,0,1,0,0,5,5,0,0,0,0,0,22,GER,652d4c37
13,10,0,0,0,3,0,0,0,0,0,0,0,0,22,GER,66385c46
5,5,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,677da306
4,2,0,0,1,1,0,0,0,0,0,0,0,0,22,GER,683dec01
13,9,3,0,1,0,0,1,0,1,0,0,0,0,22,GER,68829001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,69374ff5
4,3,0,0,0,1,0,1,1,0,0,0,0,0,22,GER,699fb8db
3,2,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,6b21b7b5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,6b8887c2
6,4,0,1,1,0,0,0,0,0,0,0,0,0,22,GER,6bba916f
19,17,0,0,0,2,0,0,0,0,0,0,0,0,22,GER,6bd5cd5d
2,1,0,1,0,0,0,0,0,0,0,0,0,0,22,GER,6c731625
2,1,0,0,0,0,1,0,0,0,0,0,0,0,22,GER,6cafd68d
18,11,0,0,5,2,0,3,2,0,0,1,0,0,22,GER,6cc47ae1
5,4,0,0,1,0,0,1,0,0,0,1,0,0,22,GER,6ce43701
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,6d7598d5
7,6,0,0,1,0,0,1,1,0,0,0,0,0,22,GER,6ea23758
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,6ebbc28a
32,23,1,3,3,2,0,2,1,0,0,1,0,0,22,GER,6ec6fde0
46,36,0,6,4,0,0,5,4,0,0,1,0,0,22,GER,6ecbddf6
36,20,1,7,3,5,0,2,0,0,0,1,1,0,22,GER,6f8cd6d0
2,1,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,6fb91ea9
68,40,20,0,5,3,0,3,0,2,0,1,0,0,22,GER,70678132
15,11,0,1,2,1,0,2,2,0,0,0,0,0,22,GER,706a60e1
7,6,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,70dcf94d
80,50,6,7,9,5,3,11,8,0,0,1,2,0,22,GER,710fbdd1
38,28,0,3,1,1,5,0,0,0,0,0,0,0,22,GER,71ec39ef
54,28,18,2,5,1,0,8,4,2,0,2,0,0,22,GER,7242b495
6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,73000a79
16,12,0,0,2,1,1,0,0,0,0,0,0,0,22,GER,73d6a176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,73e2f6eb
54,44,1,7,1,1,0,9,9,0,0,0,0,0,22,GER,74f2e748
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,75402e99
4,3,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,763b8b37
17,15,1,1,0,0,0,2,2,0,0,0,0,0,22,GER,76b2817e
29,22,1,2,4,0,0,2,2,0,0,0,0,0,22,GER,76fa965f
12,10,0,0,1,1,0,0,0,0,0,0,0,0,22,GER,792ffa71
31,29,0,1,1,0,0,3,3,0,0,0,0,0,22,GER,79c90e45
61,37,6,9,3,5,1,2,1,0,1,0,0,0,22,GER,79ca3e23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,7aac47fe
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,7ba1f1ef
9,6,0,1,1,1,0,2,1,0,0,0,1,0,22,GER,7c473e12
145,92,9,17,12,13,2,31,19,0,5,2,4,1,22,GER,7c56da38
64,53,2,1,5,1,2,7,7,0,0,0,0,0,22,GER,7cd6badb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,7d3e7da6
144,92,41,4,4,2,1,21,17,2,1,1,0,0,22,GER,7d450ed3
10,9,0,0,1,0,0,2,2,0,0,0,0,0,22,GER,7e12a98d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,7e629adc
17,14,1,0,2,0,0,1,0,0,0,1,0,0,22,GER,7ed08d5c
8,8,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,7f609bfc
40,26,8,0,1,2,3,3,3,0,0,0,0,0,22,GER,7f73bdf4
20,12,7,1,0,0,0,1,0,1,0,0,0,0,22,GER,7fa4e703
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,7fe12375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,80c9e555
16,13,1,0,1,1,0,4,3,0,0,0,1,0,22,GER,80f36c88
30,26,1,0,2,1,0,2,2,0,0,0,0,0,22,GER,815c314f
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,816192f0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,8307b663
27,17,0,6,2,2,0,4,3,0,1,0,0,0,22,GER,834d0be5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,8356931a
1,0,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,83e0eeb4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,8494acc4
23,21,0,0,2,0,0,2,1,0,0,1,0,0,22,GER,857a5abe
109,56,42,2,2,7,0,13,6,4,0,1,2,0,22,GER,8593f88c
29,12,12,1,3,0,1,3,0,1,0,1,0,1,22,GER,861e0116
3,2,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,86314793
63,39,0,8,8,8,0,12,6,0,1,3,2,0,22,GER,864163f3
49,38,0,5,1,5,0,4,2,0,0,0,2,0,22,GER,86574238
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,86adbcc7
106,56,45,2,0,3,0,4,2,1,0,0,1,0,22,GER,86e119e0
2,1,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,87436846
6,6,0,0,0,0,0,2,2,0,0,0,0,0,22,GER,8778c910
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,87ebd8c9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,87ebfdb8
55,43,6,1,2,3,0,4,4,0,0,0,0,0,22,GER,8872ed17
46,30,6,2,1,5,2,10,7,0,0,1,2,0,22,GER,88d4144a
111,85,4,5,10,4,3,16,11,0,3,1,1,0,22,GER,88e357ef
16,12,2,1,1,0,0,1,1,0,0,0,0,0,22,GER,89ac64a6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,8a6ab963
17,14,0,0,2,1,0,2,1,0,0,1,0,0,22,GER,8b6e0db2
109,63,1,18,16,10,1,15,8,0,3,3,1,0,22,GER,8d78e732
3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,8df328f4
20,16,0,1,2,1,0,1,0,0,0,1,0,0,22,GER,8e235926
72,59,0,3,2,8,0,11,9,0,2,0,0,0,22,GER,8eb55dbb
14,12,0,1,1,0,0,2,2,0,0,0,0,0,22,GER,8f056768
1,1,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,8fe2a392
8,6,2,0,0,0,0,1,0,1,0,0,0,0,22,GER,8ff2354e
29,19,0,6,2,0,2,4,4,0,0,0,0,0,22,GER,901c0f97
13,7,0,0,3,1,2,0,0,0,0,0,0,0,22,GER,90339309
23,21,1,0,1,0,0,1,1,0,0,0,0,0,22,GER,9050ddc4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,90c1f9a4
31,27,0,2,1,1,0,4,3,0,1,0,0,0,22,GER,92432bc6
42,35,0,0,3,3,1,5,4,0,0,1,0,0,22,GER,924f9191
4,3,0,1,0,0,0,0,0,0,0,0,0,0,22,GER,92948149
79,47,25,3,2,2,0,13,7,5,1,0,0,0,22,GER,934e1968
1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,93a50d2c
4,1,0,3,0,0,0,1,0,0,1,0,0,0,22,GER,93c9e7d9
12,10,1,0,0,1,0,0,0,0,0,0,0,0,22,GER,94302c52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,943b9602
97,59,28,3,4,2,1,14,10,2,0,2,0,0,22,GER,94c18565
5,3,0,0,0,0,2,0,0,0,0,0,0,0,22,GER,9593331d
14,9,0,0,1,3,1,1,0,0,0,0,1,0,22,GER,962e54cb
10,7,1,0,0,1,1,3,2,0,0,0,0,1,22,GER,9662c9ec
2,1,0,0,1,0,0,1,1,0,0,0,0,0,22,GER,96d0b6f0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,99be8fb5
5,4,0,0,1,0,0,2,2,0,0,0,0,0,22,GER,99de6b6f
19,15,3,0,1,0,0,0,0,0,0,0,0,0,22,GER,99f7e9aa
56,39,8,5,2,2,0,7,4,1,1,0,1,0,22,GER,9a2e0ccc
14,13,0,1,0,0,0,1,1,0,0,0,0,0,22,GER,9ab16552
24,18,1,0,1,2,2,1,1,0,0,0,0,0,22,GER,9af1f9ff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,9cf4fd68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,9d12e142
24,19,5,0,0,0,0,2,1,1,0,0,0,0,22,GER,9f941969
5,5,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,9f979eb2
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a1257b5e
97,60,26,7,4,0,0,22,14,5,2,1,0,0,22,GER,a167537f
3,2,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,a2a85828
10,9,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,a2b1ed42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a2e7de6f
3,2,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,a396fb61
10,9,0,0,0,1,0,0,0,0,0,0,0,0,22,GER,a39d11bc
98,59,24,1,5,8,1,10,7,2,1,0,0,0,22,GER,a3ddb1b9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a3f30508
10,8,0,0,2,0,0,1,1,0,0,0,0,0,22,GER,a4effc55
57,41,2,6,6,2,0,7,4,0,1,2,0,0,22,GER,a53b661f
5,5,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a5420709
58,45,0,7,3,1,2,7,6,0,1,0,0,0,22,GER,a572e291
50,31,9,4,3,1,2,4,3,0,1,0,0,0,22,GER,a5bea1fb
16,13,0,1,1,1,0,0,0,0,0,0,0,0,22,GER,a5ce09f2
27,22,0,0,3,1,1,4,3,0,0,1,0,0,22,GER,a5ec3ede
16,13,0,1,0,1,1,1,1,0,0,0,0,0,22,GER,a65ce836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a6c58494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a70b8345
10,10,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a73c8f95
12,8,4,0,0,0,0,1,1,0,0,0,0,0,22,GER,a7813ac4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a8090a41
37,34,0,1,1,1,0,6,6,0,0,0,0,0,22,GER,a8567629
7,6,0,0,0,0,1,0,0,0,0,0,0,0,22,GER,a8db7ebb
30,21,0,0,4,4,1,3,1,0,0,1,1,0,22,GER,a8ee54ad
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a9142dc3
10,9,1,0,0,0,0,1,1,0,0,0,0,0,22,GER,a92ab7be
16,13,0,1,0,0,2,2,2,0,0,0,0,0,22,GER,a93b6f4e
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,a9a6fc08
12,10,1,0,1,0,0,0,0,0,0,0,0,0,22,GER,aad48be9
66,39,17,4,2,4,0,8,3,2,1,2,0,0,22,GER,ab700320
29,25,1,1,1,1,0,5,4,0,0,0,1,0,22,GER,ac73ec79
5,3,0,0,1,1,0,0,0,0,0,0,0,0,22,GER,aca0a525
75,60,11,0,2,1,1,11,8,2,0,1,0,0,22,GER,ad00b1a8
31,18,7,2,0,3,1,0,0,0,0,0,0,0,22,GER,ad1d6fa4
8,5,0,0,1,0,2,1,0,0,0,0,0,1,22,GER,ad2b068c
4,3,1,0,0,0,0,0,0,0,0,0,0,0,22,GER,ad3389d5
32,22,1,3,1,5,0,6,5,0,0,0,1,0,22,GER,ae44e8e2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,ae7058f9
115,90,8,11,3,2,1,24,19,0,3,1,1,0,22,GER,aeed5c06
117,74,28,5,4,5,1,15,11,2,1,0,1,0,22,GER,af0d79a9
13,11,0,0,0,0,2,2,1,0,0,0,0,1,22,GER,b0a0698b
22,14,0,3,1,3,1,3,3,0,0,0,0,0,22,GER,b18ef366
141,74,48,5,12,2,0,13,8,4,0,1,0,0,22,GER,b1cd37e6
53,32,0,8,3,7,3,2,1,0,0,0,1,0,22,GER,b3325a30
19,12,3,0,2,2,0,1,0,1,0,0,0,0,22,GER,b3b7f5a6
26,15,0,4,2,5,0,2,0,0,0,1,1,0,22,GER,b492126a
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,b4b08774
20,16,0,0,1,2,1,4,3,0,0,0,1,0,22,GER,b4cf5806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,b500b384
27,19,2,1,2,2,1,4,4,0,0,0,0,0,22,GER,b50ec54b
11,8,0,0,3,0,0,0,0,0,0,0,0,0,22,GER,b77f44a4
40,37,1,0,0,1,1,4,4,0,0,0,0,0,22,GER,b825a650
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,b90c4a43
24,15,7,0,1,1,0,2,1,1,0,0,0,0,22,GER,bbd86530
3,1,0,1,1,0,0,2,1,0,0,1,0,0,22,GER,bc249af8
105,83,1,7,8,5,1,9,8,0,0,1,0,0,22,GER,bc6bd723
4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,bcb2ccd8
23,20,0,0,3,0,0,3,2,0,0,1,0,0,22,GER,bd142efb
12,9,1,0,1,1,0,3,2,1,0,0,0,0,22,GER,bd527260
29,20,1,2,5,0,1,2,1,0,0,1,0,0,22,GER,bd7d2e6d
6,4,1,1,0,0,0,1,1,0,0,0,0,0,22,GER,bd992863
6,5,0,0,0,0,1,0,0,0,0,0,0,0,22,GER,be42a291
1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,GER,be625686
50,42,2,0,2,2,2,5,5,0,0,0,0,0,22,GER,beb882a8
28,15,0,2,6,4,1,4,2,0,0,1,1,0,22,GER,bee0bab1
48,31,0,1,6,10,0,7,4,0,0,1,2,0,22,GER,bf075f6b
60,43,5,2,0,6,4,5,4,0,0,0,1,0,22,GER,c05f2f8c
22,12,9,1,0,0,0,1,1,0,0,0,0,0,22,GER,c0d3bd23
16,14,2,0,0,0,0,0,0,0,0,0,0,0,22,GER,c1242d4e
63,52,0,2,4,3,2,3,3,0,0,0,0,0,22,GER,c149016b
28,24,1,0,1,2,0,0,0,0,0,0,0,0,22,GER,c18d22f5
34,28,0,3,2,1,0,7,5,0,1,1,0,0,22,GER,c1b7847c
67,54,7,1,4,0,1,7,7,0,0,0,0,0,22,GER,c2009df3
29,28,0,0,0,0,1,1,1,0,0,0,0,0,22,GER,c2211709
10,8,1,0,1,0,0,0,0,0,0,0,0,0,22,GER,c283ddef
27,23,0,1,0,2,1,4,4,0,0,0,0,0,22,GER,c3ee18ef
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,c41f7379
76,64,1,3,5,3,0,7,6,0,0,1,0,0,22,GER,c455a2b2
38,28,0,1,5,3,1,3,3,0,0,0,0,0,22,GER,c4e87b8b
16,13,1,1,0,0,1,1,1,0,0,0,0,0,22,GER,c562c5b4
46,25,0,9,4,5,3,7,4,0,3,0,0,0,22,GER,c64c01fc
66,46,0,6,8,6,0,9,6,0,2,1,0,0,22,GER,c68da769
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,c6cf860f
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,c89e8aae
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,c8c60119
94,71,0,3,10,10,0,10,7,0,1,1,1,0,22,GER,ca618d23
15,12,0,0,2,1,0,1,0,0,0,1,0,0,22,GER,ca6f4846
12,12,0,0,0,0,0,1,1,0,0,0,0,0,22,GER,ca8033cb
15,10,0,0,2,2,1,2,1,0,0,1,0,0,22,GER,cadd666a
91,45,15,13,8,9,1,10,6,1,0,1,2,0,22,GER,cb11b429
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,cb64672e
2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,cbac6ec9
68,57,1,1,6,3,0,9,8,0,0,0,1,0,22,GER,cc86b9a3
1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,ccc6d365
4,2,2,0,0,0,0,1,1,0,0,0,0,0,22,GER,cd59b9df
36,26,0,1,5,3,1,4,3,0,0,0,1,0,22,GER,cd82452e
4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,ce17b5eb
7,6,1,0,0,0,0,3,3,0,0,0,0,0,22,GER,cf623c78
23,16,0,2,4,0,1,3,3,0,0,0,0,0,22,GER,d01231f0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,GER,d01b9ad6
65,30,20,4,2,4,5,8,3,3,0,1,1,0,22,GER,d1273f09
36,21,12,1,0,2,0,3,3,0,0,0,0,0,22,GER,d1661819
30,21,0,1,3,5,0,6,4,0,0,0,2,0,22,GER,d2416c2e
26,23,0,0,2,0,1,7,7,0,0,0,0,0,22,GER,d248cd8f
18,12,0,2,0,4,0,0,0,0,0,0,0,0,22,GER,d25fee56
