matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
37,3039,33,36,26,1,0,39,62,-23,36.1,58.4,-22,20,SPA,70f8e0bd
29,1364,15,12,5,17,5,27,15,12,26.4,15.3,11,20,SPA,7111d552
8,419,4,5,2,3,10,7,3,4,8.8,2.5,6,20,SPA,715bf047
15,973,10,11,8,4,1,18,12,6,12.7,13.6,0,20,SPA,719384c1
22,1487,16,17,7,5,0,19,23,-4,15.2,26.2,-10,20,SPA,71b47ab9
27,787,8,5,1,22,6,13,18,-5,12.4,14.8,-2,20,SPA,72a99e38
35,2943,32,33,32,2,2,26,40,-14,31.1,49.2,-18,20,SPA,72b07a9c
30,2253,25,25,17,5,3,23,42,-19,25.5,36.9,-11,20,SPA,7329018e
36,3232,35,36,35,0,0,25,58,-33,35.7,50.1,-14,20,SPA,73683fa9
35,3024,33,35,29,0,1,40,49,-9,38.0,50.3,-12,20,SPA,7460ca0d
5,159,1,2,0,3,5,2,3,-1,0.7,2.1,-1,20,SPA,74dc806c
35,1922,21,21,8,14,1,27,30,-3,27.6,30.6,-3,20,SPA,75645f0e
27,2429,27,27,26,0,1,25,33,-8,29.7,28.2,1,20,SPA,75751c99
35,2568,28,31,17,4,0,29,43,-14,32.7,44.5,-11,20,SPA,75bd85ea
10,403,4,5,2,5,10,4,6,-2,2.8,5.6,-2,20,SPA,79135368
31,2527,28,29,22,2,3,42,35,7,38.7,33.0,5,20,SPA,79300479
11,372,4,5,0,6,10,3,5,-2,3.6,5.4,-1,20,SPA,7958dc65
10,718,8,8,7,2,0,11,12,-1,9.0,10.3,-1,20,SPA,7a538238
33,2925,32,33,32,0,0,44,31,13,44.4,31.0,13,20,SPA,7b456af7
14,623,6,4,2,10,9,10,6,4,9.2,5.8,3,20,SPA,7b5ab7f2
5,134,1,2,0,3,17,4,4,0,2.3,2.1,0,20,SPA,7c2965bb
1,11,0,0,0,1,8,0,0,0,0.1,0.1,0,20,SPA,7c363088
36,2505,27,28,15,8,1,27,28,-1,30.5,37.5,-7,20,SPA,7c388b20
29,2012,22,22,9,7,4,23,31,-8,26.2,23.5,2,20,SPA,7c4243d4
37,3262,36,37,30,0,0,35,48,-13,37.0,43.7,-6,20,SPA,7dcf86f6
4,309,3,3,3,1,9,2,4,-2,4.1,4.2,0,20,SPA,7f203b54
32,2432,27,27,24,5,2,40,38,2,36.3,46.2,-9,20,SPA,7f4c7c9f
19,1389,15,15,10,4,14,20,17,3,19.6,22.3,-2,20,SPA,808d48f3
1,90,1,1,1,0,4,2,1,1,1.7,0.4,1,20,SPA,808df563
25,1871,20,21,14,4,6,19,25,-6,21.4,21.2,0,20,SPA,81069528
3,244,2,3,2,0,8,2,3,-1,2.1,3.5,-1,20,SPA,81a606fc
5,83,0,1,0,4,10,1,1,0,0.5,1.8,-1,20,SPA,81d5c497
35,2744,30,33,20,2,0,55,38,17,53.8,36.7,17,20,SPA,81f0781e
19,1044,11,11,7,8,3,12,13,-1,13.2,12.899999999999999,0,20,SPA,82e9b89d
24,1306,14,15,5,9,2,10,16,-6,15.1,20.7,-5,20,SPA,833fb62e
8,264,2,2,0,6,5,3,5,-2,4.0,5.3,-1,20,SPA,84399660
17,454,5,3,0,14,12,9,9,0,5.1,7.0,-1,20,SPA,8455ad90
14,330,3,1,0,13,8,2,7,-5,4.8,6.7,-2,20,SPA,84bba8b6
1,4,0,0,0,1,0,0,0,0,0.1,0.4,0,20,SPA,84f55b4a
19,1573,17,17,15,2,13,29,22,7,29.0,21.5,7,20,SPA,84fb6aff
24,2007,22,22,20,2,1,23,39,-16,24.3,33.4,-9,20,SPA,850c0a0d
1,6,0,0,0,1,11,0,0,0,0.2,0.0,0,20,SPA,85dace26
18,1447,16,16,13,2,14,17,19,-2,18.7,24.8,-6,20,SPA,868ce848
21,1250,13,14,5,7,8,20,10,10,19.8,9.6,10,20,SPA,8696bc90
2,25,0,0,0,2,3,0,1,-1,0.0,0.2,0,20,SPA,873619c6
16,599,6,6,2,10,15,5,8,-3,6.7,8.4,-1,20,SPA,873ce3a2
13,786,8,11,4,2,4,4,16,-12,6.8,14.5,-7,20,SPA,874d7a32
26,1787,19,24,6,2,6,23,19,4,20.7,24.1,-3,20,SPA,88050721
2,180,2,2,2,0,18,5,4,1,3.0,1.6,1,20,SPA,8875b8c9
26,1443,16,17,0,9,4,18,21,-3,22.9,20.1,2,20,SPA,88a359d4
18,1147,12,14,8,4,9,14,20,-6,13.7,18.5,-4,20,SPA,88d91621
2,77,0,1,0,1,7,3,0,3,1.7,2.1,0,20,SPA,88f130ed
17,1431,15,16,13,1,8,23,30,-7,21.9,24.4,-2,20,SPA,89151b16
7,453,5,5,5,2,19,9,7,2,6.3,5.9,0,20,SPA,89cbc961
31,1589,17,16,6,15,5,31,15,16,31.0,19.4,11,20,SPA,89f951b5
27,1745,19,21,4,6,0,22,7,15,30.6,14.9,15,20,SPA,8aafd64f
6,238,2,2,1,4,14,3,5,-2,3.1,5.2,-2,20,SPA,8b625720
37,3051,33,36,22,1,1,50,45,5,43.8,38.5,5,20,SPA,8c3c640c
32,1407,15,9,6,23,4,23,23,0,20.5,21.3,0,20,SPA,8cfc2f69
26,2205,24,25,19,1,9,37,28,9,30.6,28.1,2,20,SPA,8d47bb39
23,1903,21,22,18,1,2,21,30,-9,24.6,28.7,-4,20,SPA,8db394aa
2,21,0,0,0,2,7,0,0,0,0.2,0.5,0,20,SPA,8dc6dbb3
16,376,4,3,1,13,12,5,4,1,3.7,5.8,-2,20,SPA,8e010ff4
20,1191,13,13,10,7,13,13,19,-6,16.3,14.5,1,20,SPA,8e049cbd
8,470,5,6,2,2,4,8,8,0,6.3,6.9,0,20,SPA,8e088e04
14,939,10,11,6,3,11,17,16,1,15.5,14.4,1,20,SPA,8e48dc61
37,1507,16,14,1,23,1,25,21,4,24.5,21.8,2,20,SPA,8e92be30
5,311,3,3,3,2,3,2,8,-6,3.4,7.2,-3,20,SPA,8ef81d2d
2,180,2,2,2,0,17,5,3,2,3.4,3.0,0,20,SPA,8f29e08b
35,2765,30,33,15,2,0,38,53,-15,35.0,51.1,-16,20,SPA,8f3565b3
19,1019,11,12,1,7,9,21,2,19,22.9,7.4,15,20,SPA,8f5e92a6
24,1213,13,13,8,11,2,11,18,-7,15.4,13.8,1,20,SPA,8f898ba8
38,3420,38,38,38,0,0,43,37,6,41.6,41.4,0,20,SPA,8f8c6934
35,3150,35,35,35,0,3,29,39,-10,33.1,50.1,-17,20,SPA,8fae77ea
6,150,1,1,0,5,17,0,4,-4,1.4,3.1,-1,20,SPA,8fc259d7
20,1175,13,14,1,6,9,17,15,2,13.9,12.9,1,20,SPA,9038c2a1
1,73,0,1,0,0,3,2,3,-1,1.2,2.2,-1,20,SPA,904cd50d
5,425,4,4,4,1,33,3,9,-6,6.9,5.2,1,20,SPA,9109185e
10,770,8,9,5,1,5,6,10,-4,8.3,8.2,0,20,SPA,9260926b
24,1918,21,23,18,1,3,17,27,-10,23.0,22.9,0,20,SPA,92d38e6c
36,3087,34,34,32,2,1,46,40,6,37.8,38.9,-1,20,SPA,93090f69
26,2227,24,26,22,0,8,24,20,4,24.8,32.2,-7,20,SPA,933e8c8a
1,4,0,0,0,1,2,0,0,0,0.0,0.1,0,20,SPA,949c3655
29,1547,17,17,9,12,7,30,20,10,27.7,22.8,4,20,SPA,963829d0
33,2960,32,33,32,0,0,31,43,-12,33.1,40.3,-7,20,SPA,967f34d3
34,2422,26,31,13,3,0,28,28,0,26.8,30.3,-3,20,SPA,97572117
27,2358,26,27,26,0,2,26,37,-11,27.8,39.4,-11,20,SPA,97852360
27,1496,16,15,10,12,5,20,22,-2,16.7,21.1,-4,20,SPA,9939e168
3,270,3,3,3,0,16,4,3,1,4.8,2.5,2,20,SPA,9970da54
16,1283,14,15,9,1,0,14,24,-10,13.5,24.1,-10,20,SPA,999908af
5,96,1,1,0,4,8,0,2,-2,0.4,2.9,-2,20,SPA,99bebd12
31,2394,26,25,24,6,5,37,30,7,33.2,28.6,4,20,SPA,9a64e67e
30,1604,17,15,14,15,7,21,31,-10,20.9,26.8,-5,20,SPA,9ab48bde
17,695,7,6,2,11,17,7,7,0,12.1,8.7,3,20,SPA,9d2a3d5f
33,2347,26,30,13,3,3,34,33,1,30.1,29.9,0,20,SPA,9d66fbe3
1,4,0,0,0,1,0,0,1,-1,0.0,0.1,0,20,SPA,9dfdbdeb
1,4,0,0,0,1,10,0,0,0,0.0,0.1,0,20,SPA,9e098912
34,2251,25,26,11,8,3,27,30,-3,28.9,38.8,-9,20,SPA,9e1035f8
34,3060,34,34,34,0,4,52,41,11,54.1,39.9,14,20,SPA,9f0ea33f
13,541,6,6,2,7,4,4,6,-2,4.7,8.0,-3,20,SPA,9f323c71
32,2822,31,32,31,0,4,62,21,41,56.2,29.4,26,20,SPA,9f8e9423
36,3240,36,36,36,0,2,43,51,-8,44.2,59.9,-15,20,SPA,a01c3d54
9,253,2,3,0,6,10,5,3,2,4.5,4.7,0,20,SPA,a0255c67
14,951,10,12,9,2,8,9,17,-8,10.2,14.0,-3,20,SPA,a03c82b2
33,2745,30,31,18,2,0,45,24,21,43.5,28.5,15,20,SPA,a08b974a
23,1181,13,15,1,8,7,15,8,7,17.7,12.8,5,20,SPA,a0b4bb3e
23,1350,15,14,6,9,0,22,9,13,20.7,14.7,5,20,SPA,a190d597
18,1332,14,15,12,3,8,10,23,-13,17.6,19.5,-1,20,SPA,a2609621
34,2496,27,29,18,5,1,25,45,-20,30.9,42.3,-11,20,SPA,a300ac7e
12,814,9,9,8,3,9,4,17,-13,7.1,15.1,-7,20,SPA,a35134ae
16,1077,12,14,3,2,3,27,5,22,25.5,8.6,16,20,SPA,a39bb753
34,3060,34,34,34,0,0,37,34,3,35.5,37.7,-2,20,SPA,a4971d84
19,1655,18,18,17,1,16,19,27,-8,19.9,25.1,-5,20,SPA,a4995f48
25,1220,13,13,5,12,9,10,13,-3,16.5,14.9,1,20,SPA,a55d8df5
16,1089,12,12,5,4,10,21,9,12,18.2,13.5,4,20,SPA,a58bb1e1
1,2,0,0,0,1,12,0,0,0,0.0,0.1,0,20,SPA,a5cdedc7
28,1998,22,22,14,6,0,54,18,36,36.5,23.9,12,20,SPA,a6154613
4,300,3,3,3,1,4,2,7,-5,2.7,3.9,-1,20,SPA,a685f013
26,1905,21,21,13,5,2,29,27,2,26.6,30.0,-3,20,SPA,a6951bf8
36,3163,35,36,32,0,0,43,57,-14,46.8,51.6,-4,20,SPA,a6de370d
13,924,10,11,3,2,1,14,13,1,14.8,11.0,3,20,SPA,a7a9d95a
30,889,9,7,1,23,7,20,12,8,16.7,10.7,6,20,SPA,a83d8b0c
21,1123,12,12,6,9,12,16,7,9,21.2,8.6,12,20,SPA,a8542814
10,476,5,5,2,5,6,14,10,4,9.6,6.5,3,20,SPA,a8f21b9f
26,2090,23,23,21,3,8,25,31,-6,26.5,27.9,-1,20,SPA,a8fbae1d
2,180,2,2,2,0,29,7,2,5,5.6,1.0,4,20,SPA,a9dc785c
8,485,5,5,3,3,18,6,13,-7,7.5,11.7,-4,20,SPA,aa0ac32d
8,313,3,4,0,4,2,6,4,2,4.6,3.0,1,20,SPA,aad53e64
1,26,0,0,0,1,9,1,1,0,1.3,0.8,0,20,SPA,aae17c81
3,152,1,1,1,2,6,1,3,-2,1.4,3.1,-1,20,SPA,ab99e4a0
35,2059,22,24,11,11,3,36,18,18,34.6,20.1,14,20,SPA,abb3bb95
35,3150,35,35,35,0,3,33,51,-18,36.0,47.0,-11,20,SPA,ac295d9e
17,1437,16,17,15,0,2,24,19,5,23.7,23.3,0,20,SPA,ac3fb1be
9,711,7,8,7,1,13,9,11,-2,8.7,10.0,-1,20,SPA,ad178594
34,2648,29,33,18,1,0,48,39,9,49.4,34.1,15,20,SPA,ad1ffcfd
25,1688,18,20,12,5,7,13,31,-18,18.0,26.0,-8,20,SPA,ad4d0985
35,3092,34,35,31,0,0,71,36,35,57.1,36.4,20,20,SPA,adfc9123
20,815,9,11,1,9,13,1,11,-10,6.7,7.5,0,20,SPA,aec0fb6f
16,864,9,10,4,6,0,5,18,-13,6.5,14.5,-8,20,SPA,aed746df
1,90,1,1,1,0,22,2,7,-5,0.7,2.0,-1,20,SPA,af245161
11,394,4,3,1,8,7,4,3,1,5.9,5.2,0,20,SPA,b037bd4f
24,1988,22,23,21,1,1,25,33,-8,22.9,32.5,-9,20,SPA,b05e2dbd
11,773,8,8,6,3,20,13,11,2,12.0,8.8,3,20,SPA,b0616e3d
20,1269,14,13,10,7,5,12,16,-4,13.0,20.7,-7,20,SPA,b0fce72c
14,1175,13,14,11,0,10,14,25,-11,14.9,19.5,-4,20,SPA,b14d0c5d
5,357,4,3,2,2,0,8,2,6,5.4,3.8,1,20,SPA,b19db005
18,1529,17,17,16,1,0,17,16,1,15.3,19.0,-3,20,SPA,b233e8e4
17,1293,14,15,6,2,2,11,20,-9,15.3,20.1,-4,20,SPA,b2d03887
22,1222,13,13,3,9,6,18,15,3,18.1,10.3,7,20,SPA,b2d0ec1b
1,22,0,0,0,1,6,0,0,0,0.1,0.2,0,20,SPA,b333b014
13,790,8,9,3,4,3,9,11,-2,10.8,6.3,4,20,SPA,b35db3f6
16,574,6,5,1,11,0,5,9,-4,6.3,9.5,-3,20,SPA,b39a793e
35,2869,31,33,22,2,0,32,25,7,33.3,38.4,-5,20,SPA,b418dbd4
35,3134,34,35,34,0,2,49,31,18,48.2,32.8,15,20,SPA,b4a014b1
10,572,6,6,1,4,0,7,6,1,7.4,5.8,1,20,SPA,b579e83d
2,180,2,2,2,0,9,2,0,2,2.9,0.8,2,20,SPA,b5bdf144
26,1993,22,22,17,4,2,33,33,0,29.3,36.7,-7,20,SPA,b5dd3469
33,2850,31,32,29,1,0,36,29,7,35.7,39.6,-3,20,SPA,b6e50615
30,2524,28,29,25,1,6,32,48,-16,36.3,43.6,-7,20,SPA,b742cc0d
31,2654,29,31,27,0,2,27,44,-17,32.6,44.6,-12,20,SPA,b7c99b9b
33,2801,31,31,28,2,2,39,45,-6,34.5,45.9,-11,20,SPA,b7ca5c51
18,1270,14,14,12,4,6,8,25,-17,11.5,20.7,-9,20,SPA,b7de5bad
12,852,9,9,7,3,7,3,18,-15,6.4,17.6,-11,20,SPA,b7f2edff
32,2775,30,32,28,0,0,33,50,-17,36.6,53.2,-16,20,SPA,b857bd29
20,1659,18,19,16,1,8,16,22,-6,17.7,23.0,-5,20,SPA,b86a64b2
37,2048,22,20,10,17,0,36,35,1,39.7,29.1,10,20,SPA,b8a642fc
19,1506,16,17,12,2,3,19,21,-2,20.8,20.8,0,20,SPA,b8c1de25
19,705,7,9,0,10,10,11,16,-5,8.3,12.5,-4,20,SPA,b92b456a
9,790,8,8,8,1,5,4,19,-15,6.7,16.0,-9,20,SPA,ba3ca78f
30,2592,28,30,24,0,2,37,26,11,33.6,30.0,3,20,SPA,ba5004e1
25,1017,11,9,1,16,8,5,14,-9,6.9,16.6,-9,20,SPA,ba5a9545
30,2492,27,28,24,2,5,19,41,-22,28.2,39.0,-10,20,SPA,bad38a94
4,82,0,0,0,4,7,1,3,-2,1.3,1.3,0,20,SPA,bb4a42be
30,1865,20,21,7,9,1,18,28,-10,21.3,28.3,-6,20,SPA,bb4b1242
29,2327,25,27,22,2,2,37,32,5,33.0,26.4,6,20,SPA,bba30585
22,1082,12,11,8,11,6,13,23,-10,13.6,15.2,-1,20,SPA,bc61cc65
13,717,8,8,6,5,8,12,9,3,10.7,8.4,2,20,SPA,bc6f5f06
9,473,5,4,4,5,24,5,14,-9,2.8,7.9,-5,20,SPA,bd3b9a9f
17,741,8,9,0,8,4,11,6,5,9.0,10.3,-1,20,SPA,bdb624a3
20,1572,17,16,16,4,17,12,22,-10,12.6,25.3,-12,20,SPA,be170419
32,2638,29,31,19,1,0,33,49,-16,38.2,42.3,-4,20,SPA,bece776f
15,348,3,2,0,13,14,10,8,2,5.8,5.0,0,20,SPA,bf12926c
2,180,2,2,2,0,14,4,2,2,3.9,3.0,0,20,SPA,bfb15d99
7,371,4,5,3,2,13,4,7,-3,4.2,6.4,-2,20,SPA,bfca375c
36,2903,32,35,21,1,1,37,55,-18,34.1,52.6,-18,20,SPA,bfd381b3
4,191,2,2,2,2,7,3,4,-1,2.7,2.9,0,20,SPA,c00097d2
5,450,5,5,5,0,4,4,12,-8,4.3,10.4,-6,20,SPA,c010b898
31,2382,26,26,13,5,0,30,29,1,30.0,33.1,-3,20,SPA,c05dfb74
35,3072,34,35,31,0,1,45,25,20,50.7,30.1,20,20,SPA,c14bc029
11,629,7,7,6,4,4,10,6,4,6.8,8.4,-1,20,SPA,c2111b45
4,219,2,3,1,1,15,2,4,-2,3.3,3.7,0,20,SPA,c2846353
10,240,2,2,0,8,8,6,4,2,5.5,3.2,2,20,SPA,c33ee247
30,1301,14,13,3,17,5,16,24,-8,15.4,19.6,-4,20,SPA,c4b8bcf4
29,2610,29,29,29,0,1,36,38,-2,34.9,45.6,-10,20,SPA,c67cd65c
7,226,2,2,1,5,9,3,6,-3,3.8,2.5,1,20,SPA,c693cf7c
14,537,6,5,0,9,5,7,9,-2,7.3,7.2,0,20,SPA,c7429db3
36,2563,28,27,19,9,0,43,31,12,33.5,34.7,-1,20,SPA,c77a8043
4,259,2,3,2,1,21,5,6,-1,3.6,5.8,-2,20,SPA,c78b352d
29,2390,26,28,19,1,0,28,46,-18,28.4,38.6,-10,20,SPA,c90977db
11,189,2,1,0,10,1,4,8,-4,2.1,6.2,-4,20,SPA,c93231dc
15,490,5,4,2,11,15,7,8,-1,7.0,8.3,-1,20,SPA,c966fce1
15,1324,14,14,14,1,23,19,23,-4,17.0,22.1,-5,20,SPA,c9cb972b
31,1477,16,15,4,16,5,18,25,-7,15.4,20.1,-4,20,SPA,c9e39d91
1,8,0,0,0,1,9,0,0,0,0.1,0.1,0,20,SPA,ca6edaa0
30,2114,23,23,16,7,2,35,34,1,31.1,36.9,-5,20,SPA,cac2537b
27,1965,21,22,19,5,4,14,25,-11,18.1,23.5,-5,20,SPA,cb574619
14,743,8,10,1,4,0,13,8,5,8.1,9.4,-1,20,SPA,cbbfa2e7
1,8,0,0,0,1,1,0,0,0,0.5,0.1,0,20,SPA,cbdf7d5c
1,13,0,0,0,1,1,0,1,-1,0.9,0.4,0,20,SPA,cca05da8
21,878,9,9,2,12,8,9,14,-5,7.5,14.3,-6,20,SPA,ccaa5728
27,1807,20,21,15,6,5,21,30,-9,20.3,28.0,-7,20,SPA,cce181df
33,2887,32,33,32,0,4,41,48,-7,43.9,47.5,-3,20,SPA,cda0b317
4,280,3,3,3,1,10,3,5,-2,3.1,3.5,0,20,SPA,cde52ef5
6,182,2,2,0,4,3,1,0,1,1.8,0.6,1,20,SPA,ce8039aa
21,1024,11,10,5,11,10,6,17,-11,13.0,13.6,0,20,SPA,ce82f116
3,15,0,0,0,3,11,1,0,1,1.5,0.6,0,20,SPA,ced26057
32,2097,23,24,18,8,3,49,25,24,41.3,23.8,17,20,SPA,d04b94db
36,3139,34,35,30,1,0,52,43,9,46.3,39.1,7,20,SPA,d080ed5e
1,5,0,0,0,1,8,0,1,-1,0.0,0.1,0,20,SPA,d166c007
20,279,3,0,0,20,10,1,7,-6,4.9,6.6,-1,20,SPA,d1b060e2
21,1444,16,15,14,6,10,20,23,-3,20.0,24.6,-4,20,SPA,d2110326
2,6,0,0,0,2,17,0,0,0,0.4,0.0,0,20,SPA,d2aea9ac
7,457,5,6,3,1,4,5,12,-7,4.0,7.5,-3,20,SPA,d2be40f2
1,2,0,0,0,1,4,1,0,1,0.9,0.0,0,20,SPA,d2ed99b4
36,2979,33,32,30,4,1,41,48,-7,43.4,43.9,0,20,SPA,d38fdf53
29,2390,26,27,23,2,4,43,32,11,35.2,28.0,7,20,SPA,d4cb83cc
20,1589,17,18,15,2,9,14,23,-9,20.6,30.1,-9,20,SPA,d4ef9ac5
31,1896,21,23,5,8,6,21,28,-7,23.7,26.5,-2,20,SPA,d66b9872
1,6,0,0,0,1,5,0,0,0,0.1,0.1,0,20,SPA,d70a3661
33,2880,32,32,31,1,0,72,30,42,58.2,32.0,26,20,SPA,d70ce98e
5,194,2,2,1,3,4,3,5,-2,1.9,3.8,-1,20,SPA,d717630e
36,2717,30,31,20,5,2,35,40,-5,41.0,39.5,1,20,SPA,d733aa38
35,2733,30,30,27,5,2,38,41,-3,36.1,45.2,-9,20,SPA,d83bbc54
37,2011,22,24,5,13,0,32,28,4,27.4,25.1,2,20,SPA,d87e2cae
1,90,1,1,1,0,0,1,0,1,0.5,1.1,0,20,SPA,d9764034
5,157,1,2,0,3,14,2,3,-1,1.3,1.7,0,20,SPA,d9bda115
35,3008,33,35,24,0,0,22,52,-30,29.9,45.9,-16,20,SPA,da27e268
28,1227,13,11,2,17,5,16,10,6,17.3,11.0,6,20,SPA,db750822
18,1371,15,17,6,1,0,11,18,-7,14.8,18.6,-3,20,SPA,db8f0eba
15,1029,11,11,9,4,12,10,13,-3,10.1,15.0,-4,20,SPA,dbe519cf
15,631,7,6,0,9,1,12,6,6,10.1,8.5,1,20,SPA,de39485a
3,258,2,3,2,0,4,2,7,-5,3.1,4.5,-1,20,SPA,de7d40d6
13,892,9,11,7,2,4,17,24,-7,15.4,16.5,-1,20,SPA,dee86451
35,2549,28,31,15,4,1,61,29,32,45.0,27.1,17,20,SPA,df69b544
33,2839,31,32,29,1,1,39,49,-10,40.1,46.0,-5,20,SPA,df8b52a5
34,2201,24,21,15,13,2,39,25,14,31.2,26.6,4,20,SPA,e08647d6
1,15,0,0,0,1,8,1,1,0,0.4,0.2,0,20,SPA,e1c805cf
17,1383,15,17,9,0,1,11,23,-12,16.7,19.7,-2,20,SPA,e1cbb531
11,847,9,10,7,1,1,10,9,1,14.0,7.8,6,20,SPA,e1deea75
12,752,8,9,3,3,3,4,8,-4,6.1,9.7,-3,20,SPA,e288d4b3
23,1893,21,21,18,2,6,19,21,-2,23.6,27.8,-4,20,SPA,e29d1111
35,2450,27,29,14,6,0,45,39,6,47.8,32.2,15,20,SPA,e2e9c250
33,1719,19,21,4,12,5,14,27,-13,19.5,25.0,-5,20,SPA,e3fabb0a
2,108,1,2,1,0,0,0,1,-1,2.2,1.6,0,20,SPA,e4086af3
26,1973,21,24,17,2,6,23,28,-5,21.3,28.9,-7,20,SPA,e49ce451
20,1344,14,17,7,3,2,11,13,-2,14.7,15.9,-1,20,SPA,e54bd0a2
12,356,4,3,1,9,2,8,2,6,6.5,2.9,3,20,SPA,e61bdd69
21,1266,14,14,7,7,3,15,22,-7,16.3,17.7,-1,20,SPA,e6bc67d7
30,2368,26,28,18,2,2,37,28,9,30.2,27.3,2,20,SPA,e778654a
15,1076,12,12,9,3,11,9,12,-3,14.0,17.1,-3,20,SPA,e7ab4179
12,364,4,4,1,8,7,5,6,-1,4.0,7.6,-3,20,SPA,e82d2807
27,1767,19,20,6,7,5,17,27,-10,21.7,24.8,-3,20,SPA,e897d8ba
1,90,1,1,1,0,3,0,6,-6,0.2,2.9,-2,20,SPA,e9ada8cf
5,173,1,2,1,3,12,0,1,-1,1.2,1.5,0,20,SPA,ea610f00
35,3150,35,35,35,0,1,49,42,7,41.2,39.1,2,20,SPA,ea83bfa6
28,2293,25,26,22,2,1,40,30,10,32.5,27.8,4,20,SPA,ea9b2ef9
2,26,0,0,0,2,2,0,0,0,0.7,0.2,0,20,SPA,eac044ad
28,1634,18,19,4,9,4,16,22,-6,19.2,24.2,-5,20,SPA,eb3dd471
1,52,0,1,0,0,3,0,2,-2,0.1,0.4,0,20,SPA,ec7c84c2
5,33,0,0,0,5,6,2,1,1,1.7,2.2,0,20,SPA,ecc77652
28,1875,20,22,5,6,2,23,31,-8,22.4,31.1,-8,20,SPA,ecd8c01e
28,1830,20,22,11,6,6,19,22,-3,20.8,22.4,-1,20,SPA,ed5c5fa3
36,2129,23,20,7,16,1,36,30,6,30.6,27.2,3,20,SPA,ed6ea4d9
32,2396,26,28,21,4,3,37,21,16,35.8,22.0,13,20,SPA,ed9f7cfe
38,3395,37,38,37,0,0,51,27,24,56.1,32.4,23,20,SPA,ee8508c0
17,1325,14,16,8,1,11,20,20,0,20.4,18.9,1,20,SPA,ee923664
28,2046,22,25,11,3,3,31,28,3,34.2,31.0,3,20,SPA,ef322658
25,1751,19,20,14,5,7,14,20,-6,18.1,30.5,-12,20,SPA,efecd633
32,2455,27,29,19,3,0,18,40,-22,27.4,36.5,-9,20,SPA,f03f284b
11,510,5,5,2,6,4,14,5,9,12.0,5.6,6,20,SPA,f090a37a
21,1755,19,19,19,2,3,29,13,16,30.5,17.3,13,20,SPA,f0da930c
8,636,7,7,7,1,10,4,9,-5,5.5,11.2,-5,20,SPA,f11fe861
27,1937,21,22,15,5,7,20,25,-5,23.5,22.599999999999998,0,20,SPA,f1bed920
3,75,0,0,0,3,6,1,2,-1,0.9,1.6,0,20,SPA,f20fce1b
33,2785,30,32,28,1,2,22,45,-23,31.3,36.2,-4,20,SPA,f2308b33
36,3182,35,36,33,0,0,40,59,-19,38.4,58.2,-19,20,SPA,f2c6ac01
33,2684,29,31,22,2,1,20,41,-21,27.5,32.4,-4,20,SPA,f3112790
7,66,0,0,0,7,11,0,2,-2,1.4,2.3,0,20,SPA,f3b1d9a2
8,673,7,8,6,0,10,7,14,-7,5.5,11.7,-6,20,SPA,f520049f
31,1429,15,14,6,17,2,13,22,-9,16.0,26.9,-10,20,SPA,f631c17f
6,495,5,5,5,1,27,10,3,7,8.8,4.3,4,20,SPA,f6798fc3
18,876,9,11,1,7,3,14,14,0,11.7,10.0,1,20,SPA,f681a8ef
22,1980,22,22,22,0,3,28,15,13,28.6,18.4,10,20,SPA,f6ac68c1
3,166,1,2,1,1,4,1,3,-2,2.3,3.9,-1,20,SPA,f76fdcd2
6,495,5,5,5,1,8,4,7,-3,4.5,8.8,-4,20,SPA,f7c12fbf
22,1510,16,17,13,5,0,27,21,6,22.3,17.4,4,20,SPA,f7dc2ae5
4,115,1,2,0,2,3,1,3,-2,1.6,1.3,0,20,SPA,f814eccb
35,2344,26,23,17,12,1,27,31,-4,27.3,39.0,-11,20,SPA,f8eca1b6
19,1360,15,16,12,3,8,13,29,-16,16.3,27.8,-11,20,SPA,f9acf8bf
1,90,1,1,1,0,13,2,2,0,0.8,0.9,0,20,SPA,f9b42381
33,2475,27,28,16,5,2,34,29,5,37.1,28.2,8,20,SPA,fa937f7a
25,1962,21,22,20,3,12,36,28,8,37.4,28.1,9,20,SPA,fb5d47b3
29,2576,28,29,27,0,6,35,35,0,39.9,39.7,0,20,SPA,fbd6378b
25,2121,23,24,19,1,5,18,32,-14,22.9,33.4,-10,20,SPA,fd47b4f2
18,848,9,8,6,10,4,23,10,13,19.7,9.5,10,20,SPA,fd51b456
35,2341,26,25,18,10,3,24,35,-11,31.6,31.5,0,20,SPA,fd771f95
21,891,9,8,2,13,7,13,14,-1,10.6,11.6,-1,20,SPA,fd9c4805
14,1076,12,11,9,3,18,19,9,10,18.0,12.4,5,20,SPA,fdd60087
28,2066,23,24,12,4,1,26,31,-5,23.5,32.6,-9,20,SPA,fed17f5a
3,130,1,2,0,1,14,0,4,-4,1.0,2.3,-1,20,SPA,ff8f26ef
5,325,3,4,2,1,10,5,0,5,6.5,3.0,3,20,SPA,ffacd3d5
17,1384,15,16,12,1,14,17,22,-5,18.8,21.3,-2,20,SPA,ffad706e
30,2019,22,23,10,7,4,17,29,-12,14.7,35.2,-20,21,SPA,004d185e
30,1041,11,10,7,20,7,10,13,-3,13.8,14.2,0,21,SPA,0076ab7f
