y_card,r_card,two_y_card,fouls,fouled,offside,pens_won,pens_con,own_goal,recov,aerials_won,aerials_lost,aerials_attempted,season,comp,id
2,0,0,1,0,0,0,0,0,3,7,2,9,19,GER,61b0b44d
3,0,0,9,7,3,0,0,0,30,3,8,11,19,GER,61fc9685
2,0,0,6,8,0,0,0,0,32,8,4,12,19,GER,626fab5f
2,0,0,28,41,5,1,0,0,127,25,43,68,19,GER,62ab9184
0,0,0,0,0,0,0,0,0,1,0,0,0,19,GER,62ba5881
8,0,0,52,47,3,0,0,0,131,23,32,55,19,GER,635f2732
1,0,0,3,8,4,0,0,0,29,24,23,47,19,GER,638a4d71
3,0,0,9,2,0,0,0,0,40,13,8,21,19,GER,64c07ae1
4,0,0,40,51,22,3,1,0,89,34,57,91,19,GER,64f69877
0,0,0,0,1,0,0,0,0,3,2,0,2,19,GER,652d4c37
3,0,0,18,2,0,0,0,0,55,7,14,21,19,GER,66385c46
3,0,0,26,13,0,0,0,0,55,22,28,50,19,GER,664590fa
0,0,0,0,0,0,0,0,0,0,0,2,2,19,GER,676ff98c
2,0,0,8,5,0,0,0,0,6,8,3,11,19,GER,677da306
4,0,0,30,15,0,0,2,0,103,13,24,37,19,GER,68829001
2,0,0,19,19,0,0,0,0,133,27,25,52,19,GER,69374ff5
5,0,0,30,11,2,0,3,0,165,61,51,112,19,GER,699fb8db
4,0,0,25,7,0,0,0,1,123,46,49,95,19,GER,6b32d0a6
1,0,0,4,1,0,0,0,0,3,0,1,1,19,GER,6bba916f
0,0,0,13,17,0,0,1,0,175,75,62,137,19,GER,6bd5cd5d
3,0,0,38,27,1,0,1,0,226,51,38,89,19,GER,6bd603db
0,0,0,0,0,0,0,0,0,1,1,1,2,19,GER,6be813ab
1,0,0,33,33,8,0,0,0,80,8,29,37,19,GER,6c6a3300
2,0,0,13,3,0,0,1,0,26,6,3,9,19,GER,6cafd68d
3,0,0,16,15,0,0,0,1,50,45,31,76,19,GER,6e33125f
4,0,0,10,12,0,0,1,0,45,11,12,23,19,GER,6ec6fde0
4,0,0,11,6,1,0,1,0,70,28,27,55,19,GER,6fd8a334
3,0,0,18,26,0,0,0,0,121,18,31,49,19,GER,70678132
5,1,1,46,47,3,0,0,0,197,52,55,107,19,GER,70dcf94d
0,0,0,0,0,0,0,0,0,0,0,0,0,19,GER,710fbdd1
2,0,0,7,15,5,1,0,0,73,3,7,10,19,GER,715bf047
4,1,1,32,22,13,0,0,0,55,90,82,172,19,GER,71a20ce8
2,0,0,26,34,4,1,0,0,143,49,31,80,19,GER,7242b495
1,0,0,6,1,0,0,0,0,25,7,6,13,19,GER,7391c2d9
0,0,0,1,0,0,0,1,0,0,0,0,0,19,GER,73e2f6eb
1,0,0,31,21,10,0,0,0,65,23,72,95,19,GER,74c7c2db
4,0,0,11,15,1,0,1,0,100,41,32,73,19,GER,74d70fb5
1,0,0,4,15,3,1,0,0,54,8,16,24,19,GER,76e5da9d
1,0,0,35,27,9,0,0,0,59,124,118,242,19,GER,773968e4
3,0,0,40,23,3,0,1,0,145,99,131,230,19,GER,77b41ac0
5,0,0,52,34,0,0,1,0,266,34,38,72,19,GER,77e84962
2,0,0,17,2,1,0,0,1,81,58,24,82,19,GER,78cd577c
4,0,0,27,33,1,0,0,0,157,118,35,153,19,GER,791abba1
0,0,0,9,5,3,0,0,0,23,3,5,8,19,GER,791af558
7,0,0,34,18,1,0,1,0,95,51,31,82,19,GER,79c90e45
7,0,0,77,45,6,0,0,0,167,31,53,84,19,GER,79ca3e23
0,0,0,18,16,2,0,1,1,84,53,31,84,19,GER,7aac47fe
3,0,0,18,30,7,1,0,0,61,19,21,40,19,GER,7cd6badb
0,0,0,0,1,0,0,0,0,14,0,0,0,19,GER,7d3e7da6
2,0,0,15,9,1,0,0,0,63,27,24,51,19,GER,7d841904
0,0,0,5,9,0,0,0,0,21,3,9,12,19,GER,7e689867
5,0,0,31,11,0,0,0,0,73,40,29,69,19,GER,7f609bfc
3,0,0,12,13,0,0,0,0,95,51,36,87,19,GER,7f97771d
0,0,0,0,1,0,0,0,0,26,0,0,0,19,GER,7fe12375
4,0,0,29,17,0,0,0,0,107,7,9,16,19,GER,80f36c88
3,0,0,24,29,0,0,1,0,108,108,65,173,19,GER,815c314f
0,0,0,0,0,0,0,0,0,9,2,5,7,19,GER,816192f0
1,0,0,13,20,1,0,0,0,120,23,38,61,19,GER,826e8b63
1,0,0,23,24,14,0,0,0,37,40,72,112,19,GER,834d0be5
3,0,0,0,6,0,0,0,0,53,10,2,12,19,GER,83e0eeb4
5,1,0,20,9,0,0,1,0,57,35,21,56,19,GER,8494acc4
7,0,0,41,14,5,0,0,0,156,92,42,134,19,GER,857a5abe
4,1,1,28,25,5,0,0,0,137,10,26,36,19,GER,8593f88c
1,0,0,7,10,0,0,0,0,68,7,11,18,19,GER,861e0116
0,0,0,10,7,2,0,0,0,44,19,13,32,19,GER,864db10a
1,0,0,26,18,1,0,1,0,88,5,14,19,19,GER,867501bf
0,0,0,0,0,0,0,0,0,4,0,1,1,19,GER,86b30561
7,0,0,45,81,2,1,0,0,207,25,44,69,19,GER,86e119e0
1,0,0,1,2,0,0,1,0,45,4,0,4,19,GER,8778c910
0,0,0,9,11,1,0,0,0,51,11,8,19,19,GER,87fdfb9b
3,1,1,15,22,1,0,0,0,125,42,23,65,19,GER,88d4144a
0,0,0,25,15,12,0,0,0,94,7,17,24,19,GER,88e357ef
1,0,0,4,12,1,0,0,0,24,10,7,17,19,GER,89565ac5
1,0,0,13,17,0,0,0,0,121,44,37,81,19,GER,89ac64a6
0,1,0,4,1,0,0,1,0,20,16,9,25,19,GER,8b6e0db2
5,0,0,44,22,0,0,1,0,129,69,36,105,19,GER,8b8e759d
0,0,0,0,0,0,0,0,0,0,0,0,0,19,GER,8bdcb6fd
4,0,0,19,7,10,0,0,0,15,53,88,141,19,GER,8c8b4a01
2,0,0,25,47,29,1,0,0,65,56,76,132,19,GER,8d78e732
0,0,0,0,3,0,0,0,0,8,0,3,3,19,GER,8dfdc6c3
4,0,0,27,28,15,0,0,0,109,91,90,181,19,GER,8e235926
10,1,1,56,6,0,0,0,0,143,34,48,82,19,GER,8e58987d
3,0,0,14,11,1,0,0,0,36,30,10,40,19,GER,8ed9b33a
0,0,0,14,14,7,1,0,0,32,29,30,59,19,GER,8f0f2230
1,1,0,5,2,0,0,0,0,45,6,4,10,19,GER,8f6bfe11
0,0,0,0,1,0,0,0,0,4,1,3,4,19,GER,8fa80ec8
2,0,0,24,21,2,1,0,0,162,71,35,106,19,GER,8ff2354e
2,1,0,6,7,1,0,0,0,53,9,8,17,19,GER,9050ddc4
2,0,0,10,24,0,0,0,0,78,3,8,11,19,GER,912e63b5
0,0,0,2,1,4,0,0,0,4,4,14,18,19,GER,91cd37b7
1,0,0,8,4,1,0,0,0,20,10,9,19,19,GER,92432bc6
2,1,1,9,7,0,0,0,0,30,8,7,15,19,GER,92948149
5,1,1,22,3,0,0,1,0,54,30,12,42,19,GER,93a50d2c
2,0,0,3,8,0,0,0,0,26,7,4,11,19,GER,94c18565
0,0,0,1,0,0,0,0,0,3,0,3,3,19,GER,9593331d
1,0,0,16,11,2,0,0,0,17,18,17,35,19,GER,962e54cb
0,0,0,0,0,0,0,0,0,1,0,0,0,19,GER,96f8ab0c
0,0,0,1,0,0,0,0,0,12,1,2,3,19,GER,97655ccd
0,0,0,11,16,5,0,0,0,16,1,15,16,19,GER,97bfa797
1,0,0,18,13,3,0,0,0,40,25,33,58,19,GER,9853983f
2,0,0,16,6,8,0,0,0,41,22,42,64,19,GER,99b7584f
2,0,0,15,5,10,0,0,0,21,42,45,87,19,GER,99be8fb5
2,0,0,8,10,0,0,0,0,35,24,17,41,19,GER,99de6b6f
5,1,1,20,10,0,0,2,0,108,23,17,40,19,GER,99f7e9aa
0,0,0,7,24,3,0,0,0,67,8,10,18,19,GER,9a2e0ccc
4,0,0,17,30,0,0,0,0,236,31,39,70,19,GER,9ab16552
0,0,0,1,0,1,0,0,0,4,2,2,4,19,GER,9ab48bde
1,0,0,7,4,1,0,0,0,22,14,15,29,19,GER,9af1f9ff
4,1,1,19,17,0,0,0,0,85,13,26,39,19,GER,9b88e120
3,0,0,14,11,0,0,0,0,34,3,9,12,19,GER,9c9bd01f
5,0,0,23,26,1,0,0,0,190,24,19,43,19,GER,9ceb7642
1,0,0,0,8,0,0,0,0,59,7,1,8,19,GER,9d12e142
0,0,0,20,26,12,0,0,0,72,8,31,39,19,GER,9efa1d25
5,0,0,42,26,2,0,1,0,170,63,68,131,19,GER,9fec8860
3,0,0,0,1,0,0,0,1,33,10,1,11,19,GER,a0606ae8
0,0,0,0,0,0,0,0,1,3,0,0,0,19,GER,a165a577
0,0,0,13,22,3,0,0,0,189,28,35,63,19,GER,a167537f
0,0,0,9,0,0,0,0,0,42,12,8,20,19,GER,a2a85828
3,0,0,25,24,11,1,0,0,65,13,38,51,19,GER,a3ddb1b9
4,0,0,13,4,0,0,1,0,95,49,21,70,19,GER,a4effc55
3,0,0,29,31,3,0,0,1,130,36,33,69,19,GER,a4f94a0d
1,0,0,9,21,4,0,0,0,64,20,27,47,19,GER,a53b661f
7,2,2,21,8,1,0,0,0,79,51,45,96,19,GER,a5ae8f8e
0,0,0,3,7,0,0,0,0,25,3,2,5,19,GER,a5bea1fb
2,0,0,15,24,0,0,0,0,73,11,16,27,19,GER,a5ce09f2
1,0,0,13,8,0,0,1,0,80,44,30,74,19,GER,a5ec3ede
2,0,0,17,34,0,0,0,0,139,48,28,76,19,GER,a63a995f
0,0,0,0,0,0,0,0,0,0,0,0,0,19,GER,a70b8345
2,0,0,13,13,1,0,1,0,117,22,29,51,19,GER,a7813ac4
0,0,0,5,7,9,0,0,0,26,12,33,45,19,GER,a7a9d95a
1,0,0,6,6,1,0,0,0,4,3,8,11,19,GER,a8d4428b
0,0,0,0,0,0,0,0,0,2,0,0,0,19,GER,a92ab7be
5,0,0,20,22,0,0,1,1,76,55,33,88,19,GER,aad48be9
2,0,0,17,14,0,0,1,0,148,20,21,41,19,GER,ab700320
3,0,0,19,21,0,0,0,0,78,37,27,64,19,GER,ac73ec79
0,0,0,1,1,0,0,0,0,1,1,0,1,19,GER,acc7b7ec
1,0,0,0,3,0,0,0,0,64,7,0,7,19,GER,ad3389d5
1,0,0,5,15,2,0,0,0,54,0,8,8,19,GER,ae961785
0,0,0,0,1,0,0,0,0,0,0,0,0,19,GER,aeaf1bc1
0,0,0,8,11,2,0,0,0,20,6,18,24,19,GER,aeda1f69
3,0,0,14,6,0,0,0,0,39,11,18,29,19,GER,af0d79a9
1,1,0,2,3,0,0,1,0,28,8,0,8,19,GER,afb0c500
3,1,0,28,48,1,1,0,0,88,5,18,23,19,GER,b04ee927
1,0,0,5,5,0,0,0,0,10,1,3,4,19,GER,b15e93aa
4,0,0,26,38,3,0,1,0,209,43,45,88,19,GER,b1cd37e6
4,2,1,39,28,2,0,0,0,121,21,21,42,19,GER,b3325a30
0,0,0,0,0,0,0,0,0,0,1,0,1,19,GER,b3b7f5a6
3,0,0,18,17,10,0,0,0,51,15,28,43,19,GER,b48215cd
1,0,0,28,38,17,0,0,0,84,24,39,63,19,GER,b500b384
2,0,0,10,14,1,1,0,0,94,59,34,93,19,GER,b5114f85
2,0,0,25,18,1,0,0,0,139,25,34,59,19,GER,b69261a0
4,0,0,22,23,0,0,0,0,92,16,26,42,19,GER,b6a6e0a7
5,0,0,30,8,7,0,0,0,180,16,13,29,19,GER,b825a650
0,0,0,5,4,1,0,0,0,27,19,3,22,19,GER,b82880c6
0,0,0,11,1,1,0,0,0,15,12,13,25,19,GER,b883006f
3,0,0,18,18,4,0,0,0,48,47,20,67,19,GER,b93b7882
1,0,0,5,0,0,0,0,0,2,15,7,22,19,GER,b956af7d
3,0,0,42,43,20,0,0,0,87,196,136,332,19,GER,ba115a40
0,0,0,0,0,0,0,0,0,8,0,1,1,19,GER,bb25c778
5,1,0,32,41,0,0,2,0,63,34,21,55,19,GER,bb8a42fa
0,0,0,1,2,0,0,0,0,3,2,2,4,19,GER,bbb496b5
2,0,0,35,32,20,0,0,0,80,36,86,122,19,GER,bc6bd723
0,0,0,0,2,0,0,0,0,60,7,0,7,19,GER,bcb2ccd8
3,0,0,16,13,2,0,2,0,267,74,33,107,19,GER,bd142efb
2,0,0,12,12,1,0,0,0,94,45,23,68,19,GER,bd7d2e6d
2,0,0,4,9,2,0,0,0,27,14,16,30,19,GER,be5e1c4c
4,0,0,37,40,0,0,0,0,213,42,50,92,19,GER,beb882a8
0,0,0,10,9,2,0,0,0,24,5,16,21,19,GER,beda9675
4,1,0,16,13,3,0,0,0,60,1,3,4,19,GER,bee0bab1
3,0,0,17,19,1,1,0,0,26,12,10,22,19,GER,bf075f6b
0,0,0,0,0,0,0,0,0,0,0,1,1,19,GER,c0dc9fc7
5,0,0,56,28,4,1,0,0,110,62,96,158,19,GER,c17bfb65
0,0,0,0,0,0,0,0,0,11,4,1,5,19,GER,c18d22f5
7,0,0,40,15,1,0,0,0,158,20,29,49,19,GER,c1b7847c
1,0,0,9,6,2,0,0,0,63,11,4,15,19,GER,c311243f
5,1,0,38,14,25,0,0,1,32,71,79,150,19,GER,c3fd9887
1,0,0,0,4,0,0,0,0,31,14,1,15,19,GER,c476b0c0
4,0,0,37,38,29,1,0,0,97,115,98,213,19,GER,c4e87b8b
2,0,0,27,28,1,0,0,0,93,35,37,72,19,GER,c50281a0
0,0,0,0,1,0,0,0,0,0,1,1,2,19,GER,c58a9db7
0,0,0,8,5,2,0,0,0,47,1,5,6,19,GER,c5bdb6e3
0,0,0,2,1,0,0,0,0,11,1,2,3,19,GER,c5fd13e9
3,0,0,19,18,3,0,0,0,54,55,43,98,19,GER,c6637acf
1,0,0,0,0,0,0,0,0,9,5,0,5,19,GER,c89e8aae
0,0,0,5,1,0,0,0,0,42,15,14,29,19,GER,c8c60119
0,0,0,2,3,2,1,0,0,11,1,3,4,19,GER,c8cfb04d
0,0,0,17,27,4,0,0,0,42,14,31,45,19,GER,ca618d23
1,0,0,17,11,1,0,0,0,123,42,27,69,19,GER,ca8033cb
2,0,0,21,23,5,0,0,0,68,10,22,32,19,GER,cba16a46
0,0,0,0,0,0,0,0,0,32,3,1,4,19,GER,cbac6ec9
3,0,0,28,20,0,0,0,1,131,37,49,86,19,GER,cc86b9a3
0,0,0,0,2,0,0,0,0,33,2,0,2,19,GER,cd59b9df
7,0,0,67,20,22,0,0,0,108,54,65,119,19,GER,cd82452e
2,0,0,0,8,0,0,0,0,60,15,0,15,19,GER,ce17b5eb
0,0,0,1,3,0,0,0,0,28,1,11,12,19,GER,ce218223
0,0,0,3,1,0,0,0,0,2,0,1,1,19,GER,cf01fe3a
1,0,0,7,7,1,0,0,0,63,7,10,17,19,GER,d003e213
9,0,0,30,38,0,1,1,0,224,39,38,77,19,GER,d1273f09
3,0,0,16,23,1,0,1,0,143,11,13,24,19,GER,d1661819
2,0,0,56,49,19,0,0,0,109,142,145,287,19,GER,d2416c2e
5,0,0,17,4,0,0,2,0,104,46,23,69,19,GER,d248cd8f
1,0,0,0,3,0,0,0,0,33,2,2,4,19,GER,d28339cb
0,0,0,12,30,6,0,0,0,61,6,16,22,19,GER,d3096421
0,0,0,2,1,0,0,0,0,7,1,3,4,19,GER,d453346c
3,1,0,34,37,1,0,1,0,94,8,24,32,19,GER,d459281d
2,0,0,16,21,2,0,0,0,71,6,15,21,19,GER,d4a2533d
10,0,0,37,19,0,0,3,0,178,50,38,88,19,GER,d4d0a9ad
0,0,0,15,14,1,0,0,0,72,15,38,53,19,GER,d571df78
3,0,0,23,19,10,0,0,0,37,14,29,43,19,GER,d6862409
2,0,0,5,3,1,0,0,0,24,14,11,25,19,GER,d728acae
0,0,0,0,0,0,0,0,0,0,1,0,1,19,GER,d73a07e2
1,0,0,1,0,0,0,1,0,8,1,3,4,19,GER,d781d855
0,1,0,9,9,0,0,0,0,17,4,7,11,19,GER,d9a5d930
0,0,0,0,2,0,0,0,0,35,9,0,9,19,GER,db401046
2,0,0,12,7,0,0,0,0,63,6,8,14,19,GER,db4ed67b
0,0,0,3,1,0,0,0,0,3,1,4,5,19,GER,db7161ed
2,0,0,5,37,4,2,0,0,133,1,19,20,19,GER,dbf053da
0,0,0,0,0,0,0,0,0,3,0,0,0,19,GER,dc29b608
4,0,0,36,51,0,0,0,0,164,27,25,52,19,GER,dc3fa3b5
1,0,0,34,15,5,1,0,0,41,14,28,42,19,GER,dc62b55d
1,0,0,17,30,3,0,0,0,66,6,14,20,19,GER,dc62fbee
4,0,0,19,28,3,0,1,0,89,18,27,45,19,GER,dd669209
5,1,1,18,17,0,0,1,0,52,30,25,55,19,GER,de164de6
0,0,0,8,15,1,0,0,0,31,6,17,23,19,GER,debc2f28
3,1,1,8,17,5,0,0,0,52,7,13,20,19,GER,df8e7b62
1,0,0,16,10,3,0,1,0,53,7,18,25,19,GER,dfb6490a
1,0,0,1,0,0,0,0,0,4,2,1,3,19,GER,dfc85b89
4,0,0,16,10,0,0,0,0,71,16,15,31,19,GER,e12b0b5b
4,0,0,50,30,0,0,0,0,205,33,37,70,19,GER,e199d5b0
1,0,0,3,1,0,0,0,0,17,16,12,28,19,GER,e26c4233
10,1,0,24,33,0,0,0,1,190,28,39,67,19,GER,e26fcca3
7,0,0,14,12,0,0,1,0,133,77,28,105,19,GER,e27da244
9,0,0,27,30,5,0,0,1,185,17,28,45,19,GER,e280527c
3,0,0,17,6,0,0,0,0,185,81,24,105,19,GER,e33c06cf
0,0,0,0,0,0,0,0,0,1,0,0,0,19,GER,e385200c
1,0,0,9,3,0,0,1,0,51,46,22,68,19,GER,e3f6253d
0,0,0,3,1,0,0,0,0,7,2,0,2,19,GER,e4086af3
4,0,0,14,36,0,0,0,0,137,15,18,33,19,GER,e42d61c7
0,0,0,0,0,0,0,0,0,3,1,0,1,19,GER,e4a30d8c
8,0,0,48,60,1,0,0,0,193,4,11,15,19,GER,e5649a78
1,0,0,33,26,2,1,0,0,71,12,31,43,19,GER,e5a35ae9
0,0,0,0,0,0,0,0,0,0,0,0,0,19,GER,e5be34dd
0,0,0,9,15,1,0,0,0,92,3,18,21,19,GER,e5d85da8
4,0,0,14,14,4,0,0,0,45,26,33,59,19,GER,e5f63987
0,0,0,1,1,0,0,0,0,4,0,1,1,19,GER,e665a2db
0,0,0,1,3,0,0,0,0,7,2,1,3,19,GER,e6c15f6e
5,0,0,24,8,0,0,0,0,158,29,20,49,19,GER,e6c43eec
1,0,0,18,2,0,0,1,0,48,12,9,21,19,GER,e7d22eae
1,0,0,9,50,1,1,0,0,68,7,15,22,19,GER,e7d59f4f
3,0,0,19,18,2,0,1,0,93,64,50,114,19,GER,ea6bc03a
1,0,0,6,2,0,0,0,0,36,10,11,21,19,GER,eafac393
0,0,0,0,0,0,0,0,0,0,0,0,0,19,GER,eb61713c
3,0,0,15,10,1,0,0,0,68,12,11,23,19,GER,ecab64a0
0,0,0,1,1,0,0,0,0,9,2,5,7,19,GER,ee7cdd0c
1,0,0,32,35,1,0,1,0,118,27,30,57,19,GER,f24ea523
6,1,0,31,42,2,2,1,0,188,34,25,59,19,GER,f2571c91
7,0,0,51,50,0,0,0,0,251,28,43,71,19,GER,f261abcb
2,0,0,22,33,3,0,0,0,38,43,38,81,19,GER,f26834c7
6,1,0,17,6,1,0,1,0,113,62,35,97,19,GER,f35430a4
0,0,0,7,7,2,0,0,0,34,6,12,18,19,GER,f3722c97
4,1,0,18,12,1,0,0,0,147,23,28,51,19,GER,f3cccffe
5,0,0,28,9,0,0,0,0,124,28,26,54,19,GER,f4081572
2,0,0,12,15,2,0,0,0,115,67,44,111,19,GER,f521b80a
3,0,0,17,19,9,1,0,0,70,1,8,9,19,GER,f61c7c4e
2,0,0,20,22,2,1,0,0,62,29,25,54,19,GER,f69fba57
1,0,0,5,5,0,0,1,0,37,13,12,25,19,GER,f6bdc830
1,0,0,2,0,0,0,0,0,1,1,1,2,19,GER,f7097e8a
0,0,0,2,0,0,0,0,0,0,0,1,1,19,GER,f765bb88
4,0,0,25,23,3,0,1,0,104,11,18,29,19,GER,f7aa75bd
3,0,0,13,8,1,0,0,0,50,23,18,41,19,GER,f820504e
3,0,0,8,5,0,0,1,0,19,8,4,12,19,GER,f86ad3f5
3,1,1,26,6,0,0,0,0,60,38,16,54,19,GER,f86cabbd
0,0,0,24,19,2,0,0,0,54,88,169,257,19,GER,f93e6e94
0,0,0,23,33,6,1,0,0,158,24,39,63,19,GER,f9446dcd
0,0,0,2,2,6,0,0,0,4,0,9,9,19,GER,f956479d
4,0,0,22,26,8,0,0,0,93,21,44,65,19,GER,f972644c
5,0,0,11,6,0,0,0,0,33,3,10,13,19,GER,f99fe221
5,0,0,37,13,1,0,0,0,160,40,41,81,19,GER,f9acca3a
2,0,0,34,9,22,1,0,0,32,22,34,56,19,GER,f9e7c4ac
6,0,0,30,22,9,2,0,0,158,9,19,28,19,GER,fa274d97
1,1,0,13,13,2,0,0,0,43,9,19,28,19,GER,fa661778
5,0,0,20,5,1,0,0,0,68,29,23,52,19,GER,faf55ce4
0,0,0,2,2,2,0,0,0,13,0,4,4,19,GER,fbbc8e15
0,0,0,0,1,0,0,0,0,7,1,1,2,19,GER,fbefefdb
4,0,0,9,2,0,0,1,1,38,20,12,32,19,GER,fbffc4b1
1,1,0,21,12,1,0,0,0,153,49,40,89,19,GER,fc62f087
3,0,0,15,10,0,0,0,0,110,61,31,92,19,GER,fe2db476
7,0,0,45,25,2,0,0,0,141,55,44,99,19,GER,fe641c1a
0,0,0,0,1,0,0,0,0,3,0,0,0,19,GER,fe888e39
2,0,0,24,52,4,0,0,0,160,55,62,117,19,GER,fed7cb61
3,0,0,25,14,22,1,0,0,48,48,51,99,19,GER,ff182fdc
6,0,0,43,15,1,0,0,0,102,81,78,159,19,GER,ff45add5
8,0,0,41,47,0,0,1,0,213,46,49,95,19,GER,ffbbc83b
7,0,0,57,27,1,0,1,0,181,86,49,135,20,GER,00242715
4,0,0,26,23,0,0,0,0,64,19,19,38,20,GER,00242b75
5,1,1,31,14,0,0,0,0,164,31,25,56,20,GER,00844823
2,0,0,8,6,0,0,0,0,30,7,8,15,20,GER,009a4f60
5,1,0,41,9,2,0,0,0,148,71,47,118,20,GER,01834aa0
8,0,0,37,15,0,0,1,0,175,63,43,106,20,GER,01c3aff5
0,0,0,2,2,2,0,0,0,11,3,7,10,20,GER,028e70b9
0,0,0,0,1,0,0,0,0,1,0,0,0,20,GER,032f894e
2,0,0,11,34,4,1,0,0,87,18,17,35,20,GER,042e8a49
3,0,0,11,17,0,0,0,0,170,9,20,29,20,GER,048a1cbc
0,0,0,10,7,1,0,0,0,213,21,29,50,20,GER,05439de2
0,0,0,4,5,0,0,0,0,42,8,17,25,20,GER,054849d2
6,0,0,35,22,1,0,1,0,174,43,31,74,20,GER,056d2d95
8,1,1,28,8,2,0,1,1,231,90,45,135,20,GER,05d548d8
0,0,0,2,5,0,0,0,0,15,1,8,9,20,GER,05f99a4a
3,0,0,25,21,0,0,0,0,175,109,69,178,20,GER,070ec0b1
8,0,0,32,31,2,0,0,1,229,82,60,142,20,GER,080440a4
4,0,0,18,12,0,0,0,0,88,18,26,44,20,GER,08593525
1,0,0,13,36,4,0,0,0,144,34,23,57,20,GER,088ca1bd
0,0,0,2,3,1,0,0,0,5,0,0,0,20,GER,096a77c4
5,0,0,28,9,4,0,1,0,176,30,31,61,20,GER,099e666f
1,0,0,0,6,0,0,0,1,49,12,1,13,20,GER,0a1cb833
0,0,0,0,0,0,0,0,0,0,0,1,1,20,GER,0a3d6d2b
2,0,0,17,39,4,0,0,0,132,22,39,61,20,GER,0a3f6cde
4,0,0,42,47,13,2,0,0,57,21,41,62,20,GER,0b4f388a
2,0,0,26,27,10,0,0,0,88,20,28,48,20,GER,0c61c77c
1,0,0,3,5,1,0,0,0,7,3,4,7,20,GER,0cc5f4a5
0,0,0,0,3,0,0,0,0,22,4,1,5,20,GER,0d55d942
1,0,0,7,0,0,0,0,1,30,14,16,30,20,GER,0db5d2c8
0,0,0,2,0,0,0,0,0,9,0,1,1,20,GER,0e0102eb
5,1,1,6,7,0,0,0,0,28,22,9,31,20,GER,0e4fef6e
0,0,0,5,23,3,1,0,0,64,4,11,15,20,GER,0ef89a37
2,0,0,8,9,0,0,0,0,101,21,19,40,20,GER,0fbb73c2
5,1,0,34,19,1,0,0,0,92,19,35,54,20,GER,0fbecd11
5,0,0,12,3,1,0,0,0,118,30,25,55,20,GER,1025db8e
3,0,0,20,18,1,0,0,0,109,8,27,35,20,GER,106bca06
0,0,0,0,0,0,0,0,0,3,1,0,1,20,GER,10b9fa99
0,0,0,0,0,0,0,0,0,2,1,2,3,20,GER,1151fb6e
4,0,0,26,18,0,0,0,0,166,58,51,109,20,GER,11fd2b75
6,0,0,39,26,11,0,0,0,32,111,97,208,20,GER,1238a3f9
4,0,0,18,27,4,0,0,0,147,18,25,43,20,GER,13203c45
1,0,0,3,0,0,0,0,0,12,0,0,0,20,GER,140afefb
2,0,0,15,8,0,0,1,0,51,7,13,20,20,GER,14a7af33
5,0,0,28,38,7,0,0,0,99,10,36,46,20,GER,15b287da
7,0,0,28,35,2,2,0,1,188,30,32,62,20,GER,15fd5593
0,0,0,0,0,0,0,0,0,1,0,0,0,20,GER,16b4260e
2,0,0,19,24,0,0,0,0,71,6,12,18,20,GER,16daec92
0,0,0,2,6,0,0,2,0,38,10,0,10,20,GER,17376543
0,0,0,1,0,1,0,0,0,7,1,1,2,20,GER,1748c9f7
4,0,0,24,32,11,0,1,0,67,48,84,132,20,GER,17611373
1,0,0,12,10,0,0,0,0,47,11,9,20,20,GER,17780d2b
2,0,0,23,18,10,1,0,0,27,20,33,53,20,GER,17f3620a
4,0,0,26,27,8,0,0,0,81,18,54,72,20,GER,1a1033a1
3,0,0,8,13,0,0,0,0,38,10,16,26,20,GER,1ae836b1
1,0,0,8,7,0,0,0,1,31,3,0,3,20,GER,1b278bf5
1,0,0,3,1,0,0,0,0,10,3,2,5,20,GER,1bcca8b8
3,0,0,17,12,0,0,0,0,51,9,9,18,20,GER,1c08a3c8
1,0,0,1,1,0,0,0,0,9,4,2,6,20,GER,1c96ad85
3,0,0,8,4,0,0,0,0,22,4,5,9,20,GER,1cbe4984
0,0,0,1,1,0,0,0,0,5,1,4,5,20,GER,1d1691ad
5,0,0,29,18,1,0,0,0,161,28,18,46,20,GER,1d8e9add
7,0,0,30,15,14,0,0,0,35,31,52,83,20,GER,1e274a0a
0,0,0,10,7,3,1,0,0,29,18,21,39,20,GER,1f44ac21
1,0,0,2,1,0,0,0,0,2,2,0,2,20,GER,1fda91b3
2,0,0,18,23,5,0,0,0,24,26,44,70,20,GER,1fdec858
0,0,0,6,11,2,0,0,0,50,36,19,55,20,GER,20030c06
0,0,0,4,0,2,0,0,0,9,2,3,5,20,GER,2042d931
0,0,0,0,0,0,0,0,0,2,1,2,3,20,GER,217c93a1
10,0,0,36,20,3,0,1,0,165,43,57,100,20,GER,2200181e
0,0,0,0,0,0,0,0,0,4,0,0,0,20,GER,226ddf9d
1,0,0,12,7,7,1,0,0,32,12,34,46,20,GER,22919e97
0,0,0,6,12,1,0,0,0,11,14,32,46,20,GER,229cd98a
0,0,0,0,0,0,0,0,0,1,0,2,2,20,GER,23a10591
0,0,0,7,12,2,0,0,0,63,42,37,79,20,GER,25ab9c9c
4,0,0,48,20,2,0,0,0,104,50,56,106,20,GER,271b8617
1,1,0,0,7,0,0,0,0,36,10,0,10,20,GER,27d2618c
0,0,0,0,2,0,0,0,0,9,5,0,5,20,GER,289b90cd
3,0,0,13,16,0,0,0,0,43,6,16,22,20,GER,28eaa0f3
