y_card,r_card,two_y_card,fouls,fouled,offside,pens_won,pens_con,own_goal,recov,aerials_won,aerials_lost,aerials_attempted,season,comp,id
7,0,0,62,73,6,3,0,0,183,32,64,96,20,SPA,70f8e0bd
4,0,0,19,26,9,1,0,0,66,4,4,8,20,SPA,7111d552
1,0,0,5,8,2,0,0,0,18,4,6,10,20,SPA,715bf047
6,0,0,21,18,1,0,0,0,70,3,6,9,20,SPA,719384c1
5,1,1,16,37,4,0,1,0,58,55,58,113,20,SPA,71b47ab9
1,0,0,8,4,0,0,0,0,42,3,5,8,20,SPA,72a99e38
2,0,0,14,29,4,0,1,0,193,46,46,92,20,SPA,72b07a9c
7,0,0,53,34,1,0,0,0,141,62,47,109,20,SPA,7329018e
5,1,1,1,5,0,0,0,0,60,6,1,7,20,SPA,73683fa9
6,1,1,24,92,3,1,1,0,243,16,15,31,20,SPA,7460ca0d
1,0,0,2,0,1,0,0,0,6,2,0,2,20,SPA,74dc806c
3,1,0,34,20,14,1,1,0,34,38,52,90,20,SPA,75645f0e
4,1,1,0,6,0,0,0,0,21,7,0,7,20,SPA,75751c99
10,1,1,35,20,1,0,0,0,172,11,10,21,20,SPA,75bd85ea
2,0,0,3,5,0,0,0,0,19,9,11,20,20,SPA,79135368
3,0,0,24,37,0,0,0,0,157,10,25,35,20,SPA,79300479
0,0,0,1,7,0,0,0,0,34,9,4,13,20,SPA,7958dc65
2,0,0,8,6,0,0,0,0,40,8,8,16,20,SPA,7a538238
0,0,0,0,3,0,0,0,0,41,5,1,6,20,SPA,7b456af7
4,0,0,11,12,4,0,0,0,44,2,9,11,20,SPA,7b5ab7f2
0,0,0,0,1,0,0,0,0,7,0,3,3,20,SPA,7c2965bb
0,0,0,2,0,0,0,0,0,1,0,0,0,20,SPA,7c363088
6,0,0,47,62,5,1,0,0,147,37,67,104,20,SPA,7c388b20
11,0,0,36,51,1,0,0,0,156,11,31,42,20,SPA,7c4243d4
9,0,0,25,66,20,2,0,0,108,29,58,87,20,SPA,7dcf86f6
4,0,0,7,1,1,0,0,0,18,12,14,26,20,SPA,7f203b54
4,1,0,18,22,0,0,2,0,169,27,29,56,20,SPA,7f4c7c9f
2,1,0,20,20,2,0,0,0,60,16,23,39,20,SPA,808d48f3
0,0,0,1,0,0,0,0,0,3,1,1,2,20,SPA,808df563
7,0,0,33,7,2,0,0,0,99,26,41,67,20,SPA,81069528
0,0,0,0,0,0,0,0,0,4,2,0,2,20,SPA,81a606fc
1,0,0,7,0,0,0,0,0,4,2,3,5,20,SPA,81d5c497
5,0,0,36,50,16,2,0,0,97,53,86,139,20,SPA,81f0781e
5,1,0,39,11,10,0,0,0,29,99,95,194,20,SPA,82e9b89d
2,0,0,15,42,10,1,0,0,45,9,22,31,20,SPA,833fb62e
2,1,1,2,1,2,0,0,0,11,4,2,6,20,SPA,84399660
1,2,0,8,8,0,0,0,0,15,2,5,7,20,SPA,8455ad90
0,0,0,5,9,0,1,0,0,20,1,2,3,20,SPA,84bba8b6
0,0,0,0,0,0,0,0,0,1,0,0,0,20,SPA,84f55b4a
6,0,0,26,12,0,0,0,0,54,10,29,39,20,SPA,84fb6aff
5,0,0,22,12,0,0,0,0,173,56,33,89,20,SPA,850c0a0d
0,0,0,0,0,0,0,0,0,1,1,1,2,20,SPA,85dace26
4,0,0,23,18,1,0,0,0,91,19,27,46,20,SPA,868ce848
1,0,0,15,44,9,0,0,0,54,24,32,56,20,SPA,8696bc90
0,0,0,0,1,0,0,0,0,0,1,0,1,20,SPA,873619c6
5,1,1,23,17,0,0,0,0,41,5,8,13,20,SPA,873ce3a2
2,0,0,24,7,0,0,1,0,54,18,11,29,20,SPA,874d7a32
6,0,0,37,17,1,0,0,0,144,22,23,45,20,SPA,88050721
3,0,0,0,0,0,0,0,0,1,0,0,0,20,SPA,8875b8c9
0,0,0,9,6,6,0,0,0,37,43,71,114,20,SPA,88a359d4
6,0,0,24,7,0,0,1,0,70,24,35,59,20,SPA,88d91621
0,0,0,1,0,0,0,0,0,3,2,3,5,20,SPA,88f130ed
10,2,0,23,9,0,0,0,0,67,45,29,74,20,SPA,89151b16
1,0,0,7,4,0,0,0,0,35,9,8,17,20,SPA,89cbc961
5,0,0,20,38,1,0,0,0,106,17,20,37,20,SPA,89f951b5
6,0,0,33,39,6,1,0,0,58,17,45,62,20,SPA,8aafd64f
1,0,0,5,6,0,0,0,0,8,1,9,10,20,SPA,8b625720
4,0,0,33,55,16,0,0,0,149,46,67,113,20,SPA,8c3c640c
6,0,0,52,26,29,0,0,0,61,28,70,98,20,SPA,8cfc2f69
2,0,0,12,38,0,0,1,0,85,22,30,52,20,SPA,8d47bb39
8,0,0,29,32,0,0,1,0,112,34,32,66,20,SPA,8db394aa
0,0,0,0,1,0,0,0,0,0,1,3,4,20,SPA,8dc6dbb3
3,0,0,10,3,1,0,1,0,29,2,8,10,20,SPA,8e010ff4
0,0,0,4,7,0,0,0,0,66,36,19,55,20,SPA,8e049cbd
3,0,0,13,3,0,0,0,0,28,11,19,30,20,SPA,8e088e04
4,0,0,27,5,0,0,0,0,71,15,17,32,20,SPA,8e48dc61
3,0,0,22,15,14,0,0,0,29,23,38,61,20,SPA,8e92be30
3,0,0,6,5,0,0,0,0,25,5,5,10,20,SPA,8ef81d2d
0,0,0,0,0,0,0,0,0,2,0,0,0,20,SPA,8f29e08b
12,0,0,67,60,16,1,0,0,52,153,177,330,20,SPA,8f3565b3
0,0,0,8,19,5,0,0,0,41,9,21,30,20,SPA,8f5e92a6
2,0,0,29,24,4,0,0,0,28,126,85,211,20,SPA,8f898ba8
2,0,0,2,0,0,0,1,1,46,6,1,7,20,SPA,8f8c6934
2,0,0,0,2,0,0,0,0,35,5,1,6,20,SPA,8fae77ea
0,0,0,1,4,0,0,0,0,7,1,0,1,20,SPA,8fc259d7
5,0,0,24,31,2,0,0,0,80,16,24,40,20,SPA,9038c2a1
2,1,1,2,0,0,0,0,0,2,1,0,1,20,SPA,904cd50d
0,0,0,0,0,0,0,0,0,2,2,0,2,20,SPA,9109185e
2,0,0,15,6,0,0,0,0,42,19,14,33,20,SPA,9260926b
7,0,0,24,9,3,0,1,0,108,79,44,123,20,SPA,92d38e6c
7,0,0,39,22,4,0,3,0,107,78,54,132,20,SPA,93090f69
4,0,0,21,23,1,0,1,0,134,43,35,78,20,SPA,933e8c8a
0,0,0,0,0,0,0,0,0,0,0,1,1,20,SPA,949c3655
6,0,0,32,31,0,0,0,0,92,14,34,48,20,SPA,963829d0
4,0,0,1,4,0,0,1,0,18,8,1,9,20,SPA,967f34d3
13,2,0,63,23,3,0,0,0,125,36,29,65,20,SPA,97572117
0,1,0,1,0,0,0,0,0,18,4,0,4,20,SPA,97852360
4,0,0,30,7,0,0,0,0,117,21,27,48,20,SPA,9939e168
1,0,0,1,0,0,0,1,0,2,2,0,2,20,SPA,9970da54
12,1,1,40,24,0,0,0,0,99,18,28,46,20,SPA,999908af
0,0,0,0,1,0,0,0,0,2,1,1,2,20,SPA,99bebd12
6,0,0,28,22,0,0,3,0,108,86,53,139,20,SPA,9a64e67e
1,0,0,17,12,1,0,1,0,116,24,44,68,20,SPA,9ab48bde
0,0,0,3,3,5,0,0,0,33,1,6,7,20,SPA,9d2a3d5f
14,0,0,43,43,20,1,0,0,53,45,80,125,20,SPA,9d66fbe3
0,0,0,0,0,0,0,0,0,0,0,0,0,20,SPA,9dfdbdeb
0,0,0,0,0,0,0,0,0,0,0,0,0,20,SPA,9e098912
5,0,0,20,39,16,0,0,0,125,41,55,96,20,SPA,9e1035f8
2,0,0,2,6,0,0,1,0,39,6,0,6,20,SPA,9f0ea33f
1,0,0,9,3,2,0,0,0,28,7,9,16,20,SPA,9f323c71
2,0,0,22,12,1,0,0,0,159,80,33,113,20,SPA,9f8e9423
2,0,0,1,4,0,0,1,0,45,10,1,11,20,SPA,a01c3d54
0,0,0,6,3,0,0,0,0,17,1,6,7,20,SPA,a0255c67
1,0,0,7,7,0,0,1,0,32,15,11,26,20,SPA,a03c82b2
10,1,1,42,56,12,1,0,0,141,30,39,69,20,SPA,a08b974a
2,0,0,15,30,7,0,0,0,64,6,17,23,20,SPA,a0b4bb3e
5,0,0,20,20,19,0,0,1,29,67,92,159,20,SPA,a190d597
8,1,1,20,4,2,0,0,0,68,29,32,61,20,SPA,a2609621
4,0,0,27,19,23,0,0,0,66,10,27,37,20,SPA,a300ac7e
3,1,0,11,4,0,0,1,0,43,18,18,36,20,SPA,a35134ae
0,0,0,12,50,2,3,0,0,61,6,7,13,20,SPA,a39bb753
5,0,0,41,25,1,0,2,1,228,86,63,149,20,SPA,a4971d84
2,1,0,1,7,0,0,0,0,16,3,0,3,20,SPA,a4995f48
4,0,0,28,13,6,0,0,0,82,6,21,27,20,SPA,a55d8df5
4,1,1,16,10,5,0,0,0,36,28,12,40,20,SPA,a58bb1e1
0,0,0,0,2,0,0,0,0,1,0,0,0,20,SPA,a5cdedc7
4,0,0,15,25,18,0,0,0,36,11,8,19,20,SPA,a6154613
1,0,0,2,1,0,0,0,0,8,6,3,9,20,SPA,a685f013
8,1,1,34,28,2,1,2,0,149,24,12,36,20,SPA,a6951bf8
5,0,0,27,46,2,0,1,0,177,6,28,34,20,SPA,a6de370d
1,0,0,4,11,13,1,0,0,25,6,22,28,20,SPA,a7a9d95a
2,0,0,20,20,0,1,0,0,69,8,16,24,20,SPA,a83d8b0c
1,0,0,18,13,2,0,0,1,79,28,12,40,20,SPA,a8542814
0,0,0,4,4,2,0,0,0,21,1,9,10,20,SPA,a8f21b9f
7,1,1,20,15,0,0,0,1,97,87,50,137,20,SPA,a8fbae1d
0,0,0,0,0,0,0,0,0,5,1,0,1,20,SPA,a9dc785c
0,0,0,10,3,0,0,0,0,25,10,13,23,20,SPA,aa0ac32d
0,0,0,4,4,0,0,0,0,23,5,6,11,20,SPA,aad53e64
0,0,0,0,0,0,0,0,0,0,0,0,0,20,SPA,aae17c81
1,0,0,3,4,0,0,0,0,10,3,4,7,20,SPA,ab99e4a0
2,0,0,29,37,14,1,0,0,60,142,114,256,20,SPA,abb3bb95
3,0,0,1,1,0,0,0,0,53,12,0,12,20,SPA,ac295d9e
2,0,0,10,1,0,0,1,0,55,29,22,51,20,SPA,ac3fb1be
2,0,0,9,4,0,0,0,0,40,9,15,24,20,SPA,ad178594
10,1,0,57,46,1,0,1,0,171,91,59,150,20,SPA,ad1ffcfd
11,1,1,48,31,0,0,2,0,117,37,33,70,20,SPA,ad4d0985
15,0,0,32,19,0,0,2,0,220,127,45,172,20,SPA,adfc9123
3,0,0,18,15,3,0,0,0,40,12,27,39,20,SPA,aec0fb6f
3,0,0,22,18,11,0,0,0,45,13,24,37,20,SPA,aed746df
1,0,0,1,0,0,0,1,0,1,0,0,0,20,SPA,af245161
0,0,0,2,2,0,0,0,0,25,4,5,9,20,SPA,b037bd4f
5,0,0,15,29,2,1,0,0,110,19,31,50,20,SPA,b05e2dbd
2,0,0,11,8,0,0,1,0,37,25,13,38,20,SPA,b0616e3d
3,0,0,27,11,0,0,0,0,92,35,26,61,20,SPA,b0fce72c
1,0,0,8,4,0,0,1,0,77,31,13,44,20,SPA,b14d0c5d
1,1,0,1,5,4,0,0,0,14,1,2,3,20,SPA,b19db005
5,0,0,20,19,3,0,0,0,84,57,36,93,20,SPA,b233e8e4
1,0,0,14,15,2,0,0,0,78,10,15,25,20,SPA,b2d03887
3,1,1,32,11,11,1,0,0,67,9,16,25,20,SPA,b2d0ec1b
0,0,0,2,0,0,0,0,0,0,0,1,1,20,SPA,b333b014
0,0,0,16,8,3,0,0,0,13,23,42,65,20,SPA,b35db3f6
2,0,0,25,8,5,0,0,0,17,23,34,57,20,SPA,b39a793e
11,0,0,77,60,18,2,0,0,94,205,148,353,20,SPA,b418dbd4
7,0,0,46,11,2,0,1,1,182,95,56,151,20,SPA,b4a014b1
4,0,0,8,7,0,0,0,0,43,22,14,36,20,SPA,b579e83d
0,0,0,0,0,0,0,0,0,1,0,0,0,20,SPA,b5bdf144
3,0,0,27,17,2,0,0,0,151,42,27,69,20,SPA,b5dd3469
7,0,0,32,49,2,0,2,0,211,54,24,78,20,SPA,b6e50615
8,0,0,34,27,1,0,3,0,152,98,66,164,20,SPA,b742cc0d
9,1,0,36,7,2,0,0,0,134,64,39,103,20,SPA,b7c99b9b
5,0,0,16,25,0,0,0,0,158,80,52,132,20,SPA,b7ca5c51
2,0,0,20,22,0,0,2,1,84,13,24,37,20,SPA,b7de5bad
1,0,0,25,4,0,0,1,0,34,9,7,16,20,SPA,b7f2edff
9,1,1,32,16,3,0,2,0,126,66,42,108,20,SPA,b857bd29
9,0,0,32,8,5,0,0,0,77,54,35,89,20,SPA,b86a64b2
2,0,0,16,50,12,2,0,0,126,13,27,40,20,SPA,b8a642fc
7,0,0,36,25,0,0,0,0,120,36,37,73,20,SPA,b8c1de25
1,0,0,8,9,8,0,0,0,24,12,40,52,20,SPA,b92b456a
1,0,0,0,2,0,0,0,0,12,2,0,2,20,SPA,ba3ca78f
15,0,0,55,48,0,0,0,0,147,35,50,85,20,SPA,ba5004e1
1,0,0,9,25,1,0,0,0,76,11,13,24,20,SPA,ba5a9545
9,0,0,39,28,2,0,0,0,116,57,69,126,20,SPA,bad38a94
0,0,0,3,4,0,0,0,0,2,2,0,2,20,SPA,bb4a42be
6,0,0,61,23,17,0,0,0,71,112,174,286,20,SPA,bb4b1242
7,1,1,21,16,3,1,2,0,151,70,53,123,20,SPA,bba30585
4,0,0,18,12,1,0,0,0,63,6,12,18,20,SPA,bc61cc65
4,0,0,7,0,0,0,0,0,36,17,23,40,20,SPA,bc6f5f06
2,0,0,8,3,1,0,0,0,20,18,14,32,20,SPA,bd3b9a9f
1,0,0,16,15,0,0,0,0,30,8,9,17,20,SPA,bdb624a3
7,0,0,17,10,0,0,0,1,95,48,39,87,20,SPA,be170419
10,2,2,69,113,14,5,0,0,121,29,41,70,20,SPA,bece776f
0,0,0,8,14,0,0,0,0,8,2,13,15,20,SPA,bf12926c
0,0,0,0,2,0,0,0,0,1,0,0,0,20,SPA,bfb15d99
3,1,0,7,2,0,0,0,0,12,9,9,18,20,SPA,bfca375c
6,0,0,42,59,1,0,3,1,248,62,88,150,20,SPA,bfd381b3
0,0,0,1,0,0,0,0,0,10,5,3,8,20,SPA,c00097d2
3,0,0,8,5,0,0,0,0,20,7,4,11,20,SPA,c010b898
4,1,0,28,55,2,0,0,0,117,12,21,33,20,SPA,c05dfb74
10,0,0,63,26,6,0,0,0,211,117,100,217,20,SPA,c14bc029
1,0,0,6,1,1,0,1,0,25,8,10,18,20,SPA,c2111b45
1,0,0,6,0,0,0,0,0,5,3,7,10,20,SPA,c2846353
1,0,0,7,2,6,0,0,0,12,8,7,15,20,SPA,c33ee247
8,0,0,41,22,7,1,0,0,34,64,82,146,20,SPA,c4b8bcf4
4,0,0,29,26,1,1,2,0,121,83,39,122,20,SPA,c67cd65c
0,0,0,5,6,3,0,0,0,9,15,23,38,20,SPA,c693cf7c
3,0,0,9,20,1,0,0,0,22,4,7,11,20,SPA,c7429db3
7,0,0,39,37,5,0,0,0,121,63,98,161,20,SPA,c77a8043
0,0,0,3,8,0,0,0,0,15,4,5,9,20,SPA,c78b352d
9,1,0,21,54,9,1,0,0,145,15,48,63,20,SPA,c90977db
1,0,0,3,5,0,0,0,0,16,3,7,10,20,SPA,c93231dc
0,0,0,10,13,3,0,0,0,15,29,35,64,20,SPA,c966fce1
1,0,0,0,0,0,0,0,0,15,1,1,2,20,SPA,c9cb972b
4,0,0,28,36,5,0,0,0,76,32,46,78,20,SPA,c9e39d91
0,0,0,1,1,0,0,0,0,0,0,0,0,20,SPA,ca6edaa0
5,0,0,46,45,4,1,0,0,118,5,27,32,20,SPA,cac2537b
7,0,0,31,27,3,0,0,0,87,40,28,68,20,SPA,cb574619
4,0,0,14,7,8,0,0,0,15,16,29,45,20,SPA,cbbfa2e7
0,0,0,0,0,0,0,0,0,1,3,0,3,20,SPA,cbdf7d5c
0,0,0,0,0,0,0,0,0,0,0,0,0,20,SPA,cca05da8
6,0,0,19,5,4,0,0,0,59,4,8,12,20,SPA,ccaa5728
5,0,0,35,31,3,0,2,1,158,40,43,83,20,SPA,cce181df
3,1,0,1,1,0,0,0,0,56,5,0,5,20,SPA,cda0b317
0,0,0,0,0,0,0,0,0,6,0,0,0,20,SPA,cde52ef5
1,0,0,5,7,0,0,0,0,9,0,7,7,20,SPA,ce8039aa
1,0,0,9,21,2,0,0,0,68,2,14,16,20,SPA,ce82f116
0,0,0,0,0,0,0,0,0,1,1,0,1,20,SPA,ced26057
2,0,0,21,30,3,2,1,0,128,12,12,24,20,SPA,d04b94db
9,0,0,76,91,2,1,0,0,289,171,107,278,20,SPA,d080ed5e
0,0,0,0,0,0,0,0,0,1,0,0,0,20,SPA,d166c007
1,0,0,7,2,0,0,0,0,6,12,22,34,20,SPA,d1b060e2
5,0,0,17,14,2,0,1,0,71,37,22,59,20,SPA,d2110326
0,0,0,1,0,1,0,0,0,0,1,0,1,20,SPA,d2aea9ac
1,0,0,4,5,0,0,0,0,34,21,10,31,20,SPA,d2be40f2
0,0,0,1,0,0,0,0,0,2,0,1,1,20,SPA,d2ed99b4
8,0,0,42,40,4,0,0,0,277,43,44,87,20,SPA,d38fdf53
3,0,0,35,17,2,0,0,0,87,53,49,102,20,SPA,d4cb83cc
2,0,0,16,20,5,0,0,0,108,16,18,34,20,SPA,d4ef9ac5
4,0,0,21,18,10,0,0,0,73,33,47,80,20,SPA,d66b9872
0,0,0,0,1,0,0,0,0,1,0,0,0,20,SPA,d70a3661
4,0,0,20,70,13,1,0,0,56,10,3,13,20,SPA,d70ce98e
1,0,0,1,3,0,0,0,0,12,1,4,5,20,SPA,d717630e
1,0,0,19,32,1,0,1,0,149,28,26,54,20,SPA,d733aa38
7,0,0,29,32,4,0,0,0,127,50,34,84,20,SPA,d83bbc54
4,0,0,27,25,15,0,0,0,54,41,33,74,20,SPA,d87e2cae
0,0,0,0,0,0,0,0,0,2,5,2,7,20,SPA,d9764034
0,0,0,2,3,0,0,0,0,9,4,10,14,20,SPA,d9bda115
8,0,0,79,23,0,0,0,0,210,31,48,79,20,SPA,da27e268
3,0,0,26,43,8,0,0,0,72,16,34,50,20,SPA,db750822
4,0,0,24,27,1,0,0,0,92,10,36,46,20,SPA,db8f0eba
1,0,0,18,7,1,0,0,0,58,7,4,11,20,SPA,dbe519cf
2,0,0,8,13,2,2,0,0,43,2,5,7,20,SPA,de39485a
1,0,0,5,7,1,0,0,0,15,3,0,3,20,SPA,de7d40d6
6,1,0,17,8,0,0,0,0,59,19,8,27,20,SPA,dee86451
2,0,0,10,21,16,0,0,0,84,29,29,58,20,SPA,df69b544
11,0,0,46,95,1,0,0,0,138,63,36,99,20,SPA,df8b52a5
8,0,0,60,45,8,2,0,0,74,97,146,243,20,SPA,e08647d6
1,0,0,0,0,0,0,0,0,1,0,0,0,20,SPA,e1c805cf
1,0,0,11,21,1,0,0,0,91,13,7,20,20,SPA,e1cbb531
3,0,0,8,2,0,0,0,0,49,14,26,40,20,SPA,e1deea75
1,1,0,7,5,0,0,0,0,45,4,7,11,20,SPA,e288d4b3
2,0,0,28,11,2,0,1,0,121,10,20,30,20,SPA,e29d1111
3,0,0,29,37,3,0,0,0,146,11,20,31,20,SPA,e2e9c250
3,0,0,16,18,15,0,0,0,55,30,48,78,20,SPA,e3fabb0a
1,0,0,1,0,0,0,0,0,5,1,3,4,20,SPA,e4086af3
6,0,0,46,17,0,0,0,0,156,80,42,122,20,SPA,e49ce451
6,1,1,44,19,0,1,0,0,92,44,30,74,20,SPA,e54bd0a2
1,0,0,8,1,0,0,0,0,23,5,9,14,20,SPA,e61bdd69
3,0,0,16,43,6,0,0,0,62,3,18,21,20,SPA,e6bc67d7
14,0,0,90,56,4,0,0,0,180,78,53,131,20,SPA,e778654a
4,0,0,14,8,0,0,0,0,61,31,21,52,20,SPA,e7ab4179
0,0,0,5,6,3,0,0,0,14,21,18,39,20,SPA,e82d2807
2,0,0,47,29,14,0,0,0,56,112,173,285,20,SPA,e897d8ba
0,0,0,1,0,0,0,1,0,1,0,0,0,20,SPA,e9ada8cf
0,1,0,7,0,0,0,0,0,21,1,0,1,20,SPA,ea610f00
3,0,0,0,4,0,0,0,0,74,4,0,4,20,SPA,ea83bfa6
12,1,1,30,22,0,0,0,0,105,82,64,146,20,SPA,ea9b2ef9
0,0,0,0,0,0,0,0,0,1,0,2,2,20,SPA,eac044ad
3,0,0,20,16,2,0,0,0,76,11,28,39,20,SPA,eb3dd471
0,0,0,1,0,0,0,0,0,1,0,0,0,20,SPA,ec7c84c2
0,0,0,1,1,0,0,0,0,7,0,1,1,20,SPA,ecc77652
5,0,0,29,47,2,1,0,0,142,20,18,38,20,SPA,ecd8c01e
2,1,0,12,11,1,0,1,0,114,8,30,38,20,SPA,ed5c5fa3
5,0,0,43,43,12,0,0,0,98,21,38,59,20,SPA,ed6ea4d9
6,1,1,42,44,11,0,0,0,144,27,34,61,20,SPA,ed9f7cfe
0,0,0,0,7,0,0,0,0,31,1,1,2,20,SPA,ee8508c0
6,0,0,22,29,1,1,0,0,80,23,24,47,20,SPA,ee923664
9,0,0,36,22,1,0,1,0,134,13,30,43,20,SPA,ef322658
4,0,0,32,25,0,0,0,0,85,30,32,62,20,SPA,efecd633
5,1,1,33,25,1,0,0,0,188,76,56,132,20,SPA,f03f284b
1,0,0,9,11,0,0,0,0,27,1,7,8,20,SPA,f090a37a
2,0,0,14,15,2,0,0,0,87,53,19,72,20,SPA,f0da930c
1,0,0,9,4,1,0,1,1,40,10,7,17,20,SPA,f11fe861
6,1,1,42,29,2,0,0,0,102,22,49,71,20,SPA,f1bed920
0,0,0,1,5,0,0,0,0,7,2,2,4,20,SPA,f20fce1b
13,1,0,45,36,4,0,1,1,128,39,47,86,20,SPA,f2308b33
6,0,0,19,9,1,0,0,0,145,55,47,102,20,SPA,f2c6ac01
8,0,0,49,56,3,0,1,0,124,79,61,140,20,SPA,f3112790
0,0,0,3,4,0,0,0,0,4,1,0,1,20,SPA,f3b1d9a2
3,1,1,13,1,1,0,1,0,28,16,10,26,20,SPA,f520049f
2,0,0,19,11,1,0,0,0,53,40,39,79,20,SPA,f631c17f
1,0,0,0,1,0,0,0,0,11,2,0,2,20,SPA,f6798fc3
1,0,0,8,16,1,0,0,0,49,8,11,19,20,SPA,f681a8ef
6,0,0,15,10,0,0,0,1,97,62,35,97,20,SPA,f6ac68c1
0,0,0,2,1,0,0,0,0,11,6,9,15,20,SPA,f76fdcd2
3,0,0,8,9,0,0,0,0,24,7,12,19,20,SPA,f7c12fbf
4,0,0,12,9,0,0,0,0,66,64,35,99,20,SPA,f7dc2ae5
1,0,0,4,0,0,0,0,0,2,8,6,14,20,SPA,f814eccb
4,0,0,41,55,19,3,0,0,65,126,154,280,20,SPA,f8eca1b6
4,0,0,20,19,0,0,1,0,70,11,13,24,20,SPA,f9acf8bf
0,0,0,0,0,0,0,0,0,0,0,0,0,20,SPA,f9b42381
10,0,0,31,57,2,0,0,0,199,16,21,37,20,SPA,fa937f7a
2,0,0,34,11,0,0,0,0,70,41,44,85,20,SPA,fb5d47b3
9,0,0,29,18,5,0,0,0,107,59,42,101,20,SPA,fbd6378b
9,1,0,34,12,2,0,0,0,97,87,36,123,20,SPA,fd47b4f2
1,0,0,26,12,2,1,0,0,70,3,8,11,20,SPA,fd51b456
4,0,0,38,38,10,0,0,0,66,55,79,134,20,SPA,fd771f95
2,0,0,9,26,5,0,0,0,50,3,5,8,20,SPA,fd9c4805
1,0,0,8,16,1,0,0,0,60,21,20,41,20,SPA,fdd60087
4,0,0,22,25,1,0,0,0,82,18,17,35,20,SPA,fed17f5a
0,0,0,2,0,0,0,0,0,3,0,3,3,20,SPA,ff8f26ef
1,0,0,8,3,2,0,0,0,20,2,4,6,20,SPA,ffacd3d5
5,1,1,28,23,0,0,1,0,109,25,22,47,20,SPA,ffad706e
5,0,0,28,34,5,0,0,0,100,21,28,49,21,SPA,004d185e
8,0,0,21,9,0,0,0,0,48,14,19,33,21,SPA,0076ab7f
5,0,0,26,9,0,0,1,0,133,50,67,117,21,SPA,00b28772
1,0,0,7,9,1,0,0,0,47,0,7,7,21,SPA,01e5f06e
3,0,0,37,30,13,0,0,0,118,10,34,44,21,SPA,01eb744d
9,1,0,70,36,27,0,0,0,62,78,136,214,21,SPA,02319ad7
6,0,0,58,38,6,0,1,0,182,19,32,51,21,SPA,02c15616
10,0,0,47,44,0,0,0,0,153,52,46,98,21,SPA,036bba5f
3,0,0,14,13,0,0,0,0,64,9,10,19,21,SPA,037dbd30
2,0,0,1,3,0,0,0,0,10,1,1,2,21,SPA,039ae103
1,0,0,4,6,1,0,0,0,7,2,6,8,21,SPA,03dc5b1f
2,0,0,5,14,0,0,0,0,39,14,9,23,21,SPA,04965583
2,0,0,17,15,7,0,0,0,23,12,48,60,21,SPA,04981123
0,0,0,0,2,0,0,0,0,12,0,0,0,21,SPA,04ac8285
2,0,0,26,35,25,1,0,0,43,96,78,174,21,SPA,04e17fd5
4,0,0,20,16,1,0,0,0,119,14,22,36,21,SPA,056269d7
9,1,1,18,27,1,0,1,0,54,40,31,71,21,SPA,05a4465d
2,0,0,8,2,1,0,0,0,68,17,17,34,21,SPA,062fc2e6
3,0,0,17,5,2,1,1,0,82,30,14,44,21,SPA,08511d65
1,0,0,9,4,0,0,0,1,34,11,7,18,21,SPA,08990838
0,0,0,12,9,2,0,0,0,80,10,8,18,21,SPA,0959c2a2
1,0,0,10,6,6,0,0,0,19,9,13,22,21,SPA,09a9e921
0,0,0,14,6,5,0,0,0,26,10,22,32,21,SPA,0a0cc13c
2,0,0,17,11,3,0,0,0,34,43,37,80,21,SPA,0a447501
1,0,0,9,13,0,0,0,0,34,4,3,7,21,SPA,0a8bcb23
3,0,0,26,14,3,0,0,0,53,13,16,29,21,SPA,0ac94a23
4,0,0,43,25,14,0,0,0,50,20,44,64,21,SPA,0ae4e09a
4,1,0,33,53,1,0,0,0,185,14,19,33,21,SPA,0b2c8585
4,0,0,63,62,11,3,0,0,82,100,112,212,21,SPA,0b90bb97
1,0,0,6,11,2,2,0,0,13,2,4,6,21,SPA,0ba976e4
1,0,0,4,2,0,0,1,0,8,5,6,11,21,SPA,0bbab654
2,0,0,14,20,4,1,0,0,35,8,21,29,21,SPA,0bc4e720
2,0,0,7,13,6,0,0,0,20,4,8,12,21,SPA,0c3f7197
1,0,0,2,1,0,1,0,0,7,2,0,2,21,SPA,0c717ae6
0,0,0,1,1,0,0,0,0,4,4,0,4,21,SPA,0cc474e7
0,0,0,0,0,0,0,0,0,0,0,2,2,21,SPA,0d298637
2,0,0,17,42,0,1,0,0,142,5,9,14,21,SPA,0d9b2d31
0,0,0,1,0,0,0,0,0,3,1,1,2,21,SPA,0dce3356
4,0,0,27,25,2,0,0,0,99,88,56,144,21,SPA,0e4fef6e
3,0,0,30,38,12,1,0,0,44,12,46,58,21,SPA,0e5ddc7c
0,0,0,9,13,1,0,0,0,24,2,8,10,21,SPA,0ef89a37
0,0,0,0,0,0,0,0,0,2,0,0,0,21,SPA,0f7dbaf6
3,0,0,0,0,0,0,0,0,24,4,0,4,21,SPA,10072610
0,0,0,3,3,0,0,0,0,6,0,0,0,21,SPA,11b9265b
10,0,0,45,40,1,0,0,0,175,13,12,25,21,SPA,12c50af5
1,0,0,10,2,0,0,0,0,57,25,16,41,21,SPA,12eda7be
3,1,0,21,20,0,0,0,0,137,59,37,96,21,SPA,132ac341
1,0,0,8,8,0,0,0,0,21,4,5,9,21,SPA,15781606
4,1,1,21,33,4,0,0,0,53,5,20,25,21,SPA,16aa3654
