att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp,id
38,24,20,14,4,18,32,14,50,32,18,27,65,134,1,20,ENG,74b2cd7e
35,24,10,20,5,12,62,50,34,12,22,28,63,49,0,20,ENG,74e12f1e
23,18,7,16,0,11,39,28,20,9,11,43,66,72,1,20,ENG,75566759
39,26,27,8,4,24,38,14,14,2,12,18,57,56,0,20,ENG,758dd7f0
119,68,65,36,18,53,106,53,38,6,32,49,168,86,0,20,ENG,75a72a99
20,8,11,7,2,9,28,19,21,0,21,14,34,12,1,20,ENG,75f2c59f
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,ENG,76c131da
50,26,15,24,11,19,70,51,30,4,26,37,87,17,1,20,ENG,76dd1480
0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,20,ENG,76eca7e2
5,2,4,1,0,2,8,6,1,0,1,2,7,12,1,20,ENG,76fa5f80
48,30,33,9,6,18,36,18,46,29,17,37,85,97,1,20,ENG,774cf58b
18,12,15,2,1,9,20,11,11,8,3,8,26,45,0,20,ENG,77cf6852
37,22,6,27,4,11,40,29,25,3,22,15,52,43,0,20,ENG,78b8ac63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,78e87179
15,8,11,4,0,7,15,8,34,25,9,18,33,114,1,20,ENG,7914b9fe
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,ENG,7956236f
0,0,0,0,0,0,2,2,2,0,2,2,2,5,2,20,ENG,79b0d6a0
15,10,11,3,1,3,16,13,6,1,5,6,21,7,0,20,ENG,79bc4c45
63,38,29,32,2,26,65,39,15,1,14,22,85,16,1,20,ENG,79c0821a
19,15,7,9,3,4,17,13,6,0,6,16,35,8,0,20,ENG,79c84d1c
18,11,9,6,3,7,16,9,10,2,8,6,24,8,0,20,ENG,79ca3e23
23,16,17,6,0,9,20,11,15,8,7,38,61,64,2,20,ENG,7a11550b
14,10,4,10,0,7,11,4,7,2,5,17,31,23,1,20,ENG,7a1f2c08
0,0,0,0,0,0,2,2,0,0,0,1,1,13,3,20,ENG,7a2e46a8
9,4,3,6,0,4,15,11,2,0,2,6,15,4,0,20,ENG,7ba2eaa9
0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,20,ENG,7ba6d84e
8,6,4,4,0,2,5,3,4,0,4,1,9,6,0,20,ENG,7ca9f0f0
17,8,7,8,2,3,25,22,15,6,9,24,41,13,0,20,ENG,7d2d3329
4,2,2,2,0,1,3,2,1,0,1,1,5,5,1,20,ENG,7d41b619
29,16,21,8,0,10,15,5,13,7,6,22,51,48,2,20,ENG,7edfbb8a
62,35,20,35,7,26,67,41,25,2,23,34,96,19,1,20,ENG,7f3b388c
3,3,2,0,1,0,2,2,4,1,3,2,5,1,0,20,ENG,7fcc71d8
26,10,14,9,3,6,27,21,31,11,20,20,46,26,0,20,ENG,7fec31a0
4,1,3,1,0,0,3,3,5,3,2,7,11,19,0,20,ENG,80c31c97
15,8,6,4,5,5,18,13,5,0,5,3,18,0,0,20,ENG,810e3c74
45,28,14,26,5,8,54,46,33,1,32,14,59,9,1,20,ENG,819aa8e7
27,16,9,11,7,9,41,32,17,5,12,31,58,13,0,20,ENG,819b3158
46,28,21,18,7,19,64,45,35,1,34,25,71,15,0,20,ENG,82927de4
19,12,6,10,3,6,29,23,13,1,12,11,30,27,0,20,ENG,82e34b69
15,11,11,3,1,10,13,3,56,48,8,30,45,190,4,20,ENG,8397a50c
53,32,21,30,2,26,44,18,21,4,17,22,75,55,0,20,ENG,839c14e1
9,5,4,3,2,5,9,4,12,0,12,1,10,2,0,20,ENG,83d074ff
13,8,5,6,2,5,20,15,3,1,2,6,19,4,0,20,ENG,849c826a
60,39,32,20,8,19,52,33,25,1,24,31,91,25,0,20,ENG,862a1c15
33,18,8,21,4,9,29,20,19,1,18,17,50,12,0,20,ENG,86695068
20,9,8,8,4,8,16,8,12,4,8,7,27,10,2,20,ENG,867239d3
28,18,12,15,1,12,29,17,15,6,9,28,56,42,1,20,ENG,86dd77d1
7,5,5,1,1,2,5,3,12,5,7,20,27,46,2,20,ENG,87935cf3
10,8,5,5,0,5,14,9,19,0,19,5,15,9,0,20,ENG,8816329f
28,14,11,9,8,11,38,27,31,1,30,18,46,8,2,20,ENG,892d5bb1
39,23,17,18,4,21,41,20,25,10,15,18,57,48,3,20,ENG,89d10e53
41,26,25,15,1,10,24,14,19,16,3,25,66,136,1,20,ENG,89e4b358
69,42,48,16,5,39,56,17,13,6,7,48,117,93,1,20,ENG,8a7ff278
20,14,15,4,1,11,30,19,22,7,15,11,31,73,0,20,ENG,8aa5f52c
36,13,8,21,7,14,39,25,25,3,22,9,45,7,0,20,ENG,8aec0537
80,49,34,38,8,39,91,52,44,5,39,46,126,54,2,20,ENG,8b04d6c1
15,12,1,4,10,1,16,15,18,1,17,5,20,17,0,20,ENG,8b788c01
45,27,14,24,7,14,43,29,15,0,15,20,65,7,0,20,ENG,8b9ebd03
1,0,0,1,0,0,2,2,1,0,1,0,1,0,1,20,ENG,8c44e37b
67,32,43,20,4,26,48,22,35,11,24,43,110,58,1,20,ENG,8d3c902d
41,22,25,16,0,17,29,12,42,31,11,42,83,165,2,20,ENG,8df7a2fb
0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,20,ENG,8f62b6ee
37,19,29,6,2,18,39,21,20,5,15,17,54,42,1,20,ENG,9050ddc4
53,35,19,23,11,18,62,44,25,1,24,25,78,18,0,20,ENG,90f91999
37,24,26,11,0,17,32,15,31,23,8,36,73,127,0,20,ENG,914ab9a1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,ENG,91c975a0
38,17,12,22,4,17,55,38,12,4,8,35,73,28,0,20,ENG,9228b07c
18,11,9,8,1,3,11,8,8,5,3,16,34,55,1,20,ENG,9260926b
23,15,10,11,2,9,57,48,23,0,23,19,42,18,1,20,ENG,92e7e919
8,4,7,1,0,7,10,3,5,2,3,3,11,11,0,20,ENG,9319781b
2,2,2,0,0,2,4,2,0,0,0,1,3,5,3,20,ENG,9328b835
63,41,18,33,12,22,55,33,22,4,18,30,93,21,2,20,ENG,935e6b8f
16,9,8,7,1,9,25,16,14,4,10,9,25,10,1,20,ENG,9460aaed
37,17,8,19,10,9,42,33,25,3,22,16,53,18,0,20,ENG,9674002f
11,9,5,4,2,3,10,7,10,2,8,5,16,8,0,20,ENG,96bb8cc2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,97220da2
32,19,19,11,2,9,38,29,22,4,18,11,43,23,1,20,ENG,97333cf5
19,9,10,8,1,7,24,17,10,1,9,12,31,16,0,20,ENG,980522ec
21,13,13,6,2,11,25,14,14,5,9,17,38,26,2,20,ENG,984a5a64
18,10,7,8,3,7,27,20,21,8,13,20,38,20,0,20,ENG,989d5705
19,9,7,9,3,6,21,15,7,0,7,5,24,3,0,20,ENG,99813635
4,2,2,0,2,0,3,3,1,0,1,0,4,2,0,20,ENG,9a104dee
33,21,6,14,13,8,23,15,19,3,16,13,46,14,2,20,ENG,9a28eba4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,ENG,9a526299
41,22,20,18,3,22,33,11,20,6,14,27,68,57,1,20,ENG,9a9c05db
54,32,17,31,6,22,48,26,28,12,16,57,111,54,1,20,ENG,9b5ce51a
1,0,1,0,0,0,4,4,3,0,3,1,2,0,0,20,ENG,9c318325
34,18,19,11,4,19,33,14,26,6,20,24,58,56,1,20,ENG,9c94165b
1,1,0,1,0,0,1,1,2,0,2,1,2,5,1,20,ENG,9d107085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,9d9a71c1
31,16,8,21,2,9,24,15,14,0,14,7,38,15,0,20,ENG,9dbb75ca
1,1,0,1,0,0,3,3,4,0,4,0,1,3,0,20,ENG,9deaf2c8
129,80,71,50,8,64,86,22,46,13,33,66,195,83,0,20,ENG,9e525177
46,32,20,21,5,11,47,36,19,1,18,22,68,11,0,20,ENG,9f1893b9
3,1,2,0,1,2,5,3,1,0,1,3,6,6,0,20,ENG,9f351459
29,16,17,10,2,13,44,31,12,1,11,4,33,11,0,20,ENG,9f4647e9
19,10,5,8,6,7,19,12,12,0,12,4,23,16,0,20,ENG,9f472354
2,2,2,0,0,1,1,0,0,0,0,0,2,1,0,20,ENG,9f736ed2
22,14,18,3,1,10,18,8,41,37,4,25,47,152,3,20,ENG,9f7c837d
55,38,37,15,3,32,46,14,31,16,15,55,110,127,3,20,ENG,9fbbcf39
75,47,24,41,10,25,67,42,48,8,40,37,112,28,0,20,ENG,a0666d3e
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,ENG,a07579ee
0,0,0,0,0,0,1,1,3,3,0,4,4,7,1,20,ENG,a1232f4e
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,ENG,a179d516
13,9,1,6,6,9,23,14,23,0,23,10,23,19,0,20,ENG,a1d5bd30
10,6,3,6,1,4,12,8,12,0,12,1,11,5,0,20,ENG,a29b1131
35,19,17,16,2,20,50,30,23,5,18,19,54,20,2,20,ENG,a2b105e0
25,16,9,12,4,8,21,13,16,2,14,4,29,11,2,20,ENG,a3b03921
57,33,36,21,0,25,43,18,28,11,17,39,96,108,3,20,ENG,a4ac4b8f
4,2,2,1,1,1,5,4,1,1,0,2,6,1,0,20,ENG,a4fe8cda
7,5,3,4,0,2,6,4,9,0,9,2,9,5,0,20,ENG,a53649b7
14,9,8,6,0,8,19,11,8,3,5,17,31,33,1,20,ENG,a67a09fb
3,2,3,0,0,3,4,1,0,0,0,0,3,6,0,20,ENG,a6de6361
4,3,1,2,1,2,8,6,3,0,3,7,11,14,0,20,ENG,a6e316c1
27,15,18,9,0,16,25,9,37,21,16,47,74,166,2,20,ENG,a712ca2b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,a8a3d139
1,1,0,1,0,1,4,3,0,0,0,4,5,1,0,20,ENG,a9142dc3
2,1,2,0,0,0,0,0,0,0,0,1,3,10,0,20,ENG,aa54ec6f
9,5,1,6,2,0,10,10,11,4,7,4,13,28,1,20,ENG,ab070c55
1,1,1,0,0,1,2,1,0,0,0,0,1,18,3,20,ENG,ab13a5aa
32,22,12,14,6,13,44,31,22,2,20,16,48,7,0,20,ENG,ab4b3e35
49,29,17,23,9,21,57,36,39,2,37,16,65,16,0,20,ENG,ab651565
24,20,9,13,2,2,21,19,12,3,9,8,32,10,0,20,ENG,abe66106
13,9,5,4,4,4,14,10,17,2,15,9,22,5,0,20,ENG,ac05f970
21,12,10,10,1,10,20,10,14,9,5,21,42,65,0,20,ENG,ac861941
33,19,20,11,2,17,27,10,18,3,15,14,47,13,0,20,ENG,ad1f61f3
18,13,10,6,2,8,16,8,13,7,6,10,28,20,0,20,ENG,ae0a7ddf
4,0,0,2,2,0,0,0,0,0,0,1,5,0,0,20,ENG,af721f98
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,20,ENG,b017b770
29,19,12,12,5,13,34,21,33,12,21,22,51,22,1,20,ENG,b0b4fd3e
16,8,6,5,5,6,15,9,17,0,17,4,20,1,0,20,ENG,b0c71810
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,ENG,b105919e
10,6,6,2,2,8,10,2,5,2,3,5,15,14,0,20,ENG,b18095b6
13,9,4,7,2,4,11,7,8,4,4,12,25,38,0,20,ENG,b217ef29
34,21,12,17,5,15,37,22,18,0,18,15,49,10,1,20,ENG,b28bbd58
43,19,18,12,13,12,49,37,22,2,20,18,61,4,0,20,ENG,b2bc3b1f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,b2d03887
67,42,35,27,5,25,53,28,44,20,24,42,109,130,0,20,ENG,b2d31e83
27,15,8,10,9,6,28,22,16,2,14,15,42,4,0,20,ENG,b400bde0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,b547f08c
20,12,6,10,4,3,31,28,26,0,26,16,36,34,1,20,ENG,b561db50
5,3,3,2,0,2,8,6,2,1,1,2,7,24,1,20,ENG,b581987a
20,8,8,9,3,5,21,16,11,3,8,5,25,16,0,20,ENG,b606638c
36,25,13,14,9,22,64,42,25,3,22,24,60,26,0,20,ENG,b63e789d
17,10,4,5,8,7,25,18,26,1,25,11,28,6,0,20,ENG,b66315ae
25,16,17,7,1,10,21,11,30,24,6,17,42,68,1,20,ENG,b682dcf6
24,17,10,13,1,9,30,21,19,2,17,10,34,8,0,20,ENG,b827d5b3
60,32,33,22,5,25,100,75,44,8,36,38,98,32,0,20,ENG,b853e0ad
23,13,15,6,2,12,15,3,7,2,5,11,34,22,0,20,ENG,b937e490
44,20,22,14,8,17,36,19,29,5,24,44,88,32,2,20,ENG,b9fbae28
22,15,8,10,4,3,30,27,19,5,14,8,30,27,0,20,ENG,ba115a40
40,24,25,14,1,20,31,11,18,10,8,33,73,68,0,20,ENG,ba23a904
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,ENG,ba3ca78f
25,12,16,6,3,9,19,10,16,4,12,20,45,14,2,20,ENG,bb5fbd2b
36,21,21,8,7,19,37,18,12,3,9,12,48,19,0,20,ENG,bc7dc64d
40,24,21,12,7,24,40,16,9,2,7,21,61,18,0,20,ENG,bd6351cd
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,ENG,bdedffac
14,7,7,4,3,5,17,12,8,2,6,11,25,29,0,20,ENG,be927d03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,bf59c794
21,9,15,5,1,8,15,7,27,19,8,20,41,98,4,20,ENG,bf8fad51
15,8,3,8,4,0,5,5,10,2,8,4,19,23,0,20,ENG,bfae110f
11,10,5,2,4,5,23,18,9,1,8,18,29,10,0,20,ENG,bfdb33aa
3,1,2,1,0,3,14,11,4,1,3,5,8,3,0,20,ENG,c0027d2d
45,23,26,14,5,18,61,43,14,3,11,32,77,16,1,20,ENG,c0617e2b
82,56,59,18,5,41,64,23,20,10,10,24,106,73,1,20,ENG,c067631c
28,16,14,14,0,13,24,11,42,37,5,32,60,133,2,20,ENG,c0e27d1a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,c13c24c8
34,20,7,22,5,9,32,23,32,6,26,11,45,30,0,20,ENG,c17bfb65
8,7,5,3,0,3,5,2,6,3,3,2,10,12,0,20,ENG,c1949191
1,1,1,0,0,1,2,1,4,3,1,2,3,8,1,20,ENG,c2111b45
4,3,0,2,2,1,3,2,4,1,3,1,5,2,0,20,ENG,c24dba2a
16,11,12,4,0,11,20,9,15,5,10,20,36,43,0,20,ENG,c2f9d19f
30,17,21,8,1,14,32,18,43,26,17,45,75,110,2,20,ENG,c40b6180
12,9,3,6,3,2,17,15,16,2,14,4,16,16,0,20,ENG,c596fcb0
31,16,18,12,1,14,24,10,35,28,7,44,75,152,0,20,ENG,c5b7c315
11,8,5,4,2,7,17,10,13,2,11,3,14,3,0,20,ENG,c5bdb6e3
44,32,9,20,15,13,40,27,19,0,19,13,57,11,2,20,ENG,c691bfe2
23,13,8,10,5,11,34,23,26,2,24,11,34,15,1,20,ENG,c6dc9ecd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,c8387671
39,21,25,14,0,19,40,21,35,18,17,47,86,74,2,20,ENG,c8aa95da
3,1,1,2,0,1,9,8,8,1,7,3,6,8,0,20,ENG,c92e1a31
20,10,5,10,5,7,45,38,23,4,19,7,27,12,0,20,ENG,c931d9f9
55,27,33,17,5,20,50,30,24,7,17,38,93,38,0,20,ENG,c951a6df
7,3,1,3,3,2,14,12,3,0,3,6,13,0,0,20,ENG,caa1a7f0
8,5,4,1,3,3,7,4,6,2,4,4,12,27,1,20,ENG,caffaf5a
39,24,26,9,4,19,39,20,29,9,20,29,68,78,1,20,ENG,cc2d7ad5
55,34,35,17,3,36,78,42,27,9,18,45,100,84,3,20,ENG,cd1acf9d
23,14,17,6,0,9,16,7,22,14,8,58,81,116,2,20,ENG,ce4246f5
14,6,6,5,3,3,11,8,12,1,11,5,19,7,0,20,ENG,ce5143da
34,16,11,20,3,13,37,24,35,3,32,17,51,17,2,20,ENG,cea4ee8f
88,51,43,34,11,37,106,69,69,19,50,60,148,56,0,20,ENG,cee31595
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,20,ENG,cfd5e123
44,26,30,13,1,21,31,10,26,13,13,34,78,97,0,20,ENG,d0042ab9
1,0,1,0,0,1,3,2,1,0,1,0,1,16,2,20,ENG,d0b3ceb9
22,15,3,14,5,5,10,5,15,1,14,10,32,16,0,20,ENG,d0b6129f
4,2,1,3,0,2,2,0,1,1,0,4,8,7,0,20,ENG,d0f72bf1
43,26,28,13,2,23,52,29,30,6,24,28,71,68,2,20,ENG,d2424d1b
2,2,0,2,0,1,2,1,1,0,1,0,2,0,0,20,ENG,d2d74d9c
72,46,30,37,5,17,65,48,59,16,43,66,138,97,1,20,ENG,d328a254
2,2,0,0,2,1,1,0,0,0,0,0,2,1,0,20,ENG,d484c261
1,1,1,0,0,1,3,2,3,1,2,3,4,10,0,20,ENG,d4cb83cc
55,29,34,17,4,27,41,14,34,4,30,40,95,52,1,20,ENG,d557d734
12,6,5,5,2,7,22,15,15,3,12,15,27,24,0,20,ENG,d56543a0
31,19,10,12,9,12,51,39,39,1,38,14,45,16,0,20,ENG,d5dd5f1f
23,18,19,4,0,14,31,17,18,10,8,16,39,86,1,20,ENG,d7492450
51,29,12,33,6,12,59,47,20,4,16,9,60,19,0,20,ENG,d7553721
4,2,3,1,0,1,3,2,10,6,4,5,9,45,1,20,ENG,d79a8c87
37,23,23,14,0,18,34,16,31,22,9,72,109,159,0,20,ENG,d8931174
43,22,14,25,4,17,32,15,25,5,20,31,74,34,2,20,ENG,d93c2511
3,2,3,0,0,3,4,1,1,0,1,2,5,1,0,20,ENG,d9565625
61,39,32,24,5,29,59,30,31,7,24,84,145,91,0,20,ENG,d9ba39fc
9,5,0,5,4,3,7,4,3,0,3,4,13,2,0,20,ENG,d9cfca3d
48,30,10,22,16,17,49,32,29,4,25,15,63,21,0,20,ENG,da052c14
44,27,32,12,0,22,44,22,40,28,12,34,78,128,5,20,ENG,da7b447d
6,4,0,3,3,1,8,7,7,0,7,1,7,6,0,20,ENG,dae8623e
41,26,9,24,8,5,20,15,14,2,12,3,44,23,0,20,ENG,dbe56a33
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,20,ENG,dc008610
5,5,1,2,2,2,14,12,5,1,4,2,7,1,0,20,ENG,dc4cae05
26,10,12,8,6,11,16,5,13,7,6,16,42,43,1,20,ENG,dc6f5bdd
0,0,0,0,0,0,2,2,3,0,3,0,0,1,0,20,ENG,dd0daf32
5,3,1,3,1,4,5,1,3,1,2,9,14,6,0,20,ENG,dd323728
38,22,24,11,3,14,37,23,26,12,14,28,66,66,0,20,ENG,de0f152c
55,28,28,20,7,24,67,43,50,11,39,39,94,38,3,20,ENG,de5b5570
44,27,34,10,0,25,45,20,39,27,12,58,102,171,4,20,ENG,debe38a0
2,2,1,1,0,1,1,0,2,0,2,2,4,9,1,20,ENG,def899bd
5,2,3,2,0,2,4,2,2,0,2,3,8,3,1,20,ENG,df10e27c
23,12,18,5,0,6,13,7,20,15,5,40,63,166,2,20,ENG,e06683ca
1,1,1,0,0,1,3,2,0,0,0,0,1,1,0,20,ENG,e082af5b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,e0900238
3,1,2,1,0,1,2,1,2,1,1,0,3,6,0,20,ENG,e0991c04
23,12,8,11,4,10,15,5,13,1,12,18,41,19,0,20,ENG,e0bc6fdc
26,14,3,15,8,10,28,18,18,3,15,13,39,5,0,20,ENG,e2716bd0
91,55,54,26,11,29,82,53,45,10,35,53,144,45,2,20,ENG,e28868f3
2,0,2,0,0,0,2,2,2,0,2,1,3,0,0,20,ENG,e2dde94c
16,6,1,4,11,5,22,17,3,1,2,8,24,2,1,20,ENG,e342ad68
0,0,0,0,0,0,2,2,0,0,0,0,0,9,1,20,ENG,e358587b
41,23,34,5,2,22,43,21,12,3,9,28,69,38,0,20,ENG,e3a5814e
45,24,8,20,17,18,66,48,26,4,22,18,63,24,2,20,ENG,e46012d4
52,29,37,11,4,22,53,31,28,8,20,56,108,82,0,20,ENG,e514ab62
12,10,4,6,2,4,8,4,5,0,5,2,14,9,0,20,ENG,e58a03c6
0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,20,ENG,e5a76dfe
68,38,49,17,2,43,80,37,16,2,14,36,104,49,0,20,ENG,e5d01ecf
45,25,20,19,6,25,55,30,32,16,16,21,66,59,3,20,ENG,e61b8aee
1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,20,ENG,e7434f04
6,3,2,2,2,2,7,5,3,0,3,7,13,3,0,20,ENG,e75750a3
8,4,2,5,1,5,33,28,9,1,8,8,16,18,1,20,ENG,e77dc3b2
29,17,21,8,0,18,25,7,17,15,2,21,50,103,0,20,ENG,e7ca0439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,e8832875
6,5,2,1,3,1,6,5,2,0,2,1,7,2,0,20,ENG,e8c9f4e9
24,15,17,7,0,8,14,6,25,18,7,31,55,77,1,20,ENG,e9254eec
0,0,0,0,0,0,2,2,1,1,0,2,2,2,0,20,ENG,e97fd090
17,9,10,6,1,10,17,7,7,6,1,11,28,31,2,20,ENG,e9971f2d
31,21,23,8,0,14,23,9,40,29,11,36,67,152,0,20,ENG,eaeca114
38,20,12,21,5,10,40,30,18,4,14,17,55,34,3,20,ENG,eb58eef0
46,24,23,19,4,20,43,23,21,8,13,22,68,28,1,20,ENG,eb7822d7
19,11,10,9,0,8,18,10,6,1,5,7,26,4,0,20,ENG,eba42d2b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,ebd0a048
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,20,ENG,ecf44e09
14,10,4,6,4,6,19,13,5,0,5,6,20,2,0,20,ENG,ed1e53f3
59,30,13,31,15,23,68,45,16,0,16,9,68,7,1,20,ENG,ee38d9c5
51,35,42,6,3,22,36,14,27,12,15,25,76,68,0,20,ENG,efb9215a
4,2,3,1,0,1,4,3,2,0,2,8,12,4,1,20,ENG,f08490a6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,f1e94cd6
0,0,0,0,0,0,1,1,2,0,2,1,1,13,1,20,ENG,f23f9d20
42,25,30,10,2,23,46,23,41,28,13,24,66,190,2,20,ENG,f25b010f
30,14,8,16,6,11,26,15,18,0,18,10,40,4,0,20,ENG,f25c8e3a
6,4,1,5,0,1,4,3,9,1,8,2,8,10,0,20,ENG,f2bf1b0f
5,2,0,3,2,2,9,7,6,2,4,1,6,12,0,20,ENG,f2f29dda
7,3,3,4,0,6,7,1,9,5,4,6,13,15,1,20,ENG,f31def1e
28,16,20,6,2,14,33,19,18,2,16,20,48,32,0,20,ENG,f4290206
9,8,7,2,0,4,11,7,6,0,6,16,25,17,0,20,ENG,f4e433d4
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,ENG,f573a8bf
8,4,2,5,1,3,14,11,20,2,18,6,14,27,0,20,ENG,f586779e
93,50,43,41,9,46,139,93,43,13,30,50,143,18,1,20,ENG,f5a00fa4
29,15,16,12,1,17,20,3,25,16,9,26,55,129,0,20,ENG,f5deef4c
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,ENG,f5e6d08d
51,31,19,27,5,26,73,47,38,2,36,18,69,35,1,20,ENG,f63d8a4b
4,2,2,2,0,1,8,7,8,1,7,7,11,9,0,20,ENG,f72293fc
1,1,1,0,0,1,1,0,0,0,0,0,1,8,3,20,ENG,f76e6b4e
40,29,24,13,3,11,24,13,48,32,16,31,71,172,2,20,ENG,f7d50789
3,3,0,2,1,2,10,8,3,0,3,0,3,3,0,20,ENG,f833a830
20,13,7,11,2,11,29,18,20,4,16,19,39,27,1,20,ENG,f874dd44
48,34,33,14,1,28,39,11,33,18,15,57,105,174,4,20,ENG,f8fcd2a5
70,47,28,28,14,27,56,29,34,4,30,12,82,42,0,20,ENG,fa031b34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,fa38722f
36,17,22,14,0,15,25,10,15,7,8,11,47,30,0,20,ENG,fb614c44
1,0,0,1,0,0,3,3,2,0,2,3,4,7,0,20,ENG,fc027d02
47,33,18,22,7,23,71,48,60,8,52,30,77,34,0,20,ENG,fc15fb84
16,10,4,8,4,10,25,15,19,4,15,9,25,31,0,20,ENG,fcab00a0
20,16,13,6,1,11,15,4,10,4,6,9,29,37,1,20,ENG,fce2302c
64,35,28,28,8,23,74,51,27,8,19,38,102,36,4,20,ENG,fdd85f94
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,ENG,fe558029
6,2,3,1,2,2,8,6,4,0,4,0,6,3,0,20,ENG,fe8e6fa1
20,9,13,7,0,11,14,3,17,11,6,17,37,62,1,20,ENG,fed96827
52,30,19,28,5,22,64,42,20,6,14,20,72,10,1,20,ENG,ff527768
20,11,12,5,3,8,26,18,10,1,9,13,33,16,1,20,ENG,ffa90327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG,00f0482f
60,32,26,27,7,30,48,18,19,1,18,30,90,41,1,21,ENG,01226327
6,4,3,3,0,3,3,0,4,3,1,6,12,27,1,21,ENG,012c975a
52,32,25,19,8,14,43,29,24,7,17,39,91,31,1,21,ENG,02b29014
25,13,18,6,1,9,13,4,53,47,6,29,54,162,1,21,ENG,0313a347
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21,ENG,03622183
6,2,1,3,2,3,7,4,6,1,5,1,7,0,0,21,ENG,03edb878
39,26,21,14,4,21,30,9,22,6,16,13,52,37,2,21,ENG,0420d84f
17,10,8,8,1,9,16,7,7,2,5,18,35,25,1,21,ENG,0442183b
22,13,3,16,3,12,28,16,39,2,37,3,25,27,1,21,ENG,07802f7f
9,7,3,5,1,2,12,10,8,0,8,8,17,1,0,21,ENG,08452314
2,1,1,0,1,2,2,0,0,0,0,1,3,3,0,21,ENG,099e666f
38,21,20,16,2,25,34,9,22,5,17,17,55,30,0,21,ENG,0b33f6ad
9,5,2,4,3,1,8,7,8,1,7,6,15,5,0,21,ENG,0d4ceb32
25,16,12,11,2,13,47,34,26,8,18,14,39,29,1,21,ENG,0df2b165
31,15,17,10,4,18,39,21,19,5,14,21,52,39,0,21,ENG,0f7533cd
31,17,8,14,9,20,43,23,11,2,9,23,54,17,0,21,ENG,101da2b5
57,36,31,24,2,20,46,26,40,19,21,49,106,87,3,21,ENG,10b9fa99
5,2,3,2,0,1,3,2,2,0,2,4,9,8,1,21,ENG,111c3236
13,6,10,3,0,7,11,4,12,7,5,11,24,28,0,21,ENG,119b9a8e
29,16,11,17,1,9,16,7,10,1,9,10,39,12,2,21,ENG,11ff3d56
55,35,24,22,9,21,44,23,36,7,29,17,72,52,0,21,ENG,1265a93a
51,37,27,22,2,31,46,15,28,16,12,61,112,94,0,21,ENG,132a82f1
10,5,3,4,3,2,12,10,13,6,7,4,14,5,0,21,ENG,1544f145
3,2,1,1,1,0,0,0,2,0,2,1,4,0,0,21,ENG,1566e437
26,17,18,6,2,7,20,13,12,1,11,14,40,8,0,21,ENG,1598599e
66,39,52,11,3,25,49,24,54,42,12,44,110,163,1,21,ENG,15ea812b
23,15,11,7,5,8,21,13,15,1,14,6,29,6,0,21,ENG,15f3ec41
4,2,0,1,3,1,7,6,4,1,3,5,9,10,0,21,ENG,16ceb862
10,8,8,1,1,4,6,2,2,0,2,1,11,1,0,21,ENG,17370b95
