att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp,id
20,9,9,7,4,8,16,8,10,1,9,9,29,5,1,22,CL,7460ca0d
9,5,3,5,1,6,11,5,2,0,2,3,12,2,0,22,CL,74b7375f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,74dc806c
7,5,5,2,0,3,9,6,13,1,12,6,13,16,0,22,CL,75b86fb3
1,0,1,0,0,0,1,1,3,3,0,2,3,4,0,22,CL,760fd987
1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,22,CL,76c131da
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,76c98b58
2,0,1,1,0,2,5,3,2,0,2,4,6,2,0,22,CL,770ebf00
0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,22,CL,7713c72a
13,11,3,7,3,6,16,10,10,0,10,16,29,9,1,22,CL,77e84962
5,3,2,0,3,3,4,1,3,0,3,1,6,1,0,22,CL,780e3631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,79443529
13,7,5,8,0,5,10,5,6,0,6,0,13,1,1,22,CL,79c0821a
4,1,1,2,1,3,3,0,2,1,1,7,11,6,0,22,CL,7a11550b
1,1,1,0,0,1,3,2,3,3,0,1,2,11,0,22,CL,7a20d90a
1,1,1,0,0,1,2,1,1,0,1,0,1,5,0,22,CL,7a2e46a8
1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,22,CL,7b4c1f6e
14,7,3,8,3,5,14,9,7,1,6,0,14,6,0,22,CL,7b9c2d84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,CL,7ba6d84e
11,6,3,6,2,6,10,4,9,2,7,4,15,0,0,22,CL,7c56da38
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,7d3e7da6
1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,22,CL,7e98cff1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,7ea03b7d
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,22,CL,7ed08d5c
5,2,3,2,0,2,5,3,14,11,3,5,10,21,2,22,CL,7edfbb8a
30,18,6,18,6,16,24,8,17,0,17,18,48,4,0,22,CL,7f3b388c
5,3,4,0,1,4,7,3,7,0,7,2,7,2,0,22,CL,7fe90ccd
1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,22,CL,801831fe
2,2,2,0,0,0,3,3,1,0,1,1,3,0,1,22,CL,810e3c74
15,10,8,5,2,6,13,7,4,1,3,7,22,4,1,22,CL,81442ecb
2,2,2,0,0,1,2,1,8,3,5,3,5,3,0,22,CL,817c6964
7,4,2,5,0,2,7,5,8,1,7,7,14,1,0,22,CL,819b3158
8,5,3,3,2,4,14,10,1,1,0,3,11,5,0,22,CL,81f0781e
9,6,6,2,1,4,5,1,2,0,2,0,9,3,0,22,CL,828657ff
6,3,3,3,0,3,11,8,3,2,1,4,10,6,0,22,CL,82a39b66
4,2,1,2,1,1,1,0,2,0,2,0,4,0,0,22,CL,82e12fe7
0,0,0,0,0,0,4,4,0,0,0,2,2,6,0,22,CL,8474cb83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,85686f86
7,3,6,1,0,2,3,1,1,1,0,3,10,2,0,22,CL,85f7d1be
1,1,1,0,0,0,4,4,1,0,1,3,4,0,0,22,CL,864163f3
7,3,1,5,1,2,5,3,3,1,2,1,8,2,1,22,CL,867239d3
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,22,CL,8696bc90
13,7,8,5,0,10,12,2,6,4,2,9,22,7,0,22,CL,86dd77d1
11,6,4,5,2,5,14,9,6,2,4,5,16,7,0,22,CL,86e119e0
7,5,4,3,0,4,5,1,8,6,2,12,19,14,0,22,CL,86e7deaf
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,CL,8778c910
14,11,7,5,2,4,9,5,9,1,8,7,21,7,0,22,CL,8794e251
4,3,1,3,0,1,4,3,5,0,5,1,5,2,0,22,CL,886f9aac
13,7,12,1,0,8,13,5,9,5,4,10,23,29,0,22,CL,88968486
7,4,1,4,2,3,5,2,6,1,5,4,11,0,0,22,CL,88e357ef
7,3,4,2,1,3,5,2,4,0,4,13,20,18,1,22,CL,89151b16
19,12,8,8,3,7,26,19,17,1,16,8,27,2,0,22,CL,892d5bb1
6,6,5,1,0,3,6,3,9,2,7,9,15,13,0,22,CL,89ac64a6
3,1,0,3,0,2,5,3,3,1,2,5,8,0,0,22,CL,89f951b5
3,0,1,1,1,2,8,6,2,0,2,8,11,8,0,22,CL,8aafd64f
17,13,6,9,2,10,21,11,8,1,7,4,21,11,0,22,CL,8b3ab7ad
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,8b788c01
5,1,2,3,0,4,9,5,5,4,1,3,8,16,0,22,CL,8b8a56ce
8,6,4,3,1,4,7,3,2,0,2,2,10,6,0,22,CL,8b8e759d
1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,22,CL,8bbe2df5
14,8,10,3,1,5,14,9,12,3,9,12,26,5,0,22,CL,8ce30c57
10,5,5,2,3,2,13,11,8,1,7,5,15,6,0,22,CL,8d46713e
4,2,0,3,1,2,6,4,5,0,5,1,5,2,0,22,CL,8d78e732
8,5,2,4,2,2,2,0,5,0,5,4,12,2,0,22,CL,8e034340
15,10,11,4,0,10,17,7,8,0,8,9,24,11,0,22,CL,8e7f49d3
5,4,3,2,0,4,5,1,4,0,4,1,6,1,0,22,CL,8eec784d
3,2,3,0,0,1,6,5,0,0,0,1,4,1,0,22,CL,8f0f2230
8,6,3,1,4,4,11,7,6,2,4,11,19,5,0,22,CL,8f5e92a6
3,2,0,2,1,1,2,1,2,0,2,1,4,0,0,22,CL,8f696594
1,1,0,0,1,1,3,2,2,1,1,0,1,1,0,22,CL,8fb94908
3,2,2,1,0,2,2,0,3,2,1,4,7,15,1,22,CL,8fd9996f
9,4,6,3,0,4,6,2,7,1,6,8,17,31,0,22,CL,90f87966
2,1,1,1,0,2,5,3,1,0,1,0,2,1,0,22,CL,9139bb12
0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,22,CL,91748070
16,9,12,2,2,8,8,0,9,5,4,13,29,15,0,22,CL,921f6058
10,4,4,4,2,4,7,3,2,0,2,3,13,1,0,22,CL,92432bc6
3,2,2,0,1,2,3,1,3,0,3,2,5,4,0,22,CL,92ffb8f9
1,1,0,1,0,0,3,3,1,0,1,0,1,4,0,22,CL,934e1968
12,5,7,3,2,6,11,5,9,2,7,13,25,3,0,22,CL,935e6b8f
1,1,1,0,0,1,1,0,0,0,0,0,1,0,2,22,CL,93fffbcf
4,3,4,0,0,1,1,0,4,1,3,4,8,3,0,22,CL,94721522
9,6,3,5,1,3,10,7,4,2,2,4,13,3,0,22,CL,947e036f
9,2,8,1,0,5,9,4,5,2,3,11,20,19,0,22,CL,94b2001f
3,2,3,0,0,3,4,1,5,4,1,18,21,16,0,22,CL,953597a1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,95bb6ddc
1,0,1,0,0,0,4,4,0,0,0,0,1,0,0,22,CL,96094cbc
10,6,5,2,3,5,16,11,2,0,2,0,10,4,0,22,CL,963829d0
1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,22,CL,96593e89
9,8,1,4,4,3,9,6,3,0,3,0,9,0,0,22,CL,9674002f
7,3,2,2,3,2,4,2,4,0,4,2,9,2,0,22,CL,96e0490d
7,4,1,6,0,3,8,5,2,1,1,3,10,5,0,22,CL,970b8574
7,2,3,2,2,6,14,8,5,0,5,4,11,1,0,22,CL,9744ff80
8,1,4,4,0,4,10,6,9,2,7,7,15,8,0,22,CL,98d2c2c4
11,7,3,6,2,5,12,7,11,0,11,3,14,0,0,22,CL,99127249
3,2,0,1,2,2,12,10,6,0,6,2,5,2,0,22,CL,9a2e0ccc
12,6,7,3,2,7,13,6,7,0,7,9,21,10,0,22,CL,9b6d9b53
4,3,3,1,0,2,4,2,4,1,3,9,13,8,0,22,CL,9c94165b
1,1,0,1,0,0,1,1,3,0,3,1,2,0,0,22,CL,9dc96f10
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,22,CL,9e1035f8
12,7,4,4,4,5,6,1,4,1,3,11,23,8,0,22,CL,9e525177
3,1,0,3,0,1,2,1,6,4,2,5,8,16,1,22,CL,9f8e9423
1,0,0,1,0,1,1,0,0,0,0,3,4,2,0,22,CL,9fec8860
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,a04e2dd2
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22,CL,a086ae11
7,3,4,0,3,4,11,7,8,1,7,3,10,0,0,22,CL,a08b974a
1,0,1,0,0,1,1,0,0,0,0,0,1,2,1,22,CL,a111cf41
3,2,3,0,0,1,2,1,6,4,2,5,8,7,0,22,CL,a1232f4e
6,4,3,2,1,5,16,11,8,0,8,4,10,2,0,22,CL,a167537f
6,6,2,3,1,2,2,0,5,0,5,0,6,0,0,22,CL,a1d5bd30
5,2,3,1,1,1,3,2,5,2,3,0,5,1,0,22,CL,a26fb8aa
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,CL,a2c51161
1,1,0,1,0,1,3,2,1,0,1,0,1,0,0,22,CL,a39bb753
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,a45eac1f
3,0,2,1,0,1,1,0,0,0,0,3,6,5,0,22,CL,a4851d9e
2,2,1,1,0,0,0,0,0,0,0,1,3,1,0,22,CL,a4effc55
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,22,CL,a5420709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,a58bb1e1
1,1,0,0,1,1,1,0,0,0,0,1,2,2,0,22,CL,a6154613
3,2,1,0,2,2,9,7,4,0,4,5,8,5,0,22,CL,a62c16d0
1,0,1,0,0,1,1,0,1,0,1,0,1,4,0,22,CL,a63a995f
1,1,1,0,0,0,2,2,1,0,1,0,1,0,0,22,CL,a65ce836
6,4,2,4,0,3,10,7,9,4,5,10,16,7,0,22,CL,a6951bf8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,a6de6361
0,0,0,0,0,0,6,6,1,0,1,1,1,0,0,22,CL,a6ee4f55
22,13,4,15,3,10,21,11,8,2,6,7,29,7,0,22,CL,a78ff07f
1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,22,CL,a793f5a8
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,22,CL,a7a9d95a
1,1,0,1,0,1,1,0,0,0,0,1,2,0,1,22,CL,a802405e
0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,22,CL,a81ed730
6,4,4,2,0,3,5,2,7,1,6,1,7,2,0,22,CL,a8542814
13,7,8,4,1,2,9,7,11,6,5,9,22,3,0,22,CL,a8a874f1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,a9107589
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,22,CL,a9aa0d1d
0,0,0,0,0,0,1,1,3,1,2,1,1,0,0,22,CL,abb3bb95
6,2,4,0,2,3,6,3,2,1,1,0,6,2,0,22,CL,abe66106
15,5,10,4,1,7,14,7,5,2,3,8,23,10,0,22,CL,ac73ec79
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,22,CL,ad1ffcfd
5,4,3,2,0,3,6,3,1,0,1,2,7,1,0,22,CL,ad597bf7
2,0,0,0,2,2,6,4,3,0,3,2,4,1,0,22,CL,ad6df2d5
2,1,0,1,1,0,0,0,1,0,1,1,3,0,0,22,CL,ad9b2747
7,5,4,3,0,3,7,4,5,4,1,10,17,14,0,22,CL,adfc9123
9,6,6,3,0,5,10,5,8,3,5,10,19,10,0,22,CL,ae1159bf
1,0,1,0,0,0,2,2,0,0,0,1,2,0,0,22,CL,ae44e8e2
11,8,7,4,0,7,11,4,1,0,1,7,18,2,0,22,CL,ae4e2852
4,4,2,2,0,3,3,0,3,0,3,2,6,0,0,22,CL,ae530c73
11,9,8,3,0,7,8,1,9,8,1,5,16,31,0,22,CL,aef6e670
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,b056e3da
9,3,4,2,3,3,4,1,3,0,3,3,12,1,0,22,CL,b0b4fd3e
6,4,4,2,0,4,9,5,3,1,2,1,7,7,0,22,CL,b0b902c8
3,2,0,1,2,1,6,5,2,1,1,1,4,0,0,22,CL,b0f7e36c
0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,22,CL,b19db005
9,6,9,0,0,4,8,4,8,0,8,3,12,2,0,22,CL,b1cbc666
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,CL,b1dae700
20,12,18,2,0,12,29,17,13,7,6,7,27,21,0,22,CL,b1f4086c
8,6,3,3,2,4,5,1,2,1,1,6,14,16,0,22,CL,b217ef29
12,5,7,5,0,6,7,1,8,3,5,6,18,20,0,22,CL,b2336681
8,7,3,4,1,6,12,6,5,0,5,7,15,6,0,22,CL,b2bd0f6c
0,0,0,0,0,0,1,1,1,0,1,1,1,2,0,22,CL,b37c0a9f
8,2,0,5,3,2,8,6,7,0,7,2,10,0,0,22,CL,b400bde0
3,2,1,2,0,3,3,0,0,0,0,1,4,0,0,22,CL,b492126a
7,3,4,3,0,6,9,3,10,6,4,3,10,21,2,22,CL,b4a014b1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,CL,b4c816a9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,b583aef5
13,9,11,2,0,8,9,1,7,2,5,5,18,7,1,22,CL,b5f7d10b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,b62878a5
5,2,1,2,2,1,2,1,5,0,5,2,7,1,0,22,CL,b66315ae
3,3,0,3,0,2,4,2,2,1,1,1,4,2,0,22,CL,b684a484
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,22,CL,b70bde8f
28,20,7,14,7,10,17,7,10,4,6,4,32,13,0,22,CL,b74277a0
4,4,2,2,0,0,5,5,0,0,0,1,5,0,0,22,CL,b797f558
6,4,3,3,0,1,5,4,5,2,3,6,12,2,0,22,CL,b825a650
13,7,4,7,2,5,13,8,4,1,3,7,20,4,0,22,CL,b853e0ad
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,CL,b8798a46
3,3,0,3,0,0,7,7,1,0,1,2,5,0,0,22,CL,b8814868
4,1,1,1,2,2,6,4,1,0,1,1,5,2,0,22,CL,b8a642fc
14,8,4,7,3,4,15,11,6,1,5,6,20,12,0,22,CL,b8e740fb
0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,22,CL,b937e490
11,7,4,7,0,4,12,8,4,0,4,9,20,2,0,22,CL,b997c3de
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,b9f92e76
10,5,3,5,2,2,9,7,9,1,8,5,15,2,0,22,CL,b9fbae28
3,0,2,0,1,1,3,2,5,0,5,1,4,4,0,22,CL,ba115a40
15,7,7,8,0,4,6,2,11,7,4,12,27,42,1,22,CL,ba23a904
13,10,5,6,2,4,11,7,7,1,6,12,25,24,1,22,CL,bac46a10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,bbd67769
1,1,0,1,0,0,1,1,1,0,1,0,1,3,0,22,CL,bbf5c11b
4,2,1,1,2,3,12,9,3,1,2,0,4,0,0,22,CL,bc8df459
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,22,CL,bcb2ccd8
1,0,1,0,0,1,3,2,0,0,0,2,3,4,0,22,CL,bd20f4eb
13,9,9,2,2,7,17,10,6,1,5,25,38,8,0,22,CL,bd6351cd
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,be305255
2,0,1,0,1,0,3,3,6,6,0,4,6,17,0,22,CL,bec8a4ba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,bfae110f
9,3,4,2,3,2,8,6,2,0,2,3,12,1,0,22,CL,bfc5768b
1,1,0,1,0,0,6,6,4,0,4,1,2,2,0,22,CL,bfde3de5
5,1,3,2,0,2,6,4,0,0,0,1,6,1,0,22,CL,c0617e2b
8,4,3,5,0,3,4,1,7,3,4,2,10,8,0,22,CL,c14bc029
13,7,5,3,5,1,21,20,10,0,10,7,20,0,0,22,CL,c1b7847c
34,23,24,10,0,24,27,3,15,7,8,10,44,16,0,22,CL,c20bdcd7
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,22,CL,c2111b45
3,2,3,0,0,3,5,2,2,1,1,1,4,0,0,22,CL,c24544c7
6,4,0,4,2,2,9,7,4,0,4,3,9,0,0,22,CL,c275947b
7,6,2,3,2,4,9,5,5,1,4,6,13,3,1,22,CL,c2bd8585
5,3,4,1,0,3,6,3,1,0,1,5,10,5,0,22,CL,c3e4ecbb
16,10,8,6,2,9,11,2,8,2,6,10,26,10,0,22,CL,c3ee18ef
11,7,6,3,2,6,9,3,4,1,3,6,17,6,0,22,CL,c459a650
2,1,1,1,0,1,5,4,6,0,6,0,2,4,0,22,CL,c4e87b8b
16,10,11,4,1,7,9,2,8,2,6,10,26,17,0,22,CL,c50e5bba
14,11,6,7,1,9,12,3,3,1,2,4,18,5,0,22,CL,c56dc39e
2,2,2,0,0,2,3,1,1,1,0,1,3,0,0,22,CL,c5cbbcff
9,5,1,3,5,2,9,7,8,0,8,0,9,5,0,22,CL,c691bfe2
21,10,14,6,1,9,19,10,11,3,8,12,33,5,1,22,CL,c71e97ba
3,2,3,0,0,2,4,2,5,1,4,7,10,14,0,22,CL,c8112d1e
1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,22,CL,c8387671
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,c89e8aae
4,3,2,2,0,2,4,2,6,3,3,6,10,14,0,22,CL,c906ce0f
12,10,9,3,0,9,12,3,2,0,2,6,18,7,0,22,CL,c952f633
7,2,4,3,0,1,10,9,1,0,1,4,11,0,0,22,CL,c9817014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,ca2bc3df
3,2,1,1,1,0,1,1,3,0,3,1,4,0,0,22,CL,ca607d59
7,3,6,1,0,3,5,2,7,4,3,8,15,11,0,22,CL,ca8033cb
2,1,0,1,1,1,3,2,2,0,2,0,2,2,0,22,CL,cb641b9d
12,8,4,6,2,6,13,7,6,2,4,7,19,5,0,22,CL,cc86b9a3
6,3,5,1,0,3,4,1,3,2,1,3,9,20,0,22,CL,ccce7025
20,16,10,10,0,7,16,9,4,2,2,14,34,3,0,22,CL,cce181df
5,2,1,4,0,3,7,4,4,0,4,2,7,2,0,22,CL,cd0fa27b
17,7,8,5,4,12,27,15,6,0,6,9,26,11,0,22,CL,cd1acf9d
1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,22,CL,cd59b9df
2,1,2,0,0,2,3,1,9,5,4,2,4,11,1,22,CL,cdf65d12
4,2,4,0,0,2,2,0,2,0,2,1,5,3,0,22,CL,ce30bfc8
6,2,1,4,1,3,6,3,7,3,4,3,9,2,0,22,CL,ce50fd99
1,1,1,0,0,1,2,1,0,0,0,0,1,1,0,22,CL,ce747d2a
6,3,2,3,1,0,3,3,8,4,4,5,11,14,0,22,CL,cf182add
5,4,1,4,0,2,6,4,5,4,1,11,16,13,0,22,CL,d0d8dd44
0,0,0,0,0,0,2,2,0,0,0,1,1,4,0,22,CL,d2416c2e
7,5,0,4,3,3,3,0,2,0,2,1,8,1,0,22,CL,d2424d1b
15,13,9,6,0,11,21,10,9,2,7,14,29,11,0,22,CL,d248cd8f
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,d313e8ff
19,9,15,2,2,5,12,7,7,2,5,10,29,30,0,22,CL,d38fdf53
4,3,1,0,3,1,1,0,4,1,3,0,4,2,0,22,CL,d3de9af0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,CL,d436eb94
6,5,6,0,0,3,6,3,2,2,0,3,9,12,0,22,CL,d4c9725f
5,4,2,2,1,1,4,3,4,1,3,3,8,3,0,22,CL,d4e93bab
1,1,1,0,0,1,1,0,3,1,2,1,2,9,0,22,CL,d4f034db
7,4,5,0,2,2,6,4,6,1,5,2,9,2,0,22,CL,d5d22a58
10,7,7,3,0,3,4,1,16,9,7,4,14,41,1,22,CL,d5f2f82b
7,5,6,1,0,5,7,2,4,2,2,9,16,23,0,22,CL,d6e53a3a
3,0,3,0,0,0,8,8,4,0,4,0,3,0,0,22,CL,d70ce98e
17,14,9,6,2,5,13,8,10,2,8,3,20,5,0,22,CL,d7553721
17,10,8,3,6,3,5,2,6,3,3,6,23,10,0,22,CL,d781d855
8,5,5,2,1,5,5,0,3,1,2,5,13,12,0,22,CL,d8931174
2,1,0,2,0,1,1,0,1,0,1,0,2,0,0,22,CL,d8c679be
4,0,2,1,1,2,6,4,6,3,3,9,13,4,0,22,CL,d93c2511
10,7,7,3,0,7,10,3,3,0,3,2,12,6,0,22,CL,d9565625
8,8,2,2,4,3,8,5,1,0,1,2,10,1,0,22,CL,d9d43555
3,0,0,1,2,0,0,0,2,0,2,1,4,0,0,22,CL,da27e268
15,8,5,9,1,10,16,6,6,1,5,5,20,4,1,22,CL,db092d3b
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,db401046
7,4,3,2,2,2,9,7,2,0,2,0,7,0,0,22,CL,db4ed67b
8,2,2,2,4,4,9,5,5,0,5,3,11,3,0,22,CL,dbf053da
5,4,2,3,0,2,18,16,3,0,3,5,10,1,0,22,CL,dc3a9a0d
8,5,6,2,0,2,4,2,5,3,2,5,13,8,0,22,CL,dc52c72f
2,1,1,0,1,0,2,2,0,0,0,3,5,2,0,22,CL,dc62b55d
2,0,1,0,1,0,2,2,0,0,0,0,2,0,0,22,CL,dc7f8a28
0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,22,CL,dc90cfbe
6,5,4,1,1,4,6,2,7,1,6,1,7,2,0,22,CL,dd323728
11,5,6,4,1,7,12,5,3,0,3,1,12,2,0,22,CL,dd669209
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,dd7b6eb8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,dd897ee7
7,5,5,2,0,3,15,12,1,0,1,2,9,2,0,22,CL,de39485a
6,3,3,2,1,3,10,7,5,0,5,3,9,5,0,22,CL,de85e3cc
3,1,1,1,1,2,3,1,6,0,6,0,3,7,0,22,CL,dea698d9
2,1,1,1,0,0,2,2,0,0,0,0,2,1,0,22,CL,df3cda47
3,2,1,2,0,3,5,2,11,5,6,12,15,34,0,22,CL,df418fc0
15,8,5,9,1,7,17,10,5,0,5,4,19,5,0,22,CL,df69b544
1,1,0,1,0,0,2,2,3,0,3,2,3,0,1,22,CL,dfb50e5c
8,2,4,2,2,5,12,7,5,2,3,5,13,2,0,22,CL,dff153a4
5,2,3,2,0,4,4,0,3,1,2,13,18,29,0,22,CL,e06683ca
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,CL,e07398f8
3,1,0,0,3,1,5,4,1,0,1,0,3,0,0,22,CL,e0921a4f
6,2,2,2,2,3,6,3,3,1,2,0,6,0,0,22,CL,e150254d
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,e1574c2d
13,8,9,2,2,5,12,7,5,1,4,11,24,10,0,22,CL,e162b013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,e1d4f20d
4,3,2,2,0,2,5,3,0,0,0,7,11,19,1,22,CL,e27da244
1,0,1,0,0,0,4,4,2,2,0,2,3,1,0,22,CL,e280527c
3,0,3,0,0,1,3,2,0,0,0,2,5,4,0,22,CL,e288d4b3
6,4,3,3,0,2,6,4,1,1,0,5,11,13,0,22,CL,e33c06cf
7,3,1,2,4,2,8,6,4,0,4,2,9,0,0,22,CL,e342ad68
2,0,2,0,0,1,4,3,0,0,0,2,4,0,0,22,CL,e34e086c
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,CL,e382905a
8,4,7,1,0,5,9,4,4,3,1,9,17,20,1,22,CL,e3cceee6
17,10,13,4,0,12,15,3,14,10,4,6,23,32,0,22,CL,e426b012
16,6,11,3,2,12,28,16,13,2,11,5,21,15,0,22,CL,e42d61c7
7,4,1,6,0,5,17,12,8,1,7,5,12,1,0,22,CL,e46012d4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,e54a9890
2,1,0,2,0,1,4,3,1,0,1,2,4,3,0,22,CL,e599253a
1,1,0,0,1,0,0,0,1,0,1,2,3,1,0,22,CL,e5a35ae9
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,CL,e5a76dfe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,e5f63987
3,2,1,2,0,2,2,0,1,0,1,3,6,3,0,22,CL,e613313c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,e61bdd69
12,9,5,7,0,5,13,8,6,1,5,7,19,9,0,22,CL,e6af02e0
8,6,4,4,0,4,9,5,8,5,3,15,23,18,0,22,CL,e6c43eec
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,22,CL,e7281ea9
5,2,0,5,0,2,8,6,5,1,4,5,10,4,0,22,CL,e73c9bb2
4,1,0,3,1,0,0,0,2,1,1,3,7,0,0,22,CL,e75129bd
4,2,4,0,0,2,5,3,4,1,3,2,6,19,1,22,CL,e76cb9cc
6,4,2,4,0,1,7,6,4,0,4,1,7,4,0,22,CL,e7af9060
6,4,4,1,1,2,6,4,5,2,3,14,20,17,0,22,CL,e81f0356
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,CL,e85fb9b8
9,6,2,5,2,4,7,3,3,0,3,1,10,0,0,22,CL,e97fd090
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,CL,e9c0c1b2
2,2,1,0,1,0,0,0,0,0,0,1,3,0,0,22,CL,ea3b4578
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,ea6a7ab4
2,2,2,0,0,0,0,0,7,4,3,13,15,19,0,22,CL,eab957a3
4,2,3,1,0,2,3,1,1,0,1,12,16,17,0,22,CL,eaeca114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,eb2b33aa
2,1,0,2,0,1,3,2,0,0,0,1,3,0,0,22,CL,eb2fe5b6
0,0,0,0,0,0,2,2,3,0,3,1,1,5,0,22,CL,eb58eef0
3,2,1,2,0,1,3,2,0,0,0,4,7,4,2,22,CL,eb7822d7
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,CL,ecada4fc
6,4,2,4,0,6,10,4,8,0,8,2,8,0,0,22,CL,ed1e53f3
9,5,4,4,1,5,12,7,7,0,7,7,16,12,1,22,CL,ed9f7cfe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,CL,eda40760
11,8,7,4,0,5,11,6,3,1,2,8,19,1,0,22,CL,eda8506a
13,5,6,5,2,5,16,11,9,1,8,5,18,3,1,22,CL,ee251371
4,2,3,1,0,3,7,4,2,1,1,2,6,6,0,22,CL,ee3519f5
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,CL,ee8508c0
2,1,0,0,2,0,3,3,4,1,3,5,7,1,0,22,CL,ee93c1a9
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,22,CL,ef619b0b
18,8,8,6,4,11,26,15,13,1,12,8,26,8,1,22,CL,ef9c1c95
6,2,1,5,0,3,6,3,2,0,2,6,12,1,0,22,CL,f0021247
6,5,0,4,2,1,4,3,3,1,2,1,7,1,0,22,CL,f0661424
2,0,0,2,0,0,2,2,3,0,3,1,3,2,0,22,CL,f08490a6
