fk_ag,ck_ag,og_ag,ps_xG,ps_xG_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,season,comp,id
0,0,0,3.1,1.1,1,9,45,5,1008.0,11,350,18,0,60,20.2,3,22,CL,e9c0c1b2
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,22,CL,eb2b33aa
0,0,0,6.2,1.2,6,20,85,19,2227.0,21,480,44,1,21,10.6,4,22,CL,ecada4fc
0,1,0,13.3,3.3,45,178,194,36,8031.6,96,4310,116,9,92,13.2,61,22,CL,ee8508c0
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,22,CL,f5dfc256
0,0,0,6.0,1.0,25,57,156,26,5070.0,32,1017,45,4,40,13.4,10,22,CL,f6798fc3
0,0,0,7.4,1.4,14,38,72,6,2714.4,14,358,25,4,13,13.2,2,22,CL,f7b10c66
0,1,1,5.4,-0.6,8,42,95,22,3097.0,22,1119,65,3,46,15.4,13,22,CL,fcb38f57
1,1,0,11.5,-2.5,32,97,177,35,6248.1,55,2508,103,5,173,17.3,32,22,CL,ff74841d
0,1,0,6.8,-2.2,10,24,84,16,2394.0,19,625,42,2,47,15.8,6,23,CL,01b8a2b2
0,1,0,8.2,0.2,27,82,157,32,5510.7,47,1818,108,4,125,13.9,21,23,CL,03df04ff
0,2,1,10.1,1.1,13,42,192,41,4819.2,46,1090,99,2,106,13.3,9,23,CL,08f5afaa
1,2,0,8.7,2.7,17,54,205,43,5781.0,37,1454,78,6,54,13.6,13,23,CL,1840e36d
0,1,0,4.5,0.5,12,38,48,11,1555.2,22,1104,23,2,0,5.3,18,23,CL,1f994616
0,1,0,5.4,-2.6,18,56,151,20,4952.8,25,940,44,3,187,17.0,10,23,CL,20b9f052
0,0,0,5.2,1.2,21,67,168,26,5224.8,35,1431,66,5,187,18.7,18,23,CL,28d596a0
0,0,0,2.1,0.1,0,1,34,9,557.6,9,138,13,1,61,20.5,0,23,CL,3061e1ec
0,0,0,0.9,-0.1,2,3,22,3,605.0,3,41,7,1,45,22.7,0,23,CL,33887998
0,3,0,14.6,-1.4,20,101,248,29,8134.4,33,1270,85,4,62,12.4,12,23,CL,3392603d
0,1,0,2.5,-1.5,4,12,26,5,813.8,5,199,12,1,15,15.3,2,23,CL,3b0108d6
0,2,0,1.7,-0.3,26,46,172,21,4730.0,26,980,37,1,118,19.8,10,23,CL,3bb7b8b4
0,0,0,1.8,-0.2,4,14,21,5,699.3,9,516,11,0,0,9.3,7,23,CL,3f034750
0,0,2,9.0,1.0,22,71,205,25,5535.0,54,2403,122,4,17,8.7,29,23,CL,41f0b196
0,0,0,1.2,1.2,1,6,56,10,1416.8,9,182,22,1,0,8.4,1,23,CL,420c18a1
0,0,0,2.7,-0.3,14,42,49,6,1915.9,16,1073,22,2,13,13.2,16,23,CL,4535e4bb
0,0,0,4.6,0.6,6,13,46,11,1485.8,9,147,22,0,10,10.7,0,23,CL,4c62d0c8
0,0,1,12.5,2.5,34,110,177,27,6318.9,76,3138,101,3,32,10.8,35,23,CL,58f077c0
0,1,1,8.9,0.9,18,59,96,17,3388.8,28,1506,54,6,39,13.1,19,23,CL,62182b1d
0,1,0,6.1,1.1,14,69,184,29,5612.0,35,1295,82,9,27,9.2,18,23,CL,65d62814
0,3,0,10.2,-0.8,13,42,226,24,5785.6,35,938,83,5,58,14.5,5,23,CL,663e080e
0,2,0,9.7,-0.3,24,35,134,22,3577.8,28,859,41,0,121,20.2,8,23,CL,6f51e382
1,2,1,17.7,-2.3,19,49,104,30,3380.0,39,1349,82,4,137,17.2,17,23,CL,75c2e240
0,0,0,12.6,0.6,28,51,235,36,6227.5,37,1169,56,7,174,17.4,9,23,CL,7a2e46a8
0,0,0,2.9,0.9,8,19,95,14,2584.0,21,333,43,1,49,16.4,0,23,CL,7d3e7da6
0,0,0,1.8,1.8,9,24,98,14,3253.6,22,541,28,0,0,0.0,3,23,CL,8778c910
0,3,0,7.9,1.9,20,38,134,30,3685.0,42,1087,79,6,223,17.2,9,23,CL,8f62b6ee
0,1,1,10.7,3.7,56,147,330,44,11913.0,48,2241,118,9,108,13.6,28,23,CL,93fffbcf
0,2,0,8.8,2.8,19,41,211,38,5317.2,54,1063,113,6,108,13.6,5,23,CL,9413b19f
0,0,0,0.9,0.9,6,29,64,6,2092.8,9,437,20,2,0,7.8,6,23,CL,ac295d9e
0,1,0,7.0,-1.0,22,58,167,28,5143.6,35,1144,91,5,20,10.0,12,23,CL,ad3389d5
0,1,0,6.9,1.9,34,65,140,15,4578.0,33,1296,56,3,234,21.3,16,23,CL,b056e3da
0,1,0,5.5,0.5,25,55,153,17,4498.2,44,1526,73,4,185,20.6,15,23,CL,b56dd813
0,0,0,4.2,-1.8,1,10,52,10,1320.8,12,230,9,1,17,17.8,1,23,CL,bcb2ccd8
0,1,0,1.1,0.1,3,5,42,6,894.6,10,269,5,1,115,23.1,1,23,CL,c1242d4e
0,0,0,2.0,1.0,3,9,45,16,1197.0,10,260,17,0,75,25.0,1,23,CL,c3e39f12
0,0,0,13.3,-1.7,7,17,142,32,3479.0,32,809,59,0,115,19.3,4,23,CL,cb4f24c6
0,0,0,2.9,0.9,1,3,31,5,620.0,8,195,18,1,0,8.0,1,23,CL,cc1c5035
0,0,0,5.5,3.5,12,41,124,13,3620.8,18,509,48,2,47,11.9,5,23,CL,cd59b9df
0,0,0,14.5,1.5,25,99,184,33,6844.8,42,1213,81,4,65,13.0,11,23,CL,ce17b5eb
0,0,0,4.6,-0.4,14,32,37,7,1591.0,13,839,5,0,0,9.3,12,23,CL,d3dc62d1
0,0,0,15.1,4.1,80,155,247,30,9139.0,76,3062,112,6,48,9.6,44,23,CL,d436eb94
0,1,1,13.7,7.7,52,120,262,43,8908.0,61,2641,137,9,30,10.3,29,23,CL,e9c0c1b2
0,1,0,18.4,-0.6,40,86,101,17,4181.4,40,2184,74,2,136,17.1,31,23,CL,eca17cf2
0,0,0,8.1,1.1,13,42,78,22,2433.6,34,1516,42,3,58,14.5,19,23,CL,ee8508c0
1,2,0,15.7,-2.3,27,93,143,20,5105.1,51,2453,55,1,121,20.2,31,23,CL,f3a97d02
0,1,0,9.2,-2.8,23,57,165,17,4702.5,43,1874,53,6,45,11.4,23,23,CL,f6798fc3
0,0,0,2.6,0.6,11,25,90,14,2736.0,19,609,32,3,15,15.4,6,23,CL,fcb38f57
0,2,0,9.4,0.4,29,73,111,11,4706.4,32,1276,89,2,129,16.2,13,23,CL,ff74841d
0,0,0,4.9,-0.1,19,55,79,13,2646.5,41,2123,52,0,41,13.9,31,18,EL,03de83d9
0,0,0,11.4,0.4,32,68,205,29,5986.0,38,1694,73,5,18,9.4,23,18,EL,0810b6df
0,1,0,8.9,-0.1,28,52,205,29,5145.5,51,1723,64,0,300,20.0,14,18,EL,08f5afaa
1,1,0,6.4,-1.6,23,61,66,13,2772.0,26,1417,35,1,101,16.9,22,18,EL,0b221abd
1,2,0,13.3,0.3,73,194,342,52,12825.0,90,4311,207,7,145,13.2,53,18,EL,0be3255b
0,0,0,0.8,-0.2,12,29,37,8,1531.8,8,479,7,0,14,14.7,8,18,EL,0e61c46b
1,1,1,16.0,1.0,37,110,119,26,4462.5,64,3590,103,6,46,11.5,56,18,EL,110a95ca
0,0,0,0.5,0.5,2,5,14,4,410.2,7,228,7,1,40,20.3,2,18,EL,136e7649
0,0,0,2.8,-1.2,13,45,71,15,2414.0,23,1393,46,2,169,21.2,20,18,EL,1c98558c
0,0,0,7.5,-0.5,55,130,171,24,6908.4,57,2718,79,4,11,11.3,39,18,EL,1d2d5cc8
0,2,0,7.3,2.3,23,68,76,17,3055.2,31,1869,83,4,46,11.6,29,18,EL,1e064bfb
0,1,0,1.6,0.6,12,22,41,1,1529.3,3,189,2,0,0,10.5,3,18,EL,1e29552f
1,1,0,2.2,0.2,14,24,43,5,1535.1,6,357,14,0,0,12.8,5,18,EL,27d2618c
0,0,0,0.0,0.0,2,3,21,2,539.7,3,75,5,0,0,14.5,0,18,EL,27d902c8
0,1,1,9.4,1.4,32,118,147,25,5791.8,62,3496,105,6,158,13.2,50,18,EL,3061e1ec
0,0,0,1.8,-0.2,22,48,64,4,2880.0,14,807,33,1,29,14.7,11,18,EL,314c2af0
0,0,0,7.8,-3.2,44,102,123,12,4981.5,45,2412,68,1,83,16.7,34,18,EL,31e3ab68
0,2,1,6.8,-2.2,34,92,172,26,6106.0,38,2071,69,8,49,12.3,28,18,EL,3392603d
0,1,0,9.9,-3.1,41,109,203,36,6597.5,94,3741,101,0,113,16.2,40,18,EL,339fe0e8
0,0,0,2.4,-0.6,4,6,15,6,358.5,4,201,10,0,17,17.0,3,18,EL,3470f44e
0,0,0,6.5,-1.5,34,125,146,19,6088.2,61,3531,63,2,124,15.6,50,18,EL,3cd9e95a
0,1,0,10.2,1.2,53,116,131,21,5908.1,43,2223,56,2,47,11.8,31,18,EL,42ec696a
0,0,0,5.3,-3.7,21,56,150,31,4440.0,41,1611,71,4,66,13.2,15,18,EL,47064058
0,0,0,5.7,-1.3,20,68,72,11,3448.8,28,1685,35,2,143,17.9,23,18,EL,4806ec67
0,0,0,3.3,-2.7,17,45,76,15,2644.8,20,1150,27,2,0,11.2,18,18,EL,4841ba80
1,1,0,2.0,-2.0,2,8,38,14,976.6,16,540,27,2,15,15.0,4,18,EL,4d64b28e
0,0,0,6.2,0.2,15,50,52,8,2210.0,20,1160,43,3,22,11.4,18,18,EL,4e034598
0,0,1,1.5,-0.5,8,16,31,7,1134.6,5,226,3,0,0,11.6,3,18,EL,50310821
0,2,2,5.5,1.5,60,180,162,27,7614.0,66,4125,97,7,144,14.4,63,18,EL,53b03dac
0,0,0,7.3,-0.7,42,109,186,29,7012.2,57,2616,66,2,328,20.5,31,18,EL,58ad9383
0,1,0,3.0,1.0,22,53,53,14,2236.6,29,1583,50,4,10,10.8,24,18,EL,59f0c185
0,1,0,3.5,-0.5,7,61,59,11,2784.8,25,1505,36,1,9,9.3,24,18,EL,5a5d394c
0,0,0,7.9,4.9,60,169,162,19,7986.6,59,3599,125,7,67,13.5,57,18,EL,5e8936be
0,2,1,10.5,0.5,55,122,166,27,6308.0,60,3108,92,3,7,7.9,43,18,EL,5e91ddf8
0,1,0,7.2,0.2,7,16,33,11,897.6,15,762,25,2,0,6.3,12,18,EL,5f9970a0
0,1,0,3.7,-1.3,22,47,58,9,2285.2,24,1356,28,3,0,10.4,18,18,EL,60713cb3
0,1,1,8.2,-0.8,21,56,230,28,6210.0,38,1493,54,3,130,16.3,17,18,EL,625c144a
0,0,0,4.2,1.2,25,61,91,8,3803.8,27,1212,62,1,23,11.6,14,18,EL,6503ae16
0,1,0,6.1,0.1,17,44,74,14,2553.0,26,1190,60,2,10,10.6,17,18,EL,6bfaecc4
0,0,1,2.5,0.5,20,35,55,14,1958.0,19,1024,26,1,0,11.0,14,18,EL,6c228bb6
0,3,0,16.9,-3.1,25,78,99,30,3415.5,62,2752,111,4,60,12.0,38,18,EL,6cd38213
0,0,0,2.2,0.2,3,14,56,16,1411.2,16,633,26,4,36,12.0,6,18,EL,6e905b8d
0,0,0,0.0,0.0,9,18,19,5,737.2,8,491,18,1,0,12.0,8,18,EL,705f5269
1,0,0,3.3,0.3,18,59,66,23,2640.0,29,1731,36,2,21,10.9,26,18,EL,71672fa0
0,0,1,5.5,-0.5,75,167,211,48,8123.5,74,3811,88,6,119,13.3,61,18,EL,76806215
0,2,0,10.0,-1.0,19,60,144,28,4752.0,38,1387,55,4,52,13.2,12,18,EL,7750462c
0,3,0,7.4,-0.6,59,118,194,19,7294.4,47,2190,65,1,11,11.1,28,18,EL,79b0d6a0
0,0,0,11.1,2.1,57,118,247,54,7780.5,72,3168,98,5,158,14.4,46,18,EL,82b1198a
0,0,0,1.8,0.8,15,42,37,6,1672.4,19,1208,32,1,8,8.7,19,18,EL,87c7c2b1
0,0,0,12.4,-0.6,44,153,153,25,6533.1,64,3584,142,11,56,11.2,56,18,EL,88b748d2
2,0,1,5.1,0.1,15,40,69,18,2007.9,33,1465,46,1,13,13.4,19,18,EL,8a2248b4
0,1,0,11.1,4.1,45,103,181,43,6316.9,54,2732,117,9,29,9.7,36,18,EL,8a6ab963
0,1,0,7.7,-1.3,14,33,76,23,2356.0,29,1261,47,3,28,14.3,15,18,EL,8b3fd3af
0,1,0,13.7,0.7,92,212,221,21,10298.6,59,3835,123,7,112,14.0,59,18,EL,9109185e
0,1,1,10.4,3.4,49,123,245,40,8109.5,79,3555,142,12,157,13.1,51,18,EL,92c62328
0,1,0,7.0,2.0,14,35,86,20,2408.0,39,1466,42,0,9,9.9,16,18,EL,950ff24d
0,0,0,0.5,-0.5,14,27,28,4,1402.8,7,426,16,2,0,9.0,6,18,EL,972d595a
1,1,0,10.5,0.5,35,144,209,15,8151.0,38,2033,73,4,36,12.2,32,18,EL,9d0f626a
0,1,0,6.2,1.2,19,82,145,19,5176.5,34,1788,39,5,78,13.0,22,18,EL,9d12e142
0,0,0,4.3,0.3,11,26,29,10,1151.3,12,708,19,0,57,19.0,11,18,EL,9f0ea33f
0,0,0,8.2,2.2,42,107,116,36,4582.0,65,3373,129,8,103,14.8,51,18,EL,a3b0ed18
0,0,0,0.1,0.1,7,15,35,5,1067.5,11,388,12,1,0,12.0,4,18,EL,a4bd9edd
0,2,0,6.4,2.4,44,120,103,11,4686.5,53,3158,99,1,59,14.9,51,18,EL,a565da59
0,0,0,5.7,0.7,26,62,81,12,3183.3,34,1727,45,7,10,10.4,25,18,EL,a9a3b55d
0,1,0,5.9,-0.1,22,54,106,32,3201.2,44,2296,89,0,24,12.3,31,18,EL,aad4f74f
0,1,0,4.9,-1.1,23,67,131,16,4847.0,29,1145,67,5,33,11.1,12,18,EL,b583aef5
0,0,0,5.0,1.0,49,104,155,9,6014.0,32,1542,51,2,54,13.6,23,18,EL,bb25c778
1,0,1,9.2,0.2,53,132,160,18,6688.0,44,2494,79,3,184,18.4,37,18,EL,bcb2ccd8
0,1,0,12.9,0.9,68,181,177,22,8460.6,61,3586,125,7,105,13.2,58,18,EL,c089980e
0,1,0,0.6,-0.4,2,8,20,9,540.0,7,384,21,0,0,0.0,6,18,EL,c0b1a6da
0,0,0,1.6,0.6,9,32,40,3,1624.0,8,467,18,2,13,13.3,8,18,EL,c2e41cfb
0,0,0,0.6,-0.4,2,18,30,4,1089.0,13,509,15,2,0,9.3,5,18,EL,cd59b9df
0,3,0,3.8,-1.2,20,50,51,6,2381.7,19,1010,24,0,0,12.6,14,18,EL,cda0b317
0,0,1,4.7,0.7,33,82,78,18,3151.2,48,2769,69,1,49,12.3,39,18,EL,d0c41b99
0,2,0,6.0,1.0,31,98,113,17,4599.1,42,2272,71,6,9,9.4,35,18,EL,d3149135
0,0,0,0.5,0.5,9,20,24,6,996.0,9,549,13,0,0,6.0,8,18,EL,da1c9094
0,0,0,0.1,0.1,2,10,7,0,364.7,3,156,5,0,0,10.0,3,18,EL,dc4511f3
0,0,0,3.0,0.0,15,22,62,15,1593.4,16,649,16,2,151,18.9,9,18,EL,e358587b
0,0,0,5.3,-0.7,34,90,87,19,3923.7,34,2046,64,5,23,11.5,32,18,EL,e66a1ad7
0,1,0,2.8,-0.2,15,32,41,6,1611.3,11,504,26,0,11,11.0,8,18,EL,e704919e
0,2,0,4.8,-1.2,45,98,138,28,5354.4,41,2537,54,3,84,14.1,34,18,EL,e7ee38c3
0,0,0,3.2,1.2,0,4,13,5,497.9,3,81,10,0,31,31.0,0,18,EL,e8ce5a3e
0,0,0,3.7,-1.3,18,49,87,14,2931.9,30,1374,26,1,46,15.5,17,18,EL,e961d3ac
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,18,EL,eb2b33aa
0,0,0,9.1,1.1,56,123,146,34,6029.8,44,2468,110,9,42,10.6,42,18,EL,ee833569
0,1,0,4.5,2.5,40,100,92,21,3744.4,56,3427,105,3,40,13.4,53,18,EL,ee8508c0
1,2,1,12.3,2.3,54,119,181,44,6570.3,66,3201,123,8,36,12.3,44,18,EL,ef3909cd
1,1,0,10.0,2.0,38,121,197,25,6816.2,87,3941,129,5,31,10.4,47,18,EL,f00de885
1,1,0,15.1,3.1,81,198,274,41,10110.6,105,5418,124,1,73,12.2,76,18,EL,f4eb377b
1,0,0,4.7,-2.3,30,82,94,15,3619.0,33,1943,65,6,70,14.0,30,18,EL,f7b10c66
1,0,0,0.6,-1.4,3,7,27,4,799.2,4,159,5,0,17,17.0,2,18,EL,fb5eb6e0
0,0,0,3.9,-0.1,14,52,64,4,2611.2,19,1081,38,2,7,7.9,15,18,EL,fcd24f5f
0,1,0,3.4,0.4,6,8,27,9,783.0,6,151,12,1,26,13.2,0,18,EL,fefce889
0,1,0,5.8,-0.2,32,81,130,35,4706.0,56,2542,78,2,20,10.0,32,19,EL,03df04ff
2,1,0,2.7,-1.3,33,100,81,9,3815.1,46,2543,61,2,0,5.8,41,19,EL,0538066d
0,1,0,8.4,0.4,31,122,140,17,6146.0,51,2774,83,3,77,15.4,37,19,EL,088e6424
0,0,0,1.0,0.0,7,24,21,4,879.9,11,613,18,0,72,24.0,11,19,EL,08a2c314
0,1,0,1.2,-0.8,4,7,19,7,549.1,5,234,10,2,0,10.0,3,19,EL,0a86fd8b
0,1,1,8.8,-2.2,36,119,265,27,9434.0,52,2470,108,3,216,18.0,30,19,EL,0be3255b
0,0,0,0.1,0.1,7,10,21,5,600.6,8,376,18,1,17,17.3,5,19,EL,0ef05b3e
0,0,0,3.3,-2.7,7,27,35,5,1536.5,10,486,25,0,40,13.6,6,19,EL,0f276764
0,3,1,11.9,0.9,70,177,138,8,6306.6,97,6266,153,5,16,8.3,93,19,EL,110a95ca
0,2,1,11.9,-1.1,100,218,346,65,12802.0,89,4494,111,2,378,18.0,63,19,EL,179d2851
0,1,1,7.4,1.4,61,177,138,9,7341.6,71,4473,90,2,84,14.1,67,19,EL,1c0ddebb
0,1,0,2.9,-0.1,2,3,25,6,667.5,4,128,6,0,22,11.3,1,19,EL,1d2d5cc8
2,4,0,15.0,-1.0,48,153,203,34,7551.6,92,4922,130,3,33,11.2,67,19,EL,1e064bfb
0,0,0,1.6,0.6,7,25,44,5,1478.4,11,533,21,0,71,17.8,7,19,EL,1e101451
1,1,0,12.2,3.2,50,128,148,24,5772.0,66,3326,67,1,38,12.8,57,19,EL,1e9bde92
1,0,0,1.7,-0.3,6,16,54,10,1458.0,11,423,25,1,72,18.2,4,19,EL,20b9f052
0,0,0,2.0,0.0,17,55,76,9,2842.4,31,1447,40,0,66,16.7,20,19,EL,22db7a5e
0,1,0,6.6,0.6,49,114,146,21,6190.4,48,2644,82,2,27,13.9,38,19,EL,2434f24a
0,0,0,2.2,0.2,13,33,80,14,2264.0,30,1146,41,3,115,16.5,14,19,EL,2628fd2b
0,1,0,1.1,-2.9,7,17,50,11,1295.0,13,607,29,2,26,13.4,9,19,EL,26383ea5
0,1,0,7.5,-0.5,49,97,357,43,9781.8,80,3288,142,2,77,12.9,37,19,EL,28d596a0
0,0,0,1.4,-0.6,3,17,31,8,1007.5,10,510,21,1,32,16.2,7,19,EL,2fabebc0
1,0,0,15.5,2.5,54,130,192,44,6528.0,105,4693,144,2,243,17.4,63,19,EL,307fcd26
0,0,0,3.7,-0.3,46,138,170,18,7854.0,36,2250,54,1,187,17.0,31,19,EL,314c2af0
0,1,1,9.4,0.4,34,101,122,24,4904.4,41,2378,51,0,235,23.5,33,19,EL,32e7ce92
1,0,0,5.8,0.8,13,45,85,19,2737.0,31,1345,74,1,96,16.1,17,19,EL,339fe0e8
0,0,0,1.4,-1.6,1,9,17,2,411.4,9,441,13,0,0,19.0,6,19,EL,3470f44e
0,0,0,3.2,-2.8,15,31,51,11,1606.5,23,1244,32,0,62,15.5,17,19,EL,34c3b935
0,0,1,10.2,-2.8,44,138,180,29,6642.0,73,3883,111,5,189,14.6,57,19,EL,387750b7
0,1,0,10.1,0.1,39,149,243,32,8602.2,75,3645,84,6,135,15.1,48,19,EL,38cd5b8f
0,1,0,4.5,-2.5,23,47,76,11,2553.6,32,1651,44,0,25,12.7,24,19,EL,38d14822
0,0,0,4.7,-0.3,5,26,58,8,2018.4,9,324,12,0,102,17.1,2,19,EL,3f65d5ce
0,1,1,9.0,-2.0,21,56,92,22,2971.6,51,2177,83,3,211,17.6,26,19,EL,4c5039bd
0,1,0,2.0,0.0,6,12,29,6,980.2,8,268,14,1,25,12.8,3,19,EL,50310821
0,0,0,0.0,0.0,1,11,12,2,487.2,6,292,2,0,0,11.0,4,19,EL,5512b1a9
0,2,0,8.2,-1.8,68,133,166,31,6274.8,69,3622,96,1,78,13.0,53,19,EL,5640992b
0,0,0,3.4,0.4,4,17,53,5,1436.3,14,490,31,0,50,25.0,5,19,EL,56901a62
0,3,0,7.9,-0.1,97,269,218,15,11619.4,93,6258,164,6,33,11.3,93,19,EL,58f077c0
0,2,1,15.0,2.0,63,168,195,20,7917.0,70,4312,92,4,41,13.9,65,19,EL,5e91ddf8
0,2,0,6.5,-3.5,47,134,216,45,8121.6,68,3508,113,8,56,11.2,40,19,EL,6115fddd
0,3,0,7.8,-5.2,59,171,144,10,7473.6,57,3556,113,1,76,12.7,54,19,EL,61911828
0,0,0,0.8,-0.2,10,17,22,8,833.8,8,384,10,0,45,22.7,6,19,EL,6503ae16
0,1,0,5.3,-0.7,30,79,125,28,4337.5,56,2738,76,2,65,13.0,37,19,EL,6bfaecc4
0,0,2,6.8,-1.2,21,66,108,31,4028.4,29,1537,57,0,70,14.0,19,19,EL,6f4e1c93
0,1,1,10.8,0.8,57,189,232,38,9790.4,86,5022,133,2,146,14.6,70,19,EL,71672fa0
0,0,0,5.2,4.2,18,43,127,32,3581.4,28,1092,59,3,39,13.1,13,19,EL,74419746
0,0,0,4.0,1.0,32,75,122,21,4379.8,37,1868,44,0,239,21.8,26,19,EL,74733221
0,2,2,6.2,-1.8,16,45,95,20,2945.0,30,1458,44,3,100,16.8,21,19,EL,76806215
0,1,0,6.6,-0.4,23,60,153,42,4681.8,43,1840,71,0,26,13.2,21,19,EL,7750462c
0,1,1,7.3,-2.7,26,77,84,16,3360.0,37,2109,65,0,20,10.0,31,19,EL,7847ad0c
0,0,0,0.0,0.0,1,2,16,4,403.2,3,99,8,0,0,6.3,0,19,EL,7956236f
0,0,0,3.6,0.6,19,44,44,9,1993.2,21,1281,30,1,0,8.0,18,19,EL,7a8779f3
0,3,0,12.4,0.4,46,154,229,55,8129.5,85,4751,108,9,146,16.3,61,19,EL,7b456af7
0,0,0,1.2,0.2,13,32,33,7,1448.7,10,686,12,3,0,11.5,10,19,EL,7f66ea09
0,1,0,4.1,0.1,10,35,45,10,1611.0,31,1267,43,3,0,11.0,16,19,EL,85b4255f
0,1,0,1.3,-1.7,24,51,62,11,2653.6,18,1103,27,1,30,15.0,16,19,EL,88b5445c
0,0,1,6.1,0.1,62,160,144,11,6753.6,61,3562,86,2,25,12.5,53,19,EL,88b748d2
0,2,0,10.7,0.7,56,141,256,55,9216.0,82,3321,135,4,68,11.4,36,19,EL,8a6ab963
0,0,0,0.5,0.5,10,20,18,7,671.4,15,951,16,2,30,15.2,14,19,EL,8ae07c1c
0,1,0,8.8,-0.2,29,86,127,30,4622.8,52,2750,107,4,170,17.0,36,19,EL,903b6e8b
1,0,1,8.9,2.9,10,53,142,22,4032.8,46,2028,71,6,34,11.4,26,19,EL,9413b19f
0,0,1,3.3,1.3,9,30,32,2,1366.4,13,748,11,0,16,16.3,12,19,EL,9bc78273
1,0,0,12.2,1.2,67,199,192,14,9638.4,59,3581,92,0,10,10.2,51,19,EL,a04e2dd2
0,0,0,1.0,0.0,2,4,23,3,561.2,5,166,3,0,22,22.0,2,19,EL,a165a577
0,0,1,0.7,-0.3,9,16,36,5,1072.8,9,423,17,0,34,17.4,6,19,EL,a179d516
0,0,0,2.2,0.2,15,44,70,11,2709.0,20,926,27,2,31,15.5,10,19,EL,a2abe631
0,1,0,8.5,1.5,31,55,105,22,3612.0,38,1580,37,0,116,23.3,19,19,EL,a3d524cb
0,0,0,1.8,0.8,24,49,68,8,2713.2,9,573,18,1,11,11.8,9,19,EL,a70b8345
0,1,0,1.5,-0.5,1,3,7,2,184.1,4,182,7,0,0,4.0,2,19,EL,a98a9189
0,0,0,8.5,-1.5,35,103,117,34,3954.6,71,4082,103,3,60,15.0,62,19,EL,a9dc785c
2,1,0,6.8,-1.2,39,62,202,31,5979.2,41,1430,50,3,257,18.4,12,19,EL,ad3389d5
0,0,0,8.2,0.2,40,99,172,38,6209.2,52,2173,93,6,71,14.2,24,19,EL,b15780e3
0,0,1,4.0,1.0,26,81,105,16,4420.5,29,1690,60,1,0,10.0,23,19,EL,b8798a46
0,0,0,9.4,-0.6,50,122,116,17,4895.2,55,3366,61,0,38,12.7,55,19,EL,bea81d41
0,1,0,3.6,-1.4,7,17,33,3,1145.1,5,237,7,1,0,10.6,4,19,EL,c52b28d0
0,3,0,6.8,-2.2,13,30,103,24,2987.0,26,1014,48,2,44,14.8,8,19,EL,c8a88acd
0,0,0,3.7,-0.3,15,31,59,18,1811.3,18,747,21,0,12,12.5,12,19,EL,cd1b2304
0,1,1,8.0,3.0,14,41,132,21,3907.2,23,968,38,1,157,17.5,10,19,EL,cda0b317
0,2,0,16.2,3.2,128,282,359,29,14719.0,86,4979,156,4,100,11.2,72,19,EL,ce17b5eb
0,2,0,5.8,-0.2,26,64,121,31,3690.5,37,1731,79,2,117,16.8,23,19,EL,d97b252e
0,0,0,7.2,-0.8,38,100,138,15,5175.0,34,1819,46,5,178,16.2,28,19,EL,dc29b608
1,2,0,9.6,-2.4,39,149,158,15,7141.6,60,3720,93,2,102,14.6,54,19,EL,dc366c36
1,0,0,9.2,2.2,50,110,143,28,5777.2,45,2484,79,1,11,11.1,37,19,EL,dc4511f3
0,0,0,2.4,-0.6,4,9,24,7,717.6,6,271,10,0,0,3.0,2,19,EL,e0238966
0,2,1,6.8,-1.2,24,46,145,33,4176.0,39,1462,56,3,278,19.9,14,19,EL,e358587b
0,2,3,8.8,-0.2,30,63,87,23,3288.6,36,1605,81,3,7,7.8,24,19,EL,e65dd8dc
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,EL,eb2b33aa
0,0,1,5.1,-1.9,53,121,127,18,5473.7,55,3085,83,1,144,18.1,42,19,EL,f3a97d02
0,0,0,1.0,0.0,8,11,35,4,1123.5,3,83,9,0,34,17.4,0,19,EL,f70e46e6
0,1,1,4.1,0.1,7,14,37,8,1198.8,12,333,12,0,0,4.5,2,20,EL,03df04ff
1,0,0,17.8,-0.2,29,92,115,15,4232.0,53,2692,76,1,9,9.6,42,20,EL,068830ca
0,0,0,1.3,0.3,4,17,25,4,865.0,8,490,9,0,34,17.0,7,20,EL,110338ae
0,1,0,6.4,-0.6,12,36,58,8,2244.6,17,843,23,1,152,19.0,10,20,EL,113fb4ea
0,2,0,8.1,3.1,78,205,163,28,8035.9,93,5124,127,2,178,17.8,81,20,EL,1858bbf7
2,2,1,6.8,-0.2,24,76,119,17,4545.8,28,1509,51,2,349,19.4,21,20,EL,1c98558c
0,0,1,7.7,-0.3,60,147,188,35,7444.8,66,3577,140,3,49,12.3,52,20,EL,1caa93a5
0,0,0,0.3,0.3,10,17,24,5,1005.6,4,272,6,0,0,12.0,4,20,EL,1e064bfb
0,1,0,2.6,0.6,17,60,195,46,5538.0,71,1917,95,3,351,19.5,14,20,EL,1e26e376
0,0,1,8.4,2.4,51,100,235,38,7567.0,72,2498,100,4,357,18.8,27,20,EL,20b9f052
