id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
1c529186,Ignazio Abate,it ITA,DF,Milan,31,1986,19,15,1302,14.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,27,88,43,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,30,1988,37,37,3309,36.8,3,1,4,3,0,0,4,1,3.4,3.4,1.0,4.3,39,135,17,0.08,0.03,0.11,0.08,0.11,0.09,0.03,0.12,0.09,0.12,Matches
d7403bd5,Afriyie Acquah,gh GHA,MF,Empoli,26,1992,28,19,1510,16.8,2,0,2,2,0,0,4,0,1.4,1.4,0.8,2.2,58,91,76,0.12,0.00,0.12,0.12,0.12,0.09,0.05,0.13,0.09,0.13,Matches
ce5b170a,Claud Adjapong,it ITA,"MF,FW",Sassuolo,20,1998,5,3,270,3.0,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,4,19,0.33,0.00,0.33,0.33,0.33,0.24,0.02,0.26,0.24,0.26,Matches
06050480,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,24,1993,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,7,8,11,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.20,0.13,0.20,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,27,1990,4,2,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,5,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,21,1996,30,22,2160,24.0,1,3,4,1,0,0,5,1,1.4,1.4,2.5,4.0,62,97,96,0.04,0.12,0.17,0.04,0.17,0.06,0.11,0.17,0.06,0.17,Matches
5294a83f,Luis Alberto,es ESP,"MF,FW",Lazio,25,1992,27,25,1990,22.1,4,5,9,3,1,1,5,1,4.2,3.4,5.9,9.4,100,200,132,0.18,0.23,0.41,0.14,0.36,0.19,0.27,0.46,0.16,0.42,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Napoli,32,1985,20,19,1713,19.0,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,4,81,2,0.05,0.00,0.05,0.05,0.05,0.01,0.02,0.04,0.01,0.04,Matches
cc700722,Allan,br BRA,MF,Napoli,27,1991,33,28,2616,29.1,1,3,4,1,0,0,10,0,1.0,1.0,2.5,3.6,49,236,45,0.03,0.10,0.14,0.03,0.14,0.03,0.09,0.12,0.03,0.12,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,36,1981,33,33,2922,32.5,4,1,5,4,0,0,9,1,2.2,2.2,1.0,3.2,4,72,5,0.12,0.03,0.15,0.12,0.15,0.07,0.03,0.10,0.07,0.10,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Sampdoria,22,1996,32,32,2880,32.0,0,1,1,0,0,0,7,0,1.0,1.0,0.7,1.7,25,154,3,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05,Matches
13d820de,Marco Andreolli,it ITA,DF,Cagliari,32,1986,3,1,106,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
13d820de,Marco Andreolli,it ITA,DF,Chievo,32,1986,8,7,646,7.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,31,1986,24,23,1807,20.1,3,2,5,3,0,0,3,0,1.4,1.4,2.9,4.3,96,93,108,0.15,0.10,0.25,0.15,0.25,0.07,0.14,0.21,0.07,0.21,Matches
43a2e16c,Mirco Antenucci,it ITA,FW,SPAL,33,1984,35,22,2133,23.7,5,0,5,4,1,2,0,0,6.6,5.0,1.6,6.5,41,50,172,0.21,0.00,0.21,0.17,0.17,0.28,0.07,0.34,0.21,0.28,Matches
40f0ed6c,Luca Antonelli,it ITA,DF,Empoli,31,1987,13,10,755,8.4,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,26,39,28,0.00,0.12,0.12,0.00,0.12,0.04,0.08,0.12,0.04,0.12,Matches
0830a4f9,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,20,1998,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
eb823875,Joaquín Ardaiz,uy URU,FW,Frosinone,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
68b78c2a,Lorenzo Ariaudo,it ITA,DF,Frosinone,29,1989,19,19,1682,18.7,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.2,9,36,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,17,2001,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,Inter,29,1988,32,30,2671,29.7,0,1,1,0,0,0,6,0,0.2,0.2,1.8,2.1,90,189,153,0.00,0.03,0.03,0.00,0.03,0.01,0.06,0.07,0.01,0.07,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,21,1997,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Sassuolo,25,1993,29,16,1488,16.5,7,2,9,5,2,2,0,0,7.6,6.1,0.9,6.9,15,24,97,0.42,0.12,0.54,0.30,0.42,0.46,0.05,0.51,0.37,0.42,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Lazio,29,1989,23,14,1141,12.7,1,0,1,1,0,0,6,0,0.8,0.8,0.5,1.2,19,101,12,0.08,0.00,0.08,0.08,0.08,0.06,0.04,0.10,0.06,0.10,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,23,1994,31,26,2301,25.6,1,1,2,1,0,0,6,1,1.7,1.7,1.6,3.2,49,156,45,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.13,0.06,0.13,Matches
509a4ccb,Keita Baldé,sn SEN,FW,Inter,23,1995,24,8,889,9.9,5,2,7,5,0,0,2,1,3.9,3.9,2.2,6.1,57,27,98,0.51,0.20,0.71,0.51,0.71,0.39,0.22,0.61,0.39,0.61,Matches
9be4ee80,Andrija Balić,hr CRO,"FW,MF",Udinese,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.08,0.18,0.26,0.08,0.26,Matches
0821331c,Mattia Bani,it ITA,DF,Chievo,24,1993,30,29,2610,29.0,0,0,0,0,0,0,8,1,1.0,1.0,0.8,1.8,4,63,11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,11,11,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
c010b898,Federico Barba,it ITA,DF,Chievo,24,1993,30,29,2483,27.6,0,0,0,0,0,0,6,2,0.8,0.8,1.6,2.5,30,106,34,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
0acda699,Francesco Bardi,it ITA,GK,Frosinone,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6928979a,Nicolò Barella,it ITA,MF,Cagliari,21,1997,35,35,3107,34.5,1,3,4,1,0,1,10,2,2.6,1.8,3.1,4.9,112,206,139,0.03,0.09,0.12,0.03,0.12,0.07,0.09,0.17,0.05,0.14,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,30,1988,31,30,2618,29.1,3,2,5,3,0,0,10,0,3.0,3.0,1.9,4.9,30,93,84,0.10,0.07,0.17,0.10,0.17,0.10,0.07,0.17,0.10,0.17,Matches
43a1bea5,Édgar Barreto,py PAR,MF,Sampdoria,34,1984,12,9,785,8.7,0,2,2,0,0,0,2,0,1.0,1.0,1.6,2.5,4,55,36,0.00,0.23,0.23,0.00,0.23,0.11,0.18,0.29,0.11,0.29,Matches
e5bf73f3,Musa Barrow,gm GAM,FW,Atalanta,19,1998,22,6,601,6.7,1,2,3,1,0,0,0,0,2.9,2.9,1.4,4.4,33,25,79,0.15,0.30,0.45,0.15,0.45,0.44,0.21,0.65,0.44,0.65,Matches
7c0000fd,Andrea Barzagli,it ITA,DF,Juventus,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ea06dd97,Daniele Baselli,it ITA,MF,Torino,26,1992,34,27,2379,26.4,4,1,5,4,0,0,5,0,2.4,2.4,4.2,6.6,50,143,73,0.15,0.04,0.19,0.15,0.19,0.09,0.16,0.25,0.09,0.25,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Parma,19,1999,24,18,1690,18.8,1,0,1,1,0,0,2,0,0.6,0.6,0.4,0.9,7,32,1,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
c01c66d9,Bastos,ao ANG,DF,Lazio,27,1991,18,11,1139,12.7,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,24,38,8,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.06,0.05,0.06,Matches
438dfc6a,Andrea Beghetto,it ITA,DF,Frosinone,23,1994,27,25,2226,24.7,0,3,3,0,0,0,3,0,1.0,1.0,4.0,5.0,34,57,141,0.00,0.12,0.12,0.00,0.12,0.04,0.16,0.20,0.04,0.20,Matches
d3d758d8,Valon Behrami,ch SUI,MF,Udinese,33,1985,19,17,1361,15.1,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,4,19,5,0.07,0.00,0.07,0.07,0.07,0.06,0.02,0.07,0.06,0.07,Matches
d705ba44,Andrea Belotti,it ITA,FW,Torino,24,1993,37,37,3299,36.7,15,3,18,10,5,6,5,0,17.3,12.6,4.3,16.9,82,68,267,0.41,0.08,0.49,0.27,0.35,0.47,0.12,0.59,0.34,0.46,Matches
0000acda,Marco Benassi,it ITA,MF,Fiorentina,23,1994,32,29,2282,25.4,7,1,8,7,0,0,6,1,5.6,5.6,2.0,7.6,58,112,148,0.28,0.04,0.32,0.28,0.32,0.22,0.08,0.30,0.22,0.30,Matches
3b15ef2d,Medhi Benatia,ma MAR,DF,Juventus,31,1987,5,5,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,13,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,Empoli,20,1997,37,32,2961,32.9,0,5,5,0,0,0,7,0,0.6,0.6,3.1,3.8,49,199,57,0.00,0.15,0.15,0.00,0.15,0.02,0.10,0.11,0.02,0.11,Matches
3b8674e6,Rodrigo Bentancur,uy URU,MF,Juventus,21,1997,31,21,2003,22.3,2,3,5,2,0,0,8,1,1.5,1.5,2.1,3.6,36,128,65,0.09,0.13,0.22,0.09,0.22,0.07,0.10,0.16,0.07,0.16,Matches
53a0e358,Domenico Berardi,it ITA,"FW,MF",Sassuolo,23,1994,35,32,2875,31.9,8,4,12,7,1,1,5,1,8.9,8.1,4.5,12.6,106,141,310,0.25,0.13,0.38,0.22,0.34,0.28,0.14,0.42,0.25,0.40,Matches
dc1c2fce,Álex Berenguer,es ESP,"MF,DF",Torino,23,1995,31,15,1486,16.5,2,3,5,2,0,0,4,0,1.0,1.0,3.7,4.7,63,45,166,0.12,0.18,0.30,0.12,0.30,0.06,0.23,0.28,0.06,0.28,Matches
61b3978f,Bartosz Bereszyński,pl POL,DF,Sampdoria,26,1992,27,24,2200,24.4,0,2,2,0,0,0,6,1,0.3,0.3,0.7,1.0,51,150,97,0.00,0.08,0.08,0.00,0.08,0.01,0.03,0.04,0.01,0.04,Matches
ee833569,Etrit Berisha,al ALB,GK,Atalanta,29,1989,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
d5575935,Valon Berisha,xk KVX,"MF,FW",Lazio,25,1993,8,1,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,8,9,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
ee93c1a9,Federico Bernardeschi,it ITA,"MF,FW",Juventus,24,1994,28,14,1473,16.4,2,3,5,2,0,0,5,1,3.8,3.8,3.4,7.2,58,66,153,0.12,0.18,0.31,0.12,0.31,0.23,0.21,0.44,0.23,0.44,Matches
88895312,Daniel Bessa,it ITA,MF,Genoa,25,1993,34,25,2441,27.1,1,3,4,1,0,0,8,0,3.6,3.6,2.7,6.3,81,122,142,0.04,0.11,0.15,0.04,0.15,0.13,0.10,0.23,0.13,0.23,Matches
6b99d135,Jonathan Biabiany,fr FRA,FW,Parma,30,1988,18,12,1069,11.9,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,27,23,52,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,Matches
5710a281,Lucas Biglia,ar ARG,MF,Milan,32,1986,16,13,1114,12.4,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.7,11,67,4,0.08,0.00,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Matches
9e1577aa,Cristiano Biraghi,it ITA,DF,Fiorentina,25,1992,36,36,3194,35.5,1,4,5,1,0,0,8,0,1.4,1.4,6.1,7.5,76,119,177,0.03,0.11,0.14,0.03,0.14,0.04,0.17,0.21,0.04,0.21,Matches
64cd167d,Davide Biraschi,it ITA,DF,Genoa,24,1994,34,32,2841,31.6,0,0,0,0,0,0,3,1,0.4,0.4,1.0,1.3,54,125,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
455a2b79,Valter Birsa,si SVN,"MF,FW",Cagliari,31,1986,12,4,353,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,14,20,23,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Matches
455a2b79,Valter Birsa,si SVN,"MF,FW",Chievo,31,1986,17,12,1101,12.2,2,2,4,1,1,1,1,0,1.7,0.9,2.2,3.1,40,78,72,0.16,0.16,0.33,0.08,0.25,0.14,0.18,0.32,0.08,0.26,Matches
f4ec4fd0,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,31,1987,13,11,938,10.4,4,1,5,2,2,2,1,0,3.8,2.3,0.8,3.1,7,24,62,0.38,0.10,0.48,0.19,0.29,0.37,0.08,0.45,0.22,0.30,Matches
fe012aca,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,21,1997,25,14,1443,16.0,3,1,4,3,0,0,0,0,3.4,3.4,0.8,4.2,79,29,105,0.19,0.06,0.25,0.19,0.25,0.21,0.05,0.26,0.21,0.26,Matches
d995ed27,Giacomo Bonaventura,it ITA,MF,Milan,28,1989,8,8,646,7.2,3,1,4,3,0,0,0,0,2.9,2.9,0.8,3.6,32,40,26,0.42,0.14,0.56,0.42,0.56,0.40,0.10,0.50,0.40,0.50,Matches
fb77bfef,Kevin Bonifazi,it ITA,DF,SPAL,22,1996,27,26,2301,25.6,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,42,92,8,0.08,0.04,0.12,0.08,0.12,0.02,0.01,0.03,0.02,0.03,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,Juventus,31,1987,29,27,2472,27.5,3,0,3,3,0,0,2,0,2.1,2.1,0.8,2.9,6,101,4,0.11,0.00,0.11,0.11,0.11,0.08,0.03,0.10,0.08,0.10,Matches
ef5b337e,Fabio Borini,it ITA,"FW,DF",Milan,27,1991,20,10,1054,11.7,2,2,4,2,0,0,3,0,2.5,2.5,1.2,3.6,13,26,96,0.17,0.17,0.34,0.17,0.34,0.21,0.10,0.31,0.21,0.31,Matches
0d077b88,Mehdi Bourabia,ma MAR,MF,Sassuolo,26,1991,32,21,2010,22.3,1,0,1,1,0,0,8,1,2.3,2.3,2.7,4.9,24,91,70,0.04,0.00,0.04,0.04,0.04,0.10,0.12,0.22,0.10,0.22,Matches
605873e1,Filip Bradarić,hr CRO,MF,Cagliari,26,1992,27,17,1494,16.6,0,2,2,0,0,0,5,0,0.5,0.5,0.5,1.1,11,94,11,0.00,0.12,0.12,0.00,0.12,0.03,0.03,0.06,0.03,0.06,Matches
5fd5ed86,Gleison Bremer,br BRA,DF,Torino,21,1997,5,2,183,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
54c356b0,Nicolò Brighenti,it ITA,DF,Frosinone,28,1989,11,11,990,11.0,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.6,15,76,10,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
d417b306,Matteo Brighi,it ITA,MF,Empoli,37,1981,10,1,231,2.6,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,0,13,4,0.39,0.00,0.39,0.39,0.39,0.28,0.04,0.32,0.28,0.32,Matches
d0643f8f,Enrico Brignola,it ITA,"FW,MF",Sassuolo,19,1999,7,2,175,1.9,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,8,10,15,0.51,0.00,0.51,0.51,0.51,0.30,0.04,0.34,0.30,0.34,Matches
33b8d077,Marcelo Brozović,hr CRO,MF,Inter,25,1992,32,31,2650,29.4,2,1,3,2,0,0,11,1,1.0,1.0,3.4,4.4,43,287,29,0.07,0.03,0.10,0.07,0.10,0.03,0.12,0.15,0.03,0.15,Matches
806f7a26,Rafael Cabral,br BRA,GK,Sampdoria,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
00b0bb87,Fabrizio Cacciatore,it ITA,DF,Cagliari,31,1986,7,7,580,6.4,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.0,4,24,19,0.00,0.31,0.31,0.00,0.31,0.03,0.12,0.16,0.03,0.16,Matches
00b0bb87,Fabrizio Cacciatore,it ITA,DF,Chievo,31,1986,7,5,497,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.7,8,20,25,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Lazio,31,1987,4,3,307,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,17,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Juventus,31,1987,9,7,628,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,13,34,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
93b891d1,Felipe Caicedo,ec ECU,FW,Lazio,29,1988,28,17,1371,15.2,8,2,10,7,1,1,4,0,8.2,7.4,1.2,8.6,21,35,93,0.53,0.13,0.66,0.46,0.59,0.54,0.08,0.62,0.49,0.57,Matches
34bb6fbd,Arturo Calabresi,it ITA,DF,Bologna,22,1996,18,16,1412,15.7,1,0,1,1,0,0,8,0,0.4,0.4,0.4,0.8,13,63,11,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
2146785a,Davide Calabria,it ITA,DF,Milan,21,1996,26,22,1950,21.7,1,2,3,1,0,0,5,0,0.4,0.4,2.0,2.4,58,123,124,0.05,0.09,0.14,0.05,0.14,0.02,0.09,0.11,0.02,0.11,Matches
cd0fa27b,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,24,1994,36,34,2884,32.0,3,6,9,3,0,0,3,0,5.2,5.2,6.2,11.4,126,210,196,0.09,0.19,0.28,0.09,0.28,0.16,0.19,0.36,0.16,0.36,Matches
78841da9,José Callejón,es ESP,"MF,FW",Napoli,31,1987,34,29,2650,29.4,3,10,13,3,0,0,1,0,5.7,5.7,8.3,14.1,54,135,247,0.10,0.34,0.44,0.10,0.44,0.20,0.28,0.48,0.20,0.48,Matches
895ff3ca,Joel Campbell,cr CRC,"FW,MF",Frosinone,26,1992,17,11,891,9.9,0,3,3,0,0,0,4,0,0.6,0.6,1.6,2.2,37,23,59,0.00,0.30,0.30,0.00,0.30,0.06,0.16,0.22,0.06,0.22,Matches
a65ce836,Emre Can,de GER,MF,Juventus,24,1994,29,20,1811,20.1,4,1,5,3,1,1,7,0,2.7,1.9,2.4,4.4,48,90,46,0.20,0.05,0.25,0.15,0.20,0.13,0.12,0.26,0.10,0.22,Matches
