id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,27,1989,5.5,7,3,5,2,0,4,7,57.1,3,5,5,0,4,11,20,0,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,24,1992,13.1,23,15,8,14,1,8,32,25.0,24,11,6,5,18,41,25,2,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,32,1985,32.5,38,24,26,12,0,15,32,46.9,17,42,26,16,65,103,221,1,Matches
26777636,Yacine Adli,fr FRA,FW,Paris S-G,17,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,24,1993,27.3,91,50,37,41,13,36,71,50.7,35,25,3,22,37,128,90,0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,33.4,70,34,32,37,1,17,55,30.9,38,29,7,22,75,145,58,1,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,22.7,47,28,17,27,3,15,64,23.4,49,35,2,33,32,79,30,0,Matches
9b8970ce,David Alcibiade,fr FRA,DF,Nantes,25,1991,2.3,9,5,5,3,1,2,4,50.0,2,5,3,2,7,16,8,0,Matches
b18a3023,Júnior Alonso,py PAR,DF,Lille,24,1993,30.9,58,31,36,22,0,28,50,56.0,22,26,16,10,56,114,153,1,Matches
c9e99e49,Dani Alves,br BRA,DF,Paris S-G,34,1983,22.9,80,57,45,27,8,33,58,56.9,25,24,3,21,28,108,21,0,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Lille,24,1993,26.7,43,29,24,19,0,14,27,51.9,13,30,13,17,41,84,70,3,Matches
ab914649,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,32,1985,8.3,8,5,3,3,2,2,5,40.0,3,6,0,6,4,12,7,0,Matches
d7bf3d19,Romain Amalfitano,fr FRA,MF,Dijon,27,1989,30.0,59,37,18,38,3,25,69,36.2,44,29,7,22,85,144,35,2,Matches
22721b88,Jordan Amavi,fr FRA,DF,Marseille,23,1994,24.4,52,35,32,12,8,23,56,41.1,33,28,11,17,45,97,86,1,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Toulouse,19,1998,35.0,59,43,45,10,4,22,31,71.0,9,25,7,18,45,104,127,1,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Rennes,26,1990,33.5,93,54,36,50,7,43,113,38.1,70,56,4,52,57,150,96,1,Matches
872cd68c,Yoann Andreu,fr FRA,DF,Angers,28,1989,23.0,48,30,40,6,2,16,39,41.0,23,23,5,18,37,85,75,1,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",Lyon,19,1998,27.0,66,42,22,39,5,20,66,30.3,46,30,0,30,39,105,34,0,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",Lille,21,1996,22.4,41,31,23,17,1,10,47,21.3,37,24,0,24,16,57,11,1,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Paris S-G,24,1993,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,4,Matches
9dd5da03,Yoël Armougom,fr FRA,"DF,MF",Caen,19,1998,1.5,2,1,0,1,1,1,1,100.0,0,1,1,0,1,3,2,1,Matches
a557e6b0,Benoît Assou-Ekotto,cm CMR,DF,Metz,33,1984,11.7,12,9,5,6,1,5,15,33.3,10,7,4,3,46,58,21,0,Matches
eacb45fd,Danilo Avelar,br BRA,DF,Amiens,28,1989,19.2,41,33,27,9,5,14,45,31.1,31,16,7,9,37,78,83,1,Matches
833a91a1,Durel Avounou,cg CGO,"DF,MF",Caen,19,1997,7.2,16,11,6,9,1,5,17,29.4,12,12,1,11,10,26,25,0,Matches
70d8e84c,Chidozie Awaziem,ng NGA,DF,Nantes,20,1997,16.8,43,30,33,10,0,28,40,70.0,12,18,11,7,16,59,97,0,Matches
eaf71a5e,Karim Azamoum,fr FRA,MF,Troyes,27,1990,25.0,84,57,41,37,6,27,68,39.7,41,30,11,19,26,110,61,3,Matches
d3ce9f1f,Ludovic Baal,gf GUF,DF,Rennes,31,1986,12.9,41,27,29,8,4,13,35,37.1,22,13,2,11,15,56,37,1,Matches
7844c810,Dylan Bahamboula,cg CGO,"FW,MF",Dijon,22,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
776972d5,Farès Bahlouli,fr FRA,"MF,FW",Lille,22,1995,3.4,10,8,4,3,3,2,7,28.6,5,7,0,7,1,11,1,0,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Strasbourg,25,1992,18.5,16,11,3,8,5,4,22,18.2,18,18,1,17,9,25,1,0,Matches
509a4ccb,Keita Baldé,sn SEN,"FW,MF",Monaco,22,1995,16.4,12,8,5,6,1,1,11,9.1,10,10,1,9,6,18,5,0,Matches
cee88597,Iván Balliu,al ALB,DF,Metz,25,1992,21.7,34,22,22,6,6,12,28,42.9,16,23,9,14,27,61,64,1,Matches
f449640d,Fodé Ballo-Touré,sn SEN,DF,Lille,20,1997,22.8,50,36,29,16,5,21,47,44.7,26,27,2,25,28,78,47,1,Matches
4e7bfc23,Florent Balmont,fr FRA,MF,Dijon,37,1980,9.6,14,9,4,9,1,4,25,16.0,21,15,1,14,8,22,5,0,Matches
8ff07990,Mario Balotelli,it ITA,FW,Nice,26,1990,25.2,7,4,1,3,3,0,6,0.0,6,9,2,7,8,15,26,0,Matches
7fecbcdb,Abdoulaye Bamba,ci CIV,DF,Angers,27,1990,17.0,29,22,23,6,0,16,30,53.3,14,8,1,7,11,40,52,0,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,FW,Saint-Étienne,21,1996,28.6,30,21,18,11,1,12,61,19.7,49,30,4,26,19,49,17,0,Matches
