id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,31,1987,28.0,46,33,29,15,2,17,30,56.7,13,26,14,12,47,93,99,1,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Nantes,26,1992,20.2,55,29,18,32,5,20,53,37.7,33,16,3,13,23,78,8,1,Matches
469d3d84,Charles Abi,fr FRA,FW,Saint-Étienne,19,2000,6.9,9,9,2,5,2,2,7,28.6,5,2,0,2,4,13,4,0,Matches
dcfb17f4,Amine Adli,fr FRA,"MF,FW",Toulouse,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
26777636,Yacine Adli,fr FRA,MF,Bordeaux,19,2000,11.3,22,14,4,15,3,11,34,32.4,23,10,0,10,8,30,3,0,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Dijon,23,1996,10.6,13,9,7,5,1,8,12,66.7,4,11,11,0,18,31,54,0,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,26,1993,11.9,36,22,19,15,2,19,28,67.9,9,6,2,4,11,47,21,0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,25,1994,7.0,16,12,2,11,3,3,9,33.3,6,6,1,5,15,31,10,0,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,23,1996,6.0,11,8,6,4,1,4,24,16.7,20,6,1,5,4,15,10,1,Matches
9b398aea,Rayan Aït Nouri,fr FRA,DF,Angers,18,2001,14.2,29,22,14,8,7,10,21,47.6,11,14,1,13,18,47,33,0,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,25,1994,22.9,15,10,2,10,3,2,13,15.4,11,11,0,11,2,17,20,0,Matches
414e1f69,Marley Aké,fr FRA,"FW,MF",Marseille,18,2001,1.1,2,2,1,1,0,1,3,33.3,2,0,0,0,1,3,1,0,Matches
debc2f28,Chadrac Akolo,cd COD,"FW,MF",Amiens,24,1995,6.0,16,8,8,6,2,5,12,41.7,7,6,1,5,5,21,5,0,Matches
5314e067,Sofiane Alakouch,ma MAR,DF,Nîmes,21,1998,15.6,45,26,25,13,7,25,48,52.1,23,13,2,11,23,68,39,3,Matches
4085f08e,Haitam Aleesami,no NOR,DF,Amiens,28,1991,21.3,36,16,25,9,2,18,43,41.9,25,33,10,23,34,70,59,1,Matches
