id,Gls,Sh,SoT,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG,TotDist
000b3da6,0,2,1,0,0,0,0.4,0.4,-0.4,-0.4,29.8
003a5c72,1,20,5,1,0,0,1.6,1.6,-0.6,-0.6,384.0
00b28772,0,7,2,0,0,0,0.4,0.4,-0.4,-0.4,109.2
011d8c56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
01ae64cd,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
01eb744d,8,47,26,0,0,0,5.9,5.9,2.1,2.1,855.4
02c15616,0,6,0,0,0,0,0.2,0.2,-0.2,-0.2,158.4
02d2c436,0,4,0,0,0,0,0.2,0.2,-0.2,-0.2,50.4
04965583,1,8,6,0,0,0,1.3,1.3,-0.3,-0.3,111.2
04a65a8f,4,16,9,0,0,0,2.8,2.8,1.2,1.2,184.0
04ac8285,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
04e17fd5,4,47,13,0,0,1,5.2,4.4,-1.2,-0.4,761.4
05384ea1,0,6,3,0,0,0,0.2,0.2,-0.2,-0.2,113.4
05a4465d,3,24,7,0,0,2,3.3,1.8,-0.3,1.2,477.6
0657888a,0,9,2,0,0,0,0.4,0.4,-0.4,-0.4,194.4
070a3904,1,29,8,2,0,0,1.1,1.1,-0.1,-0.1,748.2
07a0baa9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
07d67579,1,9,2,0,0,0,0.8,0.8,0.2,0.2,129.6
080ac8d8,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,46.0
08511d65,4,25,12,2,2,3,5.9,3.6,-1.9,-1.6,320.0
0959c2a2,0,18,4,0,0,0,0.8,0.8,-0.8,-0.8,475.2
09a9e921,15,72,33,0,1,1,14.0,13.2,1.0,0.8,1123.2
0a0cc13c,11,64,26,2,0,1,11.0,10.2,0.0,0.8,953.6
0a447501,8,24,12,0,0,0,5.1,5.1,2.9,2.9,259.2
0ac94a23,2,29,9,0,0,0,5.1,5.1,-3.1,-3.1,524.9
0ae4e09a,3,26,7,0,1,1,4.5,3.7,-1.5,-1.7,421.2
0af4dcf0,9,30,15,0,1,1,5.9,5.1,3.1,2.9,453.0
0b90bb97,12,42,19,1,1,1,8.4,7.6,3.6,3.4,529.2
0c3f7197,1,12,5,0,0,0,0.7,0.7,0.3,0.3,260.4
0d10333c,5,42,13,3,1,1,5.5,4.7,-0.5,-0.7,802.2
0e7ccfc4,0,5,3,1,0,0,0.3,0.3,-0.3,-0.3,75.0
0ef89a37,8,37,20,0,0,0,3.6,3.6,4.4,4.4,784.4
0f138d5a,0,1,0,0,0,0,0.1,0.1,-0.1,-0.1,10.4
1001ae82,2,19,12,2,0,0,0.8,0.8,1.2,1.2,476.9
102fda08,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
10e25802,0,3,0,0,0,0,0.1,0.1,-0.1,-0.1,94.5
113fb4ea,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
119b9a8e,0,8,2,2,0,0,0.7,0.7,-0.7,-0.7,140.0
11c30a46,0,10,2,0,0,0,0.3,0.3,-0.3,-0.3,227.0
1214f0a6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
