id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
89151b16,1,16,4,0.06,0.25,11.9,0,0,0,1.6,1.6,-0.6,-0.6
a01c3d54,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
307fcd26,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
9127f9ce,0,5,1,0.0,0.0,18.6,0,0,0,0.2,0.2,-0.2,-0.2
b86a64b2,1,7,2,0.14,0.5,11.5,0,0,0,0.7,0.7,0.3,0.3
8970907e,1,36,12,0.03,0.08,19.5,3,0,0,2.8,2.8,-1.8,-1.8
b39a793e,1,3,1,0.33,1.0,16.7,0,0,0,0.5,0.5,0.5,0.5
24f59bb2,3,19,7,0.16,0.43,13.4,0,0,0,2.2,2.2,0.8,0.8
148d4105,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
82927de4,2,58,16,0.03,0.13,19.5,0,0,0,3.7,3.7,-1.7,-1.7
45e17712,3,13,4,0.23,0.75,15.2,0,0,0,1.1,1.1,1.9,1.9
2e8fc160,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
89cbc961,2,26,6,0.08,0.33,16.2,0,0,0,2.4,2.4,-0.4,-0.4
a4b00319,0,2,0,0.0,0.0,24.5,0,0,0,0.1,0.1,-0.1,-0.1
36d5469c,4,26,9,0.12,0.33,20.4,3,1,1,3.6,2.8,0.4,0.2
82e9b89d,5,32,13,0.16,0.38,12.5,0,0,0,4.7,4.7,0.3,0.3
960fb42d,1,7,3,0.14,0.33,7.1,0,0,0,2.1,2.1,-1.1,-1.1
42276181,6,36,15,0.17,0.4,12.5,0,0,0,8.8,8.8,-2.8,-2.8
baf5665c,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
ac3fb1be,2,13,6,0.15,0.33,11.1,0,0,0,1.6,1.6,0.4,0.4
bc39454c,1,3,1,0.33,1.0,18.3,0,0,0,0.5,0.5,0.5,0.5
17d9e354,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
a10361d2,2,19,5,0.11,0.4,26.5,7,0,0,1.5,1.5,0.5,0.5
90bbd822,4,27,10,0.15,0.4,15.5,0,0,0,4.2,4.2,-0.2,-0.2
e7f4603c,1,32,13,0.03,0.08,22.2,0,0,0,2.0,2.0,-1.0,-1.0
240d3a0b,0,2,0,0.0,0.0,30.7,0,0,0,0.0,0.0,0.0,0.0
167c1bb0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
05a4465d,1,28,5,0.04,0.2,17.1,0,0,0,2.9,2.9,-1.9,-1.9
b418dbd4,9,77,31,0.09,0.23,17.6,0,2,4,8.7,5.4,0.3,1.6
1a317a1b,0,2,0,0.0,0.0,31.0,0,0,0,0.0,0.0,0.0,0.0
1a317a1b,0,5,1,0.0,0.0,20.8,0,0,0,0.4,0.4,-0.4,-0.4
