id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
005ca692,194,212,3612.0,912.0,71,78,95,98,24,30,1,0.5,0.3,0.5,4,11,1,0,12
00672021,95,114,1534.0,341.0,45,52,47,53,2,5,0,0.0,0.1,0.0,0,7,0,0,9
0076ab7f,327,357,5856.0,1547.0,134,144,163,170,22,30,0,0.0,0.1,0.0,0,16,0,0,11
01204d46,15,23,219.0,93.0,10,11,4,6,1,4,0,0.0,0.0,0.0,0,0,0,0,2
012c975a,200,230,3861.0,1347.0,54,63,121,127,20,29,0,0.0,0.0,0.0,0,3,0,0,4
016ff750,92,115,1289.0,324.0,56,64,24,30,7,11,1,0.4,0.2,0.6,2,3,2,1,8
0176f037,187,259,3334.0,1038.0,89,108,71,97,24,39,0,0.6,0.3,-0.6,6,4,6,3,9
01b8a2b2,159,172,3253.0,2339.0,46,46,98,100,15,26,0,0.0,0.0,0.0,0,0,0,0,0
01c3aff5,142,175,1973.0,443.0,93,105,38,46,7,13,0,0.2,0.2,-0.2,5,12,2,0,15
01da7812,55,75,988.0,256.0,22,29,25,36,6,7,0,0.4,0.1,-0.4,3,5,3,0,10
01eb744d,150,209,1929.0,407.0,80,102,46,55,6,10,2,2.0,2.1,0.0,11,6,6,2,20
028e70b9,2,2,35.0,32.0,0,0,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0
02c15616,240,305,3431.0,694.0,136,157,68,84,16,24,1,1.2,0.9,-0.2,8,17,6,0,22
02caf6e0,105,142,1543.0,360.0,57,65,33,46,8,11,0,0.0,0.1,0.0,0,2,1,1,1
0331786b,82,121,1915.0,833.0,19,25,44,61,19,31,0,0.5,0.3,-0.5,3,8,1,1,7
03622183,2,2,14.0,0.0,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
038aa94a,6,7,72.0,17.0,4,4,2,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0
042e8a49,189,252,2841.0,477.0,108,125,52,72,18,24,3,1.4,2.2,1.6,11,6,9,4,18
048a1cbc,545,619,7803.0,2512.0,317,337,163,189,37,56,0,0.3,0.6,-0.3,7,52,11,2,57
04e17fd5,42,57,511.0,62.0,24,30,12,19,0,0,0,0.4,0.8,-0.4,5,1,2,1,1
05439de2,620,699,11712.0,3501.0,210,226,342,370,58,84,1,0.6,0.6,0.4,7,48,7,2,67
056269d7,212,231,3171.0,1087.0,107,114,89,94,9,12,1,0.7,0.1,0.3,1,13,0,0,10
