id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00672021,247,290,3879.0,1050.0,145,158,81,94,16,25,2,1.3,0.8,0.7,8,30,5,0,24
0127419a,49,81,976.0,457.0,25,30,11,20,13,29,0,0.4,0.6,-0.4,7,5,6,3,12
016ff750,51,70,832.0,298.0,27,31,18,27,5,8,1,0.8,0.3,0.2,1,5,0,0,3
01b8a2b2,181,198,4409.0,2769.0,36,36,97,99,48,63,0,0.0,0.0,0.0,0,0,0,0,0
01eb744d,78,119,854.0,129.0,54,70,11,18,2,10,0,0.3,0.7,-0.3,3,5,3,0,7
028e70b9,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
02c15616,35,49,480.0,87.0,23,28,9,14,2,4,1,0.5,0.3,0.5,2,2,0,0,1
02ef8778,27,29,459.0,55.0,12,14,11,11,2,2,0,0.1,0.0,-0.1,1,0,0,0,1
032f894e,50,72,781.0,354.0,23,30,21,26,4,10,0,0.1,0.1,-0.1,2,8,1,0,12
0331786b,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
03998238,2,2,14.0,6.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
03df04ff,154,187,3836.0,2433.0,17,18,100,101,36,67,0,0.0,0.0,0.0,0,0,0,0,0
042e8a49,212,273,3196.0,538.0,124,140,77,104,9,16,1,1.0,1.1,0.0,13,11,13,4,25
048a1cbc,342,394,4878.0,1793.0,206,227,106,116,17,27,0,0.2,0.8,-0.2,4,27,8,1,47
04989945,0,1,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
04ac8285,130,203,3989.0,3221.0,24,24,56,56,49,120,0,0.0,0.0,0.0,0,2,0,0,0
05439de2,538,595,10072.0,3511.0,187,201,301,316,40,60,0,1.0,0.8,-1.0,4,49,8,2,48
05d548d8,368,434,7695.0,3302.0,101,112,217,234,50,80,0,0.6,0.3,-0.6,2,31,1,0,31
0638becf,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
070ec0b1,429,464,7986.0,2365.0,146,152,242,255,31,42,0,0.0,0.1,0.0,0,12,0,0,14
07a821e4,57,63,723.0,362.0,31,31,17,18,2,5,0,0.1,0.0,-0.1,1,5,1,0,7
08511d65,319,346,6092.0,2492.0,137,140,134,144,44,55,0,0.0,0.1,0.0,0,26,2,0,26
089550f5,72,95,1184.0,390.0,37,43,23,34,7,11,0,0.0,0.1,0.0,1,2,1,1,3
0959c2a2,193,220,2700.0,802.0,118,125,61,70,6,10,0,0.4,0.6,-0.4,6,27,3,0,21
0a6dbbf7,178,199,3749.0,1334.0,47,49,106,113,25,35,0,0.0,0.0,0.0,0,10,0,0,15
0ab1f153,371,434,6121.0,1663.0,186,199,128,140,38,59,1,0.3,0.4,0.7,7,23,10,3,33
0ac94a23,52,82,942.0,203.0,27,33,19,29,6,10,0,0.0,0.1,0.0,1,5,2,0,5
0b5a292a,300,380,4769.0,1689.0,176,188,93,121,26,44,0,0.6,0.4,-0.6,5,18,4,2,28
0ba976e4,43,55,483.0,170.0,31,39,9,12,0,0,0,0.9,0.3,-0.9,2,2,3,0,5
0bc4e720,8,14,99.0,33.0,6,7,2,3,0,0,0,0.0,0.0,0.0,1,0,1,0,2
0c3f7197,31,42,438.0,112.0,16,19,10,13,2,4,0,0.1,0.2,-0.1,2,2,0,0,5
0cb29e91,79,104,1173.0,412.0,51,63,21,27,6,8,0,0.0,0.0,0.0,0,8,0,0,12
0d10333c,258,330,4811.0,1806.0,118,135,92,111,41,67,0,0.5,0.5,-0.5,7,41,6,0,46
0d267745,407,441,7333.0,2074.0,146,157,216,229,34,39,0,0.0,0.1,0.0,0,25,0,0,29
0d82903c,446,538,7249.0,2426.0,239,262,156,187,40,60,2,1.3,0.9,0.7,9,35,15,7,42
0da6a13e,44,75,782.0,194.0,18,23,20,31,4,9,1,0.3,0.3,0.7,2,2,3,1,9
0dce3356,255,309,3495.0,1464.0,162,172,65,84,15,22,0,0.2,0.3,-0.2,4,15,5,2,16
0e21fc3c,72,81,1092.0,263.0,36,37,26,29,5,7,0,0.6,0.2,-0.6,3,3,3,0,7
0e6bc38c,37,50,426.0,135.0,28,32,4,7,1,2,0,0.6,0.2,-0.6,3,1,2,0,5
0ef89a37,258,339,4350.0,1225.0,133,157,85,104,31,59,3,1.5,1.8,1.5,14,28,18,2,57
10072610,45,49,1009.0,592.0,8,8,27,27,10,14,0,0.0,0.0,0.0,0,0,0,0,0
101da2b5,404,450,7662.0,2633.0,141,149,211,226,44,61,0,0.4,0.3,-0.4,1,42,2,0,32
10549b49,74,112,902.0,218.0,42,55,23,33,1,4,0,0.1,0.2,-0.1,2,3,2,0,4
108fe016,25,28,370.0,117.0,18,19,6,6,1,3,0,0.0,0.0,0.0,0,5,0,0,3
10b9fa99,182,199,3579.0,971.0,43,46,128,134,11,19,0,0.0,0.0,0.0,0,7,0,0,9
10efd0e1,279,330,4460.0,1064.0,146,160,107,115,19,33,0,0.5,0.4,-0.5,9,19,3,0,20
10fe831e,62,91,1142.0,426.0,21,30,28,35,9,19,0,0.0,0.0,0.0,0,4,0,0,7
119b9a8e,156,177,2814.0,921.0,65,72,68,73,19,26,0,0.0,0.0,0.0,0,13,0,0,10
121101a4,131,154,2011.0,464.0,63,71,45,55,8,12,0,0.0,0.0,0.0,0,4,0,0,6
1265a93a,199,253,3139.0,938.0,100,110,77,97,17,26,0,0.6,1.2,-0.6,6,8,10,9,19
129af0db,72,116,960.0,179.0,42,58,23,38,3,6,1,0.2,0.4,0.8,3,3,3,0,8
133faa84,236,306,4087.0,1702.0,97,117,120,145,15,30,0,0.1,0.1,-0.1,1,18,0,0,16
13b44b02,150,217,1946.0,881.0,85,104,48,67,3,14,1,0.8,0.4,0.2,2,11,6,2,20
13ea2544,146,202,2630.0,766.0,69,83,55,71,19,36,0,0.5,0.3,-0.5,3,19,3,0,27
1467af0d,564,612,7667.0,2540.0,351,368,158,164,29,38,0,1.6,1.9,-1.6,10,46,12,1,57
14b8fcdf,127,137,2058.0,930.0,58,61,64,68,2,5,0,0.0,0.0,0.0,0,6,0,0,7
15f3ec41,69,89,1183.0,273.0,34,41,17,22,13,17,1,0.7,0.9,0.3,7,1,4,2,7
169fd162,132,179,1571.0,405.0,77,91,38,54,1,5,3,2.9,2.4,0.1,14,5,13,1,18
16b9d5cf,114,139,2124.0,829.0,46,55,54,58,10,18,0,0.0,0.0,0.0,0,1,0,0,2
16ceb862,15,23,204.0,21.0,10,14,5,6,0,0,0,0.0,0.0,0.0,1,1,0,0,1
179d2851,197,267,6052.0,4045.0,27,27,76,81,92,155,0,0.0,0.0,0.0,0,3,0,0,0
1840e36d,191,228,4427.0,2524.0,38,38,124,129,29,61,0,0.0,0.0,0.0,0,0,0,0,0
18b896d6,100,120,2144.0,705.0,20,22,58,65,21,28,0,0.0,0.0,0.0,1,2,1,0,4
1931bde9,75,81,955.0,246.0,48,49,22,24,1,2,0,0.1,0.1,-0.1,2,3,2,1,10
197640fd,176,212,2395.0,870.0,114,124,43,54,10,16,0,0.4,0.4,-0.4,8,8,6,3,12
199cd404,25,40,365.0,166.0,15,18,10,13,0,0,2,0.6,0.0,1.4,3,3,1,0,7
19cda00b,270,362,4089.0,1263.0,142,165,78,103,27,55,6,5.1,3.4,0.9,20,18,15,2,40
19e4dca5,34,40,765.0,199.0,9,10,18,21,7,9,0,0.0,0.0,0.0,0,1,0,0,0
1a2935f6,201,218,3928.0,1064.0,56,64,132,134,13,20,0,0.6,0.1,-0.6,3,15,1,0,14
1a799243,212,333,3674.0,1957.0,113,154,62,105,28,54,0,0.5,0.8,-0.5,8,27,11,1,29
1a992676,49,56,617.0,165.0,26,27,16,18,1,3,0,0.1,0.1,-0.1,1,2,0,0,3
1adcf39e,291,329,5740.0,2070.0,95,107,161,171,33,47,0,0.3,0.0,-0.3,2,14,0,0,11
1bacc518,509,559,8271.0,1888.0,263,278,185,198,47,56,0,0.2,0.6,-0.2,3,55,9,0,53
1bf33a9a,73,103,951.0,287.0,41,53,17,21,4,6,1,1.2,1.2,-0.2,8,7,7,0,14
1c07b06e,180,212,3452.0,972.0,80,92,62,74,30,37,0,0.3,0.2,-0.3,9,23,4,0,30
1c78737d,37,61,525.0,159.0,19,26,12,20,2,5,0,0.0,0.0,0.0,1,4,1,1,4
1c96ad85,76,102,1077.0,313.0,49,53,22,33,2,7,0,0.5,0.3,-0.5,1,4,2,2,5
1cb49278,156,168,2965.0,891.0,39,42,107,111,6,10,0,0.0,0.0,0.0,0,5,0,0,3
1d1691ad,61,67,966.0,267.0,35,37,20,20,5,6,2,0.1,0.1,1.9,1,2,1,1,2
1d5cab82,202,252,2924.0,887.0,127,140,50,62,15,23,3,0.9,0.8,2.1,7,21,7,0,37
1dbfae2d,10,18,108.0,26.0,5,10,2,2,0,2,0,0.0,0.0,0.0,0,0,0,0,1
1e8dbb59,8,9,135.0,64.0,5,5,2,2,1,1,0,0.0,0.0,0.0,0,0,0,0,1
1f3afdcb,73,93,1312.0,519.0,32,38,34,37,7,14,0,0.1,0.1,-0.1,2,9,1,0,12
1f44ac21,86,131,972.0,260.0,49,68,20,31,3,4,1,0.7,0.4,0.3,4,6,1,0,9
1fb1c435,169,219,2405.0,530.0,96,108,57,69,7,19,2,1.1,1.2,0.9,8,20,6,2,25
20030c06,186,212,2972.0,1296.0,93,102,77,85,10,16,0,0.0,0.1,0.0,0,20,0,0,27
21512407,299,418,4495.0,1875.0,186,215,80,115,24,62,1,1.2,1.2,-0.2,12,11,14,3,33
21a66f6a,77,105,1191.0,349.0,40,45,19,29,9,11,0,1.7,1.0,-1.7,4,9,8,1,16
228f73ae,2,2,21.0,0.0,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
230a2fac,400,488,5750.0,2263.0,247,275,120,146,19,30,2,0.9,0.6,1.1,5,30,4,0,33
24228180,87,145,1090.0,196.0,50,73,16,30,7,9,1,0.4,0.3,0.6,5,3,4,0,9
2475dcc6,144,190,1853.0,503.0,94,110,25,35,10,11,3,1.2,1.5,1.8,10,18,10,1,24
24b98f95,103,125,1344.0,340.0,64,72,29,34,3,7,0,0.0,0.0,0.0,0,5,0,0,3
24f59bb2,143,163,1878.0,430.0,93,103,44,46,3,4,0,0.0,0.1,0.0,0,7,1,0,6
262e5a82,91,116,1201.0,413.0,49,59,27,31,5,9,0,0.4,0.2,-0.4,3,12,2,0,16
2784f898,155,178,3107.0,1054.0,53,55,77,84,24,37,0,0.0,0.0,0.0,0,3,0,0,3
27d902c8,57,87,1480.0,1064.0,12,13,27,27,17,45,0,0.0,0.0,0.0,0,0,0,0,0
27f0fcda,48,57,672.0,137.0,32,34,13,18,2,2,0,0.2,0.4,-0.2,3,3,1,0,4
28d596a0,140,177,4194.0,2931.0,13,14,70,71,56,90,0,0.0,0.0,0.0,0,0,0,0,0
292a652a,269,328,5625.0,1776.0,77,80,156,172,31,66,0,0.6,0.0,-0.6,1,15,0,0,14
2946f9a1,27,34,343.0,115.0,17,19,7,8,1,3,0,0.0,0.0,0.0,0,1,0,0,3
2973d8ff,15,24,144.0,30.0,9,16,1,2,1,1,0,0.1,0.0,-0.1,2,2,0,0,1
29c02c9f,49,59,671.0,173.0,36,38,9,12,3,5,0,0.0,0.0,0.0,1,0,0,0,0
29fbdc88,31,34,343.0,53.0,23,23,3,4,1,1,0,0.0,0.0,0.0,0,0,0,0,0
2a1beb34,371,457,5980.0,2080.0,193,219,134,162,29,49,1,0.9,0.4,0.1,6,37,1,0,47
2a6cd437,13,16,250.0,118.0,5,5,6,6,2,2,0,0.0,0.0,0.0,0,1,1,0,1
2acd49b9,224,249,3521.0,893.0,118,126,83,91,15,18,1,0.1,0.2,0.9,2,18,2,0,25
2b09d998,66,83,954.0,237.0,39,43,22,26,4,8,0,0.0,0.0,0.0,0,4,0,0,7
2b3efa4a,276,355,4501.0,1867.0,141,169,113,141,18,36,0,0.6,0.7,-0.6,5,23,9,2,34
2b471f99,118,137,1817.0,445.0,58,66,47,53,6,8,0,0.1,0.0,-0.1,2,6,0,0,8
2b622f01,78,103,909.0,183.0,58,62,14,21,1,4,1,0.5,0.3,0.5,2,5,2,0,6
2b65fe46,18,24,258.0,112.0,8,9,7,10,1,1,0,0.0,0.0,0.0,0,4,0,0,3
2ba38347,148,217,1873.0,904.0,82,97,42,65,6,24,1,0.3,0.2,0.7,5,6,4,0,13
2bed3eab,199,202,3537.0,1149.0,74,75,107,109,14,14,0,0.0,0.0,0.0,1,6,0,0,10
2c0f8e9e,18,22,276.0,36.0,11,11,5,6,2,2,1,0.1,0.2,0.9,2,0,0,0,1
2c44a35d,91,144,1378.0,447.0,54,68,27,46,7,11,1,0.2,0.4,0.8,3,7,6,1,21
2ccd89a3,85,119,1339.0,581.0,49,60,30,39,6,12,0,0.2,0.2,-0.2,1,11,3,0,19
2d970560,255,352,3402.0,1244.0,164,192,69,108,9,22,0,0.6,0.6,-0.6,4,10,6,2,22
2db2fd7b,420,483,8998.0,2762.0,101,110,253,278,63,86,0,0.0,0.2,0.0,0,23,4,0,31
2e4f5f03,578,687,9532.0,3314.0,297,324,222,252,45,75,0,0.3,0.6,-0.3,6,60,11,1,66
2ef7c612,42,60,550.0,199.0,26,35,14,18,0,3,0,0.1,0.2,-0.1,2,8,2,0,14
2f557579,132,166,2326.0,464.0,64,69,40,50,22,34,1,0.9,0.5,0.1,9,14,4,1,23
2f7acede,277,327,4391.0,1412.0,145,160,102,110,19,35,0,0.2,0.3,-0.2,5,26,2,1,36
2f90f6b8,346,419,5564.0,1697.0,182,198,133,154,27,53,1,0.5,1.0,0.5,10,27,10,5,38
2f965a72,47,59,1236.0,811.0,7,7,31,32,9,20,0,0.0,0.0,0.0,0,0,0,0,0
2fabebc0,104,139,3790.0,3161.0,14,14,30,30,60,94,0,0.0,0.0,0.0,0,7,0,0,0
