id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
005ca692,385,415,5895.0,1805.0,223,230,137,147,20,26,0,0.5,0.7,-0.5,11,46,1,0,37
00672021,123,149,1891.0,509.0,67,75,39,43,10,14,1,1.0,0.6,0.0,6,13,4,0,18
00844823,80,91,1199.0,497.0,47,48,20,25,8,9,0,0.0,0.0,0.0,0,5,0,0,4
00f0482f,8,10,106.0,5.0,5,6,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0
016ff750,48,61,775.0,324.0,27,30,18,24,3,4,0,0.0,0.0,0.0,0,2,0,0,5
01834aa0,68,90,1294.0,384.0,20,27,41,46,5,15,0,0.0,0.0,0.0,0,3,0,0,2
0193a8bf,175,221,3130.0,688.0,82,93,73,87,18,31,1,1.1,0.7,-0.1,7,18,8,3,23
01b8a2b2,149,185,3733.0,2307.0,30,30,77,78,40,75,0,0.0,0.0,0.0,0,0,0,0,0
01c3aff5,152,183,2367.0,638.0,78,91,46,51,15,21,0,0.5,0.2,-0.5,8,15,3,0,20
01eb744d,95,125,1350.0,281.0,52,64,26,31,5,11,0,0.3,0.8,-0.3,3,5,4,2,13
02c15616,245,310,3469.0,1079.0,138,155,79,101,14,21,0,1.1,0.8,-1.1,11,7,6,1,21
032f894e,163,222,2921.0,878.0,76,97,68,88,17,25,0,0.2,0.3,-0.2,2,18,2,0,29
03df04ff,245,360,7115.0,4988.0,51,51,103,109,91,197,0,0.0,0.0,0.0,0,5,1,0,0
042e8a49,270,357,4462.0,1007.0,142,164,110,145,16,30,3,4.2,4.1,-1.2,25,12,27,10,31
048a1cbc,108,136,1462.0,552.0,60,68,38,46,2,8,0,0.1,0.2,-0.1,3,7,2,0,11
049a888d,55,78,705.0,154.0,37,44,15,19,1,10,0,0.3,0.4,-0.3,4,2,4,1,7
04e17fd5,6,8,78.0,12.0,4,6,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0
05439de2,607,678,10052.0,3468.0,273,282,291,319,31,59,0,0.3,0.5,-0.3,4,37,2,1,28
056269d7,136,162,2159.0,529.0,79,83,47,57,9,19,0,0.2,0.2,-0.2,3,14,2,2,9
05d548d8,272,307,5486.0,1925.0,72,80,168,176,26,41,0,0.4,0.4,-0.4,2,17,4,0,17
05e19d6a,154,183,2853.0,774.0,66,72,69,77,19,30,1,0.5,0.6,0.5,3,16,4,3,16
061e8e23,11,13,131.0,17.0,9,10,2,3,0,0,0,0.0,0.0,0.0,0,1,0,0,0
0630eb63,9,12,117.0,37.0,6,8,2,3,1,1,0,0.0,0.0,0.0,0,1,0,0,1
0670ee51,127,150,2346.0,979.0,55,65,54,59,16,21,0,0.0,0.1,0.0,1,11,1,0,12
06a1d642,22,27,273.0,80.0,15,18,6,7,0,0,0,0.0,0.0,0.0,0,0,2,0,2
06d4b2e4,20,29,316.0,46.0,13,17,6,8,1,1,0,0.0,0.0,0.0,0,0,0,0,0
06e5b0e4,135,164,2896.0,1191.0,33,38,77,86,25,35,0,0.0,0.0,0.0,0,3,0,0,3
08d37c53,143,173,2868.0,849.0,44,51,84,93,15,24,0,0.0,0.0,0.0,0,6,0,0,10
