id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1f462f95,Luis Abram,pe PER,DF,Granada,25,1996,6.2,226,216,9,5,0,0,0,2,0,0,0,0,191,1,4,Matches
81442ecb,Marcos Acuña,ar ARG,DF,Sevilla,29,1991,25.1,1963,1624,333,63,3,30,178,230,40,0,31,0,1543,6,30,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,25,1996,18.0,792,610,179,6,0,5,45,172,1,0,0,0,547,3,16,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,20,2000,4.0,82,49,33,7,0,0,0,0,0,0,0,0,62,0,0,Matches
4d034881,Sergio Agüero,ar ARG,FW,Barcelona,33,1988,1.7,42,40,2,0,0,0,3,0,0,0,0,0,30,0,0,Matches
93b054dc,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,21,2000,0.1,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,25,1995,29.3,1567,1531,32,13,1,11,3,19,0,0,0,0,1270,4,9,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Cádiz,28,1993,20.5,832,672,158,18,1,3,45,140,0,0,0,0,611,2,20,Matches
b8bd60fe,Ilias Akhomach,es ESP,FW,Barcelona,17,2004,1.4,55,55,0,0,1,0,6,0,0,0,0,0,45,0,2,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,23,1997,5.7,325,320,4,4,0,3,1,0,0,0,0,0,284,1,4,Matches
05439de2,David Alaba,at AUT,DF,Real Madrid,29,1992,29.4,1968,1888,74,34,4,2,40,34,3,3,0,0,1788,6,9,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,22,1999,15.8,572,503,65,29,2,15,64,3,33,14,14,0,398,4,18,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,32,1989,29.4,2795,2416,365,96,13,12,121,268,1,0,0,0,2334,14,38,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,35,1985,27.4,1560,1502,57,55,0,12,3,1,0,0,0,0,1339,1,12,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,27,1993,8.7,175,151,22,0,2,2,1,2,0,0,0,0,123,2,5,Matches
