id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-194,1990,2,134,67,18.6,1.5,2,67,0,0,,0,1.50,0,3,-3,-2.01,-4.01,1.1,1.4,-0.2,-0.15,-0.29,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-089,1994,1,90,90,14.3,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.83,,,,,,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,19-348,2003,4,141,35,18.8,1.6,2,56,0,2,15,2,2.00,3,2,+1,+0.64,+0.34,2.1,2.2,-0.1,-0.08,-0.72,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-288,2000,1,90,90,14.3,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,-4.33,,,,,,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-178,1995,4,293,73,54.3,3.3,3,87,2,1,31,1,0.50,1,9,-8,-2.46,-2.09,1.8,5.8,-4.0,-1.24,-1.33,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-160,1997,8,493,62,60.9,5.5,6,79,3,2,10,0,2.00,8,4,+4,+0.73,-0.12,9.0,2.6,+6.3,+1.31,+0.57,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-305,2000,6,440,73,81.5,4.9,5,79,2,1,45,0,1.10,2,11,-9,-1.84,-0.04,3.3,9.5,-6.2,-1.27,+1.18,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,fr Nantes,21-054,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-134,1991,3,245,82,90.7,2.7,3,82,1,0,,0,2.00,5,2,+3,+1.10,+1.10,1.5,2.1,-0.6,-0.35,-0.05,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-278,2001,2,104,52,57.8,1.2,1,73,0,1,31,0,1.50,1,2,-1,-0.87,-0.87,1.6,2.2,-0.6,-0.54,-0.20,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-302,1987,3,270,90,100.0,3.0,3,90,3,0,,0,1.67,7,3,+4,+1.33,,4.5,0.6,+3.9,+1.94,+1.94,Matches
4dcec659,Simon Adingra,ci CIV,"DF,FW",be Union SG,21-069,2002,7,290,41,46.0,3.2,2,90,2,5,22,0,2.00,7,6,+1,+0.31,-0.48,3.0,3.5,-0.5,-0.16,-0.70,Matches
74e92ec8,Raymond Adjei,se SWE,DF,se Malmö,19-029,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
dcfb17f4,Amine Adli,fr FRA,"MF,FW",de Leverkusen,22-305,2000,3,139,46,46.3,1.5,1,73,0,2,33,0,2.00,5,3,+2,+1.29,+1.29,2.5,1.7,+0.8,+0.65,+0.36,Matches
69bff230,Olivier Aertssen,nl NED,DF,nl Ajax,18-216,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,21-357,2001,6,484,81,89.6,5.4,5,88,4,1,45,0,1.33,4,6,-2,-0.37,+6.06,5.9,5.6,+0.2,+0.04,+1.24,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",fr Monaco,29-319,1993,2,124,62,16.5,1.4,1,79,0,1,45,2,1.50,2,3,-1,-0.73,-1.01,1.4,1.4,+0.1,+0.04,-0.50,Matches
9c4f39b3,Tosin Aiyegun,bj BEN,FW,ch Zürich,24-258,1998,6,478,80,88.5,5.3,6,80,1,0,,0,1.33,4,15,-11,-2.07,-2.07,6.0,9.0,-3.0,-0.56,-0.57,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,at Sturm Graz,26-013,1997,5,303,61,56.1,3.4,4,70,0,1,22,0,1.60,1,4,-3,-0.89,+0.25,2.5,4.3,-1.8,-0.54,-1.03,Matches
7328bee5,Samet Akaydın,tr TUR,DF,tr Fenerbahçe,28-363,1994,1,90,90,14.3,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-3.00,,,,,,Matches
b625b241,Maghnes Akliouche,fr FRA,"FW,MF",fr Monaco,21-014,2002,1,45,45,6.0,0.5,0,,0,1,45,7,0.00,0,1,-1,-2.00,-2.26,1.1,0.1,+1.0,+1.97,+1.60,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,25-081,1997,5,356,71,56.5,4.0,5,71,2,0,,1,2.60,7,2,+5,+1.26,+1.26,5.6,2.9,+2.6,+0.67,+0.71,Matches
749c882c,Furkan Akyüz,tr TUR,GK,tr Fenerbahçe,17-171,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
455c26a4,Ángel Alarcón,es ESP,FW,es Barcelona,18-300,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,33-355,1989,1,66,66,36.7,0.7,1,66,0,0,,1,1.00,1,2,-1,-1.36,-1.36,0.8,1.9,-1.1,-1.51,-1.70,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,30-164,1992,4,307,77,56.9,3.4,4,77,2,0,,2,1.25,6,7,-1,-0.29,+0.09,5.6,5.6,+0.1,+0.02,+0.12,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,fr Rennes,20-133,2002,2,129,65,17.2,1.4,1,90,1,1,39,6,1.00,1,3,-2,-1.40,-2.12,1.0,1.6,-0.6,-0.41,-1.11,Matches
cd6a1a59,Almoatasembellah Ali,ly LBY,MF,pt Braga,26-339,1996,5,418,84,77.4,4.6,5,84,4,0,,0,2.00,8,4,+4,+0.86,+2.34,5.8,4.0,+1.9,+0.40,+1.03,Matches
f8405304,Mohamed Ali Cho,fr FRA,"FW,MF",es Real Sociedad,19-051,2004,3,102,34,16.2,1.1,1,60,0,2,21,0,2.00,1,1,0,0.00,-1.02,0.6,0.3,+0.3,+0.27,-0.62,Matches
1a7fcf39,Ezgjan Alioski,mk MKD,DF,tr Fenerbahçe,31-027,1992,6,317,53,50.3,3.5,3,80,1,3,25,0,2.50,8,2,+6,+1.70,+2.28,6.0,2.4,+3.6,+1.02,+0.56,Matches
5c46e908,Fidan Aliti,xk KVX,DF,ch Zürich,29-159,1993,4,316,79,58.5,3.5,4,79,1,0,,2,1.88,2,9,-7,-1.99,-0.39,4.3,5.4,-1.1,-0.31,+0.44,Matches
bdf8165d,Richard Almeida,az AZE,MF,az Qarabağ Ağdam,33-356,1989,6,304,51,56.3,3.4,4,72,0,2,9,0,1.33,1,2,-1,-0.30,-2.20,4.3,3.2,+1.2,+0.34,-0.36,Matches
f4290206,Marcos Alonso,es ESP,DF,es Barcelona,32-073,1990,2,75,38,41.7,0.8,1,66,0,1,9,0,0.50,1,2,-1,-1.20,-1.20,0.8,1.9,-1.1,-1.33,-1.53,Matches
0afff3b7,Omri Altman,il ISR,"FW,MF",cy AÉK Lárnaka,28-353,1994,5,376,75,69.6,4.2,5,75,1,0,,0,1.56,6,5,+1,+0.24,+2.43,3.4,4.5,-1.1,-0.26,+1.47,Matches
629081bd,Carlos Álvarez,es ESP,FW,es Sevilla,19-217,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,25-138,1997,2,179,90,99.4,2.0,2,90,1,0,,0,0.50,1,3,-2,-1.01,-1.01,2.1,2.6,-0.5,-0.24,-0.24,Matches
bc62d898,Forson Amankwah,gh GHA,MF,at RB Salzburg,20-070,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
555d5edd,Nadiem Amiri,de GER,"FW,MF",de Leverkusen,26-135,1996,3,204,68,68.0,2.3,2,79,1,1,47,0,2.00,4,2,+2,+0.88,+0.88,1.5,0.7,+0.9,+0.94,+0.72,Matches
7fdb872a,Isak Amundsen,no NOR,DF,no Bodø/Glimt,23-148,1999,2,35,18,6.5,0.4,0,,0,2,18,4,2.00,0,1,-1,-2.57,-1.86,0.6,0.6,0.0,+0.09,+0.94,Matches
9f1893b9,Felipe Anderson,br BRA,FW,it Lazio,29-330,1993,6,437,73,80.9,4.9,5,81,4,1,32,0,1.33,8,10,-2,-0.41,-0.41,6.4,7.6,-1.2,-0.25,-1.15,Matches
b5f66351,Joel Andersson,se SWE,DF,dk Midtjylland,26-120,1996,5,375,75,52.1,4.2,5,75,2,0,,1,1.00,5,6,-1,-0.24,-0.50,2.5,6.8,-4.3,-1.04,-0.61,Matches
04914da4,Viktor Andersson,se SWE,GK,se Malmö,18-346,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
8382b207,Leandro Andrade,cv CPV,"FW,MF",az Qarabağ Ağdam,23-168,1999,3,74,25,13.7,0.8,1,64,0,2,5,0,2.00,0,0,0,0.00,-0.77,0.7,1.1,-0.4,-0.49,-1.15,Matches
3724baa1,Fredrik André Bjørkan,no NOR,DF,nl Feyenoord,24-202,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
4f9f721c,Valdemar Andreasen,dk DEN,FW,dk Midtjylland,18-045,2005,4,119,30,16.5,1.3,2,45,0,2,15,4,1.75,1,1,0,0.00,0.00,0.8,3.4,-2.6,-1.96,-1.45,Matches
