id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
1d2d5cc8,1,7,1,39.0,-5.0,143,491,1029,198,291,564,22,35,32825.1,12425.7,532.0
20de219a,0,0,0,1.1,0.1,2,11,25,2,12,12,0,3,732.5,496.8,74.1
2434f24a,2,6,1,48.2,-6.8,264,610,1034,144,292,560,16,30,36500.2,13899.2,396.0
28a65a2c,3,6,2,30.0,-10.0,99,308,676,146,200,377,16,13,22578.4,9240.0,170.3
28dabd43,0,5,1,53.5,-3.5,143,456,712,214,269,516,19,17,25062.4,13692.1,192.1
2b9b37b2,0,0,0,3.9,-0.1,14,36,69,12,22,51,1,3,2470.2,825.0,52.2
2c127b6f,0,1,0,3.5,0.5,3,13,19,6,9,14,0,3,748.6,266.4,65.4
2d70dbe5,0,3,0,33.6,-9.4,92,320,435,109,197,288,10,17,15964.5,10125.8,256.7
2fa2a875,1,0,1,21.7,-4.3,109,322,837,110,169,312,9,62,26867.7,6489.6,1159.4
33887998,0,0,0,0.8,-0.2,6,11,23,2,6,11,0,0,770.5,174.0,0.0
380a15e2,0,1,0,14.0,3.0,94,180,230,46,82,145,7,2,9039.0,4542.8,21.0
3814120d,0,1,1,10.3,-2.7,54,133,189,47,56,93,1,2,6690.6,3315.2,21.2
4e7db402,2,7,1,51.2,-2.8,199,641,864,131,257,507,23,36,34473.6,14083.6,536.4
58ad9383,0,7,1,49.9,1.9,192,640,1106,159,340,574,11,34,40590.2,15844.0,493.0
5ee6e943,1,0,0,8.5,-1.5,13,40,71,26,30,55,2,2,2130.0,1665.0,26.8
5f0241b2,0,0,1,10.2,2.2,6,23,158,40,55,110,0,10,3665.6,1347.5,180.0
667b65da,1,0,0,10.9,2.9,46,128,149,30,69,119,5,7,5736.5,3788.1,103.6
74733221,0,4,0,12.9,-1.1,76,198,425,71,122,169,3,39,13005.0,5843.8,811.2
76806215,0,0,0,1.7,-0.3,0,0,20,7,3,12,0,1,344.0,54.9,12.0
834b5c4c,1,3,0,9.2,-3.8,38,101,124,25,50,85,4,2,4972.4,2745.0,15.4
8a2248b4,1,11,0,50.8,-2.2,91,286,919,180,300,572,24,20,24996.8,9720.0,262.0
a4527d33,1,3,0,31.0,0.0,195,404,520,81,192,349,11,11,20228.0,10272.0,130.9
abc06eb3,0,4,0,33.3,0.3,97,297,472,103,177,330,7,13,16000.8,8513.7,149.5
ae7d0ecd,0,4,1,38.4,1.4,207,526,752,184,286,536,39,47,28876.8,14643.2,756.7
b052b8bf,1,2,1,20.3,-8.7,66,187,297,70,105,166,5,17,10454.4,4746.0,275.4
b49729cb,1,5,2,53.6,-6.4,181,398,967,173,282,548,26,24,32587.9,9700.8,309.6
bcf1b2e9,1,7,0,64.1,-6.9,254,731,1287,148,304,600,17,41,46460.7,14318.4,660.1
be13e5a8,0,0,0,1.6,-2.4,4,16,30,9,7,17,0,0,1050.0,329.7,0.0
c4173f1a,0,1,0,12.7,-1.3,43,120,226,24,61,92,1,10,7435.4,3220.8,215.0
c631f952,0,4,2,49.2,0.2,199,454,737,175,246,442,24,16,26163.5,12004.8,214.4
cecbce23,0,1,2,33.6,0.5999999999999996,110,294,654,144,195,344,14,42,42706.2,17628.0,1302.0
db87a2c4,0,0,0,1.5,0.5,2,4,28,9,2,12,0,2,596.4,72.0,37.2
ecada4fc,0,2,0,26.0,8.0,65,139,572,115,170,308,0,25,15558.4,4539.0,415.0
edbe46dc,0,5,3,42.6,-5.4,186,494,764,141,257,480,17,29,28650.0,10023.0,414.7
eedea60b,0,0,0,1.5,0.5,5,15,40,13,12,24,0,3,1164.0,435.6,53.4
f00de885,2,4,2,36.3,-4.7,150,338,934,186,249,499,10,60,28300.2,8864.4,1098.0
fbf83734,1,3,1,20.6,-3.4,71,188,249,44,108,204,1,6,9237.9,4978.8,72.6
fcb38f57,0,7,2,28.8,7.8,123,393,826,194,240,490,27,44,26101.6,11688.0,756.8
