id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
0810b6df,0,2,1,11.9,-1.1,29,94,152,25,59,103,8,4,5517.6,2283.3,48.8
08f5afaa,1,3,1,27.4,3.4,39,114,533,118,140,271,25,22,12578.8,3724.0,297.0
0e12089d,2,6,2,40.7,-3.3,102,256,703,120,175,349,24,17,21090.0,6492.5,178.5
1b729a98,0,0,0,0.8,0.8,6,24,26,2,8,25,2,0,1138.8,488.0,0.0
1d2d5cc8,0,5,1,25.9,1.9,133,331,702,103,127,260,21,34,23236.2,5727.7,581.4
1e7aea56,1,8,0,32.7,-8.3,146,367,460,50,141,258,13,37,17986.0,7332.0,636.4
20b9f052,0,1,1,23.8,4.8,73,202,612,93,120,245,15,23,18788.4,4716.0,349.6
2434f24a,0,3,0,34.0,-7.0,132,292,454,72,137,285,3,11,16707.2,7082.9,144.1
28dabd43,1,6,2,36.1,-4.9,57,166,331,86,127,242,17,12,10459.6,5029.2,138.0
2fa2a875,0,0,0,8.3,2.3,33,86,160,29,57,94,5,4,5360.0,2257.2,52.0
3814120d,0,2,0,9.1,-1.9,18,57,95,19,35,52,3,2,3363.0,1396.5,22.4
3d214e5f,0,8,2,42.5,2.5,125,316,519,104,197,385,14,16,18580.2,8490.7,180.8
477e50ce,0,0,0,1.5,0.5,5,9,20,9,6,11,1,0,664.0,279.0,0.0
4e7db402,1,3,4,33.3,4.3,132,362,633,141,175,339,27,20,22724.7,8610.0,228.0
53af52f3,2,3,0,22.7,2.7,127,282,626,83,197,340,16,15,20908.4,7013.2,199.5
60d90c55,0,5,1,22.7,2.7,116,278,755,101,100,264,19,35,24462.0,2940.0,595.0
67f649be,0,0,1,7.6,0.6,46,128,204,32,44,109,5,6,7690.8,2367.2,83.4
6a9e4913,0,0,0,0.2,0.2,8,13,18,3,11,11,2,0,822.6,289.3,0.0
7f41ee30,0,0,0,3.7,-0.3,12,29,125,23,33,49,6,7,3450.0,848.1,117.6
834b5c4c,0,5,0,42.9,-1.1,107,295,551,93,134,370,23,23,19450.3,5654.8,282.9
8608f269,0,0,0,1.9,-1.1,14,43,38,4,14,38,2,0,1877.2,859.6,0.0
967f34d3,0,1,2,2.9,-0.1,11,41,117,21,36,56,0,4,3346.2,1198.8,81.2
9d420dad,0,2,1,13.1,-0.9,26,91,190,49,53,105,11,5,6327.0,2173.0,60.0
9e17ccff,0,0,0,3.9,-0.1,14,34,52,4,19,40,2,3,1846.0,798.0,39.3
afb0c500,1,2,2,31.7,-2.3,139,307,591,137,179,310,23,23,19148.4,8234.0,296.7
b3d76d84,2,1,3,19.2,2.2,41,170,577,80,67,211,18,12,16733.0,2412.0,144.0
c4173f1a,2,2,0,19.9,2.9,31,120,326,74,84,242,8,7,9454.0,3074.4,77.0
c631f952,0,2,2,24.1,0.1,53,161,330,77,85,209,14,12,10461.0,4020.5,144.0
db3164e1,0,6,2,34.5,-6.5,53,229,429,72,145,304,19,7,14028.3,6090.0,70.0
db87a2c4,0,0,0,3.1,1.1,8,20,49,11,18,26,2,3,1376.9,795.6,41.4
dc29b608,0,2,1,16.0,-2.0,67,174,321,51,105,278,13,7,10368.3,4389.0,71.4
eedea60b,0,1,0,18.9,6.9,79,190,497,114,123,283,28,19,16251.9,4329.6,248.9
f00de885,2,5,0,24.2,0.2,72,197,498,92,132,244,13,14,16035.6,4118.4,187.6
f19f32b1,0,1,0,4.1,-1.9,8,33,49,7,14,21,1,5,1866.9,579.6,82.0
f41a69e6,0,3,0,39.0,5.0,161,414,802,127,191,331,24,18,29994.8,7525.4,214.2
f5dfc256,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
fd78b105,0,1,0,14.8,0.8,35,105,198,33,65,129,10,11,7068.6,2216.5,162.8
