id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
132bb875,0,0,0,4.1,-0.9,16,41,44,4,20,15,0,2,1773.2,996.0,31.2
1d2d5cc8,0,2,2,30.1,5.1,117,365,697,133,144,319,21,21,24813.2,6307.2,306.6
2434f24a,0,4,1,32.7,-0.3,159,394,637,99,246,434,17,28,22167.6,10061.4,425.6
26975a92,2,1,0,26.7,-5.3,119,342,494,116,203,319,15,22,17734.6,10271.8,332.2
28a65a2c,0,0,0,6.8,2.8,22,86,131,28,42,77,4,0,5174.5,1835.4,0.0
28dabd43,0,2,1,30.7,-6.3,130,379,530,80,175,265,11,26,19663.0,8872.5,405.6
2ee1b96b,0,0,0,2.2,-1.8,14,30,33,5,11,11,0,2,1445.4,595.1,53.0
2f965a72,0,0,0,1.4,-0.6,2,2,48,9,9,23,1,6,840.0,231.3,111.0
2fa2a875,0,7,1,42.8,-0.2,146,337,637,136,212,394,20,39,21021.0,8967.6,616.2
33887998,1,4,1,20.7,2.7,155,338,624,99,163,334,33,22,21528.0,7106.8,283.8
380a15e2,0,1,0,1.7,-1.3,12,19,49,18,18,19,2,3,1514.1,671.4,55.2
3a74f92b,0,0,0,2.9,-1.1,25,82,79,12,38,65,8,3,3420.7,2192.6,42.3
4e7db402,0,2,1,26.6,-1.4,147,452,695,131,187,379,9,31,25367.5,9630.5,480.5
51c83a90,0,0,0,4.3,1.3,8,20,34,8,8,30,2,0,1302.2,370.4,0.0
586ef3a3,0,1,0,2.3,-0.7,2,7,19,4,8,14,0,0,495.9,328.0,0.0
58ad9383,1,2,0,25.0,7.0,115,354,802,133,202,399,27,20,26546.2,8544.6,248.0
5f0241b2,0,1,0,2.6,-1.4,1,9,35,5,13,33,1,2,756.0,309.4,34.8
625c144a,1,2,1,28.4,2.4,186,359,677,150,203,360,16,25,22814.9,9175.6,375.0
74733221,0,0,0,5.4,0.4,21,54,94,24,36,80,2,3,3139.6,1702.8,43.8
76806215,0,0,0,2.4,0.4,3,12,33,7,14,22,0,3,825.0,571.2,48.6
7800bdb8,0,0,0,2.4,0.4,4,22,47,16,14,33,4,0,1452.3,669.2,0.0
834b5c4c,0,3,0,33.4,1.4,199,458,651,111,201,335,17,9,25779.6,10311.3,99.0
8608f269,0,0,1,2.7,-0.3,4,17,18,4,9,10,0,0,828.0,397.8,0.0
8a2248b4,0,6,2,41.1,7.1,52,150,574,139,214,421,11,17,14005.6,6184.6,226.1
8fa8f8d2,0,3,1,11.3,-4.7,50,121,248,56,81,163,9,9,7762.4,3555.9,126.0
ae7d0ecd,0,5,0,30.4,-0.6,186,593,675,101,208,471,32,31,29565.0,12355.2,437.1
b056e3da,0,0,0,1.9,-0.1,8,12,54,16,7,10,3,7,1468.8,224.7,107.8
b49729cb,0,4,0,41.4,7.4,128,373,783,152,235,454,19,28,27561.6,8272.0,378.0
b98cea65,0,0,0,1.1,0.1,15,27,34,10,19,43,4,0,1190.0,885.4,0.0
bc270726,1,12,1,40.8,-8.2,194,462,562,93,255,425,10,10,21580.8,13005.0,118.0
bcf1b2e9,1,3,1,36.9,-11.1,181,463,616,80,228,357,9,23,23531.2,11080.8,370.3
be13e5a8,0,1,0,0.1,-0.9,1,2,11,4,8,12,0,5,199.1,230.4,136.0
cac76a72,0,1,0,33.3,-6.7,102,287,463,72,159,249,9,15,16112.4,6852.9,190.5
cecbce23,2,2,1,17.5,-1.5,148,343,566,114,168,306,23,13,20432.6,7795.2,158.6
d83f8f69,1,2,0,5.7,-0.3,26,71,60,4,38,63,0,5,2454.0,2173.6,71.5
dab1b8dc,0,1,0,2.6,0.6,3,13,9,2,11,13,1,0,415.8,475.2,0.0
db87a2c4,0,0,0,0.4,0.4,0,0,12,3,6,5,1,0,195.6,124.8,0.0
ecada4fc,0,0,1,17.5,0.5,35,91,405,76,137,188,3,8,10854.0,3657.9,100.0
f00de885,1,2,3,22.9,0.9,97,222,634,147,187,313,11,20,18132.4,6376.7,292.0
fcb38f57,1,1,3,25.0,1.0,130,390,563,137,200,323,11,24,20943.6,10480.0,408.0
