id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00891164,981,1133,18772.0,6709.0,334,362,553,608,86,142,0,0.3,0.4,-0.3,3,41,3,0,65
00a8d210,964,1312,16072.0,5945.0,486,558,369,500,85,196,2,4.8,4.8,-2.8,50,66,36,18,104
01870104,56,97,647.0,149.0,33,53,11,23,2,2,0,1.5,1.5,-1.5,9,2,1,0,4
01becd60,44,56,626.0,156.0,20,24,19,20,1,2,0,0.0,0.2,0.0,1,5,3,0,8
01fd01e8,360,409,7111.0,2208.0,102,120,211,224,42,53,0,0.2,0.1,-0.2,3,24,2,0,29
02bcaf8e,169,235,2286.0,468.0,100,115,45,63,8,24,2,1.5,1.1,0.5,10,6,7,4,10
032f894e,376,409,6309.0,1481.0,186,202,148,153,34,38,0,1.1,0.6,-1.1,7,36,2,0,35
03e91055,19,19,248.0,34.0,13,13,4,4,1,1,0,0.0,0.0,0.0,0,1,0,0,1
0400dd2f,87,116,1464.0,258.0,43,48,32,36,10,22,3,1.5,0.7,1.5,7,2,6,3,8
04ac78d2,357,391,5897.0,2120.0,135,139,199,205,15,34,0,0.0,0.0,0.0,0,10,0,0,23
04bb2b06,132,204,1574.0,472.0,88,120,32,53,1,5,1,0.8,0.6,0.2,11,10,1,0,17
0512a60a,525,647,9743.0,3850.0,214,233,234,269,61,112,1,0.4,0.7,0.6,3,64,7,1,64
061266cd,67,86,903.0,367.0,40,49,23,24,1,5,0,0.1,0.2,-0.1,2,3,4,1,9
065dc209,210,283,2800.0,599.0,124,162,68,82,5,8,1,0.9,0.8999999999999999,0.09999999999999998,14,17,6,1,22
06c48679,1190,1319,21306.0,7980.0,452,492,624,665,88,118,2,0.8,1.2,1.2,9,150,9,3,169
06df8256,403,468,8296.0,3424.0,123,137,210,235,60,83,0,0.4,0.8,-0.4,1,46,3,0,39
07ace8c3,7,14,61.0,7.0,3,6,1,3,0,0,0,0.2,0.1,-0.2,2,0,0,0,0
0810b6df,141,211,3725.0,2480.0,34,36,61,61,44,112,0,0.0,0.0,0.0,0,3,0,0,0
08511d65,1559,1649,29162.0,9402.0,585,611,758,781,170,194,1,0.1,0.5,0.9,2,133,5,2,110
08f5afaa,575,673,11725.0,7604.0,176,177,298,305,88,178,0,0.0,0.0,0.0,0,0,0,0,0
095e4199,271,379,4028.0,1366.0,163,199,79,110,17,42,2,2.9,2.0,-0.9,21,22,17,0,47
0a63446f,361,556,6169.0,2703.0,169,202,144,215,38,103,0,0.4,0.7,-0.4,8,32,8,4,35
0af4dcf0,19,23,263.0,56.0,12,13,4,5,1,1,1,1.0,0.7,0.0,2,1,0,0,0
0b2c9aec,140,217,2043.0,639.0,79,94,37,62,12,35,1,1.9,1.8,-0.9,15,7,11,5,14
0b4d8274,205,290,3095.0,975.0,90,115,74,102,14,31,2,2.2,1.0,-0.2,13,23,5,1,37
0b4f388a,262,383,3747.0,935.0,142,192,78,109,18,22,2,3.2,2.2,-1.2,29,23,17,0,44
