id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
00242715,1138,1444,26076.0,11359.0,287,345,581,665,265,409,1,0.2,0.5,0.8,4,115,5,0,87
0049d544,230,293,3447.0,1066.0,133,151,74,96,12,21,0,1.2,2.0,-1.2,14,18,13,2,40
0515a4cb,1370,1658,28582.0,12444.0,447,480,643,730,244,388,0,0.1,0.7,-0.1,4,114,2,0,136
06f33dc8,247,406,3024.0,498.0,162,238,55,90,5,13,1,0.8999999999999999,0.8,0.09999999999999998,16,13,6,1,25
06f46837,132,182,1691.0,461.0,85,102,35,45,4,16,0,0.4,0.5,-0.4,4,12,5,0,18
070a3904,123,143,1901.0,462.0,70,73,37,43,11,19,0,0.1,0.1,-0.1,2,8,1,0,15
07296190,223,309,2963.0,682.0,141,166,58,81,8,27,1,0.8,1.1,0.2,10,7,9,4,24
083525e5,1220,1551,27121.0,11563.0,362,412,610,693,236,403,1,0.5,0.6,0.5,8,112,9,1,122
086d7db3,452,717,5861.0,897.0,269,400,124,189,17,27,1,1.4,1.2,-0.4,24,29,4,0,45
0984c5d5,557,661,8932.0,2204.0,297,330,190,218,48,71,1,0.2,0.4,0.8,6,60,5,2,56
0b4d8274,469,662,7053.0,1990.0,253,306,138,191,45,93,3,4.8,3.6,-1.8,34,30,15,7,45
0d2158d5,769,934,14181.0,3577.0,333,385,294,346,115,145,1,0.4,0.5,0.6,11,74,7,2,83
0d57f1c1,21,25,294.0,73.0,13,14,7,8,0,2,0,0.0,0.0,0.0,0,1,0,0,2
0e12089d,12,22,510.0,450.0,1,1,3,3,8,18,0,0.0,0.0,0.0,0,0,0,0,0
0e96a5e1,33,41,482.0,64.0,18,21,14,16,0,0,0,0.0,0.0,0.0,1,2,0,0,2
0eb03d5b,654,735,13196.0,3738.0,201,215,343,372,93,124,0,0.1,0.9,-0.1,2,33,3,0,51
0eeafda5,1210,1354,24062.0,8011.0,408,433,589,639,182,243,0,0.2,0.3,-0.2,3,40,2,0,60
0f52f925,1006,1580,17382.0,10631.0,525,615,312,499,136,336,3,5.0,5.8,-2.0,54,107,44,30,145
0fe7f7bc,421,635,5650.0,1128.0,260,346,115,178,17,33,3,2.9,2.2,0.1,21,32,20,4,57
1040e783,577,810,11714.0,4968.0,197,244,276,335,94,188,1,0.3,0.7,0.7,6,41,11,10,50
1061c207,23,37,789.0,680.0,1,1,11,11,11,25,0,0.0,0.0,0.0,0,0,0,0,0
10650926,231,275,4995.0,1950.0,83,87,100,114,45,68,1,0.5,0.2,0.5,1,23,2,1,27
10efd0e1,2452,2773,43826.0,10990.0,1092,1173,1008,1089,287,395,6,4.9,3.7,1.1,66,174,20,4,200
11ced928,179,320,2494.0,539.0,109,172,54,95,9,16,0,0.4,0.4,-0.4,12,23,7,0,33
1232e1dc,1179,1301,22102.0,6680.0,367,391,686,722,97,147,2,0.2,0.2,1.8,4,29,0,0,70
1251f42e,215,336,4096.0,1239.0,100,130,81,108,33,82,3,1.9,2.1,1.1,21,26,12,3,41
13203c45,762,1015,12107.0,5429.0,425,482,259,335,58,122,3,3.8,3.4,-0.8,27,49,22,14,80
13c44fc5,734,990,11874.0,4286.0,393,447,276,379,59,115,2,1.9,1.4,0.1,13,54,19,13,84
1467af0d,1876,2074,28816.0,9429.0,995,1056,580,622,166,210,3,2.2,3.4,0.8,28,161,41,1,193
148e136f,1273,1608,19220.0,5447.0,714,814,404,503,98,160,6,6.0,6.3999999999999995,0.0,49,156,38,4,213
15285503,11,20,526.0,493.0,0,0,2,2,9,18,0,0.0,0.0,0.0,0,0,0,0,0
